date,stock_id,TaiwanStockPrice_volume,TaiwanStockPrice_turnover,TaiwanStockPrice_open,TaiwanStockPrice_high,TaiwanStockPrice_low,TaiwanStockPrice_close,TaiwanStockPrice_spread,TaiwanStockPrice_transactions,TaiwanStockInstitutionalInvestorsBuySell_buy,TaiwanStockInstitutionalInvestorsBuySell_name,TaiwanStockInstitutionalInvestorsBuySell_sell,TaiwanStockInstitutionalInvestorsBuySell_foreign,TaiwanStockInstitutionalInvestorsBuySell_investment_trust,TaiwanStockInstitutionalInvestorsBuySell_dealer,TaiwanStockInstitutionalInvestorsBuySell_dealer_self,TaiwanStockInstitutionalInvestorsBuySell_dealer_hedging
2024-10-25,2344,30323157,598769929,20.0,20.05,19.6,19.8,-0.15,12374,47000,Dealer_Hedging,127389,,,,,
2024-10-25,2344,30323157,598769929,20.0,20.05,19.6,19.8,-0.15,12374,4276980,Foreign_Investor,8450868,,,,,
2024-10-25,2344,30323157,598769929,20.0,20.05,19.6,19.8,-0.15,12374,0,Foreign_Dealer_Self,0,,,,,
2024-10-28,2344,17759014,349321378,19.9,19.9,19.5,19.75,-0.05,6471,10077700,Foreign_Investor,4276618,,,,,
2024-10-28,2344,17759014,349321378,19.9,19.9,19.5,19.75,-0.05,6471,0,Foreign_Dealer_Self,0,,,,,
2024-10-28,2344,17759014,349321378,19.9,19.9,19.5,19.75,-0.05,6471,0,Investment_Trust,1001334,,,,,
2024-10-28,2344,17759014,349321378,19.9,19.9,19.5,19.75,-0.05,6471,430000,Dealer_self,16115,,,,,
2024-10-28,2344,17759014,349321378,19.9,19.9,19.5,19.75,-0.05,6471,9000,Dealer_Hedging,39132,,,,,
2024-10-29,2344,21531070,416179079,19.75,19.75,19.2,19.2,-0.55,8659,2000,Dealer_Hedging,40787,,,,,
2024-10-29,2344,21531070,416179079,19.75,19.75,19.2,19.2,-0.55,8659,8000,Dealer_self,486100,,,,,
2024-10-29,2344,21531070,416179079,19.75,19.75,19.2,19.2,-0.55,8659,4067097,Foreign_Investor,5452000,,,,,
2024-10-29,2344,21531070,416179079,19.75,19.75,19.2,19.2,-0.55,8659,0,Foreign_Dealer_Self,0,,,,,
2024-10-29,2344,21531070,416179079,19.75,19.75,19.2,19.2,-0.55,8659,5000,Investment_Trust,3462509,,,,,
2024-10-30,2344,17989671,345592403,19.3,19.5,19.05,19.25,0.05,6834,0,Foreign_Dealer_Self,0,,,,,
2024-10-30,2344,17989671,345592403,19.3,19.5,19.05,19.25,0.05,6834,0,Investment_Trust,16334,,,,,
2024-10-30,2344,17989671,345592403,19.3,19.5,19.05,19.25,0.05,6834,36000,Dealer_self,6819,,,,,
2024-10-30,2344,17989671,345592403,19.3,19.5,19.05,19.25,0.05,6834,68000,Dealer_Hedging,8707,,,,,
2024-10-30,2344,17989671,345592403,19.3,19.5,19.05,19.25,0.05,6834,10860432,Foreign_Investor,5237275,,,,,
2024-11-01,2344,23906503,454609960,19.0,19.4,18.8,19.35,0.1,8540,7000,Dealer_self,421194,,,,,
2024-11-01,2344,23906503,454609960,19.0,19.4,18.8,19.35,0.1,8540,20000,Dealer_Hedging,102267,,,,,
2024-11-01,2344,23906503,454609960,19.0,19.4,18.8,19.35,0.1,8540,0,Investment_Trust,0,,,,,
2024-11-01,2344,23906503,454609960,19.0,19.4,18.8,19.35,0.1,8540,10144600,Foreign_Investor,8234719,,,,,
2024-11-01,2344,23906503,454609960,19.0,19.4,18.8,19.35,0.1,8540,0,Foreign_Dealer_Self,0,,,,,
2024-11-04,2344,14356133,275261350,19.35,19.35,19.05,19.2,-0.15,5772,8547537,Foreign_Investor,7017550,,,,,
2024-11-04,2344,14356133,275261350,19.35,19.35,19.05,19.2,-0.15,5772,0,Foreign_Dealer_Self,0,,,,,
2024-11-04,2344,14356133,275261350,19.35,19.35,19.05,19.2,-0.15,5772,2000,Investment_Trust,8000,,,,,
2024-11-04,2344,14356133,275261350,19.35,19.35,19.05,19.2,-0.15,5772,6000,Dealer_self,31053,,,,,
2024-11-04,2344,14356133,275261350,19.35,19.35,19.05,19.2,-0.15,5772,2000,Dealer_Hedging,20554,,,,,
2024-11-05,2344,21436015,407786982,19.1,19.25,18.9,19.0,-0.2,7242,21000,Dealer_Hedging,20172,,,,,
2024-11-05,2344,21436015,407786982,19.1,19.25,18.9,19.0,-0.2,7242,8000,Dealer_self,36451,,,,,
2024-11-05,2344,21436015,407786982,19.1,19.25,18.9,19.0,-0.2,7242,0,Investment_Trust,0,,,,,
2024-11-05,2344,21436015,407786982,19.1,19.25,18.9,19.0,-0.2,7242,9754794,Foreign_Investor,10670810,,,,,
2024-11-05,2344,21436015,407786982,19.1,19.25,18.9,19.0,-0.2,7242,0,Foreign_Dealer_Self,0,,,,,
2024-11-06,2344,23060512,438752780,19.15,19.3,18.85,18.9,-0.1,8196,7340046,Foreign_Investor,11514000,,,,,
2024-11-06,2344,23060512,438752780,19.15,19.3,18.85,18.9,-0.1,8196,0,Foreign_Dealer_Self,0,,,,,
2024-11-06,2344,23060512,438752780,19.15,19.3,18.85,18.9,-0.1,8196,31000,Investment_Trust,0,,,,,
2024-11-06,2344,23060512,438752780,19.15,19.3,18.85,18.9,-0.1,8196,55000,Dealer_self,124992,,,,,
2024-11-06,2344,23060512,438752780,19.15,19.3,18.85,18.9,-0.1,8196,18000,Dealer_Hedging,27781,,,,,
2024-11-07,2344,43093064,836105725,18.95,19.85,18.9,19.8,0.9,13279,340232,Dealer_Hedging,30000,,,,,
2024-11-07,2344,43093064,836105725,18.95,19.85,18.9,19.8,0.9,13279,99151,Dealer_self,41000,,,,,
2024-11-07,2344,43093064,836105725,18.95,19.85,18.9,19.8,0.9,13279,27396400,Foreign_Investor,14294144,,,,,
2024-11-07,2344,43093064,836105725,18.95,19.85,18.9,19.8,0.9,13279,0,Foreign_Dealer_Self,0,,,,,
2024-11-07,2344,43093064,836105725,18.95,19.85,18.9,19.8,0.9,13279,0,Investment_Trust,7000,,,,,
2024-11-08,2344,28514082,560442865,19.9,20.05,19.35,19.5,-0.3,9602,14471389,Foreign_Investor,11408239,,,,,
2024-11-08,2344,28514082,560442865,19.9,20.05,19.35,19.5,-0.3,9602,0,Foreign_Dealer_Self,0,,,,,
2024-11-08,2344,28514082,560442865,19.9,20.05,19.35,19.5,-0.3,9602,0,Investment_Trust,9000,,,,,
2024-11-08,2344,28514082,560442865,19.9,20.05,19.35,19.5,-0.3,9602,19000,Dealer_self,138441,,,,,
2024-11-08,2344,28514082,560442865,19.9,20.05,19.35,19.5,-0.3,9602,0,Dealer_Hedging,260932,,,,,
2024-11-11,2344,21350299,407811560,19.4,19.4,19.0,19.2,-0.3,7502,27000,Dealer_Hedging,150822,,,,,
2024-11-11,2344,21350299,407811560,19.4,19.4,19.0,19.2,-0.3,7502,0,Investment_Trust,0,,,,,
2024-11-11,2344,21350299,407811560,19.4,19.4,19.0,19.2,-0.3,7502,109000,Dealer_self,16702,,,,,
2024-11-11,2344,21350299,407811560,19.4,19.4,19.0,19.2,-0.3,7502,10976240,Foreign_Investor,6373415,,,,,
2024-11-11,2344,21350299,407811560,19.4,19.4,19.0,19.2,-0.3,7502,0,Foreign_Dealer_Self,0,,,,,
2024-11-12,2344,27810051,523607823,18.95,19.1,18.7,18.7,-0.5,10991,8247958,Foreign_Investor,12181656,,,,,
2024-11-12,2344,27810051,523607823,18.95,19.1,18.7,18.7,-0.5,10991,0,Foreign_Dealer_Self,0,,,,,
2024-11-12,2344,27810051,523607823,18.95,19.1,18.7,18.7,-0.5,10991,7000,Investment_Trust,0,,,,,
2024-11-12,2344,27810051,523607823,18.95,19.1,18.7,18.7,-0.5,10991,25000,Dealer_self,237342,,,,,
2024-11-12,2344,27810051,523607823,18.95,19.1,18.7,18.7,-0.5,10991,37000,Dealer_Hedging,60263,,,,,
2024-11-13,2344,24679537,455333582,18.7,18.75,18.3,18.35,-0.35,9598,21000,Dealer_Hedging,53686,,,,,
2024-11-13,2344,24679537,455333582,18.7,18.75,18.3,18.35,-0.35,9598,19000,Dealer_self,285175,,,,,
2024-11-13,2344,24679537,455333582,18.7,18.75,18.3,18.35,-0.35,9598,6417757,Foreign_Investor,8481362,,,,,
2024-11-13,2344,24679537,455333582,18.7,18.75,18.3,18.35,-0.35,9598,0,Foreign_Dealer_Self,0,,,,,
2024-11-13,2344,24679537,455333582,18.7,18.75,18.3,18.35,-0.35,9598,0,Investment_Trust,17073,,,,,
2024-11-14,2344,28467962,511165261,18.35,18.35,17.7,17.7,-0.65,14452,7739469,Foreign_Investor,11666328,,,,,
2024-11-14,2344,28467962,511165261,18.35,18.35,17.7,17.7,-0.65,14452,0,Foreign_Dealer_Self,0,,,,,
2024-11-14,2344,28467962,511165261,18.35,18.35,17.7,17.7,-0.65,14452,0,Investment_Trust,2510000,,,,,
2024-11-14,2344,28467962,511165261,18.35,18.35,17.7,17.7,-0.65,14452,63000,Dealer_self,265661,,,,,
2024-11-14,2344,28467962,511165261,18.35,18.35,17.7,17.7,-0.65,14452,57000,Dealer_Hedging,23000,,,,,
2024-11-15,2344,30810137,551594628,17.75,18.15,17.75,18.0,0.3,9434,20474200,Foreign_Investor,5851261,,,,,
2024-11-15,2344,30810137,551594628,17.75,18.15,17.75,18.0,0.3,9434,0,Foreign_Dealer_Self,0,,,,,
2024-11-15,2344,30810137,551594628,17.75,18.15,17.75,18.0,0.3,9434,0,Investment_Trust,0,,,,,
2024-11-15,2344,30810137,551594628,17.75,18.15,17.75,18.0,0.3,9434,252000,Dealer_self,24026,,,,,
2024-11-15,2344,30810137,551594628,17.75,18.15,17.75,18.0,0.3,9434,109000,Dealer_Hedging,9769,,,,,
2024-11-18,2344,28736986,511628397,18.0,18.05,17.7,17.8,-0.2,9682,373000,Dealer_self,258325,,,,,
2024-11-18,2344,28736986,511628397,18.0,18.05,17.7,17.8,-0.2,9682,0,Investment_Trust,160000,,,,,
2024-11-18,2344,28736986,511628397,18.0,18.05,17.7,17.8,-0.2,9682,23000,Dealer_Hedging,46112,,,,,
2024-11-18,2344,28736986,511628397,18.0,18.05,17.7,17.8,-0.2,9682,15750992,Foreign_Investor,8732548,,,,,
2024-11-18,2344,28736986,511628397,18.0,18.05,17.7,17.8,-0.2,9682,0,Foreign_Dealer_Self,0,,,,,
2024-11-19,2344,20249114,364801384,17.95,18.15,17.8,18.0,0.2,6063,25000,Dealer_Hedging,7000,,,,,
2024-11-19,2344,20249114,364801384,17.95,18.15,17.8,18.0,0.2,6063,330000,Dealer_self,84000,,,,,
2024-11-19,2344,20249114,364801384,17.95,18.15,17.8,18.0,0.2,6063,11882900,Foreign_Investor,9881897,,,,,
2024-11-19,2344,20249114,364801384,17.95,18.15,17.8,18.0,0.2,6063,0,Foreign_Dealer_Self,0,,,,,
2024-11-19,2344,20249114,364801384,17.95,18.15,17.8,18.0,0.2,6063,9074,Investment_Trust,250000,,,,,
2024-11-20,2344,24850865,447074851,18.05,18.25,17.8,17.8,-0.2,9510,14541103,Foreign_Investor,9689494,,,,,
2024-11-20,2344,24850865,447074851,18.05,18.25,17.8,17.8,-0.2,9510,0,Foreign_Dealer_Self,0,,,,,
2024-11-20,2344,24850865,447074851,18.05,18.25,17.8,17.8,-0.2,9510,174000,Dealer_self,130000,,,,,
2024-11-20,2344,24850865,447074851,18.05,18.25,17.8,17.8,-0.2,9510,90000,Dealer_Hedging,84000,,,,,
2024-11-20,2344,24850865,447074851,18.05,18.25,17.8,17.8,-0.2,9510,13492,Investment_Trust,540000,,,,,
2024-11-21,2344,31627381,563009850,17.8,18.0,17.5,17.8,0.0,7986,19325000,Foreign_Investor,22012717,,,,,
2024-11-21,2344,31627381,563009850,17.8,18.0,17.5,17.8,0.0,7986,0,Foreign_Dealer_Self,0,,,,,
2024-11-21,2344,31627381,563009850,17.8,18.0,17.5,17.8,0.0,7986,0,Investment_Trust,47000,,,,,
2024-11-21,2344,31627381,563009850,17.8,18.0,17.5,17.8,0.0,7986,174000,Dealer_self,644000,,,,,
2024-11-21,2344,31627381,563009850,17.8,18.0,17.5,17.8,0.0,7986,65000,Dealer_Hedging,51000,,,,,
2024-11-22,2344,18363361,330908993,17.9,18.1,17.9,18.05,0.25,4987,181000,Dealer_self,187000,,,,,
2024-11-22,2344,18363361,330908993,17.9,18.1,17.9,18.05,0.25,4987,13000,Dealer_Hedging,24000,,,,,
2024-11-22,2344,18363361,330908993,17.9,18.1,17.9,18.05,0.25,4987,0,Investment_Trust,0,,,,,
2024-11-22,2344,18363361,330908993,17.9,18.1,17.9,18.05,0.25,4987,12786831,Foreign_Investor,8953146,,,,,
2024-11-22,2344,18363361,330908993,17.9,18.1,17.9,18.05,0.25,4987,0,Foreign_Dealer_Self,0,,,,,
2024-11-25,2344,312132640,5508005990,18.1,18.15,17.6,17.6,-0.45,12726,0,Foreign_Dealer_Self,0,,,,,
2024-11-25,2344,312132640,5508005990,18.1,18.15,17.6,17.6,-0.45,12726,15548,Investment_Trust,76544,,,,,
2024-11-25,2344,312132640,5508005990,18.1,18.15,17.6,17.6,-0.45,12726,295000,Dealer_self,363000,,,,,
2024-11-25,2344,312132640,5508005990,18.1,18.15,17.6,17.6,-0.45,12726,40000,Dealer_Hedging,125000,,,,,
2024-11-25,2344,312132640,5508005990,18.1,18.15,17.6,17.6,-0.45,12726,290718063,Foreign_Investor,303896571,,,,,
2024-11-26,2344,31222537,550063790,17.8,17.85,17.45,17.45,-0.15,10180,98000,Dealer_Hedging,25667,,,,,
2024-11-26,2344,31222537,550063790,17.8,17.85,17.45,17.45,-0.15,10180,19000,Dealer_self,62907,,,,,
2024-11-26,2344,31222537,550063790,17.8,17.85,17.45,17.45,-0.15,10180,0,Foreign_Dealer_Self,0,,,,,
2024-11-26,2344,31222537,550063790,17.8,17.85,17.45,17.45,-0.15,10180,8026474,Foreign_Investor,24327472,,,,,
2024-11-26,2344,31222537,550063790,17.8,17.85,17.45,17.45,-0.15,10180,0,Investment_Trust,9481,,,,,
2024-11-27,2344,48650408,823066072,17.5,17.5,16.6,16.6,-0.85,16915,10452543,Foreign_Investor,18391250,,,,,
2024-11-27,2344,48650408,823066072,17.5,17.5,16.6,16.6,-0.85,16915,0,Foreign_Dealer_Self,0,,,,,
2024-11-27,2344,48650408,823066072,17.5,17.5,16.6,16.6,-0.85,16915,44000,Dealer_self,230126,,,,,
2024-11-27,2344,48650408,823066072,17.5,17.5,16.6,16.6,-0.85,16915,39000,Dealer_Hedging,87492,,,,,
2024-11-27,2344,48650408,823066072,17.5,17.5,16.6,16.6,-0.85,16915,1622000,Investment_Trust,396435,,,,,
2024-11-28,2344,49759782,806792931,16.5,16.6,16.05,16.05,-0.55,12553,136000,Dealer_Hedging,51846,,,,,
2024-11-28,2344,49759782,806792931,16.5,16.6,16.05,16.05,-0.55,12553,6000,Dealer_self,179746,,,,,
2024-11-28,2344,49759782,806792931,16.5,16.6,16.05,16.05,-0.55,12553,11000,Investment_Trust,1435,,,,,
2024-11-28,2344,49759782,806792931,16.5,16.6,16.05,16.05,-0.55,12553,24260512,Foreign_Investor,16704663,,,,,
2024-11-28,2344,49759782,806792931,16.5,16.6,16.05,16.05,-0.55,12553,0,Foreign_Dealer_Self,0,,,,,
2024-11-29,2344,24366264,391995554,16.05,16.25,15.9,16.05,0.0,6944,10124324,Foreign_Investor,11810009,,,,,
2024-11-29,2344,24366264,391995554,16.05,16.25,15.9,16.05,0.0,6944,0,Foreign_Dealer_Self,0,,,,,
2024-11-29,2344,24366264,391995554,16.05,16.25,15.9,16.05,0.0,6944,0,Investment_Trust,14426,,,,,
2024-11-29,2344,24366264,391995554,16.05,16.25,15.9,16.05,0.0,6944,38000,Dealer_self,153000,,,,,
2024-11-29,2344,24366264,391995554,16.05,16.25,15.9,16.05,0.0,6944,87000,Dealer_Hedging,27653,,,,,
2024-12-02,2344,26838570,428312400,16.15,16.3,15.85,15.85,-0.2,8829,7858648,Foreign_Investor,11500520,,,,,
2024-12-02,2344,26838570,428312400,16.15,16.3,15.85,15.85,-0.2,8829,0,Foreign_Dealer_Self,0,,,,,
2024-12-02,2344,26838570,428312400,16.15,16.3,15.85,15.85,-0.2,8829,0,Investment_Trust,1380,,,,,
2024-12-02,2344,26838570,428312400,16.15,16.3,15.85,15.85,-0.2,8829,64000,Dealer_self,102131,,,,,
2024-12-02,2344,26838570,428312400,16.15,16.3,15.85,15.85,-0.2,8829,114000,Dealer_Hedging,44610,,,,,
2024-12-03,2344,21683288,346227381,16.0,16.2,15.85,15.9,0.05,7821,680000,Dealer_self,2000,,,,,
2024-12-03,2344,21683288,346227381,16.0,16.2,15.85,15.9,0.05,7821,0,Investment_Trust,0,,,,,
2024-12-03,2344,21683288,346227381,16.0,16.2,15.85,15.9,0.05,7821,86000,Dealer_Hedging,1549,,,,,
2024-12-03,2344,21683288,346227381,16.0,16.2,15.85,15.9,0.05,7821,7987928,Foreign_Investor,7746001,,,,,
2024-12-03,2344,21683288,346227381,16.0,16.2,15.85,15.9,0.05,7821,0,Foreign_Dealer_Self,0,,,,,
2024-12-04,2344,19310500,310215684,16.05,16.2,15.95,16.0,0.1,6296,4046744,Foreign_Investor,8797043,,,,,
2024-12-04,2344,19310500,310215684,16.05,16.2,15.95,16.0,0.1,6296,0,Foreign_Dealer_Self,0,,,,,
2024-12-04,2344,19310500,310215684,16.05,16.2,15.95,16.0,0.1,6296,0,Investment_Trust,1329,,,,,
2024-12-04,2344,19310500,310215684,16.05,16.2,15.95,16.0,0.1,6296,47287,Dealer_self,6000,,,,,
2024-12-04,2344,19310500,310215684,16.05,16.2,15.95,16.0,0.1,6296,37000,Dealer_Hedging,31000,,,,,
2024-12-05,2344,19176579,307346577,16.1,16.25,15.85,15.85,-0.15,6611,7000,Investment_Trust,279432,,,,,
2024-12-05,2344,19176579,307346577,16.1,16.25,15.85,15.85,-0.15,6611,6000,Dealer_Hedging,151000,,,,,
2024-12-05,2344,19176579,307346577,16.1,16.25,15.85,15.85,-0.15,6611,5000,Dealer_self,82835,,,,,
2024-12-05,2344,19176579,307346577,16.1,16.25,15.85,15.85,-0.15,6611,4138381,Foreign_Investor,9989634,,,,,
2024-12-05,2344,19176579,307346577,16.1,16.25,15.85,15.85,-0.15,6611,0,Foreign_Dealer_Self,0,,,,,
2024-12-06,2344,38952455,630212882,15.8,16.45,15.75,16.15,0.3,10666,17060009,Foreign_Investor,15558797,,,,,
2024-12-06,2344,38952455,630212882,15.8,16.45,15.75,16.15,0.3,10666,0,Foreign_Dealer_Self,0,,,,,
2024-12-06,2344,38952455,630212882,15.8,16.45,15.75,16.15,0.3,10666,0,Investment_Trust,13000,,,,,
2024-12-06,2344,38952455,630212882,15.8,16.45,15.75,16.15,0.3,10666,1296306,Dealer_self,40000,,,,,
2024-12-06,2344,38952455,630212882,15.8,16.45,15.75,16.15,0.3,10666,354000,Dealer_Hedging,12000,,,,,
2024-12-09,2344,20267255,324408173,16.2,16.25,15.9,15.9,-0.25,5686,12000,Dealer_self,213000,,,,,
2024-12-09,2344,20267255,324408173,16.2,16.25,15.9,15.9,-0.25,5686,0,Investment_Trust,9000,,,,,
2024-12-09,2344,20267255,324408173,16.2,16.25,15.9,15.9,-0.25,5686,16000,Dealer_Hedging,251000,,,,,
2024-12-09,2344,20267255,324408173,16.2,16.25,15.9,15.9,-0.25,5686,7567613,Foreign_Investor,13630822,,,,,
2024-12-09,2344,20267255,324408173,16.2,16.25,15.9,15.9,-0.25,5686,0,Foreign_Dealer_Self,0,,,,,
2024-12-10,2344,19934571,318311464,15.95,16.2,15.8,15.8,-0.1,7229,8437871,Foreign_Investor,8812005,,,,,
2024-12-10,2344,19934571,318311464,15.95,16.2,15.8,15.8,-0.1,7229,0,Foreign_Dealer_Self,0,,,,,
2024-12-10,2344,19934571,318311464,15.95,16.2,15.8,15.8,-0.1,7229,104000,Dealer_self,196000,,,,,
2024-12-10,2344,19934571,318311464,15.95,16.2,15.8,15.8,-0.1,7229,112000,Dealer_Hedging,22000,,,,,
2024-12-10,2344,19934571,318311464,15.95,16.2,15.8,15.8,-0.1,7229,0,Investment_Trust,111333,,,,,
2024-12-11,2344,42931970,660700940,15.8,15.8,15.2,15.25,-0.55,14394,1000,Investment_Trust,71195,,,,,
2024-12-11,2344,42931970,660700940,15.8,15.8,15.2,15.25,-0.55,14394,11000,Dealer_Hedging,213000,,,,,
2024-12-11,2344,42931970,660700940,15.8,15.8,15.2,15.25,-0.55,14394,9094150,Foreign_Investor,21917846,,,,,
2024-12-11,2344,42931970,660700940,15.8,15.8,15.2,15.25,-0.55,14394,0,Foreign_Dealer_Self,0,,,,,
2024-12-11,2344,42931970,660700940,15.8,15.8,15.2,15.25,-0.55,14394,202000,Dealer_self,513888,,,,,
2024-12-12,2344,30754603,471854617,15.4,15.8,15.1,15.1,-0.15,10613,13800610,Foreign_Investor,15009609,,,,,
2024-12-12,2344,30754603,471854617,15.4,15.8,15.1,15.1,-0.15,10613,0,Foreign_Dealer_Self,0,,,,,
2024-12-12,2344,30754603,471854617,15.4,15.8,15.1,15.1,-0.15,10613,0,Investment_Trust,35432,,,,,
2024-12-12,2344,30754603,471854617,15.4,15.8,15.1,15.1,-0.15,10613,193164,Dealer_self,29380,,,,,
2024-12-12,2344,30754603,471854617,15.4,15.8,15.1,15.1,-0.15,10613,74000,Dealer_Hedging,18000,,,,,
2024-12-13,2344,27050800,405203819,15.2,15.2,14.8,15.0,-0.1,7719,97000,Dealer_self,507810,,,,,
2024-12-13,2344,27050800,405203819,15.2,15.2,14.8,15.0,-0.1,7719,76000,Dealer_Hedging,65000,,,,,
2024-12-13,2344,27050800,405203819,15.2,15.2,14.8,15.0,-0.1,7719,0,Investment_Trust,1613092,,,,,
2024-12-13,2344,27050800,405203819,15.2,15.2,14.8,15.0,-0.1,7719,12796135,Foreign_Investor,8151439,,,,,
2024-12-13,2344,27050800,405203819,15.2,15.2,14.8,15.0,-0.1,7719,0,Foreign_Dealer_Self,0,,,,,
2024-12-16,2344,37018131,542195093,15.1,15.1,14.4,14.45,-0.55,11658,12564797,Foreign_Investor,10856277,,,,,
2024-12-16,2344,37018131,542195093,15.1,15.1,14.4,14.45,-0.55,11658,0,Foreign_Dealer_Self,0,,,,,
2024-12-16,2344,37018131,542195093,15.1,15.1,14.4,14.45,-0.55,11658,0,Investment_Trust,3223702,,,,,
2024-12-16,2344,37018131,542195093,15.1,15.1,14.4,14.45,-0.55,11658,578843,Dealer_self,322661,,,,,
2024-12-16,2344,37018131,542195093,15.1,15.1,14.4,14.45,-0.55,11658,313000,Dealer_Hedging,47634,,,,,
2024-12-17,2344,41605290,625133755,14.75,15.25,14.75,14.9,0.45,12013,331000,Dealer_Hedging,169000,,,,,
2024-12-17,2344,41605290,625133755,14.75,15.25,14.75,14.9,0.45,12013,510350,Dealer_self,390000,,,,,
2024-12-17,2344,41605290,625133755,14.75,15.25,14.75,14.9,0.45,12013,189623,Investment_Trust,21660,,,,,
2024-12-17,2344,41605290,625133755,14.75,15.25,14.75,14.9,0.45,12013,19846358,Foreign_Investor,15288246,,,,,
2024-12-17,2344,41605290,625133755,14.75,15.25,14.75,14.9,0.45,12013,0,Foreign_Dealer_Self,0,,,,,
2024-12-18,2344,50801156,786664717,15.1,15.9,15.05,15.6,0.7,15254,20165529,Foreign_Investor,17485002,,,,,
2024-12-18,2344,50801156,786664717,15.1,15.9,15.05,15.6,0.7,15254,0,Foreign_Dealer_Self,0,,,,,
2024-12-18,2344,50801156,786664717,15.1,15.9,15.05,15.6,0.7,15254,15000,Investment_Trust,52594,,,,,
2024-12-18,2344,50801156,786664717,15.1,15.9,15.05,15.6,0.7,15254,1678382,Dealer_self,80506,,,,,
2024-12-18,2344,50801156,786664717,15.1,15.9,15.05,15.6,0.7,15254,324471,Dealer_Hedging,107000,,,,,
2024-12-19,2344,40089775,624352141,15.2,15.9,15.15,15.7,0.1,11741,177234,Dealer_Hedging,416972,,,,,
2024-12-19,2344,40089775,624352141,15.2,15.9,15.15,15.7,0.1,11741,0,Investment_Trust,17660,,,,,
2024-12-19,2344,40089775,624352141,15.2,15.9,15.15,15.7,0.1,11741,344200,Dealer_self,1055383,,,,,
2024-12-19,2344,40089775,624352141,15.2,15.9,15.15,15.7,0.1,11741,0,Foreign_Dealer_Self,0,,,,,
2024-12-19,2344,40089775,624352141,15.2,15.9,15.15,15.7,0.1,11741,17155565,Foreign_Investor,20505524,,,,,
2024-12-20,2344,31371865,476161920,15.4,15.4,15.0,15.0,-0.7,10355,6028398,Foreign_Investor,19323912,,,,,
2024-12-20,2344,31371865,476161920,15.4,15.4,15.0,15.0,-0.7,10355,0,Foreign_Dealer_Self,0,,,,,
2024-12-20,2344,31371865,476161920,15.4,15.4,15.0,15.0,-0.7,10355,129000,Dealer_self,1046651,,,,,
2024-12-20,2344,31371865,476161920,15.4,15.4,15.0,15.0,-0.7,10355,94999,Dealer_Hedging,100502,,,,,
2024-12-20,2344,31371865,476161920,15.4,15.4,15.0,15.0,-0.7,10355,1889000,Investment_Trust,65962,,,,,
2024-12-23,2344,18653400,285822730,15.25,15.55,15.2,15.2,0.2,6254,363107,Dealer_Hedging,8824,,,,,
2024-12-23,2344,18653400,285822730,15.25,15.55,15.2,15.2,0.2,6254,417456,Dealer_self,208329,,,,,
2024-12-23,2344,18653400,285822730,15.25,15.55,15.2,15.2,0.2,6254,0,Investment_Trust,17000,,,,,
2024-12-23,2344,18653400,285822730,15.25,15.55,15.2,15.2,0.2,6254,0,Foreign_Dealer_Self,0,,,,,
2024-12-23,2344,18653400,285822730,15.25,15.55,15.2,15.2,0.2,6254,8329562,Foreign_Investor,8218000,,,,,
2024-12-24,2344,37017764,581214401,15.35,16.0,15.35,15.6,0.4,9398,17546200,Foreign_Investor,12024409,,,,,
2024-12-24,2344,37017764,581214401,15.35,16.0,15.35,15.6,0.4,9398,0,Foreign_Dealer_Self,0,,,,,
2024-12-24,2344,37017764,581214401,15.35,16.0,15.35,15.6,0.4,9398,664715,Dealer_self,372000,,,,,
2024-12-24,2344,37017764,581214401,15.35,16.0,15.35,15.6,0.4,9398,396637,Dealer_Hedging,111702,,,,,
2024-12-24,2344,37017764,581214401,15.35,16.0,15.35,15.6,0.4,9398,0,Investment_Trust,79000,,,,,
2024-12-25,2344,12583542,195922548,15.75,15.8,15.45,15.6,0.0,4602,0,Investment_Trust,24000,,,,,
2024-12-25,2344,12583542,195922548,15.75,15.8,15.45,15.6,0.0,4602,40389,Dealer_Hedging,423000,,,,,
2024-12-25,2344,12583542,195922548,15.75,15.8,15.45,15.6,0.0,4602,122000,Dealer_self,234029,,,,,
2024-12-25,2344,12583542,195922548,15.75,15.8,15.45,15.6,0.0,4602,0,Foreign_Dealer_Self,0,,,,,
2024-12-25,2344,12583542,195922548,15.75,15.8,15.45,15.6,0.0,4602,2477429,Foreign_Investor,4978000,,,,,
2024-12-26,2344,9089144,140982794,15.6,15.75,15.4,15.45,-0.15,3198,1182000,Foreign_Investor,4006200,,,,,
2024-12-26,2344,9089144,140982794,15.6,15.75,15.4,15.45,-0.15,3198,0,Foreign_Dealer_Self,0,,,,,
2024-12-26,2344,9089144,140982794,15.6,15.75,15.4,15.45,-0.15,3198,15000,Investment_Trust,23358,,,,,
2024-12-26,2344,9089144,140982794,15.6,15.75,15.4,15.45,-0.15,3198,76000,Dealer_self,107242,,,,,
2024-12-26,2344,9089144,140982794,15.6,15.75,15.4,15.45,-0.15,3198,219000,Dealer_Hedging,82119,,,,,
2024-12-27,2344,10305531,157532699,15.5,15.5,15.15,15.25,-0.2,3644,0,Investment_Trust,94330,,,,,
2024-12-27,2344,10305531,157532699,15.5,15.5,15.15,15.25,-0.2,3644,21000,Dealer_Hedging,105272,,,,,
