date,stock_id,open,high,low,close,volume,turnover,inst_foreign,inst_investment_trust,inst_dealer_self,inst_dealer_hedging
2024-12-12,2379,527.0,534.0,525.0,525.0,2890895,1527446134,0.0,0.0,0.0,0.0
2024-12-12,2383,575.0,582.0,565.0,573.0,6684332,3839338758,0.0,0.0,0.0,0.0
2024-12-12,2454,1370.0,1400.0,1370.0,1380.0,8447774,11722376470,0.0,0.0,0.0,0.0
2024-12-12,3035,235.0,235.5,230.0,230.5,2572867,597691250,0.0,0.0,0.0,0.0
2024-12-12,3293,1010.0,1015.0,995.0,1000.0,1408000,1410730000,0.0,0.0,0.0,0.0
2024-12-12,3535,53.5,54.5,52.2,52.7,1613232,85575295,0.0,0.0,0.0,0.0
2024-12-12,6231,443.5,445.0,431.0,432.0,477000,208855500,0.0,0.0,0.0,0.0
2024-12-12,6643,733.0,756.0,733.0,735.0,910000,677677000,0.0,0.0,0.0,0.0
2024-12-12,8358,61.1,61.3,60.0,60.0,1196000,72503500,0.0,0.0,0.0,0.0
2024-12-12,8932,94.0,96.8,94.0,95.6,662000,63283900,0.0,0.0,0.0,0.0
2024-12-13,1519,533.0,536.0,524.0,529.0,2689175,1423720899,0.0,0.0,0.0,0.0
2024-12-13,2308,421.5,432.5,418.5,423.0,15401042,6555694512,0.0,0.0,0.0,0.0
2024-12-13,2344,15.2,15.2,14.8,15.0,27050800,405203819,0.0,0.0,0.0,0.0
2024-12-13,2379,522.0,535.0,522.0,534.0,1909519,1014678211,0.0,0.0,0.0,0.0
2024-12-13,2383,573.0,600.0,571.0,599.0,10333426,6116202414,0.0,0.0,0.0,0.0
2024-12-13,2454,1385.0,1410.0,1365.0,1410.0,6733740,9392980005,0.0,0.0,0.0,0.0
2024-12-13,3035,230.0,233.0,227.5,230.0,2526858,582167841,0.0,0.0,0.0,0.0
2024-12-13,3293,1000.0,1020.0,997.0,1010.0,1131000,1139076000,0.0,0.0,0.0,0.0
2024-12-13,3535,52.2,52.2,50.6,50.7,996196,50914316,0.0,0.0,0.0,0.0
2024-12-13,6231,432.0,441.0,423.0,423.0,428000,184251500,0.0,0.0,0.0,0.0
2024-12-13,6643,736.0,755.0,734.0,750.0,839000,625459000,0.0,0.0,0.0,0.0
2024-12-13,8358,60.6,61.6,60.3,60.8,4572000,279091000,0.0,0.0,0.0,0.0
2024-12-13,8932,95.4,96.8,94.4,95.0,387000,36781100,0.0,0.0,0.0,0.0
2024-12-16,1519,529.0,533.0,515.0,518.0,3694892,1929378494,0.0,0.0,0.0,0.0
2024-12-16,2308,426.0,429.5,421.5,426.0,9332521,3973127336,0.0,0.0,0.0,0.0
2024-12-16,2344,15.1,15.1,14.4,14.45,37018131,542195093,0.0,0.0,0.0,0.0
2024-12-16,2379,530.0,544.0,529.0,533.0,3172849,1702122125,0.0,0.0,0.0,0.0
2024-12-16,2383,605.0,611.0,596.0,610.0,8020873,4848395710,0.0,0.0,0.0,0.0
2024-12-16,2454,1435.0,1440.0,1385.0,1385.0,7521031,10583170115,0.0,0.0,0.0,0.0
2024-12-16,3035,233.0,241.5,230.5,233.0,10911867,2573550031,0.0,0.0,0.0,0.0
2024-12-16,3293,1005.0,1015.0,983.0,983.0,2073000,2058170000,0.0,0.0,0.0,0.0
2024-12-16,3535,51.2,51.3,49.7,49.7,1005628,50498936,0.0,0.0,0.0,0.0
2024-12-16,6231,425.0,430.0,415.0,415.0,537000,225664500,0.0,0.0,0.0,0.0
2024-12-16,6643,768.0,807.0,760.0,783.0,3611000,2843284000,0.0,0.0,0.0,0.0
2024-12-16,8358,60.9,60.9,58.1,58.1,2888000,170861100,0.0,0.0,0.0,0.0
2024-12-16,8932,95.4,96.1,94.1,95.0,486000,46173500,0.0,0.0,0.0,0.0
2024-12-17,1519,530.0,537.0,519.0,524.0,3863278,2030157169,0.0,0.0,0.0,0.0
2024-12-17,2308,418.5,425.0,416.0,419.5,8484705,3556600559,0.0,0.0,0.0,0.0
2024-12-17,2344,14.75,15.25,14.75,14.9,41605290,625133755,0.0,0.0,0.0,0.0
2024-12-17,2379,537.0,554.0,535.0,545.0,4703088,2568528122,0.0,0.0,0.0,0.0
2024-12-17,2383,607.0,607.0,581.0,599.0,9160915,5436832287,0.0,0.0,0.0,0.0
2024-12-17,2454,1390.0,1445.0,1390.0,1425.0,9362088,13364542220,0.0,0.0,0.0,0.0
2024-12-17,3035,235.5,252.0,234.5,245.0,23799821,5851577750,0.0,0.0,0.0,0.0
2024-12-17,3293,995.0,1010.0,983.0,1000.0,1943000,1943422000,0.0,0.0,0.0,0.0
2024-12-17,3535,49.7,51.3,49.7,50.9,810568,41111659,0.0,0.0,0.0,0.0
2024-12-17,6231,417.0,423.5,415.0,423.5,393000,164987000,0.0,0.0,0.0,0.0
2024-12-17,6643,789.0,841.0,782.0,821.0,4599000,3749766000,0.0,0.0,0.0,0.0
2024-12-17,8358,58.1,58.8,58.1,58.2,940000,54832400,0.0,0.0,0.0,0.0
2024-12-17,8932,95.0,95.9,93.8,94.9,504000,47783600,0.0,0.0,0.0,0.0
2024-12-18,1519,526.0,553.0,518.0,549.0,5742337,3104923126,0.0,0.0,0.0,0.0
2024-12-18,2308,414.5,425.5,414.5,425.5,6394787,2687901067,0.0,0.0,0.0,0.0
2024-12-18,2344,15.1,15.9,15.05,15.6,50801156,786664717,0.0,0.0,0.0,0.0
2024-12-18,2379,539.0,550.0,534.0,548.0,2267956,1229081207,0.0,0.0,0.0,0.0
2024-12-18,2383,597.0,615.0,586.0,615.0,7227122,4374504657,0.0,0.0,0.0,0.0
2024-12-18,2454,1430.0,1430.0,1405.0,1420.0,6198374,8798918600,0.0,0.0,0.0,0.0
2024-12-18,3035,244.5,246.5,238.5,239.5,9773477,2365236755,0.0,0.0,0.0,0.0
2024-12-18,3293,1005.0,1010.0,998.0,1005.0,880000,882563000,0.0,0.0,0.0,0.0
2024-12-18,3535,50.9,51.8,49.85,51.6,764203,38877264,0.0,0.0,0.0,0.0
2024-12-18,6231,423.5,425.0,416.0,422.5,256000,107715500,0.0,0.0,0.0,0.0
2024-12-18,6643,814.0,816.0,793.0,802.0,1401000,1123793000,0.0,0.0,0.0,0.0
2024-12-18,8358,58.0,58.6,57.4,58.2,900000,52282200,0.0,0.0,0.0,0.0
2024-12-18,8932,93.4,95.3,92.3,95.0,643000,60194200,0.0,0.0,0.0,0.0
2024-12-19,1519,535.0,559.0,535.0,545.0,4239269,2316261761,0.0,0.0,0.0,0.0
2024-12-19,2308,415.0,419.5,413.0,416.5,7102887,2956407237,0.0,0.0,0.0,0.0
2024-12-19,2344,15.2,15.9,15.15,15.7,40089775,624352141,0.0,0.0,0.0,0.0
2024-12-19,2379,539.0,542.0,529.0,535.0,2658845,1421897730,0.0,0.0,0.0,0.0
2024-12-19,2383,603.0,620.0,596.0,617.0,6330658,3867930093,0.0,0.0,0.0,0.0
2024-12-19,2454,1400.0,1430.0,1395.0,1420.0,6719997,9496773480,0.0,0.0,0.0,0.0
2024-12-19,3035,233.0,236.5,230.5,233.5,6257613,1458958843,0.0,0.0,0.0,0.0
2024-12-19,3293,993.0,1005.0,991.0,999.0,1432000,1428522000,0.0,0.0,0.0,0.0
2024-12-19,3535,50.5,51.7,50.2,51.7,681527,34744060,0.0,0.0,0.0,0.0
2024-12-19,6231,417.0,419.0,413.0,419.0,243000,101039000,0.0,0.0,0.0,0.0
2024-12-19,6643,775.0,794.0,775.0,779.0,1086000,851256000,0.0,0.0,0.0,0.0
2024-12-19,8358,57.5,58.3,57.4,58.0,790000,45802700,0.0,0.0,0.0,0.0
2024-12-19,8932,94.2,96.6,94.1,94.8,1267000,120440600,0.0,0.0,0.0,0.0
2024-12-20,1519,543.0,556.0,542.0,544.0,3161362,1731179398,0.0,0.0,0.0,0.0
2024-12-20,2308,408.0,417.5,407.0,412.0,9115312,3759068868,0.0,0.0,0.0,0.0
2024-12-20,2344,15.4,15.4,15.0,15.0,31371865,476161920,0.0,0.0,0.0,0.0
2024-12-20,2379,532.0,545.0,529.0,529.0,3115147,1663390069,0.0,0.0,0.0,0.0
2024-12-20,2383,616.0,621.0,591.0,596.0,8561348,5146304163,0.0,0.0,0.0,0.0
2024-12-20,2454,1420.0,1425.0,1390.0,1390.0,5731484,8030795624,0.0,0.0,0.0,0.0
2024-12-20,3035,232.0,240.0,230.0,231.0,6041759,1413399332,0.0,0.0,0.0,0.0
2024-12-20,3293,995.0,995.0,982.0,982.0,2040000,2011662000,0.0,0.0,0.0,0.0
2024-12-20,3535,51.5,52.6,50.9,51.5,937303,48571629,0.0,0.0,0.0,0.0
2024-12-20,6231,425.0,437.5,420.0,420.0,806000,345251000,0.0,0.0,0.0,0.0
2024-12-20,6643,782.0,807.0,768.0,771.0,1471000,1156730000,0.0,0.0,0.0,0.0
2024-12-20,8358,58.3,58.7,57.7,58.3,708000,41205800,0.0,0.0,0.0,0.0
2024-12-20,8932,94.5,96.2,93.9,94.6,231000,21941000,0.0,0.0,0.0,0.0
2024-12-23,1519,545.0,559.0,539.0,539.0,2738234,1499256930,0.0,0.0,0.0,0.0
2024-12-23,2308,420.0,425.0,417.0,420.0,5535592,2323019972,0.0,0.0,0.0,0.0
2024-12-23,2344,15.25,15.55,15.2,15.2,18653400,285822730,0.0,0.0,0.0,0.0
2024-12-23,2379,539.0,542.0,535.0,537.0,1516550,815611256,0.0,0.0,0.0,0.0
2024-12-23,2383,606.0,614.0,592.0,608.0,5867527,3552559162,0.0,0.0,0.0,0.0
2024-12-23,2454,1405.0,1425.0,1400.0,1410.0,4417200,6243376090,0.0,0.0,0.0,0.0
2024-12-23,3035,234.5,236.5,231.5,234.5,3489826,818924963,0.0,0.0,0.0,0.0
2024-12-23,3293,995.0,1005.0,986.0,989.0,1104429,1097225234,0.0,0.0,0.0,0.0
2024-12-23,3535,51.3,53.8,51.3,53.2,2122117,112422393,0.0,0.0,0.0,0.0
2024-12-23,6231,427.0,431.5,406.0,408.0,644542,268091631,0.0,0.0,0.0,0.0
2024-12-23,6643,788.0,794.0,772.0,772.0,678358,529424238,0.0,0.0,0.0,0.0
2024-12-23,8358,58.9,58.9,58.3,58.5,528887,30974784,0.0,0.0,0.0,0.0
2024-12-23,8932,95.6,96.1,93.3,94.1,492853,46554920,0.0,0.0,0.0,0.0
2024-12-24,1519,548.0,553.0,536.0,538.0,2378027,1289298349,0.0,0.0,0.0,0.0
2024-12-24,2308,421.0,427.5,420.0,425.5,5638467,2394709434,0.0,0.0,0.0,0.0
2024-12-24,2344,15.35,16.0,15.35,15.6,37017764,581214401,0.0,0.0,0.0,0.0
2024-12-24,2379,541.0,542.0,530.0,532.0,985542,525556502,0.0,0.0,0.0,0.0
2024-12-24,2383,610.0,614.0,595.0,595.0,4340346,2603916295,0.0,0.0,0.0,0.0
2024-12-24,2454,1430.0,1430.0,1405.0,1405.0,3278608,4639180175,0.0,0.0,0.0,0.0
2024-12-24,3035,237.0,238.5,232.0,232.0,3408844,798684204,0.0,0.0,0.0,0.0
2024-12-24,3293,998.0,998.0,979.0,980.0,880791,868177299,0.0,0.0,0.0,0.0
2024-12-24,3535,53.5,53.8,51.9,53.0,1189469,62760534,0.0,0.0,0.0,0.0
2024-12-24,6231,410.5,414.0,406.0,413.5,441318,181295630,0.0,0.0,0.0,0.0
2024-12-24,6643,781.0,782.0,753.0,762.0,650158,497805725,0.0,0.0,0.0,0.0
2024-12-24,8358,58.9,59.2,58.2,58.2,685630,40195042,0.0,0.0,0.0,0.0
2024-12-24,8932,94.6,95.5,93.2,93.8,233395,21996921,0.0,0.0,0.0,0.0
2024-12-25,1519,546.0,556.0,536.0,546.0,3564473,1942323137,0.0,0.0,0.0,0.0
2024-12-25,2308,425.0,427.0,419.5,422.5,2048258,865339485,0.0,0.0,0.0,0.0
2024-12-25,2344,15.75,15.8,15.45,15.6,12583542,195922548,0.0,0.0,0.0,0.0
2024-12-25,2379,534.0,535.0,526.0,535.0,666315,354636214,0.0,0.0,0.0,0.0
2024-12-25,2383,598.0,605.0,588.0,591.0,5773788,3434816758,0.0,0.0,0.0,0.0
2024-12-25,2454,1420.0,1430.0,1410.0,1410.0,2449652,3471607295,0.0,0.0,0.0,0.0
2024-12-25,3035,235.0,237.0,233.0,235.0,2291543,538624340,0.0,0.0,0.0,0.0
2024-12-25,3293,983.0,990.0,966.0,970.0,1230999,1198323916,0.0,0.0,0.0,0.0
2024-12-25,3535,53.3,54.7,53.1,53.8,2151245,115835852,0.0,0.0,0.0,0.0
2024-12-25,6231,415.5,415.5,402.0,402.5,537449,218508775,0.0,0.0,0.0,0.0
2024-12-25,6643,770.0,788.0,768.0,772.0,797289,619217738,0.0,0.0,0.0,0.0
2024-12-25,8358,59.0,59.0,58.1,58.2,844296,49207804,0.0,0.0,0.0,0.0
2024-12-25,8932,93.8,95.4,93.0,93.8,321707,30252074,0.0,0.0,0.0,0.0
2024-12-26,1519,550.0,555.0,546.0,546.0,2064923,1135683415,0.0,0.0,0.0,0.0
2024-12-26,2308,423.0,428.0,422.5,428.0,2595616,1107099106,0.0,0.0,0.0,0.0
2024-12-26,2344,15.6,15.75,15.4,15.45,9089144,140982794,0.0,0.0,0.0,0.0
2024-12-26,2379,538.0,553.0,536.0,553.0,1962247,1074523400,0.0,0.0,0.0,0.0
2024-12-26,2383,594.0,612.0,593.0,605.0,5704647,3444824629,0.0,0.0,0.0,0.0
2024-12-26,2454,1420.0,1430.0,1415.0,1420.0,2448448,3484465905,0.0,0.0,0.0,0.0
2024-12-26,3035,237.0,237.0,233.0,233.5,1761117,412480800,0.0,0.0,0.0,0.0
2024-12-26,3293,972.0,979.0,962.0,965.0,981039,950875465,0.0,0.0,0.0,0.0
2024-12-26,3535,54.3,54.3,52.3,52.3,900999,47818867,0.0,0.0,0.0,0.0
2024-12-26,6231,404.5,414.5,400.0,402.5,646631,262057858,0.0,0.0,0.0,0.0
2024-12-26,6643,772.0,774.0,757.0,763.0,606716,462451396,0.0,0.0,0.0,0.0
2024-12-26,8358,58.8,59.1,58.4,58.5,1071008,62901749,0.0,0.0,0.0,0.0
2024-12-26,8932,94.0,94.4,92.1,93.0,764189,71010765,0.0,0.0,0.0,0.0
2024-12-27,1519,550.0,554.0,537.0,537.0,2376741,1286834291,0.0,0.0,0.0,0.0
2024-12-27,2308,426.0,433.0,425.5,431.5,3192074,1373729434,0.0,0.0,0.0,0.0
2024-12-27,2344,15.5,15.5,15.15,15.25,10305531,157532699,0.0,0.0,0.0,0.0
2024-12-27,2379,552.0,565.0,548.0,558.0,1866941,1041743763,0.0,0.0,0.0,0.0
2024-12-27,2383,605.0,630.0,602.0,630.0,6536806,4063419371,0.0,0.0,0.0,0.0
2024-12-27,2454,1420.0,1440.0,1420.0,1430.0,2406377,3443523815,0.0,0.0,0.0,0.0
2024-12-27,3035,234.5,248.0,232.5,245.5,11675499,2850855191,0.0,0.0,0.0,0.0
2024-12-27,3293,965.0,974.0,965.0,967.0,602314,583894594,0.0,0.0,0.0,0.0
2024-12-27,3535,52.4,52.6,51.0,51.0,797421,41035654,0.0,0.0,0.0,0.0
2024-12-27,6231,404.5,404.5,391.5,391.5,584028,231744635,0.0,0.0,0.0,0.0
2024-12-27,6643,763.0,785.0,760.0,763.0,805987,619987068,0.0,0.0,0.0,0.0
2024-12-27,8358,58.9,59.5,58.5,59.2,1087789,64157702,0.0,0.0,0.0,0.0
2024-12-27,8932,92.6,93.5,91.8,92.0,415384,38354925,0.0,0.0,0.0,0.0
2024-12-30,1519,538.0,577.0,537.0,558.0,6361261,3565285074,0.0,0.0,0.0,0.0
2024-12-30,2308,431.0,438.0,429.5,434.5,5097682,2214365929,0.0,0.0,0.0,0.0
2024-12-30,2344,15.25,15.25,15.0,15.0,7541437,113787720,0.0,0.0,0.0,0.0
2024-12-30,2379,561.0,568.0,554.0,564.0,3300295,1857085769,0.0,0.0,0.0,0.0
2024-12-30,2383,630.0,634.0,610.0,619.0,3984456,2472332768,0.0,0.0,0.0,0.0
2024-12-30,2454,1430.0,1435.0,1420.0,1420.0,2890276,4117831075,0.0,0.0,0.0,0.0
2024-12-30,3035,246.0,246.5,238.0,239.0,7843527,1890585217,0.0,0.0,0.0,0.0
2024-12-30,3293,974.0,979.0,956.0,957.0,1277964,1230181167,0.0,0.0,0.0,0.0
2024-12-30,3535,50.9,51.8,50.2,50.5,581476,29443875,0.0,0.0,0.0,0.0
2024-12-30,6231,395.0,395.0,382.0,382.5,609053,235399158,0.0,0.0,0.0,0.0
2024-12-30,6643,767.0,767.0,748.0,749.0,450691,340190416,0.0,0.0,0.0,0.0
2024-12-30,8358,59.9,59.9,58.7,59.2,1277426,75677985,0.0,0.0,0.0,0.0
2024-12-30,8932,92.1,93.1,91.2,91.2,402636,37097426,0.0,0.0,0.0,0.0
2024-12-31,1519,554.0,568.0,551.0,563.0,4193454,2357670624,0.0,0.0,0.0,0.0
2024-12-31,2308,430.0,433.5,428.0,430.5,3753593,1615014992,0.0,0.0,0.0,0.0
2024-12-31,2344,14.9,14.95,14.65,14.8,11531195,170223326,0.0,0.0,0.0,0.0
2024-12-31,2379,557.0,568.0,551.0,568.0,5525767,3120840377,0.0,0.0,0.0,0.0
2024-12-31,2383,614.0,628.0,614.0,618.0,3214616,1992002021,0.0,0.0,0.0,0.0
2024-12-31,2454,1410.0,1425.0,1400.0,1415.0,3371199,4756664780,0.0,0.0,0.0,0.0
2024-12-31,3035,238.5,241.5,236.5,241.0,3744674,896940225,0.0,0.0,0.0,0.0
2024-12-31,3293,955.0,974.0,936.0,974.0,1502079,1435611348,0.0,0.0,0.0,0.0
2024-12-31,3535,50.7,50.9,49.8,50.6,590998,29598974,0.0,0.0,0.0,0.0
2024-12-31,6231,378.0,394.0,378.0,386.0,663480,256954555,0.0,0.0,0.0,0.0
2024-12-31,6643,749.0,763.0,744.0,753.0,576573,435345499,0.0,0.0,0.0,0.0
2024-12-31,8358,59.3,59.3,58.4,58.5,593827,34849406,0.0,0.0,0.0,0.0
2024-12-31,8932,91.3,93.2,90.3,92.8,513232,47038713,0.0,0.0,0.0,0.0
2025-01-02,1519,565.0,574.0,544.0,544.0,5500346,3068194441,0.0,0.0,0.0,0.0
2025-01-02,2308,430.5,436.5,412.5,417.0,11380681,4783630401,0.0,0.0,0.0,0.0
2025-01-02,2344,14.6,14.8,14.5,14.5,13306570,194378614,0.0,0.0,0.0,0.0
2025-01-02,2379,563.0,564.0,536.0,545.0,4217125,2295678831,0.0,0.0,0.0,0.0
2025-01-02,2383,615.0,618.0,593.0,596.0,6875291,4129674955,0.0,0.0,0.0,0.0
2025-01-02,2454,1395.0,1400.0,1335.0,1350.0,7374055,10011026495,0.0,0.0,0.0,0.0
2025-01-02,3035,240.5,241.0,235.0,235.5,4173725,988397167,0.0,0.0,0.0,0.0
2025-01-02,3293,975.0,975.0,961.0,963.0,872536,842080741,0.0,0.0,0.0,0.0
2025-01-02,3535,50.6,55.6,50.6,55.6,3693058,200926234,0.0,0.0,0.0,0.0
2025-01-02,6231,386.5,392.0,382.5,382.5,318749,123277381,0.0,0.0,0.0,0.0
2025-01-02,6643,758.0,758.0,717.0,717.0,698705,512176144,0.0,0.0,0.0,0.0
2025-01-02,8358,58.4,58.8,58.0,58.0,656697,38262829,0.0,0.0,0.0,0.0
2025-01-02,8932,93.2,93.7,91.6,92.8,419681,38848409,0.0,0.0,0.0,0.0
2025-01-03,1519,546.0,552.0,538.0,538.0,2487976,1350102685,0.0,0.0,0.0,0.0
2025-01-03,2308,419.5,422.0,412.5,414.0,9851603,4096589825,0.0,0.0,0.0,0.0
2025-01-03,2344,14.6,14.85,14.4,14.4,13874556,201668624,0.0,0.0,0.0,0.0
2025-01-03,2379,549.0,552.0,533.0,537.0,2938621,1579466270,0.0,0.0,0.0,0.0
2025-01-03,2383,601.0,611.0,598.0,604.0,5069294,3057580147,0.0,0.0,0.0,0.0
2025-01-03,2454,1365.0,1370.0,1335.0,1365.0,6413343,8684840857,0.0,0.0,0.0,0.0
2025-01-03,3035,238.0,239.5,233.0,233.5,3412317,802324783,0.0,0.0,0.0,0.0
2025-01-03,3293,970.0,983.0,967.0,981.0,1249833,1221189904,0.0,0.0,0.0,0.0
2025-01-03,3535,59.5,59.6,51.7,52.7,14628072,798421765,0.0,0.0,0.0,0.0
2025-01-03,6231,385.0,386.5,374.0,377.0,525276,199270128,0.0,0.0,0.0,0.0
2025-01-03,6643,722.0,725.0,713.0,720.0,337917,243165856,0.0,0.0,0.0,0.0
2025-01-03,8358,58.5,58.6,57.8,57.8,600787,34881777,0.0,0.0,0.0,0.0
2025-01-03,8932,92.8,94.9,92.8,94.5,652464,61373814,0.0,0.0,0.0,0.0
2025-01-06,1519,545.0,553.0,542.0,544.0,2122889,1160153353,0.0,0.0,0.0,0.0
2025-01-06,2308,422.0,422.0,415.0,418.5,7109722,2961882393,0.0,0.0,0.0,0.0
2025-01-06,2344,14.6,14.9,14.4,14.8,17197624,253656017,0.0,0.0,0.0,0.0
2025-01-06,2379,539.0,545.0,536.0,540.0,2071254,1116375051,0.0,0.0,0.0,0.0
2025-01-06,2383,606.0,620.0,600.0,620.0,4446826,2722454959,0.0,0.0,0.0,0.0
2025-01-06,2454,1390.0,1425.0,1390.0,1425.0,7760498,10980061110,0.0,0.0,0.0,0.0
2025-01-06,3035,236.5,243.0,234.5,243.0,4580477,1099735871,0.0,0.0,0.0,0.0
2025-01-06,3293,990.0,998.0,978.0,983.0,1343852,1326690890,0.0,0.0,0.0,0.0
2025-01-06,3535,53.0,54.1,51.8,53.0,1800276,95241395,0.0,0.0,0.0,0.0
2025-01-06,6231,380.0,381.5,360.5,369.0,1507846,554663805,0.0,0.0,0.0,0.0
2025-01-06,6643,730.0,734.0,716.0,716.0,498543,361283783,0.0,0.0,0.0,0.0
2025-01-06,8358,58.2,58.6,57.8,57.8,1165620,67590847,0.0,0.0,0.0,0.0
2025-01-06,8932,94.9,95.9,94.9,95.2,433595,41310644,0.0,0.0,0.0,0.0
2025-01-07,1519,548.0,550.0,538.0,541.0,1581053,858456268,0.0,0.0,0.0,0.0
2025-01-07,2308,425.0,434.0,423.5,432.0,7751389,3332968536,0.0,0.0,0.0,0.0
2025-01-07,2344,15.1,15.55,14.65,14.65,29967650,450479884,0.0,0.0,0.0,0.0
2025-01-07,2379,540.0,547.0,537.0,543.0,2333173,1265388788,0.0,0.0,0.0,0.0
2025-01-07,2383,630.0,633.0,598.0,603.0,7377991,4472744646,0.0,0.0,0.0,0.0
2025-01-07,2454,1445.0,1500.0,1415.0,1490.0,13043149,19029056158,0.0,0.0,0.0,0.0
2025-01-07,3035,243.0,244.5,240.5,243.5,4268615,1036549243,0.0,0.0,0.0,0.0
2025-01-07,3293,995.0,999.0,980.0,980.0,1308385,1293541459,0.0,0.0,0.0,0.0
2025-01-07,3535,53.0,53.3,51.9,51.9,849124,44512709,0.0,0.0,0.0,0.0
2025-01-07,6231,373.0,376.0,367.0,369.0,813601,301987691,0.0,0.0,0.0,0.0
2025-01-07,6643,729.0,742.0,720.0,742.0,823210,603266263,0.0,0.0,0.0,0.0
2025-01-07,8358,58.4,58.4,57.5,57.5,912353,52703848,0.0,0.0,0.0,0.0
2025-01-07,8932,96.2,96.5,93.2,94.8,264443,25072633,0.0,0.0,0.0,0.0
2025-01-08,1519,547.0,551.0,533.0,535.0,3466318,1871027825,0.0,0.0,0.0,0.0
2025-01-08,2308,440.5,446.0,425.5,428.0,12300630,5330039702,0.0,0.0,0.0,0.0
2025-01-08,2344,14.75,14.75,14.45,14.5,13039614,189869846,0.0,0.0,0.0,0.0
2025-01-08,2379,543.0,547.0,537.0,540.0,2193132,1185712631,0.0,0.0,0.0,0.0
2025-01-08,2383,600.0,614.0,590.0,599.0,6373253,3836954054,0.0,0.0,0.0,0.0
2025-01-08,2454,1500.0,1500.0,1460.0,1470.0,11341648,16799397207,0.0,0.0,0.0,0.0
2025-01-08,3035,245.5,248.0,239.0,239.5,6108009,1484560656,0.0,0.0,0.0,0.0
2025-01-08,3293,983.0,988.0,968.0,969.0,1256297,1222936716,0.0,0.0,0.0,0.0
2025-01-08,3535,51.7,52.1,51.0,51.7,723259,37264813,0.0,0.0,0.0,0.0
2025-01-08,6231,370.0,381.0,367.0,371.0,1137779,425710819,0.0,0.0,0.0,0.0
2025-01-08,6643,729.0,734.0,700.0,701.0,1239875,884253653,0.0,0.0,0.0,0.0
2025-01-08,8358,57.4,57.5,56.6,56.8,1106298,63046717,0.0,0.0,0.0,0.0
2025-01-08,8932,94.7,95.2,94.0,95.0,200278,18951069,0.0,0.0,0.0,0.0
2025-01-09,1519,536.0,539.0,516.0,516.0,3212873,1681110349,0.0,0.0,0.0,0.0
2025-01-09,2308,428.0,430.0,417.0,417.5,5235447,2201723648,0.0,0.0,0.0,0.0
2025-01-09,2344,14.5,14.55,13.7,13.7,29387188,412904246,0.0,0.0,0.0,0.0
2025-01-09,2379,538.0,543.0,527.0,529.0,3124283,1667649033,0.0,0.0,0.0,0.0
2025-01-09,2383,600.0,606.0,583.0,585.0,4770021,2830395411,0.0,0.0,0.0,0.0
2025-01-09,2454,1470.0,1480.0,1440.0,1440.0,7283127,10619853655,0.0,0.0,0.0,0.0
2025-01-09,3035,240.0,241.0,225.5,225.5,6469579,1503672710,0.0,0.0,0.0,0.0
2025-01-09,3293,968.0,974.0,958.0,958.0,988470,952645114,0.0,0.0,0.0,0.0
2025-01-09,3535,51.5,51.5,50.6,50.7,821265,41915684,0.0,0.0,0.0,0.0
2025-01-09,6231,375.0,408.0,368.5,408.0,2241406,883890224,0.0,0.0,0.0,0.0
2025-01-09,6643,694.0,699.0,681.0,685.0,892060,615498189,0.0,0.0,0.0,0.0
2025-01-09,8358,56.8,57.0,54.3,54.5,2462502,136553032,0.0,0.0,0.0,0.0
2025-01-09,8932,95.2,96.4,93.7,94.2,357061,33869734,0.0,0.0,0.0,0.0
2025-01-10,1519,529.0,532.0,493.0,505.0,6775185,3433503768,0.0,0.0,0.0,0.0
2025-01-10,2308,420.0,420.5,416.0,420.0,4405382,1843054259,0.0,0.0,0.0,0.0
2025-01-10,2344,13.8,14.15,13.75,13.8,19544519,271827134,0.0,0.0,0.0,0.0
2025-01-10,2379,531.0,541.0,525.0,525.0,1897895,1008906749,0.0,0.0,0.0,0.0
2025-01-10,2383,587.0,594.0,581.0,590.0,4178245,2457357378,0.0,0.0,0.0,0.0
2025-01-10,2454,1460.0,1495.0,1445.0,1465.0,7456378,10977244936,0.0,0.0,0.0,0.0
2025-01-10,3035,226.0,228.0,221.5,221.5,3903102,874412448,0.0,0.0,0.0,0.0
2025-01-10,3293,950.0,962.0,945.0,945.0,1454644,1382769465,0.0,0.0,0.0,0.0
2025-01-10,3535,50.5,50.6,45.95,46.25,3753947,177176525,0.0,0.0,0.0,0.0
2025-01-10,6231,415.0,419.5,383.5,391.5,5510210,2237118159,0.0,0.0,0.0,0.0
2025-01-10,6643,685.0,686.0,664.0,665.0,803221,539620129,0.0,0.0,0.0,0.0
2025-01-10,8358,55.0,55.2,54.5,54.6,1220527,66916196,0.0,0.0,0.0,0.0
2025-01-10,8932,94.5,97.6,94.5,96.9,828596,79910106,0.0,0.0,0.0,0.0
2025-01-13,1519,500.0,504.0,478.0,484.0,4008299,1949011764,0.0,0.0,0.0,0.0
2025-01-13,2308,413.5,415.5,400.0,400.0,9734037,3938130763,0.0,0.0,0.0,0.0
2025-01-13,2344,13.65,13.7,13.2,13.35,26912495,359025618,0.0,0.0,0.0,0.0
2025-01-13,2379,521.0,525.0,507.0,515.0,2798190,1438395733,0.0,0.0,0.0,0.0
2025-01-13,2383,588.0,589.0,558.0,563.0,5923276,3375585105,0.0,0.0,0.0,0.0
