date,stock_id,open,high,low,close,volume,turnover,inst_foreign,inst_investment_trust,inst_dealer_self,inst_dealer_hedging
2024-09-25,3035,263.0,272.0,263.0,266.0,6296908,1687193355,0.0,0.0,0.0,0.0
2024-09-25,3293,856.0,915.0,853.0,900.0,5296000,4704822000,0.0,0.0,0.0,0.0
2024-09-25,3535,61.6,62.2,60.6,61.3,2044260,125517730,0.0,0.0,0.0,0.0
2024-09-25,6231,539.0,539.0,522.0,522.0,218000,114800000,0.0,0.0,0.0,0.0
2024-09-25,6643,800.0,816.0,756.0,798.0,1068000,841421000,0.0,0.0,0.0,0.0
2024-09-25,8358,62.0,63.5,62.0,62.2,1919000,120050000,0.0,0.0,0.0,0.0
2024-09-25,8932,87.9,88.6,86.0,86.2,688000,59960100,0.0,0.0,0.0,0.0
2024-09-26,1519,665.0,683.0,662.0,678.0,9562397,6452480544,0.0,0.0,0.0,0.0
2024-09-26,2308,394.0,399.0,394.0,396.0,7688086,3052648330,0.0,0.0,0.0,0.0
2024-09-26,2344,21.5,21.75,20.9,20.9,48246898,1028130007,0.0,0.0,0.0,0.0
2024-09-26,2379,487.0,495.5,487.0,491.0,3079207,1516494785,0.0,0.0,0.0,0.0
2024-09-26,2383,475.0,478.0,465.5,466.0,5372639,2524162040,0.0,0.0,0.0,0.0
2024-09-26,2454,1235.0,1280.0,1230.0,1270.0,9967330,12562372950,0.0,0.0,0.0,0.0
2024-09-26,3035,270.0,270.0,264.0,264.5,3097388,826036171,0.0,0.0,0.0,0.0
2024-09-26,3293,908.0,990.0,908.0,990.0,8091000,7754895000,0.0,0.0,0.0,0.0
2024-09-26,3535,62.4,65.1,62.1,63.8,6491307,412125971,0.0,0.0,0.0,0.0
2024-09-26,6231,527.0,530.0,512.0,515.0,315000,163768000,0.0,0.0,0.0,0.0
2024-09-26,6643,798.0,798.0,761.0,775.0,374000,289721000,0.0,0.0,0.0,0.0
2024-09-26,8358,62.6,62.7,61.7,61.7,828000,51369800,0.0,0.0,0.0,0.0
2024-09-26,8932,86.4,87.0,85.7,86.9,386000,33336300,0.0,0.0,0.0,0.0
2024-09-27,1519,684.0,685.0,651.0,660.0,8186247,5459181176,0.0,0.0,0.0,0.0
2024-09-27,2308,398.0,404.0,397.5,400.0,10223004,4098055175,0.0,0.0,0.0,0.0
2024-09-27,2344,21.3,21.55,21.25,21.45,36237098,776436932,0.0,0.0,0.0,0.0
2024-09-27,2379,497.0,497.0,490.0,494.0,2651472,1307509100,0.0,0.0,0.0,0.0
2024-09-27,2383,471.5,474.5,464.0,468.0,3429042,1605203295,0.0,0.0,0.0,0.0
2024-09-27,2454,1280.0,1305.0,1250.0,1260.0,9319433,11879994727,0.0,0.0,0.0,0.0
