date,stock_id,volume,turnover,open,high,low,close,TaiwanStockPrice_spread,TaiwanStockPrice_transactions,inst_foreign,inst_investment_trust,inst_dealer_self,inst_dealer_hedging
2025-03-20,2383,3163092,1854074370,590.0,594.0,583.0,583.0,-2.0,3816,0.0,0.0,0.0,0.0
2025-03-20,2454,6559527,9745443875,1495.0,1500.0,1465.0,1485.0,20.0,9855,0.0,0.0,0.0,0.0
2025-03-20,3035,6880617,1623795482,230.0,241.0,229.0,238.5,12.0,10020,0.0,0.0,0.0,0.0
2025-03-20,3293,1692741,1470166673,865.0,877.0,858.0,869.0,17.0,5418,0.0,0.0,0.0,0.0
2025-03-20,3535,594696,25187726,42.35,42.8,42.05,42.05,0.05,533,0.0,0.0,0.0,0.0
2025-03-20,6231,650510,206495567,320.5,321.0,315.0,318.0,3.0,1775,0.0,0.0,0.0,0.0
2025-03-20,6643,1165143,828986146,726.0,736.0,697.0,701.0,-14.0,2335,0.0,0.0,0.0,0.0
2025-03-20,8358,1042474,57942133,54.9,55.8,54.9,55.7,0.9,944,0.0,0.0,0.0,0.0
2025-03-20,8932,1310007,129902583,99.0,99.9,98.7,99.1,0.0,462,0.0,0.0,0.0,0.0
2025-03-21,1519,2225201,1178223406,536.0,537.0,526.0,527.0,-5.0,3743,0.0,0.0,0.0,0.0
2025-03-21,2308,9864363,3896791782,392.5,398.0,390.0,396.0,2.5,5466,0.0,0.0,0.0,0.0
2025-03-21,2344,138217530,2891676507,21.1,21.6,20.5,21.05,-0.05,34070,0.0,0.0,0.0,0.0
2025-03-21,2379,2491727,1391835555,550.0,562.0,549.0,560.0,6.0,3006,0.0,0.0,0.0,0.0
2025-03-21,2383,3788622,2250282081,585.0,601.0,585.0,595.0,12.0,3838,0.0,0.0,0.0,0.0
2025-03-21,2454,4914917,7303573220,1495.0,1500.0,1475.0,1480.0,-5.0,7474,0.0,0.0,0.0,0.0
2025-03-21,3035,11843076,2892783886,240.5,247.0,239.0,245.5,7.0,17753,0.0,0.0,0.0,0.0
2025-03-21,3293,1853733,1594657219,870.0,876.0,850.0,853.0,-16.0,7961,0.0,0.0,0.0,0.0
2025-03-21,3535,654731,27914874,42.55,43.2,41.95,42.9,0.85,760,0.0,0.0,0.0,0.0
2025-03-21,6231,410686,131636083,318.0,324.0,316.0,321.0,3.0,2065,0.0,0.0,0.0,0.0
2025-03-21,6643,613046,424842229,707.0,707.0,684.0,700.0,-1.0,1877,0.0,0.0,0.0,0.0
2025-03-21,8358,969712,54501015,56.1,56.6,55.4,56.1,0.4,927,0.0,0.0,0.0,0.0
2025-03-21,8932,1786595,175995040,99.5,99.8,98.2,98.2,-0.9,530,0.0,0.0,0.0,0.0
2025-03-24,1519,4126272,2144873720,532.0,533.0,513.0,513.0,-14.0,8618,0.0,0.0,0.0,0.0
2025-03-24,2308,10204406,4065738772,400.0,406.0,392.0,392.0,-4.0,7844,0.0,0.0,0.0,0.0
2025-03-24,2344,103485841,2110606867,20.9,21.0,19.95,19.95,-1.1,31331,0.0,0.0,0.0,0.0
2025-03-24,2379,1838312,1030872995,560.0,567.0,556.0,556.0,-4.0,2879,0.0,0.0,0.0,0.0
2025-03-24,2383,5483850,3326778766,598.0,617.0,597.0,604.0,9.0,5648,0.0,0.0,0.0,0.0
2025-03-24,2454,4129520,6168251990,1500.0,1505.0,1480.0,1480.0,0.0,7655,0.0,0.0,0.0,0.0
2025-03-24,3035,7027167,1739071081,249.0,251.5,244.0,244.0,-1.5,8199,0.0,0.0,0.0,0.0
2025-03-24,3293,1326747,1118713054,858.0,862.0,836.0,838.0,-15.0,7096,0.0,0.0,0.0,0.0
2025-03-24,3535,838165,34905112,42.9,43.1,40.7,40.85,-2.05,1332,0.0,0.0,0.0,0.0
2025-03-24,6231,314637,99741115,325.0,325.5,312.5,312.5,-8.5,1959,0.0,0.0,0.0,0.0
2025-03-24,6643,384274,269612534,707.0,713.0,686.0,686.0,-14.0,906,0.0,0.0,0.0,0.0
2025-03-24,8358,3530055,202145383,56.7,57.9,56.6,57.4,1.3,2850,0.0,0.0,0.0,0.0
2025-03-24,8932,373146,36570020,98.2,98.5,97.4,97.8,-0.4,283,0.0,0.0,0.0,0.0
2025-03-25,1519,2674412,1383517567,521.0,527.0,508.0,516.0,3.0,4793,0.0,0.0,0.0,0.0
2025-03-25,2308,4709909,1847717930,392.5,395.5,390.5,392.0,0.0,5016,0.0,0.0,0.0,0.0
2025-03-25,2344,71785562,1417248050,20.2,20.4,19.2,19.35,-0.6,22116,0.0,0.0,0.0,0.0
2025-03-25,2379,2325775,1306805833,560.0,567.0,558.0,562.0,6.0,2523,0.0,0.0,0.0,0.0
2025-03-25,2383,4231286,2579443299,614.0,617.0,603.0,611.0,7.0,4322,0.0,0.0,0.0,0.0
2025-03-25,2454,8622310,13173707790,1505.0,1540.0,1505.0,1525.0,45.0,20948,0.0,0.0,0.0,0.0
2025-03-25,3035,9110436,2255075866,248.0,250.5,242.5,247.0,3.0,10293,0.0,0.0,0.0,0.0
2025-03-25,3293,1012487,856459034,846.0,854.0,839.0,844.0,6.0,3925,0.0,0.0,0.0,0.0
2025-03-25,3535,1224713,49742164,41.45,41.6,40.1,40.8,-0.05,1051,0.0,0.0,0.0,0.0
2025-03-25,6231,246978,78059897,317.5,319.5,314.0,314.5,2.0,1108,0.0,0.0,0.0,0.0
2025-03-25,6643,326661,227958664,702.0,709.0,687.0,687.0,1.0,718,0.0,0.0,0.0,0.0
2025-03-25,8358,3035038,175337452,58.2,58.4,57.0,57.3,-0.1,2523,0.0,0.0,0.0,0.0
2025-03-25,8932,244239,23926494,97.0,98.8,97.0,98.1,0.3,317,0.0,0.0,0.0,0.0
2025-03-26,1519,4318791,2277349457,519.0,533.0,518.0,527.0,11.0,5483,0.0,0.0,0.0,0.0
2025-03-26,2308,9663861,3849588341,396.5,400.5,394.0,399.0,7.0,9557,0.0,0.0,0.0,0.0
2025-03-26,2344,55571215,1087150788,19.55,19.95,19.35,19.45,0.1,15250,0.0,0.0,0.0,0.0
2025-03-26,2379,1480735,829756606,566.0,566.0,557.0,561.0,-1.0,3614,0.0,0.0,0.0,0.0
2025-03-26,2383,2121760,1282023138,606.0,610.0,600.0,607.0,-4.0,2831,0.0,0.0,0.0,0.0
2025-03-26,2454,4039361,6153186695,1535.0,1540.0,1515.0,1515.0,-10.0,6644,0.0,0.0,0.0,0.0
2025-03-26,3035,5198500,1289192373,248.5,252.0,245.0,245.5,-1.5,9087,0.0,0.0,0.0,0.0
2025-03-26,3293,4736254,3839985810,802.0,821.0,802.0,808.0,-36.0,27902,0.0,0.0,0.0,0.0
2025-03-26,3535,456460,18617099,41.6,41.6,40.55,40.6,-0.2,816,0.0,0.0,0.0,0.0
2025-03-26,6231,400607,127833943,314.5,322.0,314.5,317.5,3.0,1213,0.0,0.0,0.0,0.0
2025-03-26,6643,160426,111457043,695.0,702.0,690.0,691.0,4.0,531,0.0,0.0,0.0,0.0
2025-03-26,8358,10916383,647216601,58.1,61.0,58.1,58.4,1.1,7872,0.0,0.0,0.0,0.0
2025-03-26,8932,1489476,148804537,98.3,100.5,98.3,100.0,1.9,240,0.0,0.0,0.0,0.0
2025-03-27,1519,1925868,1002707894,525.0,525.0,518.0,518.0,-9.0,3254,0.0,0.0,0.0,0.0
2025-03-27,2308,5235582,2050281828,395.0,395.0,381.5,392.0,-7.0,5645,0.0,0.0,0.0,0.0
2025-03-27,2344,47714729,927524477,19.1,19.85,19.1,19.25,-0.2,14507,0.0,0.0,0.0,0.0
2025-03-27,2379,1924546,1057160408,554.0,556.0,545.0,545.0,-16.0,3586,0.0,0.0,0.0,0.0
2025-03-27,2383,3395780,2011367566,594.0,598.0,585.0,595.0,-12.0,7393,0.0,0.0,0.0,0.0
2025-03-27,2454,4922392,7343806075,1500.0,1510.0,1480.0,1485.0,-30.0,10365,0.0,0.0,0.0,0.0
2025-03-27,3035,3853624,929684692,242.0,243.5,239.0,243.5,-2.0,7010,0.0,0.0,0.0,0.0
2025-03-27,3293,2225065,1801706229,808.0,818.0,802.0,814.0,6.0,9809,0.0,0.0,0.0,0.0
2025-03-27,3535,1039898,41275040,40.5,40.5,39.4,39.4,-1.2,911,0.0,0.0,0.0,0.0
2025-03-27,6231,673388,206739092,314.5,314.5,301.5,304.5,-13.0,1763,0.0,0.0,0.0,0.0
2025-03-27,6643,217482,149419707,685.0,698.0,675.0,683.0,-8.0,673,0.0,0.0,0.0,0.0
2025-03-27,8358,5202955,304534963,57.9,59.2,57.6,58.6,0.2,4168,0.0,0.0,0.0,0.0
2025-03-27,8932,199063,20001196,100.0,101.5,99.5,100.0,0.0,170,0.0,0.0,0.0,0.0
2025-03-28,1519,3814128,1933757612,520.0,521.0,498.5,499.0,-19.0,8411,0.0,0.0,0.0,0.0
2025-03-28,2308,9839778,3731621396,383.0,386.5,375.0,376.5,-15.5,15288,0.0,0.0,0.0,0.0
2025-03-28,2344,58260040,1097242743,19.3,19.4,18.5,18.7,-0.55,17155,0.0,0.0,0.0,0.0
2025-03-28,2379,1943195,1058959486,540.0,550.0,539.0,548.0,3.0,2685,0.0,0.0,0.0,0.0
2025-03-28,2383,3176604,1864163745,589.0,598.0,579.0,585.0,-10.0,4340,0.0,0.0,0.0,0.0
2025-03-28,2454,4752661,6988697440,1470.0,1495.0,1455.0,1465.0,-20.0,13110,0.0,0.0,0.0,0.0
2025-03-28,3035,6028214,1439382710,241.0,244.5,233.0,236.0,-7.5,9807,0.0,0.0,0.0,0.0
2025-03-28,3293,1230716,992293396,814.0,814.0,802.0,805.0,-9.0,8354,0.0,0.0,0.0,0.0
2025-03-28,3535,1622127,62115001,39.2,39.2,37.7,38.15,-1.25,1123,0.0,0.0,0.0,0.0
2025-03-28,6231,811486,247973973,304.5,312.0,300.5,302.0,-2.5,1155,0.0,0.0,0.0,0.0
2025-03-28,6643,530159,351354103,680.0,690.0,646.0,646.0,-37.0,2224,0.0,0.0,0.0,0.0
2025-03-28,8358,3980107,226820042,58.1,58.7,55.2,56.3,-2.3,3301,0.0,0.0,0.0,0.0
2025-03-28,8932,197075,19663788,101.0,101.0,99.0,99.8,-0.2,172,0.0,0.0,0.0,0.0
2025-03-31,1519,5212172,2392165710,473.0,481.0,449.5,449.5,-49.5,11962,0.0,0.0,0.0,0.0
2025-03-31,2308,9089289,3305394560,365.0,369.5,360.0,360.0,-16.5,13834,0.0,0.0,0.0,0.0
2025-03-31,2344,74509246,1323314194,17.8,18.35,17.35,17.55,-1.15,20095,0.0,0.0,0.0,0.0
2025-03-31,2379,3061733,1620977588,537.0,541.0,523.0,523.0,-25.0,3971,0.0,0.0,0.0,0.0
2025-03-31,2383,4959586,2725442628,556.0,565.0,540.0,545.0,-40.0,8350,0.0,0.0,0.0,0.0
2025-03-31,2454,8456107,11888354050,1420.0,1440.0,1390.0,1390.0,-75.0,27974,0.0,0.0,0.0,0.0
2025-03-31,3035,8335813,1823648359,226.5,230.5,212.5,212.5,-23.5,9562,0.0,0.0,0.0,0.0
2025-03-31,3293,2907140,2256586731,774.0,787.0,767.0,772.0,-33.0,22473,0.0,0.0,0.0,0.0
2025-03-31,3535,2310118,83797880,36.45,37.6,35.3,35.45,-2.7,1686,0.0,0.0,0.0,0.0
2025-03-31,6231,1440786,407543515,287.0,291.0,277.0,279.0,-23.0,2085,0.0,0.0,0.0,0.0
2025-03-31,6643,1005407,598735289,608.0,624.0,582.0,582.0,-64.0,3658,0.0,0.0,0.0,0.0
2025-03-31,8358,2419264,129607948,54.4,54.9,52.6,52.6,-3.7,2016,0.0,0.0,0.0,0.0
2025-03-31,8932,407217,39832062,99.8,99.8,96.8,98.0,-1.8,358,0.0,0.0,0.0,0.0
2025-04-01,1519,11024362,4772440677,453.0,453.0,420.0,430.0,-19.5,17119,0.0,0.0,0.0,0.0
2025-04-01,2308,6303543,2314093740,365.0,371.5,362.5,371.0,11.0,6162,0.0,0.0,0.0,0.0
2025-04-01,2344,50379839,908555100,17.95,18.2,17.8,18.1,0.55,14400,0.0,0.0,0.0,0.0
2025-04-01,2379,3372774,1771250543,525.0,531.0,521.0,525.0,2.0,3251,0.0,0.0,0.0,0.0
2025-04-01,2383,4270276,2325307332,549.0,555.0,538.0,545.0,0.0,5767,0.0,0.0,0.0,0.0
2025-04-01,2454,6663880,9603895550,1410.0,1460.0,1410.0,1460.0,70.0,12331,0.0,0.0,0.0,0.0
2025-04-01,3035,7333049,1574174851,214.0,221.5,209.0,219.5,7.0,7293,0.0,0.0,0.0,0.0
2025-04-01,3293,1273467,1017441350,790.0,807.0,784.0,807.0,35.0,6554,0.0,0.0,0.0,0.0
2025-04-01,3535,927550,33582447,35.35,36.9,35.3,36.4,0.95,763,0.0,0.0,0.0,0.0
2025-04-01,6231,693133,201032399,285.0,295.0,283.5,293.0,14.0,1102,0.0,0.0,0.0,0.0
2025-04-01,6643,863448,507107146,582.0,597.0,570.0,594.0,12.0,1580,0.0,0.0,0.0,0.0
2025-04-01,8358,1418292,74747306,52.6,53.2,52.2,52.7,0.1,1263,0.0,0.0,0.0,0.0
2025-04-01,8932,224943,22400828,98.3,100.5,98.3,100.5,2.5,180,0.0,0.0,0.0,0.0
2025-04-02,1519,11600420,5159025360,443.0,457.5,436.0,440.5,10.5,12916,0.0,0.0,0.0,0.0
2025-04-02,2308,3560122,1316138816,365.0,373.5,364.0,369.5,-1.5,4007,0.0,0.0,0.0,0.0
2025-04-02,2344,53016793,974794868,18.15,18.85,17.8,18.7,0.6,16933,0.0,0.0,0.0,0.0
2025-04-02,2379,2377298,1263952837,526.0,542.0,526.0,530.0,5.0,2290,0.0,0.0,0.0,0.0
2025-04-02,2383,5210265,2789623305,546.0,554.0,523.0,527.0,-18.0,8237,0.0,0.0,0.0,0.0
2025-04-02,2454,4680070,6764240810,1460.0,1460.0,1435.0,1435.0,-25.0,8403,0.0,0.0,0.0,0.0
2025-04-02,3035,8905113,2018652574,217.0,232.5,216.0,231.5,12.0,7952,0.0,0.0,0.0,0.0
2025-04-02,3293,1032024,832501905,808.0,812.0,800.0,810.0,3.0,4899,0.0,0.0,0.0,0.0
2025-04-02,3535,906844,33497476,36.05,37.6,35.55,37.6,1.2,712,0.0,0.0,0.0,0.0
2025-04-02,6231,353153,102285559,292.0,293.5,285.5,292.0,-1.0,639,0.0,0.0,0.0,0.0
2025-04-02,6643,543824,323196748,599.0,605.0,585.0,595.0,1.0,1093,0.0,0.0,0.0,0.0
2025-04-02,8358,1082935,56827173,52.5,53.0,51.8,52.8,0.1,1020,0.0,0.0,0.0,0.0
2025-04-02,8932,209284,20905928,100.0,100.5,99.3,100.0,-0.5,128,0.0,0.0,0.0,0.0
2025-04-07,1519,222781,88332305,396.5,396.5,396.5,396.5,-44.0,2035,0.0,0.0,0.0,0.0
2025-04-07,2308,2702060,899785980,333.0,333.0,333.0,333.0,-36.5,5131,0.0,0.0,0.0,0.0
2025-04-07,2344,4724750,79611731,16.85,16.85,16.85,16.85,-1.85,2320,0.0,0.0,0.0,0.0
2025-04-07,2379,791352,377474904,477.0,477.0,477.0,477.0,-53.0,1485,0.0,0.0,0.0,0.0
2025-04-07,2383,690797,327782953,474.5,474.5,474.5,474.5,-52.5,1419,0.0,0.0,0.0,0.0
2025-04-07,2454,2148387,2782161165,1295.0,1295.0,1295.0,1295.0,-140.0,14866,0.0,0.0,0.0,0.0
2025-04-07,3035,278941,58159067,208.5,208.5,208.5,208.5,-23.0,912,0.0,0.0,0.0,0.0
2025-04-07,3293,597253,435397437,729.0,729.0,729.0,729.0,-81.0,10501,0.0,0.0,0.0,0.0
2025-04-07,3535,80618,2728847,33.85,33.85,33.85,33.85,-3.75,150,0.0,0.0,0.0,0.0
2025-04-07,6231,39131,10291453,263.0,263.0,263.0,263.0,-29.0,226,0.0,0.0,0.0,0.0
2025-04-07,6643,34317,18393912,536.0,536.0,536.0,536.0,-59.0,570,0.0,0.0,0.0,0.0
2025-04-07,8358,253976,12076406,47.55,47.55,47.55,47.55,-5.25,437,0.0,0.0,0.0,0.0
2025-04-07,8932,44719,4024710,90.0,90.0,90.0,90.0,-10.0,45,0.0,0.0,0.0,0.0
2025-04-08,1519,933442,333253513,357.0,357.0,357.0,357.0,-39.5,4306,0.0,0.0,0.0,0.0
2025-04-08,2308,28828129,8725188107,300.5,311.0,300.0,305.0,-28.0,25795,0.0,0.0,0.0,0.0
2025-04-08,2344,87274331,1340582589,15.35,16.05,15.2,15.2,-1.65,18856,0.0,0.0,0.0,0.0
2025-04-08,2379,4986534,2230613958,439.0,465.0,436.0,450.5,-26.5,6364,0.0,0.0,0.0,0.0
2025-04-08,2383,11511351,5080016313,435.0,455.0,429.0,452.0,-22.5,11132,0.0,0.0,0.0,0.0
2025-04-08,2454,19252718,24229978295,1255.0,1300.0,1225.0,1260.0,-35.0,40100,0.0,0.0,0.0,0.0
2025-04-08,3035,13212798,2561277108,202.0,205.5,188.0,192.0,-16.5,17151,0.0,0.0,0.0,0.0
2025-04-08,3293,4935634,3509080185,666.0,743.0,666.0,741.0,12.0,19730,0.0,0.0,0.0,0.0
2025-04-08,3535,241460,7364514,30.5,30.5,30.5,30.5,-3.35,281,0.0,0.0,0.0,0.0
2025-04-08,6231,161811,38349207,237.0,237.0,237.0,237.0,-26.0,481,0.0,0.0,0.0,0.0
2025-04-08,6643,130317,62877725,482.5,482.5,482.5,482.5,-53.5,1311,0.0,0.0,0.0,0.0
2025-04-08,8358,2062984,88321150,42.8,43.85,42.8,42.8,-4.75,1528,0.0,0.0,0.0,0.0
2025-04-08,8932,1376004,112090492,81.1,84.1,81.0,81.4,-8.6,756,0.0,0.0,0.0,0.0
2025-04-09,1519,3857644,1256615252,329.0,338.0,321.5,321.5,-35.5,6797,0.0,0.0,0.0,0.0
2025-04-09,2308,17454496,5044888760,293.0,304.5,275.0,280.5,-24.5,22380,0.0,0.0,0.0,0.0
2025-04-09,2344,89217079,1253908119,14.55,14.8,13.7,13.7,-1.5,24348,0.0,0.0,0.0,0.0
2025-04-09,2379,5246874,2337269527,442.0,458.5,432.5,440.0,-10.5,5928,0.0,0.0,0.0,0.0
2025-04-09,2383,8867895,3748199882,443.0,452.0,407.0,407.0,-45.0,9896,0.0,0.0,0.0,0.0
2025-04-09,2454,20017897,24055879685,1250.0,1255.0,1140.0,1185.0,-75.0,51334,0.0,0.0,0.0,0.0
2025-04-09,3035,11133579,2005970586,175.0,189.5,173.0,173.0,-19.0,10911,0.0,0.0,0.0,0.0
2025-04-09,3293,6193660,4539031000,745.0,761.0,693.0,715.0,-26.0,23561,0.0,0.0,0.0,0.0
2025-04-09,3535,271646,7456607,27.45,27.45,27.45,27.45,-3.05,374,0.0,0.0,0.0,0.0
2025-04-09,6231,161419,34462914,213.5,213.5,213.5,213.5,-23.5,432,0.0,0.0,0.0,0.0
2025-04-09,6643,146243,63543285,434.5,434.5,434.5,434.5,-48.0,1076,0.0,0.0,0.0,0.0
2025-04-09,8358,2270553,88951700,39.65,40.65,38.55,38.55,-4.25,1883,0.0,0.0,0.0,0.0
2025-04-09,8932,1994857,149496309,78.5,78.6,73.3,77.6,-3.8,1106,0.0,0.0,0.0,0.0
2025-04-10,1519,1483481,524410389,353.5,353.5,353.5,353.5,32.0,1494,0.0,0.0,0.0,0.0
2025-04-10,2308,3756951,1159019204,308.5,308.5,308.5,308.5,28.0,1706,0.0,0.0,0.0,0.0
2025-04-10,2344,34689275,522073499,15.05,15.05,15.05,15.05,1.35,5888,0.0,0.0,0.0,0.0
2025-04-10,2379,554558,268406072,484.0,484.0,484.0,484.0,44.0,578,0.0,0.0,0.0,0.0
2025-04-10,2383,473291,211797662,447.5,447.5,447.5,447.5,40.5,535,0.0,0.0,0.0,0.0
2025-04-10,2454,2039439,2651270700,1300.0,1300.0,1300.0,1300.0,115.0,4416,0.0,0.0,0.0,0.0
2025-04-10,3035,977245,185676550,190.0,190.0,190.0,190.0,17.0,878,0.0,0.0,0.0,0.0
2025-04-10,3293,613552,482251872,786.0,786.0,786.0,786.0,71.0,2209,0.0,0.0,0.0,0.0
2025-04-10,3535,2200095,65885583,30.0,30.15,29.4,30.15,2.7,1411,0.0,0.0,0.0,0.0
2025-04-10,6231,4200458,961598618,229.0,234.0,223.0,226.5,13.0,4318,0.0,0.0,0.0,0.0
2025-04-10,6643,1459853,694985694,477.0,477.5,461.5,475.5,41.0,1679,0.0,0.0,0.0,0.0
2025-04-10,8358,1708123,72343197,42.35,42.4,42.0,42.4,3.85,842,0.0,0.0,0.0,0.0
2025-04-10,8932,1411064,119895307,85.2,85.3,82.8,85.3,7.7,667,0.0,0.0,0.0,0.0
2025-04-11,1519,6052169,2194627728,321.0,383.5,320.0,383.0,29.5,8494,0.0,0.0,0.0,0.0
2025-04-11,2308,22276600,7124128162,306.5,335.0,300.5,335.0,26.5,28090,0.0,0.0,0.0,0.0
2025-04-11,2344,106332724,1576880630,14.2,15.45,13.6,15.3,0.25,26843,0.0,0.0,0.0,0.0
2025-04-11,2379,3697247,1826727361,480.5,513.0,462.0,511.0,27.0,4410,0.0,0.0,0.0,0.0
2025-04-11,2383,9198781,4374696543,453.0,492.0,447.5,492.0,44.5,10713,0.0,0.0,0.0,0.0
2025-04-11,2454,17343947,23239311570,1280.0,1395.0,1250.0,1385.0,85.0,30417,0.0,0.0,0.0,0.0
2025-04-11,3035,13267982,2524745169,188.5,200.5,178.5,200.5,10.5,12465,0.0,0.0,0.0,0.0
2025-04-11,3293,4487895,3600956315,785.0,824.0,769.0,823.0,37.0,13726,0.0,0.0,0.0,0.0
2025-04-11,3535,1244488,35202802,27.15,29.8,27.15,29.8,-0.35,1026,0.0,0.0,0.0,0.0
2025-04-11,6231,2887129,605690364,207.5,224.5,204.0,223.0,-3.5,3584,0.0,0.0,0.0,0.0
2025-04-11,6643,1703095,748101053,428.0,456.0,428.0,455.0,-20.5,3030,0.0,0.0,0.0,0.0
2025-04-11,8358,1687600,70271375,41.45,43.0,39.6,43.0,0.6,1449,0.0,0.0,0.0,0.0
2025-04-11,8932,721222,60771502,82.3,87.8,81.4,87.1,1.8,712,0.0,0.0,0.0,0.0
2025-04-14,1519,5285515,2066953806,390.5,401.5,383.0,383.0,0.0,7357,0.0,0.0,0.0,0.0
2025-04-14,2308,17883868,6027727171,349.5,350.0,328.0,330.0,-5.0,18248,0.0,0.0,0.0,0.0
2025-04-14,2344,82043219,1316242621,15.7,16.3,15.7,15.9,0.6,23121,0.0,0.0,0.0,0.0
2025-04-14,2379,3969242,2016183230,516.0,517.0,500.0,500.0,-11.0,4125,0.0,0.0,0.0,0.0
2025-04-14,2383,9544135,4975704915,520.0,538.0,511.0,516.0,24.0,10966,0.0,0.0,0.0,0.0
2025-04-14,2454,12977957,18237704555,1410.0,1425.0,1385.0,1400.0,15.0,20591,0.0,0.0,0.0,0.0
2025-04-14,3035,10178802,2094740127,206.5,211.0,202.0,206.0,5.5,8427,0.0,0.0,0.0,0.0
2025-04-14,3293,4030728,3272592871,848.0,849.0,785.0,785.0,-38.0,19007,0.0,0.0,0.0,0.0
2025-04-14,3535,1424044,44370788,30.85,31.9,30.3,31.35,1.55,1178,0.0,0.0,0.0,0.0
2025-04-14,6231,1829290,432753260,231.5,244.5,230.0,233.5,10.5,3810,0.0,0.0,0.0,0.0
2025-04-14,6643,1361804,657389194,472.5,491.5,466.5,482.0,27.0,2277,0.0,0.0,0.0,0.0
2025-04-14,8358,2542799,114054046,43.6,46.4,43.6,45.5,2.5,2154,0.0,0.0,0.0,0.0
2025-04-14,8932,1099758,97707750,87.7,90.9,87.0,87.3,0.2,715,0.0,0.0,0.0,0.0
2025-04-15,1519,6316113,2579100367,393.0,421.0,390.0,418.5,35.5,9348,0.0,0.0,0.0,0.0
2025-04-15,2308,7304809,2408460013,329.5,332.5,324.0,330.5,0.5,10436,0.0,0.0,0.0,0.0
2025-04-15,2344,42259159,687593899,16.25,16.5,16.0,16.3,0.4,12372,0.0,0.0,0.0,0.0
2025-04-15,2379,2325826,1170829318,501.0,507.0,496.5,504.0,4.0,2432,0.0,0.0,0.0,0.0
2025-04-15,2383,5950276,3176459028,527.0,545.0,519.0,544.0,28.0,6581,0.0,0.0,0.0,0.0
2025-04-15,2454,6829960,9519040535,1405.0,1415.0,1375.0,1385.0,-15.0,14509,0.0,0.0,0.0,0.0
2025-04-15,3035,8538332,1830131055,208.0,219.0,206.5,219.0,13.0,7525,0.0,0.0,0.0,0.0
2025-04-15,3293,2163226,1728612924,790.0,807.0,787.0,804.0,19.0,6351,0.0,0.0,0.0,0.0
2025-04-15,3535,990105,32294726,31.4,33.2,31.4,33.05,1.7,1072,0.0,0.0,0.0,0.0
2025-04-15,6231,1125079,275181875,239.0,249.0,238.0,244.5,11.0,2753,0.0,0.0,0.0,0.0
2025-04-15,6643,942459,479183050,492.0,518.0,492.0,518.0,36.0,1675,0.0,0.0,0.0,0.0
2025-04-15,8358,2166209,101464013,46.5,47.3,46.2,47.3,1.8,2144,0.0,0.0,0.0,0.0
2025-04-15,8932,392835,34757642,87.3,89.8,86.4,89.6,2.3,294,0.0,0.0,0.0,0.0
2025-04-16,1519,6372410,2612568981,417.5,424.5,399.0,399.0,-19.5,9063,0.0,0.0,0.0,0.0
2025-04-16,2308,7393291,2393263638,325.0,327.5,320.5,320.5,-10.0,8408,0.0,0.0,0.0,0.0
2025-04-16,2344,51900815,819731719,16.2,16.2,15.5,15.55,-0.75,17360,0.0,0.0,0.0,0.0
2025-04-16,2379,2251311,1126615741,498.0,508.0,495.0,499.0,-5.0,2644,0.0,0.0,0.0,0.0
2025-04-16,2383,4016560,2124449351,531.0,540.0,517.0,517.0,-27.0,11265,0.0,0.0,0.0,0.0
2025-04-16,2454,5794610,7967862075,1370.0,1385.0,1365.0,1365.0,-20.0,12242,0.0,0.0,0.0,0.0
2025-04-16,3035,5084050,1097281477,216.5,220.5,212.0,212.0,-7.0,11795,0.0,0.0,0.0,0.0
2025-04-16,3293,3660306,3023701707,802.0,843.0,797.0,814.0,10.0,9942,0.0,0.0,0.0,0.0
2025-04-16,3535,865168,28026108,33.3,33.45,31.8,31.8,-1.25,740,0.0,0.0,0.0,0.0
2025-04-16,6231,975493,237853613,244.5,249.5,238.5,241.0,-3.5,4338,0.0,0.0,0.0,0.0
2025-04-16,6643,552906,279582718,518.0,518.0,499.0,499.0,-19.0,7063,0.0,0.0,0.0,0.0
2025-04-16,8358,1128016,52926244,47.15,47.6,46.5,46.55,-0.75,1206,0.0,0.0,0.0,0.0
2025-04-16,8932,630082,55326029,88.5,89.2,87.0,87.4,-2.2,514,0.0,0.0,0.0,0.0
2025-04-17,1519,4666903,1822059020,390.5,398.0,382.5,396.0,-3.0,6436,0.0,0.0,0.0,0.0
2025-04-17,2308,12774866,3996947244,313.5,316.5,307.0,315.5,-5.0,12417,0.0,0.0,0.0,0.0
2025-04-17,2344,40747467,629041922,15.5,15.75,15.2,15.4,-0.15,11405,0.0,0.0,0.0,0.0
2025-04-17,2379,2018426,1023077923,498.0,515.0,495.0,508.0,9.0,2264,0.0,0.0,0.0,0.0
2025-04-17,2383,4645513,2391936759,513.0,526.0,507.0,515.0,-2.0,6389,0.0,0.0,0.0,0.0
2025-04-17,2454,6954102,9290936420,1340.0,1350.0,1315.0,1340.0,-25.0,15307,0.0,0.0,0.0,0.0
2025-04-17,3035,14895798,2988076017,202.5,207.0,194.0,202.0,-10.0,37449,0.0,0.0,0.0,0.0
2025-04-17,3293,2269482,1883003065,831.0,843.0,816.0,830.0,16.0,6332,0.0,0.0,0.0,0.0
2025-04-17,3535,477643,14868902,31.2,31.6,30.6,31.2,-0.6,625,0.0,0.0,0.0,0.0
2025-04-17,6231,1170381,275259977,241.0,244.0,227.5,243.5,2.5,1889,0.0,0.0,0.0,0.0
