date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,ret_1d,ret_5d,ret_20d
2025-03-04,2383,6684173,4067413657,611.0,619.0,604.0,604.0,-22.0,9119,-0.03514376996805113,0.01342281879194629,0.0922242314647379
2025-03-05,2383,3392111,2071466126,611.0,620.0,606.0,606.0,2.0,4370,0.0033112582781456013,0.05208333333333326,0.10989010989010994
2025-03-06,2383,4558091,2764910687,617.0,619.0,601.0,603.0,-3.0,6131,-0.004950495049504955,-0.04739336492891,0.046875
2025-03-07,2383,8120097,4771440319,601.0,608.0,580.0,580.0,-23.0,12992,-0.03814262023217252,-0.08227848101265822,-0.033333333333333326
2025-03-10,2383,3803531,2184446280,586.0,589.0,567.0,571.0,-9.0,6125,-0.01551724137931032,-0.08785942492012777,-0.07154471544715446
2025-03-11,2383,4711308,2635015559,557.0,566.0,547.0,563.0,-8.0,6972,-0.014010507880910628,-0.06788079470198671,-0.08006535947712423
2025-03-12,2383,5505295,3202712374,573.0,594.0,572.0,573.0,10.0,6390,0.017761989342806483,-0.054455445544554504,-0.07580645161290323
2025-03-13,2383,3207819,1874496916,590.0,593.0,579.0,580.0,7.0,3864,0.01221640488656206,-0.03814262023217252,-0.039735099337748325
2025-03-14,2383,2243973,1310624562,585.0,590.0,580.0,580.0,0.0,2778,0.0,0.0,-0.03814262023217252
2025-03-17,2383,1921073,1126291345,587.0,590.0,581.0,586.0,6.0,2516,0.010344827586206806,0.02626970227670755,-0.015126050420168013
2025-03-18,2383,4236145,2542073949,589.0,608.0,589.0,606.0,20.0,5610,0.03412969283276457,0.07637655417406752,0.02020202020202011
2025-03-19,2383,4649192,2739242060,603.0,603.0,581.0,585.0,-21.0,8262,-0.034653465346534684,0.020942408376963373,-0.044117647058823484
2025-03-20,2383,3163092,1854074370,590.0,594.0,583.0,583.0,-2.0,3816,-0.0034188034188034067,0.005172413793103514,-0.04582651391162029
2025-03-21,2383,3788622,2250282081,585.0,601.0,585.0,595.0,12.0,3838,0.020583190394511064,0.02586206896551735,-0.013266998341625258
2025-03-24,2383,5483850,3326778766,598.0,617.0,597.0,604.0,9.0,5648,0.015126050420168013,0.030716723549488067,0.004991680532445919
2025-03-25,2383,4231286,2579443299,614.0,617.0,603.0,611.0,7.0,4322,0.011589403973509826,0.008250825082508184,0.025167785234899265
2025-03-26,2383,2121760,1282023138,606.0,610.0,600.0,607.0,-4.0,2831,-0.006546644844517169,0.037606837606837695,0.05381944444444442
2025-03-27,2383,3395780,2011367566,594.0,598.0,585.0,595.0,-12.0,7393,-0.01976935749588138,0.020583190394511064,-0.0600315955766193
2025-03-28,2383,3176604,1864163745,589.0,598.0,579.0,585.0,-10.0,4340,-0.01680672268907568,-0.01680672268907568,-0.07436708860759489
2025-03-31,2383,4959586,2725442628,556.0,565.0,540.0,545.0,-40.0,8350,-0.06837606837606836,-0.09768211920529801,-0.12939297124600635
2025-04-01,2383,4270276,2325307332,549.0,555.0,538.0,545.0,0.0,5767,0.0,-0.10801963993453356,-0.09768211920529801
2025-04-02,2383,5210265,2789623305,546.0,554.0,523.0,527.0,-18.0,8237,-0.03302752293577982,-0.1317957166392092,-0.13036303630363033
2025-04-07,2383,690797,327782953,474.5,474.5,474.5,474.5,-52.5,1419,-0.09962049335863377,-0.2025210084033613,-0.21310116086235487
2025-04-08,2383,11511351,5080016313,435.0,455.0,429.0,452.0,-22.5,11132,-0.04741833508956794,-0.22735042735042732,-0.2206896551724138
2025-04-09,2383,8867895,3748199882,443.0,452.0,407.0,407.0,-45.0,9896,-0.0995575221238938,-0.25321100917431194,-0.28721541155866903
2025-04-10,2383,473291,211797662,447.5,447.5,447.5,447.5,40.5,535,0.09950859950859958,-0.17889908256880738,-0.20515097690941386
2025-04-11,2383,9198781,4374696543,453.0,492.0,447.5,492.0,44.5,10713,0.09944134078212286,-0.06641366223908918,-0.1413612565445026
2025-04-14,2383,9544135,4975704915,520.0,538.0,511.0,516.0,24.0,10966,0.04878048780487809,0.08746048472075874,-0.1103448275862069
2025-04-15,2383,5950276,3176459028,527.0,545.0,519.0,544.0,28.0,6581,0.054263565891472965,0.20353982300884965,-0.06206896551724139
2025-04-16,2383,4016560,2124449351,531.0,540.0,517.0,517.0,-27.0,11265,-0.049632352941176516,0.2702702702702702,-0.11774744027303752
2025-04-17,2383,4645513,2391936759,513.0,526.0,507.0,515.0,-2.0,6389,-0.003868471953578312,0.15083798882681565,-0.15016501650165015
2025-04-18,2383,3413061,1785768362,508.0,531.0,508.0,522.0,7.0,3733,0.013592233009708687,0.060975609756097615,-0.10769230769230764
2025-04-21,2383,3306031,1729128402,522.0,532.0,516.0,516.0,-6.0,3545,-0.011494252873563204,0.0,-0.11492281303602059
2025-04-22,2383,3766598,1910220356,500.0,521.0,497.0,499.0,-17.0,5030,-0.032945736434108475,-0.08272058823529416,-0.16134453781512603
2025-04-23,2383,3585624,1868259032,520.0,527.0,512.0,522.0,23.0,4025,0.04609218436873741,0.009671179883945946,-0.13576158940397354
2025-04-24,2383,2602311,1358380797,525.0,530.0,515.0,515.0,-7.0,2744,-0.013409961685823757,0.0,-0.15711947626841238
2025-04-25,2383,8109465,4489920817,527.0,566.0,527.0,566.0,51.0,11175,0.09902912621359228,0.08429118773946365,-0.06754530477759468
2025-04-28,2383,4677753,2611216603,563.0,564.0,551.0,557.0,-9.0,5737,-0.01590106007067138,0.07945736434108519,-0.06386554621848739
2025-04-29,2383,4650935,2599953038,560.0,566.0,548.0,565.0,8.0,4666,0.014362657091562037,0.13226452905811614,-0.03418803418803418
2025-04-30,2383,3924021,2179800924,559.0,563.0,549.0,556.0,-9.0,4732,-0.015929203539822967,0.06513409961685834,0.020183486238532167
2025-05-02,2383,9240382,5600479978,590.0,611.0,586.0,611.0,55.0,11865,0.09892086330935257,0.18640776699029127,0.12110091743119256
2025-05-05,2383,9422566,5803885306,611.0,628.0,604.0,623.0,12.0,11200,0.019639934533551617,0.10070671378091878,0.18216318785578745
2025-05-06,2383,7327318,4561952274,612.0,635.0,611.0,624.0,1.0,8417,0.0016051364365972098,0.12028725314183131,0.31506849315068486
2025-05-07,2383,4277231,2648092286,625.0,632.0,611.0,612.0,-12.0,7300,-0.019230769230769273,0.08318584070796464,0.35398230088495586
2025-05-08,2383,13932287,9065987055,647.0,665.0,625.0,662.0,50.0,16572,0.08169934640522869,0.19064748201438841,0.6265356265356266
2025-05-09,2383,9145587,6159402287,667.0,690.0,659.0,679.0,17.0,11730,0.025679758308157163,0.1112929623567922,0.51731843575419
2025-05-12,2383,5579741,3747233892,681.0,686.0,659.0,675.0,-4.0,13280,-0.00589101620029453,0.0834670947030498,0.37195121951219523
2025-05-13,2383,5695722,3852718531,689.0,690.0,665.0,674.0,-1.0,7058,-0.001481481481481528,0.08012820512820507,0.306201550387597
2025-05-14,2383,5961660,4100064833,688.0,696.0,677.0,687.0,13.0,7410,0.01928783382789323,0.12254901960784315,0.2628676470588236
2025-05-15,2383,3301070,2255356119,683.0,690.0,678.0,685.0,-2.0,4354,-0.0029112081513827937,0.03474320241691853,0.3249516441005802
2025-05-16,2383,3473762,2379012761,686.0,693.0,679.0,684.0,-1.0,4267,-0.0014598540145985828,0.007363770250368162,0.32815533980582523
2025-05-19,2383,3419902,2311055018,684.0,688.0,666.0,667.0,-17.0,5233,-0.024853801169590684,-0.011851851851851891,0.2777777777777777
2025-05-20,2383,2610393,1766994754,677.0,684.0,672.0,676.0,9.0,3372,0.013493253373313419,0.0029673590504450953,0.31007751937984507
2025-05-21,2383,9676436,6841343551,684.0,725.0,680.0,720.0,44.0,13352,0.06508875739644981,0.048034934497816595,0.4428857715430863
2025-05-22,2383,4144141,2969018898,712.0,723.0,711.0,714.0,-6.0,5300,-0.008333333333333304,0.04233576642335768,0.367816091954023
2025-05-23,2383,5734837,4074273127,721.0,728.0,696.0,710.0,-4.0,6785,-0.0056022408963585235,0.03801169590643272,0.3786407766990292
2025-05-26,2383,3466020,2470565002,710.0,720.0,707.0,707.0,-3.0,4389,-0.004225352112676051,0.05997001499250376,0.24911660777385158
2025-05-27,2383,3706730,2613878720,710.0,714.0,698.0,706.0,-1.0,4459,-0.0014144271570014633,0.044378698224851965,0.267504488330341
2025-05-28,2383,5294655,3806818954,718.0,728.0,710.0,721.0,15.0,6591,0.021246458923512845,0.001388888888888884,0.2761061946902654
2025-05-29,2383,10167639,7663963382,742.0,766.0,742.0,749.0,28.0,12018,0.03883495145631066,0.0490196078431373,0.34712230215827344
2025-06-02,2383,7093676,5336967334,744.0,762.0,741.0,758.0,9.0,7942,0.012016021361815676,0.06760563380281681,0.24058919803600665
2025-06-03,2383,8890514,6919443821,762.0,788.0,760.0,784.0,26.0,10251,0.03430079155672816,0.10891089108910901,0.2584269662921348
2025-06-04,2383,4922759,3860024471,792.0,795.0,775.0,780.0,-4.0,7492,-0.005102040816326481,0.10481586402266285,0.25
2025-06-05,2383,3119049,2436026370,781.0,789.0,770.0,789.0,9.0,4607,0.011538461538461497,0.09431345353675447,0.2892156862745099
2025-06-06,2383,3933270,3105472634,789.0,799.0,783.0,788.0,-1.0,5146,-0.0012674271229404788,0.05206942590120156,0.190332326283988
2025-06-09,2383,7333642,5838900709,791.0,822.0,763.0,820.0,32.0,10060,0.04060913705583746,0.08179419525065956,0.20765832106038284
2025-06-10,2383,10964327,9519813885,832.0,900.0,825.0,890.0,70.0,15651,0.08536585365853666,0.13520408163265296,0.3185185185185184
2025-06-11,2383,7619441,6653635104,875.0,887.0,863.0,873.0,-17.0,14747,-0.019101123595505642,0.11923076923076925,0.29525222551928776
2025-06-12,2383,5822674,5024574773,868.0,881.0,851.0,858.0,-15.0,11151,-0.01718213058419249,0.0874524714828897,0.24890829694323147
2025-06-13,2383,5862175,5045797203,848.0,869.0,848.0,860.0,2.0,8575,0.002331002331002363,0.09137055837563457,0.25547445255474455
2025-06-16,2383,3976043,3456492493,852.0,879.0,851.0,879.0,19.0,6139,0.02209302325581386,0.07195121951219519,0.2850877192982457
2025-06-17,2383,8819733,7740616965,890.0,902.0,857.0,867.0,-12.0,13741,-0.013651877133105783,-0.025842696629213457,0.2998500749625188
2025-06-18,2383,9277378,7862759793,855.0,866.0,834.0,845.0,-22.0,14994,-0.025374855824682796,-0.032073310423825885,0.25
2025-06-19,2383,3877460,3275740221,846.0,852.0,838.0,845.0,0.0,5304,0.0,-0.015151515151515138,0.17361111111111116
2025-06-20,2383,11781881,9836727325,848.0,848.0,822.0,838.0,-7.0,7934,-0.008284023668639007,-0.025581395348837188,0.1736694677871149
2025-06-23,2383,6743454,5656905886,825.0,854.0,825.0,834.0,-4.0,5619,-0.004773269689737458,-0.05119453924914674,0.17464788732394365
2025-06-24,2383,8497097,7303163558,845.0,870.0,843.0,860.0,26.0,8484,0.031175059952038398,-0.008073817762399127,0.21640735502121644
2025-06-25,2383,7344071,6359544085,877.0,890.0,858.0,858.0,-2.0,6985,-0.0023255813953488857,0.01538461538461533,0.2152974504249292
2025-06-26,2383,7228346,6196593539,869.0,876.0,848.0,855.0,-3.0,7355,-0.0034965034965035446,0.01183431952662728,0.18585298196948674
2025-06-27,2383,4825691,4175025918,858.0,877.0,856.0,866.0,11.0,5979,0.012865497076023358,0.03341288782816232,0.1562082777036049
2025-06-30,2383,8094376,7192001186,869.0,903.0,869.0,882.0,16.0,11076,0.018475750577367167,0.05755395683453246,0.16358839050131935
2025-07-01,2383,5440333,4869057044,894.0,901.0,884.0,900.0,18.0,6505,0.020408163265306145,0.04651162790697683,0.1479591836734695
2025-07-02,2383,3922502,3534202009,894.0,909.0,892.0,903.0,3.0,5417,0.0033333333333334103,0.0524475524475525,0.1576923076923078
2025-07-03,2383,5379041,4961728577,911.0,942.0,899.0,928.0,25.0,8670,0.027685492801771794,0.08538011695906422,0.1761723700887199
2025-07-04,2383,5620395,5263744544,935.0,963.0,921.0,923.0,-5.0,8975,-0.0053879310344827624,0.06581986143187057,0.17131979695431476
2025-07-07,2383,3323602,3010131178,917.0,924.0,894.0,901.0,-22.0,6685,-0.023835319609967542,0.02154195011337867,0.09878048780487814
2025-07-08,2383,6809774,6363645961,910.0,956.0,908.0,953.0,52.0,10934,0.05771365149833518,0.05888888888888899,0.07078651685393256
2025-07-09,2383,4835792,4615590426,944.0,965.0,944.0,957.0,4.0,7002,0.0041972717733473885,0.05980066445182719,0.09621993127147777
2025-07-10,2383,7298511,7111351986,964.0,990.0,957.0,957.0,0.0,11035,0.0,0.03125,0.11538461538461542
2025-07-11,2383,5473594,5143072559,960.0,961.0,927.0,941.0,-16.0,10173,-0.01671891327063746,0.019501625135427858,0.09418604651162799
2025-07-14,2383,3000154,2788544841,935.0,941.0,922.0,928.0,-13.0,7377,-0.01381509032943673,0.029966703662597016,0.055745164960182114
2025-07-15,2383,5478547,5225321057,933.0,970.0,932.0,970.0,42.0,9154,0.04525862068965525,0.01783840503672618,0.11880046136101496
2025-07-16,2383,7254800,7173221702,976.0,1005.0,973.0,983.0,13.0,11390,0.013402061855670055,0.027168234064785857,0.16331360946745566
2025-07-17,2383,4922288,4798217329,986.0,995.0,962.0,973.0,-10.0,8346,-0.010172939979654072,0.016718913270637348,0.15147928994082838
2025-07-18,2383,7214194,7269383967,988.0,1035.0,985.0,1025.0,52.0,11841,0.05344295991778014,0.08926673751328384,0.22315035799522676
2025-07-21,2383,2506075,2526817105,1025.0,1025.0,999.0,1015.0,-10.0,4521,-0.009756097560975618,0.09375,0.21702637889688248
2025-07-22,2383,3560328,3575726361,1025.0,1025.0,989.0,990.0,-25.0,13045,-0.024630541871921152,0.020618556701030855,0.15116279069767447
2025-07-23,2383,3117087,3090596059,995.0,1010.0,979.0,988.0,-2.0,6028,-0.002020202020202033,0.0050864699898269805,0.1515151515151516
2025-07-24,2383,3783168,3753649672,992.0,1005.0,981.0,989.0,1.0,6422,0.0010121457489877805,0.016443987667009274,0.15672514619883038
2025-07-25,2383,2259168,2237368630,994.0,999.0,981.0,994.0,5.0,3937,0.005055611729019249,-0.030243902439024417,0.14780600461893756
2025-07-28,2383,4034008,4127311435,997.0,1040.0,995.0,1025.0,31.0,6787,0.031187122736418438,0.009852216748768461,0.1621315192743764
2025-07-29,2383,2298782,2326953130,1025.0,1025.0,1000.0,1015.0,-10.0,3996,-0.009756097560975618,0.025252525252525304,0.12777777777777777
2025-07-30,2383,4004893,4010177199,1020.0,1035.0,988.0,1005.0,-10.0,8575,-0.009852216748768461,0.0172064777327936,0.11295681063122931
2025-07-31,2383,5852711,6397747340,1040.0,1105.0,1030.0,1105.0,100.0,8636,0.09950248756218905,0.11729019211324565,0.19073275862068972
2025-08-01,2383,8467239,9606066415,1105.0,1165.0,1095.0,1120.0,15.0,11531,0.013574660633484115,0.12676056338028174,0.21343445287107254
2025-08-04,2383,4908230,5485789895,1115.0,1145.0,1090.0,1110.0,-10.0,7147,-0.008928571428571397,0.08292682926829276,0.23196448390677027
2025-08-05,2383,5335741,6079366230,1140.0,1165.0,1120.0,1125.0,15.0,7311,0.013513513513513598,0.10837438423645329,0.18048268625393504
2025-08-06,2383,2513288,2795367130,1115.0,1125.0,1100.0,1110.0,-15.0,4888,-0.013333333333333308,0.10447761194029859,0.15987460815047028
2025-08-07,2383,3029173,3444152390,1125.0,1155.0,1110.0,1145.0,35.0,5017,0.03153153153153143,0.03619909502262453,0.1964472309299896
2025-08-08,2383,1867919,2132028750,1140.0,1150.0,1125.0,1150.0,5.0,4032,0.004366812227074135,0.02678571428571419,0.2221041445270988
2025-08-11,2383,2701985,3126543940,1155.0,1175.0,1130.0,1155.0,5.0,4964,0.004347826086956497,0.04054054054054057,0.24461206896551735
2025-08-12,2383,2118730,2483212970,1165.0,1195.0,1150.0,1175.0,20.0,4498,0.017316017316017396,0.04444444444444451,0.21134020618556693
2025-08-13,2383,4078132,4861762650,1185.0,1215.0,1160.0,1200.0,25.0,6482,0.02127659574468077,0.08108108108108114,0.22075279755849442
2025-08-14,2383,2889899,3488154880,1210.0,1225.0,1190.0,1210.0,10.0,4968,0.008333333333333304,0.05676855895196509,0.2435765673175745
2025-08-15,2383,4727059,5877323945,1190.0,1280.0,1180.0,1280.0,70.0,7802,0.05785123966942152,0.11304347826086958,0.24878048780487805
2025-08-18,2383,3826361,4961267135,1300.0,1310.0,1280.0,1305.0,25.0,6328,0.01953125,0.1298701298701299,0.2857142857142858
2025-08-19,2383,5501803,6978352300,1305.0,1345.0,1225.0,1230.0,-75.0,14554,-0.05747126436781613,0.04680851063829783,0.24242424242424243
2025-08-20,2383,6288459,7379510240,1180.0,1205.0,1150.0,1150.0,-80.0,13964,-0.06504065040650409,-0.04166666666666663,0.16396761133603244
2025-08-21,2383,6859474,8330094792,1180.0,1260.0,1160.0,1235.0,85.0,10215,0.07391304347826089,0.02066115702479343,0.24873609706774524
2025-08-22,2383,4083609,4974658415,1245.0,1260.0,1200.0,1205.0,-30.0,7595,-0.02429149797570851,-0.05859375,0.21227364185110664
2025-08-25,2383,3174301,3949807390,1250.0,1255.0,1225.0,1250.0,45.0,4978,0.03734439834024905,-0.04214559386973182,0.2195121951219512
2025-08-26,2383,3723624,4594547470,1250.0,1250.0,1205.0,1250.0,0.0,6643,0.0,0.016260162601626105,0.23152709359605916
2025-08-27,2383,3832090,4873955090,1260.0,1295.0,1245.0,1280.0,30.0,6600,0.02400000000000002,0.11304347826086958,0.2736318407960199
2025-08-28,2383,3032895,3782017623,1270.0,1275.0,1220.0,1250.0,0.0,8753,-0.0234375,0.012145748987854255,0.13122171945701355
2025-08-29,2383,3200019,3991006807,1275.0,1285.0,1220.0,1220.0,-30.0,7644,-0.02400000000000002,0.012448132780082943,0.08928571428571419
2025-09-01,2383,6612946,7684363545,1210.0,1225.0,1125.0,1155.0,-65.0,17674,-0.05327868852459017,-0.07599999999999996,0.04054054054054057
2025-09-02,2383,3843099,4400820610,1175.0,1180.0,1125.0,1150.0,-5.0,6514,-0.0043290043290042934,-0.07999999999999996,0.022222222222222143
2025-09-03,2383,2628346,3036726935,1150.0,1170.0,1140.0,1165.0,15.0,4124,0.01304347826086949,-0.08984375,0.04954954954954949
2025-09-04,2383,8270060,9207742320,1115.0,1155.0,1075.0,1115.0,-50.0,13509,-0.0429184549356223,-0.10799999999999998,-0.026200873362445365
2025-09-05,2383,6042014,6951336705,1155.0,1165.0,1130.0,1165.0,50.0,7794,0.04484304932735417,-0.04508196721311475,0.01304347826086949
2025-09-08,2383,3623013,4210926600,1190.0,1190.0,1145.0,1145.0,-20.0,5806,-0.01716738197424894,-0.008658008658008698,-0.008658008658008698
2025-09-09,2383,7887357,9701083995,1155.0,1255.0,1155.0,1225.0,80.0,15240,0.06986899563318771,0.0652173913043479,0.042553191489361764
2025-09-10,2383,5598958,7001348980,1250.0,1270.0,1230.0,1255.0,30.0,7753,0.02448979591836742,0.07725321888412018,0.04583333333333339
2025-09-11,2383,8816136,11693867780,1265.0,1380.0,1265.0,1325.0,70.0,18242,0.055776892430278835,0.188340807174888,0.0950413223140496
2025-09-12,2383,5641107,7550165485,1350.0,1360.0,1310.0,1345.0,20.0,8137,0.015094339622641506,0.15450643776824036,0.05078125
2025-09-15,2383,3697369,4865551075,1345.0,1345.0,1295.0,1315.0,-30.0,6556,-0.022304832713754608,0.14847161572052392,0.00766283524904221
2025-09-16,2383,3637699,4746804900,1320.0,1330.0,1280.0,1285.0,-30.0,11913,-0.02281368821292773,0.048979591836734615,0.04471544715447151
2025-09-17,2383,3917468,5128760220,1295.0,1325.0,1285.0,1315.0,30.0,5534,0.023346303501945442,0.047808764940239,0.14347826086956528
2025-09-18,2383,2944001,3863236510,1305.0,1340.0,1295.0,1335.0,20.0,5356,0.015209125475285079,0.007547169811320753,0.08097165991902844
2025-09-19,2383,4139490,5416677050,1345.0,1350.0,1290.0,1290.0,-45.0,10231,-0.0337078651685393,-0.040892193308550207,0.0705394190871369
2024-09-23,2454,4562996,5195943045,1125.0,1150.0,1120.0,1145.0,20.0,5228,,,
2024-09-24,2454,7297056,8563842676,1135.0,1195.0,1135.0,1195.0,50.0,14778,0.04366812227074246,,
2024-09-25,2454,11480089,13988663410,1220.0,1230.0,1205.0,1225.0,30.0,14305,0.025104602510460206,,
2024-09-26,2454,9967330,12562372950,1235.0,1280.0,1230.0,1270.0,45.0,21463,0.03673469387755102,,
2024-09-27,2454,9319433,11879994727,1280.0,1305.0,1250.0,1260.0,-10.0,15498,-0.007874015748031482,,
2024-09-30,2454,8944466,10742053380,1235.0,1235.0,1175.0,1175.0,-85.0,21604,-0.06746031746031744,0.026200873362445476,
2024-10-01,2454,6670719,8060023400,1195.0,1230.0,1190.0,1210.0,35.0,8267,0.029787234042553123,0.012552301255230214,
2024-10-04,2454,7601314,9294983046,1200.0,1240.0,1200.0,1230.0,20.0,8311,0.016528925619834656,0.004081632653061273,
2024-10-07,2454,9261022,11611379170,1250.0,1295.0,1230.0,1250.0,20.0,14015,0.016260162601626105,-0.015748031496062964,
2024-10-08,2454,4746298,5848883970,1240.0,1250.0,1225.0,1225.0,-25.0,7199,-0.020000000000000018,-0.02777777777777779,
2024-10-09,2454,5671636,7099612015,1260.0,1275.0,1240.0,1245.0,20.0,7683,0.01632653061224487,0.05957446808510647,
2024-10-11,2454,10811730,13968305075,1265.0,1310.0,1265.0,1300.0,55.0,22160,0.04417670682730934,0.07438016528925617,
2024-10-14,2454,4125156,5348414625,1310.0,1310.0,1285.0,1290.0,-10.0,7589,-0.007692307692307665,0.04878048780487809,
2024-10-15,2454,6492009,8443064872,1310.0,1310.0,1290.0,1300.0,10.0,9409,0.007751937984496138,0.040000000000000036,
2024-10-16,2454,7425191,9479271445,1260.0,1295.0,1260.0,1275.0,-25.0,9120,-0.019230769230769273,0.04081632653061229,
2024-10-17,2454,4514915,5769191656,1295.0,1295.0,1265.0,1275.0,0.0,6882,0.0,0.024096385542168752,
2024-10-18,2454,8916104,11696603095,1300.0,1330.0,1295.0,1305.0,30.0,16167,0.0235294117647058,0.0038461538461538325,
2024-10-21,2454,6706607,8911068199,1310.0,1345.0,1310.0,1330.0,25.0,11042,0.019157088122605304,0.03100775193798455,
2024-10-22,2454,5500454,7177881915,1310.0,1315.0,1295.0,1310.0,-20.0,10422,-0.015037593984962405,0.007692307692307665,
2024-10-23,2454,5639751,7338656535,1280.0,1325.0,1275.0,1300.0,-10.0,9043,-0.007633587786259555,0.019607843137254832,
2024-10-24,2454,4698981,6041857535,1300.0,1305.0,1270.0,1270.0,-30.0,9742,-0.023076923076923106,-0.0039215686274509665,0.10917030567685582
2024-10-25,2454,7326983,9577728957,1270.0,1325.0,1270.0,1315.0,45.0,10790,0.03543307086614167,0.00766283524904221,0.10041841004184104
2024-10-28,2454,5720182,7605546735,1330.0,1340.0,1315.0,1335.0,20.0,9320,0.015209125475285079,0.003759398496240518,0.0897959183673469
2024-10-29,2454,5519603,7163705970,1315.0,1315.0,1285.0,1300.0,-35.0,10164,-0.02621722846441943,-0.007633587786259555,0.023622047244094446
2024-10-30,2454,5528055,7169814530,1290.0,1315.0,1285.0,1290.0,-10.0,7456,-0.007692307692307665,-0.007692307692307665,0.023809523809523725
2024-11-01,2454,9461786,11967886995,1220.0,1300.0,1220.0,1290.0,0.0,10479,0.0,0.015748031496062964,0.09787234042553195
2024-11-04,2454,3513519,4539376735,1285.0,1305.0,1280.0,1295.0,5.0,5920,0.003875968992248069,-0.01520912547528519,0.07024793388429762
2024-11-05,2454,3688814,4751449530,1285.0,1300.0,1280.0,1290.0,-5.0,6252,-0.0038610038610038533,-0.0337078651685393,0.04878048780487809
2024-11-06,2454,3881189,5070565620,1290.0,1320.0,1290.0,1305.0,15.0,6136,0.011627906976744207,0.0038461538461538325,0.04400000000000004
2024-11-07,2454,4517086,5932832649,1330.0,1330.0,1300.0,1305.0,0.0,6241,0.0,0.011627906976744207,0.06530612244897949
2024-11-08,2454,4299470,5567448850,1310.0,1320.0,1280.0,1280.0,-25.0,14432,-0.019157088122605415,-0.007751937984496138,0.028112449799196693
2024-11-11,2454,2878555,3717921510,1300.0,1310.0,1280.0,1295.0,15.0,5204,0.01171875,0.0,-0.0038461538461538325
2024-11-12,2454,4326905,5530202775,1280.0,1295.0,1265.0,1265.0,-30.0,10206,-0.02316602316602312,-0.019379844961240345,-0.019379844961240345
2024-11-13,2454,4182334,5275535820,1265.0,1275.0,1255.0,1255.0,-10.0,8709,-0.007905138339920903,-0.03831417624521072,-0.0346153846153846
2024-11-14,2454,4605044,5717344476,1260.0,1265.0,1230.0,1235.0,-20.0,11474,-0.015936254980079667,-0.05363984674329503,-0.03137254901960784
2024-11-15,2454,4349007,5454514520,1240.0,1275.0,1230.0,1270.0,35.0,7255,0.028340080971659853,-0.0078125,-0.0039215686274509665
2024-11-18,2454,3985278,4960974080,1260.0,1265.0,1230.0,1240.0,-30.0,7815,-0.023622047244094446,-0.0424710424710425,-0.04980842911877392
2024-11-19,2454,4531599,5776061685,1255.0,1290.0,1245.0,1285.0,45.0,7013,0.03629032258064524,0.015810276679841806,-0.03383458646616544
2024-11-20,2454,4926471,6292653555,1285.0,1300.0,1260.0,1275.0,-10.0,7151,-0.0077821011673151474,0.015936254980079667,-0.026717557251908386
2024-11-21,2454,2634995,3323655575,1265.0,1270.0,1255.0,1265.0,-10.0,4531,-0.007843137254901933,0.02429149797570851,-0.02692307692307694
2024-11-22,2454,6437379,8349403790,1280.0,1310.0,1270.0,1310.0,45.0,10922,0.035573122529644285,0.03149606299212593,0.03149606299212593
2024-11-25,2454,7734600,10046168660,1325.0,1330.0,1280.0,1280.0,-30.0,8760,-0.022900763358778664,0.032258064516129004,-0.026615969581749055
2024-11-26,2454,3272636,4185567280,1280.0,1290.0,1270.0,1280.0,0.0,5069,0.0,-0.0038910505836575737,-0.041198501872659166
2024-11-27,2454,3069870,3882721705,1270.0,1285.0,1250.0,1250.0,-30.0,7171,-0.0234375,-0.019607843137254943,-0.038461538461538436
2024-11-28,2454,4374911,5459813114,1260.0,1265.0,1240.0,1255.0,5.0,6775,0.0040000000000000036,-0.007905138339920903,-0.027131782945736482
2024-11-29,2454,4324490,5418649990,1235.0,1270.0,1225.0,1255.0,0.0,5275,0.0,-0.041984732824427495,-0.027131782945736482
2024-12-02,2454,4705833,6127313545,1275.0,1315.0,1270.0,1310.0,55.0,10639,0.043824701195219085,0.0234375,0.01158301158301156
2024-12-03,2454,6211010,8141226882,1325.0,1330.0,1295.0,1315.0,5.0,7911,0.003816793893129722,0.02734375,0.019379844961240345
2024-12-04,2454,4844752,6364952020,1315.0,1325.0,1305.0,1320.0,5.0,6345,0.0038022813688212143,0.05600000000000005,0.011494252873563315
2024-12-05,2454,5559581,7367160465,1325.0,1335.0,1310.0,1325.0,5.0,10447,0.0037878787878788955,0.055776892430278835,0.015325670498084198
2024-12-06,2454,4364288,5747214795,1325.0,1340.0,1300.0,1305.0,-20.0,11555,-0.015094339622641506,0.03984063745019917,0.01953125
2024-12-09,2454,4592126,6045281525,1320.0,1325.0,1300.0,1325.0,20.0,5865,0.015325670498084198,0.011450381679389388,0.02316602316602312
2024-12-10,2454,8230114,11015978916,1315.0,1360.0,1310.0,1350.0,25.0,12323,0.018867924528301883,0.026615969581748944,0.06719367588932812
2024-12-11,2454,7633823,10191659690,1320.0,1355.0,1305.0,1350.0,0.0,9374,0.0,0.022727272727272707,0.07569721115537842
2024-12-12,2454,8447774,11722376470,1370.0,1400.0,1370.0,1380.0,30.0,20476,0.022222222222222143,0.04150943396226414,0.1174089068825912
2024-12-13,2454,6733740,9392980005,1385.0,1410.0,1365.0,1410.0,30.0,14746,0.021739130434782705,0.08045977011494254,0.11023622047244097
2024-12-16,2454,7521031,10583170115,1435.0,1440.0,1385.0,1385.0,-25.0,18946,-0.01773049645390068,0.04528301886792452,0.11693548387096775
