date,stock_id,AccountsPayable,AccountsPayableToRelatedParties,AccountsPayableToRelatedParties_per,AccountsPayable_per,AccountsReceivableDuefromRelatedPartiesNet,AccountsReceivableDuefromRelatedPartiesNet_per,AccountsReceivableNet,AccountsReceivableNet_per,BillsReceivableNet,BillsReceivableNet_per,BondsPayable,BondsPayable_per,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplusAdditionalPaidInCapital,CapitalSurplusAdditionalPaidInCapital_per,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod_per,CapitalSurplusDonatedAssetsReceived,CapitalSurplusDonatedAssetsReceived_per,CapitalSurplusNetAssetsFromMerger,CapitalSurplusNetAssetsFromMerger_per,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,CurrentContractLiabilities,CurrentContractLiabilities_per,CurrentDerivativeFinancialLiabilitiesForHedging,CurrentDerivativeFinancialLiabilitiesForHedging_per,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,CurrentIncomeTaxAssets,CurrentIncomeTaxAssets_per,CurrentLiabilities,CurrentLiabilities_per,CurrentProvisions,CurrentProvisions_per,CurrentTaxLiabilities,CurrentTaxLiabilities_per,DeferredTaxAssets,DeferredTaxAssets_per,Equity,EquityAttributableToOwnersOfParent,EquityAttributableToOwnersOfParent_per,Equity_per,FinancialAssetsAtAmortizedCost,FinancialAssetsAtAmortizedCostNonCurrent,FinancialAssetsAtAmortizedCostNonCurrent_per,FinancialAssetsAtAmortizedCost_per,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncome,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncomeNonCurrent,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncomeNonCurrent_per,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncome_per,HedgingAinancialAssets,HedgingAinancialAssetsNonCurrent,HedgingAinancialAssetsNonCurrent_per,HedgingAinancialAssets_per,IntangibleAssets,IntangibleAssets_per,Inventories,Inventories_per,InvestmentAccountedForUsingEquityMethod,InvestmentAccountedForUsingEquityMethod_per,LegalReserve,LegalReserve_per,Liabilities,Liabilities_per,LongtermBorrowings,LongtermBorrowings_per,NonCurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,NonCurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,NoncontrollingInterests,NoncontrollingInterests_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,OrdinaryShare,OrdinaryShare_per,OtherCurrentAssets,OtherCurrentAssets_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,OtherNoncurrentAssets,OtherNoncurrentAssets_per,OtherNoncurrentLiabilities,OtherNoncurrentLiabilities_per,OtherPayables,OtherPayables_per,OtherReceivable,OtherReceivable_per,OtherReceivablesDueFromRelatedParties,OtherReceivablesDueFromRelatedParties_per,Prepayments,Prepayments_per,PropertyPlantAndEquipment,PropertyPlantAndEquipment_per,RetainedEarnings,RetainedEarnings_per,RightOfUseAsset,RightOfUseAsset_per,ShorttermBorrowings,ShorttermBorrowings_per,TotalAssets,TotalAssets_per,TotalLiabilitiesEquity,TotalLiabilitiesEquity_per,UnappropriatedRetainedEarningsAaccumulatedDeficit,UnappropriatedRetainedEarningsAaccumulatedDeficit_per
2025-06-30,2492,4284937000.0,63709000.0,0.07,4.47,67321000.0,0.07,10028003000.0,10.47,334694000.0,0.35,0.0,0.0,4858048000.0,5.07,3174549000.0,,,,,,,,,3.31,7144407000.0,7.46,30312725000.0,31.64,,,,,1383375000.0,1.44,1548000.0,0.0,,,29499566000.0,30.79,,,576650000.0,0.6,771971000.0,0.81,52815108000.0,43835459000.0,45.75,55.12,2394352000.0,24321166000.0,25.38,2.5,0.0,9563626000.0,9.98,0.0,,,,,430167000.0,0.45,7420732000.0,7.74,9858064000.0,10.29,5444709000.0,5.68,43002846000.0,44.88,11931969000.0,12.45,330383000.0,0.34,8979649000.0,9.37,65505229000.0,68.36,13503280000.0,14.09,1000000.0,4858048000.0,5.07,349808000.0,0.37,5511808000.0,5.75,-551528000.0,-0.58,436563000.0,0.46,416097000.0,0.43,5383398000.0,5.62,1149593000.0,1.2,20768000.0,0.02,,,18652230000.0,19.47,36590770000.0,38.19,826222000.0,0.86,13442563000.0,14.03,95817954000.0,100.0,95817954000.0,100.0,30049264000.0,31.36
2025-06-30,2753,239855000.0,,,3.35,,,160668000.0,2.25,0.0,0.0,,,666448000.0,9.32,1000579000.0,,,,,,,,,13.99,1432607000.0,20.03,2463774000.0,34.44,,,,,0.0,0.0,,,7927000.0,0.11,2259511000.0,31.59,,,104767000.0,1.46,24934000.0,0.35,3713589000.0,3451615000.0,48.26,51.92,274580000.0,9780000.0,0.14,3.84,,3750000.0,0.05,,,,,,14883000.0,0.21,404477000.0,5.65,,,555767000.0,7.77,3439228000.0,48.08,33360000.0,0.47,,,261974000.0,3.66,4689043000.0,65.56,1179717000.0,16.49,0.0,666448000.0,9.32,50038000.0,0.7,62010000.0,0.87,-62002000.0,-0.87,269114000.0,3.76,60172000.0,0.84,785362000.0,10.98,6881000.0,0.1,,,101232000.0,1.42,3007479000.0,42.05,1846590000.0,25.82,1359103000.0,19.0,702200000.0,9.82,7152817000.0,100.0,7152817000.0,100.0,1290823000.0,18.05
2025-06-30,2812,,,,,,,,,,,,,59216258000.0,5.89,1528256000.0,,,,,,,,,0.15,14203089000.0,1.41,,,,,,,,,,,2925000.0,0.0,,,,,96898000.0,0.01,263697000.0,0.03,84553217000.0,84553217000.0,8.42,8.42,,,,,,,,,,,,,574875000.0,0.06,,,182928000.0,0.02,18487896000.0,1.84,920117508000.0,91.58,,,,,0.0,0.0,,,,,0.0,55187566000.0,5.49,,,,,930540000.0,0.09,,,,,,,,,,,,,,,22878163000.0,2.28,999430000.0,0.1,,,1004670725000.0,100.0,1004670725000.0,100.0,4243311000.0,0.42
2025-06-30,2832,,,,,,,,,,,,,3622004000.0,13.77,98964000.0,,,,,,,,,0.38,4584543000.0,17.43,,,,,,,,,,,,,,,,,169237000.0,0.64,22912000.0,0.09,12045370000.0,,,45.8,,,,,,,,,,,,,7373000.0,0.03,,,315432000.0,1.2,3281132000.0,12.48,14251944000.0,54.2,,,,,,,,,,,0.0,3622004000.0,13.77,,,,,399849000.0,1.52,,,,,,,,,,,,,,,7924553000.0,30.13,37535000.0,0.14,,,26297314000.0,100.0,26297314000.0,100.0,1066435000.0,4.06
2025-06-30,2855,30091309000.0,,,15.21,,,,,,,,,16014144000.0,8.1,,,,,,,,,,,8252543000.0,4.17,187743684000.0,94.91,,,,,55252117000.0,27.93,22282959000.0,11.26,179000.0,0.0,163272915000.0,82.54,,,127717000.0,0.06,133477000.0,0.07,34258206000.0,,,17.32,,,,,8704166000.0,1510853000.0,0.76,4.4,,,,,276437000.0,0.14,,,3168820000.0,1.6,4671304000.0,2.36,163551279000.0,82.68,,,116487000.0,0.06,153259000.0,0.08,1822569000.0,0.92,278364000.0,0.14,0.0,14558313000.0,7.36,3725280000.0,1.88,119407000.0,0.06,2111714000.0,1.07,1822569000.0,0.92,24251000.0,0.01,3690768000.0,1.87,,,,,53524000.0,0.03,,,,,238731000.0,0.12,2607880000.0,1.32,197809485000.0,100.0,197809485000.0,100.0,540924000.0,0.27
2025-06-30,2885,,,,,,,,,,,,,,,,,,,,,,,,,98107490000.0,2.53,,,,,,,,,,,2773281000.0,0.07,,,,,6252464000.0,0.16,6013826000.0,0.16,330210689000.0,,,8.52,,,,,,,,,,,,,30520000000.0,0.79,,,2558532000.0,0.07,29217058000.0,0.75,3545863293000.0,91.48,,,,,21798095000.0,0.56,,,,,0.0,129428640000.0,3.34,,,,,,,,,,,,,,,,,,,,,,,10266432000.0,0.26,,,3876073982000.0,100.0,3876073982000.0,100.0,94922219000.0,2.45
2025-06-30,3006,2233380000.0,,,13.11,,,1453967000.0,8.53,0.0,0.0,972713000.0,5.71,2861722000.0,16.8,510465000.0,23574000.0,0.14,210014000.0,1.23,,,,,3.0,4436602000.0,26.04,14449061000.0,84.82,25774000.0,0.15,,,3090000.0,0.02,,,16985000.0,0.1,5706089000.0,33.49,0.0,0.0,407000.0,0.0,133794000.0,0.79,9154107000.0,9259961000.0,54.36,53.73,,,,,,50718000.0,0.3,,,,,,101952000.0,0.6,7772952000.0,45.63,137238000.0,0.81,2169006000.0,12.73,7881741000.0,46.27,907292000.0,5.33,,,-105854000.0,-0.62,2586787000.0,15.18,2175652000.0,12.77,13490000.0,2861722000.0,16.8,510000.0,0.0,268226000.0,1.57,-60177000.0,-0.35,214409000.0,1.26,188744000.0,1.11,1050668000.0,6.17,161223000.0,0.95,,,603732000.0,3.54,1839126000.0,10.8,6098904000.0,35.8,96213000.0,0.56,2000000000.0,11.74,17035848000.0,100.0,17035848000.0,100.0,3902121000.0,22.91
2025-06-30,3026,832432000.0,47264000.0,0.29,5.08,,,3116396000.0,19.02,,,,,1658903000.0,10.13,3160051000.0,,,,,,,,,19.29,5474736000.0,33.42,11681462000.0,71.3,47729000.0,0.29,,,684873000.0,4.18,,,35616000.0,0.22,5386025000.0,32.88,,,134166000.0,0.82,56914000.0,0.35,9722581000.0,9454319000.0,57.71,59.35,,,,,,48345000.0,0.3,,,,,,2262000.0,0.01,2241225000.0,13.68,450508000.0,2.75,1821073000.0,11.12,6659853000.0,40.65,1135833000.0,6.93,48680000.0,0.3,268262000.0,1.64,4700972000.0,28.7,1273828000.0,7.78,0.0,1658903000.0,10.13,,,687500000.0,4.2,-219583000.0,-1.34,56736000.0,0.35,24766000.0,0.15,1816067000.0,11.09,57535000.0,0.35,,,71081000.0,0.43,3997708000.0,24.4,4854948000.0,29.64,39819000.0,0.24,1801040000.0,10.99,16382434000.0,100.0,16382434000.0,100.0,2939107000.0,17.94
2025-06-30,3036,213689693000.0,,,53.67,,,130172342000.0,32.7,,,,,12566305000.0,3.16,48004483000.0,47645156000.0,11.97,12785000.0,0.0,,,,,12.06,26913935000.0,6.76,342504670000.0,86.03,780582000.0,0.2,,,7698000.0,0.0,6640000.0,0.0,,,275185046000.0,69.12,,,2542032000.0,0.64,2274294000.0,0.57,79823292000.0,79574116000.0,19.99,20.05,,,,,249523000.0,11406937000.0,2.87,0.06,,,,,36280649000.0,9.11,180481336000.0,45.33,20069000.0,0.01,6105174000.0,1.53,318316316000.0,79.95,38167883000.0,9.59,386403000.0,0.1,249176000.0,0.06,55634938000.0,13.97,43131270000.0,10.83,0.0,11212507000.0,2.82,491878000.0,0.12,10096809000.0,2.54,-11052513000.0,-2.78,476688000.0,0.12,447075000.0,0.11,12612009000.0,3.17,2796409000.0,0.7,,,1391549000.0,0.35,2952058000.0,0.74,30055841000.0,7.55,1652575000.0,0.42,33437620000.0,8.4,398139608000.0,100.0,398139608000.0,100.0,23950667000.0,6.02
2025-06-30,3037,14107715000.0,295420000.0,0.13,6.1,15745000.0,0.01,24049743000.0,10.39,19832000.0,0.01,7194052000.0,3.11,15296762000.0,6.61,15712253000.0,11173415000.0,4.83,63913000.0,0.03,,,1903855000.0,0.82,6.79,46073724000.0,19.91,88850380000.0,38.39,9454131000.0,4.09,,,23372000.0,0.01,55634000.0,0.02,,,67653090000.0,29.23,,,952331000.0,0.41,1325753000.0,0.57,93828488000.0,87845402000.0,37.96,40.54,138377000.0,6056128000.0,2.62,0.06,,122143000.0,0.05,,,,,,1411643000.0,0.61,14129643000.0,6.11,778694000.0,0.34,11541958000.0,4.99,137606585000.0,59.46,24094102000.0,10.41,7033641000.0,3.04,5983086000.0,2.59,142584693000.0,61.61,69953495000.0,30.23,1011935.0,15296762000.0,6.61,,,12404733000.0,5.36,-3502282000.0,-1.51,187655000.0,0.08,4750665000.0,2.05,21645030000.0,9.35,1203400000.0,0.52,,,3196544000.0,1.38,120939284000.0,52.26,60459089000.0,26.12,4004311000.0,1.73,8735927000.0,3.77,231435073000.0,100.0,231435073000.0,100.0,48917131000.0,21.14
2025-06-30,3138,232647000.0,,,6.24,0.0,0.0,404403000.0,10.85,63224000.0,1.7,661047000.0,17.73,503104000.0,13.5,934698000.0,,,,,,,,,25.07,1332235000.0,35.74,2315765000.0,62.12,,,,,10323000.0,0.28,,,1957000.0,0.05,973202000.0,26.11,,,2664000.0,0.07,20608000.0,0.55,1913808000.0,1912062000.0,51.29,51.34,,,,,,144005000.0,3.86,,,,,,29737000.0,0.8,306234000.0,8.22,,,,,1813828000.0,48.66,78538000.0,2.11,33037000.0,0.89,1746000.0,0.05,1411871000.0,37.88,840626000.0,22.55,1152000.0,503104000.0,13.5,133745000.0,3.59,62490000.0,1.68,-42984000.0,-1.15,17544000.0,0.47,1153000.0,0.03,398931000.0,10.7,4340000.0,0.12,,,59304000.0,1.59,1013013000.0,27.18,618910000.0,16.6,148925000.0,4.0,197874000.0,5.31,3727636000.0,100.0,3727636000.0,100.0,,
2025-06-30,3149,312641000.0,22308000.0,0.47,6.54,3459000.0,0.07,389454000.0,8.15,,,,,2262336000.0,47.34,811200000.0,,,,,,,,,16.98,1101872000.0,23.06,1668836000.0,34.92,14597000.0,0.31,,,3705000.0,0.08,,,2432000.0,0.05,567694000.0,11.88,11651000.0,0.24,,,12466000.0,0.26,2844869000.0,2844869000.0,59.53,59.53,,,,,,,,,,,,,4853000.0,0.1,121383000.0,2.54,50737000.0,1.06,,,1933688000.0,40.47,1248843000.0,26.13,128340000.0,2.69,,,3109721000.0,65.08,1365994000.0,28.59,0.0,2262336000.0,47.34,46531000.0,0.97,114920000.0,2.4,466766000.0,9.77,438432000.0,9.17,,,72418000.0,1.52,,,,,,,1237815000.0,25.9,-695433000.0,-14.55,77554000.0,1.62,0.0,0.0,4778557000.0,100.0,4778557000.0,100.0,,
2025-06-30,3231,290008882000.0,673340000.0,0.08,32.59,92146000.0,0.01,317333981000.0,35.66,,,20640192000.0,2.32,31444351000.0,3.53,73518989000.0,,,,,,,,,8.26,83079905000.0,9.34,767711431000.0,86.28,11638860000.0,1.31,,,3853733000.0,0.43,92181000.0,0.01,1178048000.0,0.13,623232115000.0,70.04,,,,,12393730000.0,1.39,205196849000.0,149591795000.0,16.81,23.06,,10000000.0,0.0,,,9068778000.0,1.02,,,,,,3822258000.0,0.43,347968983000.0,39.11,11254113000.0,1.26,,,684612980000.0,76.94,26518096000.0,2.98,614638000.0,0.07,55605054000.0,6.25,122098398000.0,13.72,61380865000.0,6.9,22800.0,31444351000.0,3.53,14199402000.0,1.6,114115791000.0,12.82,-6683649000.0,-0.75,5419256000.0,0.61,635651000.0,0.07,54097000.0,0.01,,,5233000.0,0.0,,,64355526000.0,7.23,51312612000.0,5.77,15160099000.0,1.7,204974945000.0,23.04,889809829000.0,100.0,889809829000.0,100.0,,
2025-06-30,3380,3483633000.0,,,15.23,0.0,0.0,3585822000.0,15.67,,,0.0,0.0,5417185000.0,23.68,2348207000.0,,,,,,,,,10.26,5167861000.0,22.59,15871750000.0,69.37,937780000.0,4.1,,,21754000.0,0.1,362000.0,0.0,,,9537950000.0,41.69,216418000.0,0.95,88290000.0,0.39,237858000.0,1.04,12412155000.0,8675799000.0,37.92,54.25,12391000.0,189548000.0,0.83,0.05,,96119000.0,0.42,,,,,,1589748000.0,6.95,6272142000.0,27.41,,,1346461000.0,5.89,10466788000.0,45.75,420000000.0,1.84,89315000.0,0.39,3736356000.0,16.33,7007193000.0,30.63,928838000.0,4.06,0.0,5417185000.0,23.68,811780000.0,3.55,831841000.0,3.64,-580092000.0,-2.54,45971000.0,0.2,218029000.0,0.95,1164263000.0,5.09,,,,,,,3693174000.0,16.14,1490499000.0,6.51,516774000.0,2.26,2815363000.0,12.31,22878943000.0,100.0,22878943000.0,100.0,56045000.0,0.24
2025-06-30,3419,337912000.0,,,17.99,53000.0,0.0,576116000.0,30.67,15611000.0,0.83,,,1204804000.0,64.14,425000.0,,,,,,,,,0.02,258407000.0,13.76,1077741000.0,57.38,,,,,,,,,,,700139000.0,37.27,,,,,,,1003325000.0,1003325000.0,53.41,53.41,3514000.0,,,0.19,,35522000.0,1.89,,,,,,6184000.0,0.33,192247000.0,10.23,,,,,875057000.0,46.59,166151000.0,8.85,,,0.0,0.0,800641000.0,42.62,174918000.0,9.31,0.0,1204804000.0,64.14,29349000.0,1.56,164154000.0,8.74,-121243000.0,-6.45,5563000.0,0.3,8767000.0,0.47,,,2444000.0,0.13,,,,,707404000.0,37.66,-80661000.0,-4.29,28301000.0,1.51,198000000.0,10.54,1878382000.0,100.0,1878382000.0,100.0,-185271000.0,-9.86
2025-06-30,3450,1013594000.0,,,8.55,9394000.0,0.08,1102537000.0,9.3,,,,,1456814000.0,12.28,456222000.0,322130000.0,2.72,,,,,,,3.85,3253380000.0,27.43,6772370000.0,57.11,47059000.0,0.4,,,,,,,353000.0,0.0,3553746000.0,29.97,66986000.0,0.56,181949000.0,1.53,155688000.0,1.31,7050427000.0,4641311000.0,39.14,59.45,193300000.0,774000.0,0.01,1.63,,,,,,,,,2319000.0,0.02,956106000.0,8.06,118584000.0,1.0,849127000.0,7.16,4808256000.0,40.55,414825000.0,3.5,,,2409116000.0,20.32,5086313000.0,42.89,1254510000.0,10.58,0.0,1456814000.0,12.28,,,238361000.0,2.01,-155228000.0,-1.31,238338000.0,2.01,416842000.0,3.52,1574742000.0,13.28,691534000.0,5.83,276000.0,0.0,296224000.0,2.5,4394674000.0,37.06,2883503000.0,24.32,140391000.0,1.18,390000000.0,3.29,11858683000.0,100.0,11858683000.0,100.0,2011298000.0,16.96
2025-06-30,3686,,,,,,,0.0,0.0,,,,,764951000.0,108.07,9410000.0,,,9410000.0,1.33,,,,,1.33,44093000.0,6.23,412562000.0,58.29,,,,,,,,,513000.0,0.07,6655000.0,0.94,,,,,39000.0,0.01,697192000.0,697192000.0,98.5,98.5,348560000.0,0.0,0.0,49.24,,,,,,,,,,,,,288023000.0,40.69,,,10634000.0,1.5,,,,,,,295264000.0,41.71,3979000.0,0.56,0.0,764951000.0,108.07,3000.0,0.0,227000.0,0.03,,,644000.0,0.09,,,3825000.0,0.54,18130000.0,2.56,,,1263000.0,0.18,0.0,0.0,-77169000.0,-10.9,6558000.0,0.93,,,707826000.0,100.0,707826000.0,100.0,-77169000.0,-10.9
2025-06-30,3711,70518136000.0,,,9.22,,,103100698000.0,13.47,,,16668013000.0,2.18,44221752000.0,5.78,150554089000.0,,,,,,,,,19.68,72785296000.0,9.51,253994764000.0,33.19,,,9142828000.0,1.19,2744895000.0,0.36,8290924000.0,1.08,681055000.0,0.09,248969792000.0,32.54,,,5518773000.0,0.72,8381684000.0,1.1,314935005000.0,293770159000.0,38.39,41.16,,,,,,12811972000.0,1.67,,,,,,65609780000.0,8.57,57057673000.0,7.46,19457761000.0,2.54,25076564000.0,3.28,450239731000.0,58.84,162326040000.0,21.21,2109815000.0,0.28,21164846000.0,2.77,511179972000.0,66.81,201269939000.0,26.3,72941505.0,44189956000.0,5.78,8306319000.0,1.09,30287464000.0,3.96,-14637915000.0,-1.91,8708879000.0,1.14,8722754000.0,1.14,93053470000.0,12.16,2703815000.0,0.35,,,,,364849227000.0,47.68,115591340000.0,15.11,11721354000.0,1.53,30475879000.0,3.98,765174736000.0,100.0,765174736000.0,100.0,87722816000.0,11.46
2025-06-30,4536,488036000.0,,,3.22,,,1733235000.0,11.44,,,,,908200000.0,6.0,1639532000.0,,,,,,,,,10.82,6828424000.0,45.08,10026560000.0,66.2,,,,,,,,,,,4490778000.0,29.65,,,162199000.0,1.07,134132000.0,0.89,8925314000.0,8504072000.0,56.15,58.93,19862000.0,,,0.13,,,,,,,,,,,1115235000.0,7.36,,,1342259000.0,8.86,6220735000.0,41.07,957526000.0,6.32,,,421242000.0,2.78,5119489000.0,33.8,1729957000.0,11.42,0.0,908200000.0,6.0,254692000.0,1.68,776869000.0,5.13,-590489000.0,-3.9,45027000.0,0.3,75139000.0,0.5,1569273000.0,10.36,75112000.0,0.5,,,,,4482240000.0,29.59,6546829000.0,43.22,458090000.0,3.02,1477561000.0,9.76,15146049000.0,100.0,15146049000.0,100.0,5064425000.0,33.44
2025-06-30,4722,225877000.0,,,3.8,,,776571000.0,13.05,89720000.0,1.51,,,1013355000.0,17.03,451786000.0,416697000.0,7.0,,,,,,,7.59,437529000.0,7.35,2540135000.0,42.68,2878000.0,0.05,,,0.0,0.0,0.0,0.0,0.0,0.0,1470555000.0,24.71,,,27751000.0,0.47,34085000.0,0.57,2923508000.0,2923508000.0,49.13,49.13,,,,,,35728000.0,0.6,,,,,,71814000.0,1.21,1108960000.0,18.63,,,451863000.0,7.59,3027614000.0,50.87,1513556000.0,25.43,111543000.0,1.87,,,3410987000.0,57.32,1557059000.0,26.16,0.0,1010592000.0,16.98,6810000.0,0.11,332976000.0,5.6,-57996000.0,-0.97,1684323000.0,28.3,79000.0,0.0,272001000.0,4.57,10940000.0,0.18,,,109605000.0,1.84,1456245000.0,24.47,1516363000.0,25.48,17249000.0,0.29,452618000.0,7.61,5951122000.0,100.0,5951122000.0,100.0,1058777000.0,17.79
2025-06-30,4755,247074000.0,5556000.0,0.07,3.07,11334000.0,0.14,1053341000.0,13.1,36243000.0,0.45,,,1007060000.0,12.52,269347000.0,,,,,,,,,3.35,718358000.0,8.93,3126180000.0,38.87,6357000.0,0.08,,,,,,,262000.0,0.0,2966676000.0,36.88,,,68968000.0,0.86,36629000.0,0.46,4720854000.0,4682207000.0,58.21,58.69,297629000.0,,,3.7,,786682000.0,9.78,,,,,,113712000.0,1.41,778918000.0,9.68,416428000.0,5.18,530892000.0,6.6,3322335000.0,41.31,0.0,0.0,,,38647000.0,0.48,4917009000.0,61.13,355659000.0,4.42,0.0,1007060000.0,12.52,81142000.0,1.01,26206000.0,0.33,330900000.0,4.11,73666000.0,0.92,31055000.0,0.39,614049000.0,7.63,,,,,130518000.0,1.62,3244541000.0,40.34,3074900000.0,38.23,245351000.0,3.05,1980000000.0,24.62,8043189000.0,100.0,8043189000.0,100.0,2506520000.0,31.16
2025-06-30,5469,9663096000.0,27009000.0,0.03,9.4,14725000.0,0.01,14654602000.0,14.26,524626000.0,0.51,,,4861660000.0,4.73,4344592000.0,,,,,,,,,4.23,23342960000.0,22.71,52890072000.0,51.47,0.0,0.0,,,447148000.0,0.44,6399000.0,0.01,,,45733095000.0,44.5,,,1290981000.0,1.26,394943000.0,0.38,41002957000.0,28013019000.0,27.26,39.9,2814820000.0,14403289000.0,14.02,2.74,,6745371000.0,6.56,,,,,,4747839000.0,4.62,9510626000.0,9.25,4274622000.0,4.16,3110486000.0,3.03,61763724000.0,60.1,13421293000.0,13.06,396955000.0,0.39,12989938000.0,12.64,49876609000.0,48.53,16030629000.0,15.6,4760000.0,4861660000.0,4.73,518543000.0,0.5,2660731000.0,2.59,-1066897000.0,-1.04,456152000.0,0.44,941557000.0,0.92,7105294000.0,6.91,1054933000.0,1.03,7089000.0,0.01,,,16247152000.0,15.81,20156070000.0,19.61,1662558000.0,1.62,24555542000.0,23.89,102766681000.0,100.0,102766681000.0,100.0,16036557000.0,15.6
2025-06-30,6116,1672567000.0,11202000.0,0.03,4.02,40287000.0,0.1,1563696000.0,3.76,30934000.0,0.07,,,29403289000.0,70.61,857675000.0,459099000.0,1.1,9532000.0,0.02,,,,,2.06,2703025000.0,6.49,7591808000.0,18.23,106959000.0,0.26,,,216000000.0,0.52,1076000.0,0.0,,,5264251000.0,12.64,109094000.0,0.26,724000.0,0.0,128481000.0,0.31,31631050000.0,31631050000.0,75.96,75.96,1434935000.0,1450000000.0,3.48,3.45,,4393775000.0,10.55,,,,,,112163000.0,0.27,876865000.0,2.11,5204195000.0,12.5,3005222000.0,7.22,10008380000.0,24.04,3269080000.0,7.85,329304000.0,0.79,0.0,0.0,34047622000.0,81.77,4744129000.0,11.39,81674000.0,29403289000.0,70.61,559049000.0,1.34,1360529000.0,3.27,-552587000.0,-1.33,333720000.0,0.8,,,1696059000.0,4.07,103472000.0,0.25,63545000.0,0.15,,,17111689000.0,41.09,2857440000.0,6.86,1227615000.0,2.95,203120000.0,0.49,41639430000.0,100.0,41639430000.0,100.0,-147782000.0,-0.35
2025-06-30,6515,482210000.0,,,5.84,,,1286480000.0,15.57,14218000.0,0.17,0.0,0.0,358492000.0,4.34,3128893000.0,,,,,,,,,37.87,2378816000.0,28.79,5727796000.0,69.32,170195000.0,2.06,,,0.0,0.0,,,0.0,0.0,2538267000.0,30.72,16546000.0,0.2,235520000.0,2.85,98182000.0,1.19,5497295000.0,5497295000.0,66.53,66.53,1129700000.0,,,13.67,,,,,,,,,41759000.0,0.51,640794000.0,7.75,,,,,2765696000.0,33.47,147320000.0,1.78,0.0,0.0,,,2535195000.0,30.68,227429000.0,2.75,0.0,358492000.0,4.34,275649000.0,3.34,707000.0,0.01,-70407000.0,-0.85,55066000.0,0.67,6657000.0,0.08,1617220000.0,19.57,2139000.0,0.03,,,,,2214570000.0,26.8,2080317000.0,25.18,125618000.0,1.52,,,8262991000.0,100.0,8262991000.0,100.0,,
2025-06-30,6719,575806000.0,,,3.53,,,480988000.0,2.94,,,1557679000.0,9.54,1054620000.0,6.46,10525565000.0,10349507000.0,63.36,,,,,,,64.44,1623854000.0,9.94,13985900000.0,85.62,8161000.0,0.05,,,1202000.0,0.01,,,,,1126370000.0,6.9,6717000.0,0.04,49066000.0,0.3,77954000.0,0.48,13542317000.0,13542317000.0,82.91,82.91,11100000000.0,874565000.0,5.35,67.95,,14161000.0,0.09,,,,,,28727000.0,0.18,660995000.0,4.05,,,365636000.0,2.24,2792406000.0,17.09,,,,,,,2348823000.0,14.38,1666036000.0,10.2,0.0,1054620000.0,6.46,,,44404000.0,0.27,-101819000.0,-0.62,920968000.0,5.64,3019000.0,0.02,359193000.0,2.2,56291000.0,0.34,,,62570000.0,0.38,428113000.0,2.62,2063951000.0,12.64,4335000.0,0.03,,,16334723000.0,100.0,16334723000.0,100.0,1634525000.0,10.01
2025-06-30,6768,1990380000.0,,,9.38,,,2943459000.0,13.88,,,558672000.0,2.63,2000951000.0,9.43,8559970000.0,8106108000.0,38.22,,,,,,,40.36,6647744000.0,31.34,13581262000.0,64.03,,,,,1916000.0,0.01,,,27353000.0,0.13,5359489000.0,25.27,,,256934000.0,1.21,100004000.0,0.47,13691562000.0,13691562000.0,64.55,64.55,,,,,,,,,,,,,29580000.0,0.14,1711601000.0,8.07,,,603852000.0,2.85,7518575000.0,35.45,962304000.0,4.54,,,0.0,0.0,7628875000.0,35.97,2159086000.0,10.18,0.0,2000951000.0,9.43,2224614000.0,10.49,208140000.0,0.98,-982291000.0,-4.63,216302000.0,1.02,2808000.0,0.01,2126704000.0,10.03,24575000.0,0.12,,,,,6076471000.0,28.65,4112932000.0,19.39,1206518000.0,5.69,682149000.0,3.22,21210137000.0,100.0,21210137000.0,100.0,3509080000.0,16.54
