date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,1605,1582,240,1007833,1834,64659,65151, ,24,87,5,1007833,34,8393,8451
2023-07-18,1605,2196,2,1007833,895,65958,64659, ,14,43,0,1007833,15,8365,8393
2023-07-19,1605,1144,3,1007833,999,66100,65958, ,3,41,0,1007833,26,8350,8365
2023-07-20,1605,359,30,1007833,793,65636,66100, ,2,10,48,1007833,46,8338,8350
2023-07-21,1605,1741,72,1007833,1861,65444,65636, ,11,80,835,1007833,51,7474,8338
2023-07-24,1605,1038,110,1007833,1924,64448,65444, ,16,26,0,1007833,154,7602,7474
2023-07-25,1605,1132,47,1007833,1199,64334,64448, ,30,68,0,1007833,96,7630,7602
2023-07-26,1605,1056,198,1007833,758,64434,64334, ,8,40,0,1007833,51,7641,7630
2023-07-27,1605,408,34,1007833,820,63988,64434, ,5,8,0,1007833,47,7680,7641
2023-07-28,1605,646,5,1007833,812,63817,63988, ,2,48,0,1007833,23,7655,7680
2023-07-31,1605,1112,24,1007833,733,64172,63817, ,6,92,0,1007833,25,7588,7655
2023-08-01,1605,1014,11,1007833,478,62660,62135, ,6,55,0,1007833,20,6510,6545
2023-08-02,1605,10325,2,1007833,6786,68238,64701, ,370,84,0,1007833,496,7965,7553
2023-08-04,1605,6811,156,1007833,4011,70882,68238, ,73,558,0,1007833,248,7655,7965
2023-08-07,1605,492,290,1007833,2475,68609,70882, ,11,43,0,1007833,118,7730,7655
2023-08-08,1605,950,55,1007833,2113,67391,68609, ,11,57,0,1007833,114,7787,7730
2023-08-09,1605,1940,40,1007833,670,68621,67391, ,3,135,0,1007833,53,7705,7787
2023-08-10,1605,2389,13,1007833,1516,69481,68621, ,6,2904,4203,1007833,862,1460,7705
2023-08-11,1605,661,5,1007833,1134,69003,69481, ,6,131,0,1007833,1635,2964,1460
2023-08-14,1605,1524,65,1007833,6793,63669,69003, ,21,2218,0,1007833,458,1204,2964
2023-08-15,1605,1238,39,1007833,988,63880,63669, ,17,580,0,1007833,160,784,1204
2023-08-16,1605,412,51,1007833,1524,62717,63880, ,8,67,0,1007833,245,962,784
2023-08-17,1605,624,47,1007833,866,62428,62717, ,9,343,0,1007833,52,671,962
2023-08-18,1605,517,26,1007833,702,62217,62428, ,4,40,0,1007833,41,672,671
2023-08-21,1605,346,232,1007833,399,61932,62217, ,0,45,0,1007833,32,659,672
2023-08-22,1605,474,39,1007833,1551,60816,61932, ,0,46,0,1007833,44,657,659
