date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,2241,8,0,22400,46,1639,1677, ,0,0,0,22400,0,1,1
2023-07-18,2241,18,0,22400,54,1603,1639, ,0,1,0,22400,0,0,1
2023-07-19,2241,8,0,22400,52,1559,1603, ,0,0,0,22400,0,0,0
2023-07-20,2241,0,0,22400,64,1495,1559, ,0,0,0,22400,0,0,0
2023-07-21,2241,29,0,22400,41,1483,1495, ,0,0,0,22400,0,0,0
2023-07-24,2241,11,0,22400,27,1467,1483, ,0,0,0,22400,0,0,0
2023-07-25,2241,304,0,22400,63,1708,1467, ,0,0,0,22400,0,0,0
2023-07-26,2241,61,0,22400,70,1699,1708, ,0,0,0,22400,0,0,0
2023-07-27,2241,58,0,22400,34,1723,1699, ,0,0,0,22400,0,0,0
2023-07-28,2241,180,0,22400,458,1445,1723, ,0,0,0,22400,0,0,0
2023-07-31,2241,357,0,22400,118,1684,1445, ,0,0,0,22400,0,0,0
2023-08-01,2241,165,10,22400,129,1710,1684, ,0,0,0,22400,0,0,0
2023-08-02,2241,327,0,22400,74,1963,1710, ,1,0,0,22400,0,0,0
2023-08-04,2241,120,0,22400,133,1950,1963, ,0,0,0,22400,1,1,0
2023-08-07,2241,62,0,22400,37,1975,1950, ,4,0,0,22400,0,1,1
2023-08-08,2241,20,0,22400,32,1963,1975, ,0,0,0,22400,0,1,1
2023-08-09,2241,189,0,22400,53,2099,1963, ,0,0,0,22400,0,1,1
2023-08-10,2241,48,0,22400,102,2045,2099, ,2,0,0,22400,4,5,1
2023-08-11,2241,16,0,22400,50,2011,2045, ,0,4,0,22400,0,1,5
2023-08-14,2241,27,0,22400,60,1978,2011, ,0,0,0,22400,0,1,1
2023-08-15,2241,57,0,22400,26,2009,1978, ,0,0,0,22400,1,2,1
2023-08-16,2241,13,0,22400,26,1996,2009, ,0,1,0,22400,2,3,2
2023-08-17,2241,103,0,22400,194,1905,1996, ,0,2,0,22400,4,5,3
2023-08-18,2241,40,0,22400,39,1906,1905, ,0,2,0,22400,1,4,5
2023-08-21,2241,12,0,22400,12,1906,1906, ,0,1,0,22400,0,3,4
2023-08-22,2241,28,0,22400,16,1918,1906, ,0,0,0,22400,5,8,3
2023-08-23,2241,101,0,22400,27,1992,1918, ,0,6,0,22400,0,2,8
2023-08-24,2241,27,9,22400,27,1983,1992, ,0,0,0,22400,0,2,2
2023-08-25,2241,17,0,22400,2,1998,1983, ,0,0,0,22400,2,4,2
2023-08-28,2241,39,0,22400,2,2035,1998, ,0,0,0,22400,0,4,4
2023-08-29,2241,18,0,22400,5,2048,2035, ,0,2,0,22400,0,2,4
2023-08-30,2241,259,0,22400,61,2246,2048, ,0,0,0,22400,0,2,2
2023-08-31,2241,104,0,22400,59,2291,2246, ,0,0,0,22400,0,2,2
2023-09-01,2241,33,0,22400,3,2321,2291, ,0,0,0,22400,0,2,2
2023-09-04,2241,1086,0,22400,171,3236,2321, ,1,0,0,22400,8,10,2
2023-09-05,2241,942,0,22400,162,4016,3236, ,10,4,0,22400,46,52,10
2023-09-06,2241,181,0,22400,113,4084,4016, ,1,37,0,22400,7,22,52
2023-09-07,2241,313,0,22400,98,4299,4084, ,3,17,0,22400,3,8,22
2023-09-08,2241,151,0,22400,128,4322,4299, ,0,3,0,22400,0,5,8
2023-09-11,2241,83,0,22400,56,4349,4322, ,0,1,0,22400,0,4,5
2023-09-12,2241,120,0,22400,151,4318,4349, ,0,0,0,22400,0,4,4
2023-09-13,2241,112,0,22400,102,4328,4318, ,0,0,0,22400,0,4,4
2023-09-14,2241,267,0,22400,69,4526,4328, ,0,2,0,22400,18,20,4
2023-09-15,2241,133,0,22400,215,4444,4526, ,0,0,0,22400,0,20,20
2023-09-18,2241,82,0,22400,88,4438,4444, ,0,0,0,22400,1,21,20
2023-09-19,2241,11,0,22400,186,4263,4438, ,0,0,0,22400,1,22,21
2023-09-20,2241,14,0,22400,31,4246,4263, ,0,0,0,22400,0,22,22
2023-09-21,2241,216,0,22400,84,4378,4246, ,0,2,0,22400,1,21,22
2023-09-22,2241,42,6,22400,159,4255,4378, ,0,0,0,22400,0,21,21
2023-09-25,2241,19,0,22400,89,4185,4255, ,0,0,0,22400,2,23,21
2023-09-26,2241,45,0,22400,75,4155,4185, ,0,0,0,22400,0,23,23
2023-09-27,2241,180,0,22400,227,4108,4155, ,0,2,0,22400,0,21,23
2023-09-28,2241,73,0,22400,218,3963,4108, ,1,0,0,22400,1,22,21
2023-10-02,2241,97,1,22400,93,3966,3963, ,0,0,0,22400,1,23,22
2023-10-03,2241,48,0,22400,116,3898,3966, ,0,0,0,22400,0,23,23
2023-10-04,2241,110,0,22400,530,3478,3898, ,18,2,0,22400,0,21,23
2023-10-05,2241,249,0,22400,523,3204,3478, ,0,0,0,22400,4,25,21
2023-10-06,2241,53,0,22400,67,3190,3204, ,1,0,0,22400,0,25,25
2023-10-11,2241,63,0,22400,76,3177,3190, ,0,0,0,22400,0,25,25
2023-10-12,2241,42,0,22400,78,3141,3177, ,1,0,0,22400,0,25,25
2023-10-13,2241,44,0,22400,46,3139,3141, ,0,21,0,22400,0,4,25
2023-10-16,2241,69,0,22400,58,3150,3139, ,0,0,0,22400,0,4,4
2023-10-17,2241,18,0,22400,40,3128,3150, ,0,0,0,22400,0,4,4
2023-10-18,2241,39,2,22400,65,3100,3128, ,0,0,0,22400,0,4,4
2023-10-19,2241,22,0,22400,29,3093,3100, ,0,0,0,22400,0,4,4
2023-10-20,2241,10,0,22400,10,3093,3093, ,0,1,0,22400,0,3,4
2023-10-23,2241,16,0,22400,26,3083,3093, ,0,1,0,22400,0,2,3
2023-10-24,2241,7,0,22400,33,3057,3083, ,0,1,0,22400,0,1,2
2023-10-25,2241,44,0,22400,4,3097,3057, ,0,0,0,22400,0,1,1
2023-10-26,2241,13,0,22400,5,3105,3097, ,0,0,0,22400,0,1,1
2023-10-27,2241,33,0,22400,30,3108,3105, ,0,1,0,22400,0,0,1
2023-10-30,2241,58,0,22400,31,3135,3108, ,0,0,0,22400,0,0,0
2023-10-31,2241,58,0,22400,33,3160,3135, ,0,0,0,22400,0,0,0
2023-11-01,2241,4,0,22400,37,3127,3160, ,0,0,0,22400,0,0,0
2023-11-02,2241,15,0,22400,3,3139,3127, ,0,0,0,22400,0,0,0
2023-11-03,2241,23,0,22400,55,3107,3139, ,0,0,0,22400,0,0,0
2023-11-06,2241,73,0,22400,31,3149,3107, ,1,0,0,22400,0,0,0
2023-11-07,2241,10,0,22400,15,3144,3149, ,0,0,0,22400,0,0,0
2023-11-08,2241,21,0,22400,17,3148,3144, ,0,0,0,22400,0,0,0
2023-11-09,2241,26,0,22400,5,3169,3148, ,0,0,0,22400,0,0,0
2023-11-10,2241,24,0,22400,56,3137,3169, ,0,0,0,22400,0,0,0
2023-11-13,2241,58,1,22400,25,3169,3137,X ,0,0,0,22400,0,0,0
2023-11-14,2241,99,0,22400,56,3212,3169,X ,0,0,0,22400,0,0,0
2023-11-15,2241,41,0,22400,80,3173,3212,X ,0,0,0,22400,0,0,0
2023-11-16,2241,26,1,22400,5,3193,3173,X ,0,0,0,22400,0,0,0
2023-11-17,2241,21,0,22400,50,3164,3193, ,0,0,0,22400,0,0,0
2023-11-20,2241,49,0,22400,11,3202,3164, ,4,0,0,22400,128,128,0
2023-11-21,2241,27,0,22400,16,3213,3202, ,0,0,0,22400,0,128,128
2023-11-22,2241,4,0,22400,46,3171,3213, ,0,0,0,22400,0,128,128
2023-11-23,2241,4,0,22400,0,3175,3171, ,0,0,0,22400,0,128,128
2023-11-24,2241,3,0,22400,32,3146,3175, ,0,0,0,22400,0,128,128
2023-11-27,2241,15,1,22400,30,3130,3146, ,0,0,0,22400,0,128,128
2023-11-28,2241,0,0,22400,8,3122,3130, ,0,0,0,22400,0,128,128
2023-11-29,2241,1,3,22400,5,3115,3122, ,0,0,0,22400,0,128,128
2023-11-30,2241,6,0,22400,0,3121,3115, ,0,0,0,22400,2,130,128
2023-12-01,2241,73,0,22400,4,3190,3121, ,0,0,0,22400,2,132,130
2023-12-04,2241,167,0,22400,3,3354,3190, ,0,0,0,22400,0,132,132
2023-12-05,2241,50,0,22400,11,3393,3354, ,0,1,0,22400,39,170,132
2023-12-06,2241,9,0,22400,21,3381,3393, ,0,0,0,22400,26,196,170
2023-12-07,2241,82,0,22400,21,3442,3381, ,0,0,0,22400,85,281,196
2023-12-08,2241,84,0,22400,65,3461,3442, ,0,4,0,22400,145,422,281
2023-12-11,2241,3,0,22400,7,3457,3461, ,0,0,0,22400,44,466,422
2023-12-12,2241,10,0,22400,27,3440,3457, ,0,0,0,22400,56,522,466
2023-12-13,2241,43,0,22400,14,3469,3440, ,0,0,100,22400,34,456,522
2023-12-14,2241,12,2,22400,31,3448,3469, ,0,0,0,22400,72,528,456
2023-12-15,2241,48,0,26150,12,3484,3448, ,0,0,0,26150,168,696,528
2023-12-18,2241,152,0,26150,5,3631,3484, ,0,208,455,26150,0,33,696
2023-12-19,2241,134,0,26150,30,3735,3631, ,0,9,11,26150,0,13,33
2023-12-20,2241,215,0,26150,106,3844,3735, ,0,0,0,26150,0,13,13
2023-12-21,2241,124,1,26150,12,3955,3844, ,0,1,1,26150,0,11,13
2023-12-22,2241,313,0,26150,149,4119,3955, ,0,5,0,26150,0,6,11
2023-12-25,2241,100,0,26150,138,4081,4119, ,0,0,0,26150,3,9,6
