date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,1721,77,1,41428,29,5220,5173,X ,0,15,0,41428,0,0,15
2023-07-18,1721,134,0,41428,66,5288,5220,X ,0,0,0,41428,0,0,0
2023-07-19,1721,33,0,41428,29,5292,5288,X ,0,0,0,41428,0,0,0
2023-07-20,1721,145,0,41428,99,5338,5292, ,0,0,0,41428,0,0,0
2023-07-21,1721,166,3,41428,78,5423,5338, ,40,0,0,41428,0,0,0
2023-07-24,1721,66,0,41428,48,5441,5423, ,3,0,0,41428,1,1,0
2023-07-25,1721,37,0,41428,66,5412,5441, ,0,0,0,41428,6,7,1
2023-07-26,1721,30,0,41428,29,5413,5412, ,0,5,0,41428,1,3,7
2023-07-27,1721,55,0,41428,34,5434,5413, ,1,0,0,41428,5,8,3
2023-07-28,1721,39,0,41428,65,5408,5434, ,0,1,0,41428,0,7,8
2023-07-31,1721,10,0,41428,9,5409,5408, ,0,0,0,41428,1,8,7
2023-08-01,1721,72,0,41428,19,5462,5409, ,0,1,0,41428,0,7,8
2023-08-02,1721,618,0,41428,331,5749,5462, ,3,0,0,41428,156,163,7
2023-08-04,1721,252,1,41428,334,5666,5749, ,5,19,0,41428,121,265,163
2023-08-07,1721,50,0,41428,70,5646,5666, ,0,178,0,41428,0,87,265
2023-08-08,1721,74,0,41428,148,5572,5646, ,5,76,0,41428,0,11,87
2023-08-09,1721,92,0,41428,108,5556,5572, ,0,10,0,41428,0,1,11
2023-08-10,1721,92,0,41428,144,5504,5556, ,0,1,0,41428,2,2,1
2023-08-11,1721,61,1,41428,78,5486,5504, ,2,0,0,41428,1,3,2
2023-08-14,1721,101,2,41428,93,5492,5486, ,0,1,0,41428,1,3,3
2023-08-15,1721,32,5,41428,13,5506,5492, ,0,1,0,41428,2,4,3
2023-08-16,1721,49,0,41428,46,5509,5506, ,1,2,0,41428,0,2,4
2023-08-17,1721,30,0,41428,39,5500,5509, ,2,1,0,41428,1,2,2
2023-08-18,1721,16,2,41428,62,5452,5500, ,0,0,0,41428,0,2,2
2023-08-21,1721,21,38,41428,15,5420,5452, ,0,0,0,41428,0,2,2
2023-08-22,1721,21,0,41428,14,5427,5420, ,0,0,0,41428,0,2,2
2023-08-23,1721,23,0,41428,6,5444,5427, ,0,0,0,41428,0,2,2
2023-08-24,1721,13,0,41428,36,5421,5444, ,0,0,0,41428,0,2,2
2023-08-25,1721,4,0,41428,2,5423,5421, ,0,0,0,41428,0,2,2
2023-08-28,1721,114,11,41428,28,5498,5423, ,0,0,0,41428,0,2,2
2023-08-29,1721,32,0,41428,8,5522,5498, ,0,0,0,41428,1,3,2
2023-08-30,1721,44,0,41428,148,5418,5522, ,0,0,0,41428,0,3,3
2023-08-31,1721,4,9,41428,88,5325,5418, ,0,0,0,41428,0,3,3
2023-09-01,1721,65,0,41428,100,5290,5325, ,1,0,0,41428,0,3,3
2023-09-04,1721,8,4,41428,13,5281,5290, ,0,1,0,41428,0,2,3
