date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,3006,230,2,71542,376,18087,18235, ,0,40,0,71542,36,236,240
2023-07-18,3006,304,1,71542,193,18197,18087, ,0,47,1,71542,35,223,236
2023-07-19,3006,134,2,71542,233,18096,18197, ,0,12,0,71542,30,241,223
2023-07-20,3006,66,13,71542,139,18010,18096, ,0,8,0,71542,22,255,241
2023-07-21,3006,230,1,71542,391,17848,18010, ,10,58,0,71542,16,213,255
2023-07-24,3006,380,16,71542,330,17882,17848, ,3,40,0,71542,87,260,213
2023-07-25,3006,65,21,71542,192,17734,17882, ,1,47,0,71542,21,234,260
2023-07-26,3006,299,1,71542,550,17482,17734, ,0,28,0,71542,99,305,234
2023-07-27,3006,320,0,71542,402,17400,17482, ,1,78,0,71542,141,368,305
2023-07-28,3006,452,3,71542,708,17141,17400, ,4,52,0,71542,50,366,368
2023-07-31,3006,191,3,71542,629,16700,17141, ,11,51,0,71542,29,344,366
2023-08-01,3006,187,33,71542,195,16659,16700, ,5,12,0,71542,32,364,344
2023-08-02,3006,282,3,71542,326,16612,16659, ,3,44,0,71542,39,359,364
2023-08-04,3006,56,9,71542,50,16609,16612, ,0,55,0,71542,10,314,359
2023-08-07,3006,58,1,71542,106,16560,16609, ,0,43,0,71542,54,325,314
2023-08-08,3006,92,3,71542,83,16566,16560, ,0,26,0,71542,18,317,325
2023-08-09,3006,109,11,71542,202,16462,16566, ,8,33,0,71542,25,309,317
2023-08-10,3006,167,9,71542,223,16397,16462, ,3,66,0,71542,47,290,309
2023-08-11,3006,122,19,71542,192,16308,16397, ,0,16,0,71542,31,305,290
2023-08-14,3006,356,18,71542,921,15725,16308, ,1,54,0,71542,203,454,305
2023-08-15,3006,40,61,71542,183,15521,15725, ,0,82,0,71542,154,526,454
2023-08-16,3006,25,1,71542,87,15458,15521, ,2,85,1,71542,41,481,526
2023-08-17,3006,44,17,71542,140,15345,15458, ,2,83,0,71542,43,441,481
2023-08-18,3006,31,8,71542,41,15327,15345, ,2,43,0,71542,37,435,441
2023-08-21,3006,32,3,71542,47,15309,15327, ,1,4,0,71542,20,451,435
2023-08-22,3006,52,4,71542,52,15305,15309, ,0,35,0,71542,38,454,451
2023-08-23,3006,27,20,71542,36,15276,15305, ,0,37,0,71542,51,468,454
2023-08-24,3006,72,1,71542,54,15293,15276, ,0,78,0,71542,10,400,468
2023-08-25,3006,38,33,71542,36,15262,15293, ,0,28,0,71542,15,387,400
2023-08-28,3006,155,2,71542,61,15354,15262, ,0,30,0,71542,5,362,387
2023-08-29,3006,40,3,71542,118,15273,15354, ,2,66,0,71542,16,312,362
2023-08-30,3006,398,11,71542,248,15412,15273, ,3,64,0,71542,56,304,312
2023-08-31,3006,209,14,71542,317,15290,15412, ,5,9,0,71542,58,353,304
2023-09-01,3006,88,6,71542,207,15165,15290, ,0,19,0,71542,45,379,353
2023-09-04,3006,130,4,71542,185,15106,15165, ,0,13,0,71542,29,395,379
2023-09-05,3006,665,12,71542,788,14971,15106, ,5,12,0,71542,76,459,395
2023-09-06,3006,917,73,71542,607,15208,14971, ,3,12,0,71542,88,535,459
2023-09-07,3006,1970,17,71542,1099,16062,15208, ,33,59,0,71542,210,686,535
2023-09-08,3006,721,22,71542,475,16286,16062, ,18,82,0,71542,78,682,686
2023-09-11,3006,1263,7,71542,517,17025,16286, ,5,70,0,71542,63,675,682
2023-09-12,3006,350,19,71542,376,16980,17025, ,2,31,0,71542,53,697,675
2023-09-13,3006,576,16,71542,247,17293,16980, ,6,44,0,71542,22,675,697
2023-09-14,3006,2042,13,71542,1348,17974,17293, ,67,26,0,71542,199,848,675
2023-09-15,3006,1390,55,71542,1411,17898,17974, ,52,36,0,71542,263,1075,848
2023-09-18,3006,927,19,71542,1331,17475,17898, ,10,166,0,71542,105,1014,1075
2023-09-19,3006,457,317,71542,1767,15848,17475, ,8,136,0,71542,25,903,1014
2023-09-20,3006,303,15,71542,544,15592,15848, ,11,84,0,71542,22,841,903
2023-09-21,3006,433,22,71542,408,15595,15592, ,1,67,0,71542,29,803,841
2023-09-22,3006,285,37,71542,220,15623,15595, ,1,34,0,71542,36,805,803
2023-09-25,3006,424,35,71542,375,15637,15623, ,0,9,0,71542,14,810,805
2023-09-26,3006,433,13,71542,461,15596,15637, ,1,105,0,71542,21,726,810
2023-09-27,3006,268,36,71542,195,15633,15596, ,1,55,0,71542,81,752,726
2023-09-28,3006,789,35,71542,806,15581,15633, ,0,215,0,71542,44,581,752
2023-10-02,3006,777,69,71542,902,15387,15581, ,7,77,0,71542,132,636,581
2023-10-03,3006,1840,11,71542,1950,15266,15387, ,7,38,0,71542,975,1573,636
2023-10-04,3006,2676,32,71542,2578,15332,15266, ,28,742,0,71542,54,885,1573
2023-10-05,3006,2619,21,71542,1045,16885,15332, ,38,72,0,71542,40,853,885
2023-10-06,3006,3242,300,71542,3480,16347,16885, ,133,55,0,71542,917,1715,853
2023-10-11,3006,4675,44,71542,3288,17690,16347, ,138,238,0,71542,320,1797,1715
2023-10-12,3006,3665,32,71542,2713,18610,17690, ,122,192,0,71542,500,2105,1797
2023-10-13,3006,1961,6,71542,2069,18496,18610, ,63,108,0,71542,185,2182,2105
2023-10-16,3006,1066,27,71542,2029,17506,18496, ,12,547,0,71542,126,1761,2182
2023-10-17,3006,1621,1,71542,1450,17676,17506, ,23,120,0,71542,107,1748,1761
2023-10-18,3006,917,20,71542,1528,17045,17676, ,49,338,0,71542,88,1498,1748
2023-10-19,3006,516,8,71542,1083,16470,17045, ,22,123,0,71542,73,1448,1498
2023-10-20,3006,1067,2,71542,1218,16317,16470, ,21,138,3,71542,267,1574,1448
2023-10-23,3006,867,7,71542,534,16643,16317, ,16,43,0,71542,107,1638,1574
2023-10-24,3006,624,2,71542,863,16402,16643, ,14,115,0,71542,58,1581,1638
2023-10-25,3006,833,3,71542,751,16481,16402, ,14,152,41,71542,19,1407,1581
2023-10-26,3006,687,1,71542,2140,15027,16481, ,11,375,0,71542,68,1100,1407
2023-10-27,3006,326,3,71542,971,14379,15027, ,10,169,3,71542,83,1011,1100
2023-10-30,3006,613,2,71542,267,14723,14379, ,5,57,0,71542,55,1009,1011
2023-10-31,3006,485,2,71542,785,14421,14723, ,37,102,0,71542,62,969,1009
2023-11-01,3006,533,0,71542,512,14442,14421, ,39,50,0,71542,228,1147,969
2023-11-02,3006,1093,11,71542,910,14614,14442, ,91,70,0,71542,473,1550,1147
2023-11-03,3006,683,8,71542,1065,14224,14614, ,47,167,0,71542,131,1514,1550
2023-11-06,3006,669,0,71542,1264,13629,14224, ,21,36,0,71542,83,1561,1514
2023-11-07,3006,515,5,71542,654,13485,13629, ,36,21,3,71542,64,1601,1561
2023-11-08,3006,897,7,71542,939,13436,13485, ,6,223,0,71542,47,1425,1601
2023-11-09,3006,379,2,71542,719,13094,13436, ,8,183,0,71542,31,1273,1425
2023-11-10,3006,481,1,71542,344,13230,13094, ,34,50,0,71542,44,1267,1273
2023-11-13,3006,1538,4,71542,1281,13483,13230, ,46,36,0,71542,261,1492,1267
2023-11-14,3006,1596,1,71542,1278,13800,13483, ,51,53,0,71542,76,1515,1492
2023-11-15,3006,1954,0,71542,2412,13342,13800, ,38,106,0,71542,128,1537,1515
2023-11-16,3006,1736,0,71542,1183,13895,13342, ,34,91,0,71542,98,1544,1537
2023-11-17,3006,910,12,71542,1350,13443,13895, ,26,70,0,71542,244,1718,1544
2023-11-20,3006,1168,1,71542,1266,13344,13443, ,7,91,0,71542,34,1661,1718
2023-11-21,3006,1140,2,71542,1028,13454,13344, ,20,241,0,71542,44,1464,1661
2023-11-22,3006,474,9,71542,492,13427,13454, ,23,43,0,71542,131,1552,1464
2023-11-23,3006,3607,10,71542,3687,13337,13427, ,54,113,0,71542,288,1727,1552
2023-11-24,3006,3216,2,71542,1401,15150,13337, ,33,483,0,71542,57,1301,1727
2023-11-27,3006,1205,40,71542,1639,14676,15150, ,28,231,0,71542,87,1157,1301
2023-11-28,3006,446,0,71542,1316,13805,14675, ,18,94,0,71542,211,1274,1157
2023-11-29,3006,579,2,71542,637,13745,13805, ,14,22,0,71542,26,1278,1274
2023-11-30,3006,774,11,71542,604,13904,13745, ,14,28,2,71542,29,1277,1278
2023-12-01,3006,874,0,71542,407,14371,13904, ,6,111,0,71542,17,1183,1277
2023-12-04,3006,497,7,71542,387,14474,14371, ,4,86,0,71542,9,1106,1183
2023-12-05,3006,700,8,71542,251,14915,14474, ,14,98,0,71542,32,1040,1106
2023-12-06,3006,994,13,71542,582,15314,14915, ,1,40,0,71542,139,1139,1040
2023-12-07,3006,579,5,71542,555,15333,15314, ,15,132,0,71542,11,1018,1139
2023-12-08,3006,1030,3,71542,1254,15106,15333, ,28,40,0,71542,39,1017,1018
2023-12-11,3006,1208,8,71542,1501,14805,15106, ,20,23,0,71542,170,1164,1017
