date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,2301,7994,0,592120,6889,42628,41523, ,180,159,0,592120,160,1908,1907
2023-07-18,2301,8004,1,592120,10208,40423,42628, ,169,403,0,592120,245,1750,1908
2023-07-19,2301,4942,0,592120,4510,40855,40423, ,69,255,0,592120,256,1751,1750
2023-07-20,2301,4241,15,592120,2106,42975,40855, ,39,188,0,592120,145,1708,1751
2023-07-21,2301,8925,1,592120,4284,47615,42975, ,63,325,0,592120,302,1685,1708
2023-07-24,2301,15254,3,592120,8621,54245,47615, ,65,130,3,592120,142,1694,1685
2023-07-25,2301,9514,10,592120,12107,51642,54245, ,94,208,0,592120,424,1910,1694
2023-07-26,2301,5140,2,592120,7463,49317,51642, ,117,388,0,592120,908,2430,1910
2023-07-27,2301,6527,8,592120,5085,50751,49317, ,62,305,1,592120,185,2309,2430
2023-07-28,2301,14828,3,592120,11919,53657,50751, ,97,650,0,592120,978,2637,2309
2023-07-31,2301,14006,1,592120,24574,43088,53657, ,260,972,1,592120,379,2043,2637
2023-08-01,2301,7480,8,592120,7889,42671,43088, ,151,223,0,592120,516,2336,2043
2023-08-02,2301,8509,3,592120,9025,42152,42671, ,81,993,5,592120,2917,4255,2336
2023-08-04,2301,3212,5,592120,7345,38014,42152, ,59,3063,10,592120,460,1642,4255
2023-08-07,2301,7820,17,592120,8069,37748,38014, ,101,511,1,592120,494,1624,1642
2023-08-08,2301,4421,2,592120,5854,36313,37748, ,84,710,1,592120,462,1375,1624
2023-08-09,2301,1020,85,592120,4169,33079,36313,X ,30,487,4,592120,167,1051,1375
2023-08-10,2301,1257,2,592120,4903,29431,33079,X ,0,1031,1,592120,0,19,1051
2023-08-11,2301,1703,5,592120,1579,29550,29431,X ,0,0,19,592120,0,0,19
2023-08-14,2301,1107,0,592120,2230,28427,29550,X ,0,0,0,592120,0,0,0
2023-08-15,2301,3102,10,592120,4692,26827,28427, ,0,0,0,592120,0,0,0
2023-08-16,2301,3465,9,592120,2867,27416,26827, ,591,0,0,592120,180,180,0
2023-08-17,2301,4254,0,592120,5464,26206,27416, ,655,34,0,592120,80,226,180
2023-08-18,2301,4138,30,592120,4257,26057,26206, ,26,73,0,592120,338,491,226
2023-08-21,2301,2312,1,592120,4317,24051,26057, ,26,119,0,592120,277,649,491
2023-08-22,2301,8098,2,592120,6207,25940,24051, ,250,172,0,592120,366,843,649
2023-08-23,2301,2759,0,592120,2037,26662,25940, ,31,187,0,592120,83,739,843
2023-08-24,2301,4253,19,592120,7064,23832,26662, ,56,246,0,592120,258,751,739
2023-08-25,2301,3036,10,592120,3136,23722,23832, ,29,307,0,592120,197,641,751
2023-08-28,2301,1963,5,592120,3131,22549,23722, ,83,293,0,592120,384,732,641
2023-08-29,2301,670,1,592120,1792,21426,22549, ,22,60,0,592120,273,945,732
2023-08-30,2301,2626,3,592088,916,23133,21426, ,65,328,0,592088,121,738,945
2023-08-31,2301,1068,4,592088,1125,23072,23133, ,35,256,0,592088,200,682,738
