date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,3419,59,0,30120,46,5809,5796, ,0,0,0,30120,1,4,3
2023-07-18,3419,91,0,30120,64,5836,5809, ,0,1,0,30120,0,3,4
2023-07-19,3419,42,5,30120,83,5790,5836, ,0,0,0,30120,0,3,3
2023-07-20,3419,38,0,30120,8,5820,5790, ,0,0,0,30120,0,3,3
2023-07-21,3419,57,0,30120,76,5801,5820, ,0,3,0,30120,0,0,3
2023-07-24,3419,40,0,30120,77,5764,5801, ,2,0,0,30120,0,0,0
2023-07-25,3419,30,0,30120,37,5757,5764, ,6,0,0,30120,0,0,0
2023-07-26,3419,11,0,30120,26,5742,5757, ,0,0,0,30120,0,0,0
2023-07-27,3419,74,6,30120,37,5773,5742, ,0,0,0,30120,0,0,0
2023-07-28,3419,84,0,30120,5,5852,5773, ,3,0,0,30120,0,0,0
2023-07-31,3419,52,0,30120,81,5823,5852, ,2,0,0,30120,0,0,0
2023-08-01,3419,164,0,30120,132,5855,5823, ,2,0,0,30120,110,110,0
2023-08-02,3419,85,0,30120,203,5737,5855, ,6,50,0,30120,0,60,110
2023-08-04,3419,64,0,30120,48,5753,5737, ,0,56,0,30120,0,4,60
2023-08-07,3419,32,0,30120,138,5647,5753, ,0,2,0,30120,0,2,4
2023-08-08,3419,46,6,30120,149,5538,5647, ,0,2,0,30120,0,0,2
2023-08-09,3419,29,1,30120,99,5467,5538, ,1,0,0,30120,0,0,0
2023-08-10,3419,23,0,30120,37,5453,5467, ,1,0,0,30120,0,0,0
2023-08-11,3419,19,15,30120,3,5454,5453, ,0,0,0,30120,0,0,0
2023-08-14,3419,84,0,30120,64,5474,5454, ,0,0,0,30120,0,0,0
2023-08-15,3419,130,1,30120,60,5543,5474, ,0,0,0,30120,1,1,0
2023-08-16,3419,71,1,30120,82,5531,5543, ,0,0,0,30120,0,1,1
2023-08-17,3419,103,10,30120,34,5590,5531,X ,1,0,0,30120,0,1,1
2023-08-18,3419,62,0,30120,37,5615,5590,X ,0,1,0,30120,0,0,1
2023-08-21,3419,23,0,30120,40,5598,5615,X ,0,0,0,30120,0,0,0
2023-08-22,3419,127,0,30120,60,5665,5598,X ,0,0,0,30120,0,0,0
2023-08-23,3419,143,0,30120,149,5659,5665, ,0,0,0,30120,0,0,0
2023-08-24,3419,195,0,30120,128,5726,5659, ,16,0,0,30120,4,4,0
2023-08-25,3419,68,0,30120,63,5731,5726, ,8,0,0,30120,12,16,4
2023-08-28,3419,66,0,30120,56,5741,5731, ,0,0,0,30120,1,17,16
2023-08-29,3419,9,0,30120,19,5731,5741, ,1,0,0,30120,2,19,17
2023-08-30,3419,25,0,30120,62,5694,5731, ,0,0,0,30120,0,19,19
2023-08-31,3419,20,0,30120,76,5638,5694, ,1,0,0,30120,2,21,19
2023-09-01,3419,13,0,30120,66,5585,5638, ,0,0,0,30120,1,22,21
2023-09-04,3419,46,5,30120,31,5595,5585, ,0,0,0,30120,3,25,22
2023-09-05,3419,49,0,30120,101,5543,5595, ,0,0,10,30120,0,15,25
2023-09-06,3419,30,0,30120,19,5554,5543, ,0,0,0,30120,0,15,15
2023-09-07,3419,7,0,30120,49,5512,5554, ,0,5,0,30120,0,10,15
2023-09-08,3419,30,0,30120,23,5519,5512, ,0,2,0,30120,0,8,10
2023-09-11,3419,71,0,30120,16,5574,5519, ,0,4,0,30120,0,4,8
2023-09-12,3419,19,1,30120,26,5566,5574, ,0,1,0,30120,0,3,4
2023-09-13,3419,7,0,30120,28,5545,5566, ,0,0,0,30120,0,3,3
2023-09-14,3419,18,0,30120,100,5463,5545, ,0,0,0,30120,4,7,3
2023-09-15,3419,783,0,30120,225,6021,5463, ,5,0,0,30120,0,7,7
2023-09-18,3419,422,1,30120,545,5897,6021, ,1,0,0,30120,10,17,7
2023-09-19,3419,111,0,30120,101,5907,5897, ,0,1,0,30120,0,16,17
2023-09-20,3419,134,0,30120,135,5906,5907, ,2,8,0,30120,1,9,16
2023-09-21,3419,119,0,30120,90,5935,5906, ,0,7,0,30120,1,3,9
2023-09-22,3419,85,3,30120,81,5936,5935, ,0,1,0,30120,1,3,3
2023-09-25,3419,30,1,30120,54,5911,5936, ,0,0,0,30120,0,3,3
2023-09-26,3419,51,0,30120,41,5921,5911, ,0,0,0,30120,0,3,3
2023-09-27,3419,77,2,30120,139,5857,5921, ,0,0,0,30120,1,4,3
2023-09-28,3419,30,10,30120,103,5774,5857, ,1,0,0,30120,0,4,4
2023-10-02,3419,87,3,30120,92,5766,5774, ,0,0,0,30120,0,4,4
2023-10-03,3419,42,0,30120,31,5777,5766, ,0,0,1,30120,0,3,4
2023-10-04,3419,62,5,30120,21,5813,5777, ,0,0,0,30120,0,3,3
2023-10-05,3419,110,0,30120,65,5858,5813, ,0,0,0,30120,0,3,3
2023-10-06,3419,16,3,30120,82,5789,5858, ,0,0,0,30120,0,3,3
2023-10-11,3419,76,0,30120,129,5736,5789, ,0,2,0,30120,1,2,3
2023-10-12,3419,33,0,30120,108,5661,5736, ,0,0,0,30120,0,2,2
2023-10-13,3419,35,0,30120,24,5672,5661, ,0,0,0,30120,0,2,2
2023-10-16,3419,35,0,30120,82,5625,5672, ,0,0,0,30120,0,2,2
2023-10-17,3419,11,0,30120,15,5621,5625, ,0,0,0,30120,0,2,2
2023-10-18,3419,32,0,30120,99,5554,5621, ,0,0,0,30120,1,3,2
2023-10-19,3419,5,0,30120,14,5545,5554, ,0,0,0,30120,1,4,3
2023-10-20,3419,22,0,30120,48,5519,5545, ,1,0,0,30120,2,6,4
2023-10-23,3419,8,1,30120,5,5521,5519, ,0,0,0,30120,0,6,6
2023-10-24,3419,15,0,30120,71,5465,5521, ,1,1,0,30120,0,5,6
2023-10-25,3419,28,0,30120,36,5457,5465, ,1,0,0,30120,1,6,5
2023-10-26,3419,27,0,30120,31,5453,5457, ,0,0,0,30120,0,6,6
2023-10-27,3419,31,0,30120,31,5453,5453, ,0,1,0,30120,0,5,6
2023-10-30,3419,44,0,30120,22,5475,5453, ,0,0,0,30120,0,5,5
2023-10-31,3419,51,0,30120,46,5480,5475, ,1,0,0,30120,0,5,5
2023-11-01,3419,28,0,30120,17,5491,5480, ,1,0,0,30120,1,6,5
2023-11-02,3419,21,0,30120,22,5490,5491, ,1,0,0,30120,0,6,6
2023-11-03,3419,17,0,30120,3,5504,5490, ,0,0,0,30120,0,6,6
2023-11-06,3419,84,0,30120,72,5516,5504, ,1,1,0,30120,2,7,6
2023-11-07,3419,14,0,30120,29,5501,5516, ,0,0,0,30120,2,9,7
2023-11-08,3419,25,0,30120,7,5519,5501, ,2,0,0,30120,2,11,9
2023-11-09,3419,17,0,30120,6,5530,5519, ,0,2,0,30120,0,9,11
2023-11-10,3419,27,0,30120,60,5497,5530, ,5,4,0,30120,0,5,9
2023-11-13,3419,85,1,30120,16,5565,5497, ,0,1,0,30120,0,4,5
2023-11-14,3419,27,0,30120,30,5562,5565, ,0,0,0,30120,0,4,4
2023-11-15,3419,67,0,30120,34,5595,5562, ,0,3,0,30120,0,1,4
2023-11-16,3419,295,100,30120,113,5677,5595, ,1,0,0,30120,0,1,1
2023-11-17,3419,63,5,30120,35,5700,5677, ,0,0,0,30120,0,1,1
2023-11-20,3419,36,0,30120,27,5709,5700, ,0,0,0,30120,0,1,1
2023-11-21,3419,37,0,30120,8,5738,5709, ,0,0,0,30120,5,6,1
2023-11-22,3419,157,0,30120,55,5840,5738, ,0,0,0,30120,8,14,6
2023-11-23,3419,100,0,30120,71,5869,5840, ,0,0,0,30120,0,14,14
2023-11-24,3419,69,0,30120,31,5907,5869, ,0,0,0,30120,4,18,14
2023-11-27,3419,28,0,30120,79,5856,5907, ,0,11,0,30120,0,7,18
2023-11-28,3419,32,0,30120,34,5854,5856, ,0,4,0,30120,0,3,7
2023-11-29,3419,18,0,30120,34,5838,5854, ,0,0,0,30120,0,3,3
2023-11-30,3419,19,0,30120,17,5840,5838, ,0,0,0,30120,0,3,3
2023-12-01,3419,21,0,30120,33,5828,5840, ,0,0,0,30120,0,3,3
2023-12-04,3419,31,0,30120,24,5835,5828, ,0,0,0,30120,0,3,3
2023-12-05,3419,13,0,30120,15,5833,5835, ,0,2,0,30120,0,1,3
2023-12-06,3419,40,1,30120,2,5870,5833, ,0,0,0,30120,0,1,1
2023-12-07,3419,437,0,30120,466,5841,5870, ,6,0,0,30120,2,3,1
2023-12-08,3419,107,0,30120,137,5811,5841, ,1,0,0,30120,0,3,3
2023-12-11,3419,88,0,30120,91,5808,5811, ,0,1,0,30120,0,2,3
2023-12-12,3419,43,1,30120,45,5805,5808, ,0,1,0,30120,0,1,2
2023-12-13,3419,334,6,30120,122,6011,5805, ,0,0,0,30120,0,1,1
2023-12-14,3419,43,0,30120,19,6035,6011, ,1,0,0,30120,1,2,1
2023-12-15,3419,14,0,30120,85,5964,6035, ,1,0,0,30120,0,2,2
2023-12-18,3419,50,0,30120,60,5954,5964, ,0,0,0,30120,1,3,2
2023-12-19,3419,41,0,30120,68,5927,5954, ,0,0,0,30120,0,3,3
2023-12-20,3419,264,0,30120,59,6132,5927, ,1,0,1,30120,2,4,3
2023-12-21,3419,11,0,30120,1,6142,6132, ,0,0,0,30120,0,4,4
2023-12-22,3419,30,10,30120,23,6139,6142, ,0,0,0,30120,0,4,4
2023-12-25,3419,18,0,30120,9,6148,6139, ,0,0,0,30120,0,4,4
2023-12-26,3419,13,0,30120,6,6155,6148, ,0,0,0,30120,0,4,4
2023-12-27,3419,5,0,30120,4,6156,6155, ,0,0,0,30120,0,4,4
2023-12-28,3419,9,0,30120,21,6144,6156, ,0,1,0,30120,0,3,4
2023-12-29,3419,13,0,30120,24,6133,6144, ,0,0,0,30120,0,3,3
2024-01-02,3419,11,0,30120,14,6130,6133, ,0,0,0,30120,0,3,3
2024-01-03,3419,7,0,30120,44,6093,6130, ,0,1,0,30120,0,2,3
2024-01-04,3419,24,0,30120,25,6092,6093, ,0,0,0,30120,0,2,2
2024-01-05,3419,22,0,30120,42,6072,6092, ,0,0,0,30120,0,2,2
2024-01-08,3419,1,0,30120,4,6069,6072, ,0,0,0,30120,5,7,2
2024-01-09,3419,1,0,30120,7,6063,6069, ,0,0,0,30120,0,7,7
2024-01-10,3419,32,0,30120,61,6034,6063, ,0,0,0,30120,0,7,7
2024-01-11,3419,15,15,30120,10,6024,6034, ,0,1,0,30120,0,6,7
2024-01-12,3419,2,0,30120,33,5993,6024, ,1,0,0,30120,0,6,6
2024-01-15,3419,13,0,30120,15,5991,5993, ,0,1,0,30120,0,5,6
2024-01-16,3419,28,0,30120,17,6002,5991, ,0,0,0,30120,31,36,5
2024-01-17,3419,40,2,30120,45,5995,6002, ,0,0,0,30120,2,38,36
2024-01-18,3419,10,0,30120,13,5992,5995, ,0,0,0,30120,0,38,38
2024-01-19,3419,0,0,30120,36,5956,5992, ,1,0,0,30120,1,39,38
2024-01-22,3419,14,2,30120,12,5956,5956, ,0,0,0,30120,0,39,39
2024-01-23,3419,3,0,30120,64,5895,5956, ,0,1,0,30120,0,38,39
2024-01-24,3419,8,0,30120,29,5874,5895, ,1,0,0,30120,0,38,38
2024-01-25,3419,35,0,30120,4,5905,5874, ,2,1,0,30120,1,38,38
2024-01-26,3419,18,0,30120,12,5911,5905, ,0,0,0,30120,0,38,38
2024-01-29,3419,12,0,30120,0,5923,5911, ,0,1,0,30120,0,37,38
2024-01-30,3419,5,5,30120,4,5919,5923, ,0,0,0,30120,0,37,37
2024-01-31,3419,15,4,30120,8,5922,5919, ,0,0,0,30120,0,37,37
2024-02-01,3419,10,3,30120,24,5905,5922, ,0,13,0,30120,0,24,37
2024-02-02,3419,4,1,30120,1,5907,5905, ,0,0,0,30120,0,24,24
2024-02-05,3419,25,1,30120,98,5833,5907, ,0,0,0,30120,1,25,24
2024-02-15,3419,28,1,30120,37,5822,5832, ,0,15,0,30120,0,10,25
2024-02-16,3419,142,5,30120,19,5940,5822, ,0,0,0,30120,0,10,10
