date,stock_id,volume,turnover,open,high,low,close,spread,transactions
2024-09-19,8932,269000,21824700,81.7,81.8,80.8,81.5,0.5,198
2024-09-20,8932,1250000,106973000,82.0,88.0,81.6,84.8,3.3,822
2024-09-23,8932,1068000,91382400,83.8,88.3,83.1,85.9,1.1,721
2024-09-24,8932,974000,83963900,85.9,87.9,84.0,87.5,1.6,573
2024-09-25,8932,688000,59960100,87.9,88.6,86.0,86.2,-1.3,453
2024-09-26,8932,386000,33336300,86.4,87.0,85.7,86.9,0.7,245
2024-09-27,8932,344000,29834700,86.6,88.5,85.8,86.7,-0.2,215
2024-09-30,8932,240000,20703800,86.2,87.0,85.7,86.0,-0.7,161
2024-10-01,8932,322000,27912400,85.7,87.2,85.7,86.7,0.7,216
2024-10-04,8932,272000,23498900,86.1,86.9,85.9,86.2,-0.5,181
2024-10-07,8932,253000,21782800,86.0,86.5,85.4,85.9,-0.3,132
2024-10-08,8932,425000,36420700,85.8,86.5,85.0,85.5,-0.4,349
2024-10-09,8932,460000,39514900,85.5,86.9,85.3,86.9,1.4,358
2024-10-11,8932,881000,78357600,87.0,90.1,86.6,89.0,2.1,571
2024-10-14,8932,487000,42638800,89.4,89.9,85.9,86.2,-2.8,316
2024-10-15,8932,387000,33498100,86.1,87.6,85.8,86.2,0.0,242
2024-10-16,8932,430000,37040600,86.1,87.7,84.9,87.2,1.0,300
2024-10-17,8932,317000,27793600,87.2,88.5,86.4,88.0,0.8,245
2024-10-18,8932,2229000,204657600,89.0,93.0,89.0,92.7,4.7,1293
2024-10-21,8932,1187000,109385500,93.8,93.8,89.8,91.9,-0.8,725
2024-10-22,8932,1063000,98280300,90.9,94.8,90.6,92.7,0.8,649
2024-10-23,8932,294000,27166000,92.2,93.0,91.5,92.8,0.1,180
2024-10-24,8932,818000,76689400,93.0,94.7,92.6,93.8,1.0,457
2024-10-25,8932,2163000,209686900,93.8,99.6,93.8,98.1,4.3,1223
2024-10-28,8932,1248000,121007600,98.4,99.5,94.9,96.7,0.0,738
2024-10-29,8932,1412000,134960300,97.4,99.6,91.7,92.3,-4.4,866
2024-10-30,8932,728000,69427600,92.4,96.6,92.4,96.2,3.9,389
2024-11-01,8932,496000,47528600,95.3,97.7,94.5,97.2,1.0,303
2024-11-04,8932,1331000,132278400,98.0,100.5,98.0,99.6,2.4,618
2024-11-05,8932,1162000,114390400,99.1,100.0,96.0,96.3,-3.3,497
2024-11-06,8932,934000,88219500,96.4,97.3,92.2,93.8,-2.5,610
2024-11-07,8932,1965000,177638900,92.5,93.3,88.7,89.9,-3.9,1227
2024-11-08,8932,768000,69143500,91.0,91.9,88.1,89.9,0.0,479
2024-11-11,8932,458000,41242000,90.7,91.3,88.5,89.9,0.0,226
2024-11-12,8932,1011000,92789600,89.0,92.7,89.0,92.2,2.3,560
2024-11-13,8932,809000,75727600,91.7,95.1,91.0,94.1,1.9,452
2024-11-14,8932,887000,82335300,94.4,95.0,91.2,91.4,-2.7,458
2024-11-15,8932,922000,82789800,90.9,90.9,89.1,89.9,-1.5,460
2024-11-18,8932,1141000,99663500,88.3,89.5,85.7,87.1,-2.8,531
2024-11-19,8932,1793000,157270600,87.1,89.7,86.9,88.5,1.4,522
2024-11-20,8932,564000,48995200,88.3,88.4,86.0,86.2,-2.3,317
2024-11-21,8932,578000,49688800,86.3,87.6,85.1,86.8,0.6,273
2024-11-22,8932,586000,50794200,86.8,88.4,85.6,85.8,-1.0,314
2024-11-25,8932,617000,53484500,87.0,88.2,84.8,88.0,2.2,352
2024-11-26,8932,427000,36715900,87.5,88.5,85.1,85.9,-2.1,272
2024-11-27,8932,797000,67562300,85.9,86.0,83.1,85.0,-0.9,492
2024-11-28,8932,659000,56110500,84.8,86.9,83.9,86.8,1.8,364
2024-11-29,8932,934000,80224100,85.6,87.8,85.0,87.0,0.2,332
2024-12-02,8932,421000,37243400,87.1,90.1,87.0,87.5,0.5,289
2024-12-03,8932,657000,58949200,88.2,90.9,88.2,88.6,1.1,375
2024-12-04,8932,660000,58017000,89.0,90.0,87.0,88.2,-0.4,311
2024-12-05,8932,684000,60440600,87.1,90.2,87.0,90.0,1.8,408
2024-12-06,8932,852000,76728600,89.8,91.8,88.6,90.5,0.5,440
2024-12-09,8932,1264000,117769000,90.9,94.7,90.1,93.6,3.1,782
2024-12-10,8932,699000,65640400,93.0,94.9,93.0,94.3,0.7,419
2024-12-11,8932,429000,40393500,93.2,95.0,93.2,94.1,-0.2,279
2024-12-12,8932,662000,63283900,94.0,96.8,94.0,95.6,1.5,428
2024-12-13,8932,387000,36781100,95.4,96.8,94.4,95.0,-0.6,276
2024-12-16,8932,486000,46173500,95.4,96.1,94.1,95.0,0.0,294
2024-12-17,8932,504000,47783600,95.0,95.9,93.8,94.9,-0.1,301
2024-12-18,8932,643000,60194200,93.4,95.3,92.3,95.0,0.1,423
2024-12-19,8932,1267000,120440600,94.2,96.6,94.1,94.8,-0.2,441
2024-12-20,8932,231000,21941000,94.5,96.2,93.9,94.6,-0.2,176
2024-12-23,8932,492853,46554920,95.6,96.1,93.3,94.1,-0.5,756
2024-12-24,8932,233395,21996921,94.6,95.5,93.2,93.8,-0.3,239
2024-12-25,8932,321707,30252074,93.8,95.4,93.0,93.8,0.0,484
2024-12-26,8932,764189,71010765,94.0,94.4,92.1,93.0,-0.8,532
2024-12-27,8932,415384,38354925,92.6,93.5,91.8,92.0,-1.0,587
2024-12-30,8932,402636,37097426,92.1,93.1,91.2,91.2,-0.8,343
2024-12-31,8932,513232,47038713,91.3,93.2,90.3,92.8,1.6,474
2025-01-02,8932,419681,38848409,93.2,93.7,91.6,92.8,0.0,760
2025-01-03,8932,652464,61373814,92.8,94.9,92.8,94.5,1.7,783
2025-01-06,8932,433595,41310644,94.9,95.9,94.9,95.2,0.7,337
