date,stock_id,volume,turnover,open,high,low,close,spread,transactions
2024-09-19,2308,7321703,2841151137,382.5,391.5,382.5,391.5,11.5,7012
2024-09-20,2308,9377882,3656363310,395.0,397.5,387.0,387.0,-4.5,7437
2024-09-23,2308,5102479,1997787898,392.5,393.5,389.0,390.5,3.5,4436
2024-09-24,2308,3933449,1546680723,390.5,397.0,387.0,397.0,6.5,4926
2024-09-25,2308,8739750,3482627343,395.0,401.5,395.0,398.0,1.0,9129
2024-09-26,2308,7688086,3052648330,394.0,399.0,394.0,396.0,-2.0,7114
2024-09-27,2308,10223004,4098055175,398.0,404.0,397.5,400.0,4.0,8959
2024-09-30,2308,8858681,3422312606,389.5,395.0,380.5,380.5,-19.5,11650
2024-10-01,2308,5988958,2295918032,379.5,388.0,379.5,384.5,4.0,5757
2024-10-04,2308,19998727,7389963712,372.0,376.5,366.0,366.0,-18.5,26214
2024-10-07,2308,16223402,5987231615,371.5,377.5,363.5,372.5,6.5,15544
2024-10-08,2308,10805050,4068450479,371.0,382.0,370.0,382.0,9.5,8893
2024-10-09,2308,9432998,3610184958,387.0,387.5,379.0,381.5,-0.5,8296
2024-10-11,2308,5922762,2263075134,381.0,386.5,378.5,380.0,-1.5,6434
2024-10-14,2308,6674065,2570270159,376.5,389.0,376.5,387.5,7.5,6964
2024-10-15,2308,12290154,4870930660,388.0,400.5,387.5,398.5,11.0,13202
2024-10-16,2308,9668211,3772628219,393.0,396.0,387.0,389.0,-9.5,11932
2024-10-17,2308,7042283,2745195850,394.5,394.5,385.5,392.0,3.0,5626
2024-10-18,2308,13313219,5337898325,397.0,405.0,395.0,402.0,10.0,13790
2024-10-21,2308,5461118,2187650911,403.0,404.0,397.5,400.0,-2.0,6040
2024-10-22,2308,6391484,2564878639,400.0,404.5,396.0,404.5,4.5,5897
2024-10-23,2308,3546282,1415767296,400.0,401.5,397.0,398.5,-6.0,4321
2024-10-24,2308,5462187,2160291526,395.0,398.5,393.5,393.5,-5.0,5199
2024-10-25,2308,6743665,2689454608,393.0,402.0,393.0,402.0,8.5,6624
2024-10-28,2308,8839968,3588029105,404.0,413.0,401.5,405.0,3.0,9567
2024-10-29,2308,8861027,3555610604,401.5,406.0,396.5,406.0,1.0,6962
2024-10-30,2308,15484584,6245035719,407.0,407.5,399.0,404.0,-2.0,9059
2024-11-01,2308,13680516,5332824946,381.0,396.0,381.0,390.5,-13.5,16392
2024-11-04,2308,8853431,3464532422,388.0,395.0,388.0,395.0,4.5,7077
2024-11-05,2308,5889730,2343125507,392.0,403.0,391.0,398.5,3.5,5516
2024-11-06,2308,7390256,2961383296,396.0,403.0,395.0,403.0,4.5,6973
2024-11-07,2308,6476590,2591209094,403.0,403.0,397.0,399.0,-4.0,5779
2024-11-08,2308,7875153,3151999912,400.0,403.0,398.0,400.0,1.0,4851
2024-11-11,2308,8120403,3245287791,400.0,402.0,396.5,401.0,1.0,4386
2024-11-12,2308,12787890,5123408461,400.0,409.0,395.5,397.0,-4.0,12924
2024-11-13,2308,6338390,2494169393,392.0,397.0,391.5,393.5,-3.5,8216
2024-11-14,2308,7491836,2917167487,395.0,395.5,386.0,389.0,-4.5,9970
2024-11-15,2308,5194661,2015305461,392.0,393.5,386.0,386.0,-3.0,6524
2024-11-18,2308,4289267,1654431864,386.5,389.0,383.5,386.5,0.5,5069
2024-11-19,2308,5237868,2019108188,385.0,388.0,382.0,388.0,1.5,5732
2024-11-20,2308,6252197,2421444680,389.0,391.5,384.5,386.5,-1.5,6010
2024-11-21,2308,10390549,3938760085,380.0,382.5,376.0,381.0,-5.5,14760
2024-11-22,2308,9438777,3684205843,386.0,394.0,386.0,394.0,13.0,7075
2024-11-25,2308,11345997,4476233938,397.0,400.0,393.5,393.5,-0.5,4760
2024-11-26,2308,3585059,1396279607,391.0,393.0,387.5,387.5,-6.0,3757
2024-11-27,2308,2766208,1074813405,386.0,393.0,386.0,386.0,-1.5,3850
2024-11-28,2308,5118220,1958405488,386.0,388.0,378.5,384.0,-2.0,6830
2024-11-29,2308,6491721,2473781448,376.5,386.0,374.5,381.0,-3.0,5864
2024-12-02,2308,2892538,1124997841,386.0,391.0,386.0,388.5,7.5,3339
2024-12-03,2308,4861327,1903704230,391.0,394.0,390.0,391.0,2.5,4449
2024-12-04,2308,3429329,1347946871,393.0,395.0,390.0,395.0,4.0,3548
2024-12-05,2308,5217635,2056008740,396.5,398.5,391.5,391.5,-3.5,4905
2024-12-06,2308,6599150,2621296975,389.0,399.5,389.0,399.0,7.5,8291
2024-12-09,2308,8009179,3232009877,399.0,406.5,398.0,405.0,6.0,10807
2024-12-10,2308,8313893,3340067043,404.5,404.5,398.5,403.0,-2.0,5992
2024-12-11,2308,13688502,5645019449,403.0,418.0,401.5,414.5,11.5,17864
2024-12-12,2308,9736640,4057730260,412.0,421.0,412.0,417.0,2.5,9857
2024-12-13,2308,15401042,6555694512,421.5,432.5,418.5,423.0,6.0,15309
2024-12-16,2308,9332521,3973127336,426.0,429.5,421.5,426.0,3.0,10234
2024-12-17,2308,8484705,3556600559,418.5,425.0,416.0,419.5,-6.5,9737
2024-12-18,2308,6394787,2687901067,414.5,425.5,414.5,425.5,6.0,6632
2024-12-19,2308,7102887,2956407237,415.0,419.5,413.0,416.5,-9.0,8202
2024-12-20,2308,9115312,3759068868,408.0,417.5,407.0,412.0,-4.5,11780
2024-12-23,2308,5535592,2323019972,420.0,425.0,417.0,420.0,8.0,5648
2024-12-24,2308,5638467,2394709434,421.0,427.5,420.0,425.5,5.5,6577
2024-12-25,2308,2048258,865339485,425.0,427.0,419.5,422.5,-3.0,3613
2024-12-26,2308,2595616,1107099106,423.0,428.0,422.5,428.0,5.5,4470
2024-12-27,2308,3192074,1373729434,426.0,433.0,425.5,431.5,3.5,5143
2024-12-30,2308,5097682,2214365929,431.0,438.0,429.5,434.5,3.0,6751
2024-12-31,2308,3753593,1615014992,430.0,433.5,428.0,430.5,-4.0,4521
2025-01-02,2308,11380681,4783630401,430.5,436.5,412.5,417.0,-13.5,26479
2025-01-03,2308,9851603,4096589825,419.5,422.0,412.5,414.0,-3.0,7975
2025-01-06,2308,7109722,2961882393,422.0,422.0,415.0,418.5,4.5,6043
2025-01-07,2308,7751389,3332968536,425.0,434.0,423.5,432.0,13.5,8716
2025-01-08,2308,12300630,5330039702,440.5,446.0,425.5,428.0,-4.0,10523
2025-01-09,2308,5235447,2201723648,428.0,430.0,417.0,417.5,-10.5,7041
2025-01-10,2308,4405382,1843054259,420.0,420.5,416.0,420.0,2.5,3927
2025-01-13,2308,9734037,3938130763,413.5,415.5,400.0,400.0,-20.0,12148
2025-01-14,2308,10194540,4162323274,410.0,412.5,403.0,410.0,10.0,7554
2025-01-15,2308,9458307,3794806928,404.5,406.5,398.5,400.5,-9.5,9176
2025-01-16,2308,9885870,4120907506,408.5,424.5,405.5,418.5,18.0,9049
2025-01-17,2308,6581399,2771287018,421.0,426.0,414.5,422.0,3.5,6551
2025-01-20,2308,4795905,2051535027,425.0,431.5,425.0,427.0,5.0,5398
2025-01-21,2308,6714879,2837203178,425.0,428.5,418.5,421.5,-5.5,6717
2025-01-22,2308,10034866,4349995402,424.0,438.0,424.0,437.5,16.0,12433
2025-02-03,2308,21442807,8562086482,400.0,407.0,394.5,399.0,-38.5,32993
2025-02-04,2308,9832298,3943454067,401.5,408.0,396.5,397.0,-2.0,12646
2025-02-05,2308,6794679,2761080871,403.0,410.0,403.0,405.5,8.5,6617
2025-02-06,2308,8942631,3710017537,413.5,417.5,411.5,417.0,11.5,7907
2025-02-07,2308,4903016,2022822124,418.0,418.5,409.0,415.0,-2.0,6878
2025-02-10,2308,5455004,2214491910,405.0,409.5,404.0,404.5,-10.5,8402
2025-02-11,2308,6933390,2800840141,405.0,408.0,402.0,402.0,-2.5,6673
2025-02-12,2308,3998133,1610368483,403.0,406.5,401.0,401.0,-1.0,5091
2025-02-13,2308,6701476,2708460961,401.0,406.0,400.5,405.0,4.0,5092
2025-02-14,2308,5005852,2011567147,402.0,406.0,400.0,401.0,-4.0,7661
2025-02-17,2308,4598247,1866406474,400.0,408.5,400.0,406.0,5.0,5362
2025-02-18,2308,21321011,8392544011,402.0,403.5,390.5,391.0,-15.0,37838
2025-02-19,2308,8248001,3229349641,386.0,394.0,386.0,392.0,1.0,11227
2025-02-20,2308,10129322,3966771228,392.5,394.5,390.0,390.0,-2.0,12173
2025-02-21,2308,9099579,3568880519,386.5,396.0,386.5,396.0,6.0,9707
2025-02-24,2308,7070816,2784138643,391.5,396.0,389.5,395.5,-0.5,7260
2025-02-25,2308,7896486,3110709617,389.5,397.0,389.5,393.0,-2.5,6852
2025-02-26,2308,9935842,3935494814,392.0,399.0,391.0,399.0,6.0,7561
2025-02-27,2308,19818567,7973422244,394.0,407.0,394.0,402.0,3.0,14080
2025-03-03,2308,12654968,4986004404,397.0,400.0,390.0,390.0,-12.0,15072
2025-03-04,2308,20515117,7760387194,385.0,387.0,373.0,377.5,-12.5,33768
2025-03-05,2308,10339351,3926054590,379.0,383.0,377.5,378.5,1.0,11269
2025-03-06,2308,8387739,3225572577,381.5,387.5,380.5,383.5,5.0,8421
2025-03-07,2308,9283003,3503241250,381.5,381.5,375.0,375.0,-8.5,14564
2025-03-10,2308,6133006,2314909172,375.0,381.0,375.0,375.5,0.5,6323
2025-03-11,2308,9688806,3589597429,372.0,373.5,365.5,370.5,-5.0,12665
2025-03-12,2308,13619884,5236394059,371.5,389.5,371.5,387.5,17.0,13878
2025-03-13,2308,11619792,4564628503,392.5,398.0,388.0,388.5,1.0,11263
2025-03-14,2308,9504845,3613191597,385.0,386.0,377.0,378.5,-10.0,10634
2025-03-17,2308,12188489,4786985999,385.0,396.0,383.0,394.0,15.5,13161
2025-03-18,2308,8481895,3365038851,393.0,400.0,392.5,400.0,6.0,9484
2025-03-19,2308,7045784,2770151217,398.0,400.0,390.5,390.5,-9.5,7354
2025-03-20,2308,8096266,3202229245,391.0,401.0,391.0,393.5,3.0,6943
2025-03-21,2308,9864363,3896791782,392.5,398.0,390.0,396.0,2.5,5466
2025-03-24,2308,10204406,4065738772,400.0,406.0,392.0,392.0,-4.0,7844
2025-03-25,2308,4709909,1847717930,392.5,395.5,390.5,392.0,0.0,5016
2025-03-26,2308,9663861,3849588341,396.5,400.5,394.0,399.0,7.0,9557
2025-03-27,2308,5235582,2050281828,395.0,395.0,381.5,392.0,-7.0,5645
2025-03-28,2308,9839778,3731621396,383.0,386.5,375.0,376.5,-15.5,15288
2025-03-31,2308,9089289,3305394560,365.0,369.5,360.0,360.0,-16.5,13834
