date,stock_id,volume,turnover,open,high,low,close,spread,transactions
2024-09-19,8358,534000,32585800,60.6,61.3,60.6,61.2,0.9,365
2024-09-20,8358,1141000,70477600,61.8,62.5,61.3,61.3,0.1,768
2024-09-23,8358,984000,60809500,61.7,62.1,61.5,61.8,0.5,636
2024-09-24,8358,788000,48400100,61.7,61.9,61.1,61.5,-0.3,551
2024-09-25,8358,1919000,120050000,62.0,63.5,62.0,62.2,0.7,1131
2024-09-26,8358,828000,51369800,62.6,62.7,61.7,61.7,-0.5,538
2024-09-27,8358,1181000,73441200,62.5,62.7,61.7,62.0,0.3,825
2024-09-30,8358,1004000,61539000,62.0,62.0,61.0,61.1,-0.9,646
2024-10-01,8358,1457000,88265700,61.2,61.4,60.2,60.7,-0.4,880
2024-10-04,8358,1083000,65136400,60.7,60.9,59.8,59.9,-0.8,679
2024-10-07,8358,558000,33815400,60.2,60.8,60.2,60.8,0.9,393
2024-10-08,8358,685000,41235500,60.5,60.8,59.9,60.1,-0.7,434
2024-10-09,8358,1187000,70975400,60.4,60.8,59.3,59.6,-0.5,794
2024-10-11,8358,2291000,134225200,59.0,59.2,58.2,58.5,-1.1,1355
2024-10-14,8358,1228000,72328600,58.6,59.4,58.3,59.1,0.6,686
2024-10-15,8358,736000,43686500,59.1,59.7,59.1,59.3,0.2,578
2024-10-16,8358,524000,30981600,59.0,59.4,58.9,59.0,-0.3,409
2024-10-17,8358,727000,43421100,59.5,60.0,59.3,59.9,0.9,483
2024-10-18,8358,973000,57636000,60.1,60.2,58.8,58.9,-1.0,640
2024-10-21,8358,826000,49318500,59.0,60.1,59.0,59.9,1.0,480
2024-10-22,8358,827000,49717600,59.8,60.4,59.6,60.2,0.3,567
2024-10-23,8358,1296000,78752600,60.3,61.1,60.3,60.8,0.6,830
2024-10-24,8358,956000,57566700,60.8,60.9,59.8,59.8,-1.0,635
2024-10-25,8358,3233000,198545200,60.7,62.0,60.4,61.8,2.0,1957
2024-10-28,8358,2305000,141750200,62.2,62.5,60.8,61.0,-0.8,1503
2024-10-29,8358,1762000,106719100,61.2,61.7,60.0,60.1,-0.9,1073
2024-10-30,8358,1142000,68222400,60.3,60.6,59.4,59.5,-0.6,711
2024-11-01,8358,1094000,65391100,58.5,60.7,58.0,60.7,1.2,685
2024-11-04,8358,691000,41742900,60.8,60.8,60.0,60.3,-0.4,420
2024-11-05,8358,500000,30140300,60.1,60.6,60.1,60.1,-0.2,294
2024-11-06,8358,675000,40741600,60.3,60.8,60.0,60.4,0.3,396
2024-11-07,8358,1291000,79027300,60.4,61.6,60.4,61.2,0.8,717
