date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,2356,Taiwan,41832938000,7,2023
2023-09-01,2356,Taiwan,46478885000,8,2023
2023-10-01,2356,Taiwan,47528852000,9,2023
2023-11-01,2356,Taiwan,40401753000,10,2023
2023-12-01,2356,Taiwan,44140199000,11,2023
2024-01-01,2356,Taiwan,43528473000,12,2023
2024-02-01,2356,Taiwan,44128871000,1,2024
2024-03-01,2356,Taiwan,36650855000,2,2024
2024-04-01,2356,Taiwan,49726239000,3,2024
2024-05-01,2356,Taiwan,51048144000,4,2024
2024-06-01,2356,Taiwan,52180289000,5,2024
2024-07-01,2356,Taiwan,50930365000,6,2024
2024-08-01,2356,Taiwan,55533420000,7,2024
2024-09-01,2356,Taiwan,52028078000,8,2024
2024-10-01,2356,Taiwan,56253892000,9,2024
2024-11-01,2356,Taiwan,64685079000,10,2024
2024-12-01,2356,Taiwan,60857602000,11,2024
2025-01-01,2356,Taiwan,72263615000,12,2024
2025-02-01,2356,Taiwan,45841662000,1,2025
2025-03-01,2356,Taiwan,51670733000,2,2025
2025-04-01,2356,Taiwan,59521941000,3,2025
2025-05-01,2356,Taiwan,62100043000,4,2025
2025-06-01,2356,Taiwan,61203003000,5,2025
2025-07-01,2356,Taiwan,63274343000,6,2025
2025-08-01,2356,Taiwan,54420542000,7,2025
2025-09-01,2356,Taiwan,61304263000,8,2025
