date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,8046,Taiwan,3333511000,7,2023
2023-09-01,8046,Taiwan,3374154000,8,2023
2023-10-01,8046,Taiwan,3519719000,9,2023
2023-11-01,8046,Taiwan,3600237000,10,2023
2023-12-01,8046,Taiwan,3034064000,11,2023
2024-01-01,8046,Taiwan,2676593000,12,2023
2024-02-01,8046,Taiwan,2561593000,1,2024
2024-03-01,8046,Taiwan,1872631000,2,2024
2024-04-01,8046,Taiwan,2666348000,3,2024
2024-05-01,8046,Taiwan,2676047000,4,2024
2024-06-01,8046,Taiwan,2699432000,5,2024
2024-07-01,8046,Taiwan,2745127000,6,2024
2024-08-01,8046,Taiwan,3125412000,7,2024
2024-09-01,8046,Taiwan,3097645000,8,2024
2024-10-01,8046,Taiwan,2968814000,9,2024
2024-11-01,8046,Taiwan,2616078000,10,2024
2024-12-01,8046,Taiwan,2577203000,11,2024
2025-01-01,8046,Taiwan,2677001000,12,2024
2025-02-01,8046,Taiwan,2566125000,1,2025
2025-03-01,8046,Taiwan,2805847000,2,2025
2025-04-01,8046,Taiwan,3086060000,3,2025
2025-05-01,8046,Taiwan,3191344000,4,2025
2025-06-01,8046,Taiwan,3269216000,5,2025
2025-07-01,8046,Taiwan,3122359000,6,2025
2025-08-01,8046,Taiwan,3620679000,7,2025
2025-09-01,8046,Taiwan,3807312000,8,2025
