date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,6770,Taiwan,3430420000,7,2023
2023-09-01,6770,Taiwan,3471465000,8,2023
2023-10-01,6770,Taiwan,3500564000,9,2023
2023-11-01,6770,Taiwan,3846930000,10,2023
2023-12-01,6770,Taiwan,3886333000,11,2023
2024-01-01,6770,Taiwan,3428203000,12,2023
2024-02-01,6770,Taiwan,3570405000,1,2024
2024-03-01,6770,Taiwan,3571561000,2,2024
2024-04-01,6770,Taiwan,3678080000,3,2024
2024-05-01,6770,Taiwan,3678495000,4,2024
2024-06-01,6770,Taiwan,3725291000,5,2024
2024-07-01,6770,Taiwan,3719438000,6,2024
2024-08-01,6770,Taiwan,3803408000,7,2024
2024-09-01,6770,Taiwan,3947164000,8,2024
2024-10-01,6770,Taiwan,3900201000,9,2024
2024-11-01,6770,Taiwan,3913891000,10,2024
2024-12-01,6770,Taiwan,3716260000,11,2024
2025-01-01,6770,Taiwan,3501515000,12,2024
2025-02-01,6770,Taiwan,3657160000,1,2025
2025-03-01,6770,Taiwan,3769948000,2,2025
2025-04-01,6770,Taiwan,3689367000,3,2025
2025-05-01,6770,Taiwan,3809252000,4,2025
2025-06-01,6770,Taiwan,3632314000,5,2025
2025-07-01,6770,Taiwan,3836402000,6,2025
2025-08-01,6770,Taiwan,3910411000,7,2025
2025-09-01,6770,Taiwan,3977940000,8,2025
