date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,4755,Taiwan,371504000,7,2023
2023-09-01,4755,Taiwan,426980000,8,2023
2023-10-01,4755,Taiwan,416795000,9,2023
2023-11-01,4755,Taiwan,419200000,10,2023
2023-12-01,4755,Taiwan,386904000,11,2023
2024-01-01,4755,Taiwan,509355000,12,2023
2024-02-01,4755,Taiwan,414681000,1,2024
2024-03-01,4755,Taiwan,353728000,2,2024
2024-04-01,4755,Taiwan,363554000,3,2024
2024-05-01,4755,Taiwan,416330000,4,2024
2024-06-01,4755,Taiwan,379688000,5,2024
2024-07-01,4755,Taiwan,405893000,6,2024
2024-08-01,4755,Taiwan,429085000,7,2024
2024-09-01,4755,Taiwan,454210000,8,2024
2024-10-01,4755,Taiwan,351865000,9,2024
2024-11-01,4755,Taiwan,407258000,10,2024
2024-12-01,4755,Taiwan,933046000,11,2024
2025-01-01,4755,Taiwan,414255000,12,2024
2025-02-01,4755,Taiwan,349020000,1,2025
2025-03-01,4755,Taiwan,395832000,2,2025
2025-04-01,4755,Taiwan,416458000,3,2025
2025-05-01,4755,Taiwan,448882000,4,2025
2025-06-01,4755,Taiwan,398954000,5,2025
2025-07-01,4755,Taiwan,401634000,6,2025
2025-08-01,4755,Taiwan,361153000,7,2025
2025-09-01,4755,Taiwan,401193000,8,2025
