date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,2331,Taiwan,1617835000,7,2023
2023-09-01,2331,Taiwan,1381629000,8,2023
2023-10-01,2331,Taiwan,1452628000,9,2023
2023-11-01,2331,Taiwan,1263903000,10,2023
2023-12-01,2331,Taiwan,1442878000,11,2023
2024-01-01,2331,Taiwan,1621736000,12,2023
2024-02-01,2331,Taiwan,1122861000,1,2024
2024-03-01,2331,Taiwan,928620000,2,2024
2024-04-01,2331,Taiwan,1407703000,3,2024
2024-05-01,2331,Taiwan,1392240000,4,2024
2024-06-01,2331,Taiwan,1747528000,5,2024
2024-07-01,2331,Taiwan,1850924000,6,2024
2024-08-01,2331,Taiwan,1719777000,7,2024
2024-09-01,2331,Taiwan,1558009000,8,2024
2024-10-01,2331,Taiwan,1459533000,9,2024
2024-11-01,2331,Taiwan,1234601000,10,2024
2024-12-01,2331,Taiwan,1302994000,11,2024
2025-01-01,2331,Taiwan,1770915000,12,2024
2025-02-01,2331,Taiwan,1306652000,1,2025
2025-03-01,2331,Taiwan,860263000,2,2025
2025-04-01,2331,Taiwan,1387561000,3,2025
2025-05-01,2331,Taiwan,1703170000,4,2025
2025-06-01,2331,Taiwan,1868400000,5,2025
2025-07-01,2331,Taiwan,1803301000,6,2025
2025-08-01,2331,Taiwan,1795537000,7,2025
2025-09-01,2331,Taiwan,1915668000,8,2025
