date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,2301,Taiwan,12567821000,7,2023
2023-09-01,2301,Taiwan,13289503000,8,2023
2023-10-01,2301,Taiwan,14100034000,9,2023
2023-11-01,2301,Taiwan,12238842000,10,2023
2023-12-01,2301,Taiwan,12347799000,11,2023
2024-01-01,2301,Taiwan,12324469000,12,2023
2024-02-01,2301,Taiwan,9908418000,1,2024
2024-03-01,2301,Taiwan,8081408000,2,2024
2024-04-01,2301,Taiwan,10785248000,3,2024
2024-05-01,2301,Taiwan,10595027000,4,2024
2024-06-01,2301,Taiwan,10952517000,5,2024
2024-07-01,2301,Taiwan,11735967000,6,2024
2024-08-01,2301,Taiwan,12865638000,7,2024
2024-09-01,2301,Taiwan,12053795000,8,2024
2024-10-01,2301,Taiwan,11850060000,9,2024
2024-11-01,2301,Taiwan,12396253000,10,2024
2024-12-01,2301,Taiwan,12512519000,11,2024
2025-01-01,2301,Taiwan,13387348000,12,2024
2025-02-01,2301,Taiwan,12147361000,1,2025
2025-03-01,2301,Taiwan,10916888000,2,2025
2025-04-01,2301,Taiwan,13352871000,3,2025
2025-05-01,2301,Taiwan,13408177000,4,2025
2025-06-01,2301,Taiwan,13394635000,5,2025
2025-07-01,2301,Taiwan,13619675000,6,2025
2025-08-01,2301,Taiwan,13811634000,7,2025
2025-09-01,2301,Taiwan,15648789000,8,2025
