date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,2885,Taiwan,11633153000,7,2023
2023-09-01,2885,Taiwan,9008431000,8,2023
2023-10-01,2885,Taiwan,7048278000,9,2023
2023-11-01,2885,Taiwan,6299530000,10,2023
2023-12-01,2885,Taiwan,6890434000,11,2023
2024-01-01,2885,Taiwan,7077451000,12,2023
2024-02-01,2885,Taiwan,10569196000,1,2024
2024-03-01,2885,Taiwan,8723284000,2,2024
2024-04-01,2885,Taiwan,11723324000,3,2024
2024-05-01,2885,Taiwan,8353922000,4,2024
2024-06-01,2885,Taiwan,8547962000,5,2024
2024-07-01,2885,Taiwan,11081769000,6,2024
2024-08-01,2885,Taiwan,13211020000,7,2024
2024-09-01,2885,Taiwan,8405532000,8,2024
2024-10-01,2885,Taiwan,9380551000,9,2024
2024-11-01,2885,Taiwan,10069782000,10,2024
2024-12-01,2885,Taiwan,11433683000,11,2024
2025-01-01,2885,Taiwan,9199657000,12,2024
2025-02-01,2885,Taiwan,10682579000,1,2025
2025-03-01,2885,Taiwan,10374258000,2,2025
2025-04-01,2885,Taiwan,10168743000,3,2025
2025-05-01,2885,Taiwan,7604152000,4,2025
2025-06-01,2885,Taiwan,6495505000,5,2025
2025-07-01,2885,Taiwan,9654722000,6,2025
2025-08-01,2885,Taiwan,10817423000,7,2025
2025-09-01,2885,Taiwan,11844543000,8,2025
