date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,6515,Taiwan,264586000,7,2023
2023-09-01,6515,Taiwan,342597000,8,2023
2023-10-01,6515,Taiwan,377045000,9,2023
2023-11-01,6515,Taiwan,256178000,10,2023
2023-12-01,6515,Taiwan,244877000,11,2023
2024-01-01,6515,Taiwan,171954000,12,2023
2024-02-01,6515,Taiwan,367704000,1,2024
2024-03-01,6515,Taiwan,312333000,2,2024
2024-04-01,6515,Taiwan,393041000,3,2024
2024-05-01,6515,Taiwan,469820000,4,2024
2024-06-01,6515,Taiwan,355932000,5,2024
2024-07-01,6515,Taiwan,429914000,6,2024
2024-08-01,6515,Taiwan,593965000,7,2024
2024-09-01,6515,Taiwan,625010000,8,2024
2024-10-01,6515,Taiwan,711340000,9,2024
2024-11-01,6515,Taiwan,648059000,10,2024
2024-12-01,6515,Taiwan,435611000,11,2024
2025-01-01,6515,Taiwan,455367000,12,2024
2025-02-01,6515,Taiwan,668037000,1,2025
2025-03-01,6515,Taiwan,907369000,2,2025
2025-04-01,6515,Taiwan,721901000,3,2025
2025-05-01,6515,Taiwan,657442000,4,2025
2025-06-01,6515,Taiwan,488403000,5,2025
2025-07-01,6515,Taiwan,376444000,6,2025
2025-08-01,6515,Taiwan,626187000,7,2025
2025-09-01,6515,Taiwan,511648000,8,2025
