date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,3006,Taiwan,1032720000,7,2023
2023-09-01,3006,Taiwan,961951000,8,2023
2023-10-01,3006,Taiwan,1026869000,9,2023
2023-11-01,3006,Taiwan,1079154000,10,2023
2023-12-01,3006,Taiwan,1066325000,11,2023
2024-01-01,3006,Taiwan,1018994000,12,2023
2024-02-01,3006,Taiwan,1090218000,1,2024
2024-03-01,3006,Taiwan,906270000,2,2024
2024-04-01,3006,Taiwan,1341474000,3,2024
2024-05-01,3006,Taiwan,1170716000,4,2024
2024-06-01,3006,Taiwan,1252318000,5,2024
2024-07-01,3006,Taiwan,1156814000,6,2024
2024-08-01,3006,Taiwan,1030878000,7,2024
2024-09-01,3006,Taiwan,1146843000,8,2024
2024-10-01,3006,Taiwan,1234788000,9,2024
2024-11-01,3006,Taiwan,1146747000,10,2024
2024-12-01,3006,Taiwan,963752000,11,2024
2025-01-01,3006,Taiwan,1044351000,12,2024
2025-02-01,3006,Taiwan,935504000,1,2025
2025-03-01,3006,Taiwan,917212000,2,2025
2025-04-01,3006,Taiwan,1050219000,3,2025
2025-05-01,3006,Taiwan,1031627000,4,2025
2025-06-01,3006,Taiwan,1125618000,5,2025
2025-07-01,3006,Taiwan,1131185000,6,2025
2025-08-01,3006,Taiwan,1147877000,7,2025
2025-09-01,3006,Taiwan,1120861000,8,2025
