date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,1504,Taiwan,4887315000,7,2023
2023-09-01,1504,Taiwan,4999513000,8,2023
2023-10-01,1504,Taiwan,5300860000,9,2023
2023-11-01,1504,Taiwan,4664515000,10,2023
2023-12-01,1504,Taiwan,4688624000,11,2023
2024-01-01,1504,Taiwan,5046457000,12,2023
2024-02-01,1504,Taiwan,4907676000,1,2024
2024-03-01,1504,Taiwan,4170040000,2,2024
2024-04-01,1504,Taiwan,4652251000,3,2024
2024-05-01,1504,Taiwan,4778624000,4,2024
2024-06-01,1504,Taiwan,4872215000,5,2024
2024-07-01,1504,Taiwan,4847659000,6,2024
2024-08-01,1504,Taiwan,4681158000,7,2024
2024-09-01,1504,Taiwan,4454245000,8,2024
2024-10-01,1504,Taiwan,4368723000,9,2024
2024-11-01,1504,Taiwan,4243665000,10,2024
2024-12-01,1504,Taiwan,4599582000,11,2024
2025-01-01,1504,Taiwan,4896550000,12,2024
2025-02-01,1504,Taiwan,4303352000,1,2025
2025-03-01,1504,Taiwan,4435229000,2,2025
2025-04-01,1504,Taiwan,4962534000,3,2025
2025-05-01,1504,Taiwan,4955077000,4,2025
2025-06-01,1504,Taiwan,5142957000,5,2025
2025-07-01,1504,Taiwan,5269401000,6,2025
2025-08-01,1504,Taiwan,4857940000,7,2025
2025-09-01,1504,Taiwan,4629290000,8,2025
