date,stock_id,country,revenue,revenue_month,revenue_year
2023-08-01,2812,Taiwan,1563728000,7,2023
2023-09-01,2812,Taiwan,1539817000,8,2023
2023-10-01,2812,Taiwan,1338337000,9,2023
2023-11-01,2812,Taiwan,1353282000,10,2023
2023-12-01,2812,Taiwan,1486123000,11,2023
2024-01-01,2812,Taiwan,1682914000,12,2023
2024-02-01,2812,Taiwan,1571740000,1,2024
2024-03-01,2812,Taiwan,1494091000,2,2024
2024-04-01,2812,Taiwan,1582342000,3,2024
2024-05-01,2812,Taiwan,1546953000,4,2024
2024-06-01,2812,Taiwan,1544746000,5,2024
2024-07-01,2812,Taiwan,1785757000,6,2024
2024-08-01,2812,Taiwan,1737789000,7,2024
2024-09-01,2812,Taiwan,1665890000,8,2024
2024-10-01,2812,Taiwan,1473000000,9,2024
2024-11-01,2812,Taiwan,1614678000,10,2024
2024-12-01,2812,Taiwan,1569927000,11,2024
2025-01-01,2812,Taiwan,1625226000,12,2024
2025-02-01,2812,Taiwan,1757813000,1,2025
2025-03-01,2812,Taiwan,1626913000,2,2025
2025-04-01,2812,Taiwan,1612863000,3,2025
2025-05-01,2812,Taiwan,1414676000,4,2025
2025-06-01,2812,Taiwan,1529294000,5,2025
2025-07-01,2812,Taiwan,1661522000,6,2025
2025-08-01,2812,Taiwan,1802030000,7,2025
2025-09-01,2812,Taiwan,1941260000,8,2025
