stock_id
8499
2459
3450
6165
2429
3669
1443
1456
1453
2241
2614
6431
2495
2340
6873
6869
2432
2701
2739
5706
2753
2748
9943
8462
2731
2705
2712
2704
2706
8940
2722
2723
2727
2707
2702
3054
6807
6806
8464
1736
9914
9935
9921
3130
8473
9802
6581
9934
8467
9930
9904
9924
5306
6641
3708
3557
9955
6689
8422
2062
6754
1432
9910
1439
4536
6671
1472
8341
8478
9911
2442
2424
8438
8454
1598
6768
6670
8482
6757
4733
1523
1601
1729
1606
1716
1715
1311
1230
2447
1520
6119
2452
2446
6702
6172
3534
6771
3367
2807
6794
2827
2831
2443
2479
2494
3080
2473
6286
3474
2526
3063
2469
6645
3061
1262
2463
2854
2847
1107
2456
2837
8008
2315
2411
3697
6951
3599
2358
3009
6949
3598
6969
2361
6988
3214
3271
5854
3007
3638
2336
6902
2350
6924
2341
3614
2258
2254
6854
3020
3584
3573
3142
3053
2396
2403
6004
6012
3559
2418
6422
6423
2381
2384
2391
6534
6251
6255
3150
2833
2437
8078
9104
9103
9102
9101
8497
8487
8480
0080
0081
8427
8199
8162
5264
9105
5280
0060
9922
9915
9801
9188
9157
9151
9136
9110
9106
6280
1507
6145
3536
