date,stock_id,dividend_yield,PER,PBR
2023-07-17,2855,2.02,16.08,0.93
2023-07-18,2855,2.04,15.96,0.92
2023-07-19,2855,2.05,15.88,0.91
2023-07-20,2855,2.01,16.17,0.93
2023-07-21,2855,2.02,16.08,0.93
2023-07-24,2855,2.05,15.88,0.91
2023-07-25,2855,2.01,16.21,0.93
2023-07-26,2855,1.97,16.5,0.95
2023-07-27,2855,1.97,16.5,0.95
2023-07-28,2855,1.95,16.67,0.96
2023-07-31,2855,1.92,16.96,0.98
2023-08-01,2855,1.91,17.04,0.98
2023-08-02,2855,1.94,16.75,0.96
2023-08-04,2855,1.89,17.21,0.99
2023-08-07,2855,1.91,17.04,0.98
2023-08-08,2855,1.91,17.04,0.98
2023-08-09,2855,1.92,16.96,0.98
2023-08-10,2855,1.95,16.71,0.96
2023-08-11,2855,1.95,16.71,0.96
2023-08-14,2855,2.01,16.21,0.93
2023-08-15,2855,1.99,16.29,0.94
2023-08-16,2855,2.04,15.96,0.92
2023-08-17,2855,2.03,16.0,0.92
2023-08-18,2855,2.06,15.75,0.91
2023-08-21,2855,2.05,15.83,0.91
2023-08-22,2855,2.06,15.79,0.91
2023-08-23,2855,2.04,15.92,0.92
2023-08-24,2855,2.03,11.1,0.91
2023-08-25,2855,2.02,11.16,0.91
2023-08-28,2855,2.01,11.24,0.92
2023-08-29,2855,2.01,11.24,0.92
2023-08-30,2855,1.97,11.45,0.94
2023-08-31,2855,1.99,11.3,0.92
2023-09-01,2855,1.98,11.36,0.93
2023-09-04,2855,1.97,11.42,0.93
2023-09-05,2855,1.98,11.36,0.93
2023-09-06,2855,2.01,11.21,0.92
2023-09-07,2855,2.03,11.13,0.91
2023-09-08,2855,2.02,11.18,0.92
2023-09-11,2855,2.04,11.04,0.9
2023-09-12,2855,2.04,11.04,0.9
2023-09-13,2855,2.05,10.98,0.9
2023-09-14,2855,2.02,11.16,0.91
2023-09-15,2855,2.03,11.13,0.91
2023-09-18,2855,2.04,11.07,0.91
2023-09-19,2855,2.04,11.07,0.91
2023-09-20,2855,2.05,11.01,0.9
2023-09-21,2855,2.07,10.9,0.89
2023-09-22,2855,2.07,10.87,0.89
2023-09-25,2855,2.06,10.92,0.89
2023-09-26,2855,2.07,10.87,0.89
2023-09-27,2855,2.08,10.84,0.89
2023-09-28,2855,2.08,10.84,0.89
2023-10-02,2855,2.07,10.87,0.89
2023-10-03,2855,2.08,10.84,0.89
2023-10-04,2855,2.14,10.55,0.86
2023-10-05,2855,2.11,10.66,0.87
2023-10-06,2855,2.11,10.66,0.87
2023-10-11,2855,2.14,10.52,0.86
2023-10-12,2855,2.15,10.49,0.86
2023-10-13,2855,2.16,10.43,0.85
2023-10-16,2855,2.18,10.32,0.84
2023-10-17,2855,2.2,10.26,0.84
2023-10-18,2855,2.16,10.43,0.85
2023-10-19,2855,2.15,10.49,0.86
2023-10-20,2855,2.17,10.38,0.85
2023-10-23,2855,2.19,10.29,0.84
2023-10-24,2855,2.19,10.29,0.84
2023-10-25,2855,2.18,10.35,0.85
2023-10-26,2855,2.22,10.17,0.83
2023-10-27,2855,2.18,10.32,0.84
2023-10-30,2855,2.22,10.14,0.83
2023-10-31,2855,2.24,10.06,0.82
2023-11-01,2855,2.24,10.06,0.82
2023-11-02,2855,2.23,10.12,0.83
2023-11-03,2855,2.21,10.2,0.83
2023-11-06,2855,2.17,10.4,0.85
2023-11-07,2855,2.15,10.46,0.86
2023-11-08,2855,2.17,10.38,0.85
2023-11-09,2855,2.18,10.35,0.85
2023-11-10,2855,2.19,9.73,0.82
2023-11-13,2855,2.18,9.75,0.82
2023-11-14,2855,2.18,9.75,0.82
2023-11-15,2855,2.13,10.03,0.84
2023-11-16,2855,2.14,9.97,0.84
2023-11-17,2855,2.11,10.08,0.85
2023-11-20,2855,2.12,10.05,0.85
2023-11-21,2855,2.1,10.16,0.86
2023-11-22,2855,2.1,10.16,0.86
2023-11-23,2855,2.1,10.16,0.86
2023-11-24,2855,2.1,10.16,0.86
2023-11-27,2855,2.1,10.16,0.86
2023-11-28,2855,2.1,10.16,0.86
2023-11-29,2855,2.07,10.3,0.87
2023-11-30,2855,2.05,10.38,0.87
2023-12-01,2855,2.06,10.36,0.87
2023-12-04,2855,2.04,10.44,0.88
2023-12-05,2855,2.05,10.38,0.87
2023-12-06,2855,2.04,10.46,0.88
2023-12-07,2855,2.05,10.38,0.87
2023-12-08,2855,2.04,10.46,0.88
2023-12-11,2855,2.03,10.49,0.88
2023-12-12,2855,2.02,10.55,0.89
2023-12-13,2855,2.02,10.55,0.89
2023-12-14,2855,1.99,10.71,0.9
2023-12-15,2855,1.97,10.82,0.91
2023-12-18,2855,1.99,10.71,0.9
2023-12-19,2855,2.03,10.49,0.88
2023-12-20,2855,2.0,10.66,0.9
2023-12-21,2855,2.02,10.55,0.89
2023-12-22,2855,2.02,10.55,0.89
2023-12-25,2855,2.02,10.55,0.89
2023-12-26,2855,2.01,10.63,0.9
2023-12-27,2855,1.99,10.68,0.9
2023-12-28,2855,1.98,10.74,0.9
2023-12-29,2855,1.98,10.74,0.9
2024-01-02,2855,1.98,10.74,0.9
2024-01-03,2855,2.02,10.57,0.89
2024-01-04,2855,2.01,10.6,0.89
2024-01-05,2855,2.01,10.6,0.89
2024-01-08,2855,1.99,10.71,0.9
2024-01-09,2855,2.0,10.66,0.9
2024-01-10,2855,2.02,10.55,0.89
2024-01-11,2855,2.01,10.63,0.9
2024-01-12,2855,2.03,10.52,0.89
2024-01-15,2855,2.04,10.46,0.88
2024-01-16,2855,2.07,10.3,0.87
2024-01-17,2855,2.11,10.11,0.85
2024-01-18,2855,2.1,10.14,0.85
2024-01-19,2855,2.08,10.25,0.86
2024-01-22,2855,2.06,10.33,0.87
2024-01-23,2855,2.06,10.36,0.87
2024-01-24,2855,2.05,10.38,0.87
2024-01-25,2855,2.05,10.41,0.88
2024-01-26,2855,2.04,10.44,0.88
2024-01-29,2855,2.05,10.41,0.88
2024-01-30,2855,2.06,10.33,0.87
2024-01-31,2855,2.07,10.3,0.87
2024-02-01,2855,2.06,10.36,0.87
2024-02-02,2855,2.07,10.3,0.87
2024-02-05,2855,2.07,10.3,0.87
2024-02-15,2855,2.05,10.38,0.87
2024-02-16,2855,1.97,10.79,0.91
2024-02-19,2855,1.95,10.9,0.92
2024-02-20,2855,1.96,10.85,0.91
2024-02-21,2855,1.97,10.79,0.91
2024-02-22,2855,1.92,11.09,0.93
2024-02-23,2855,1.93,11.04,0.93
2024-02-26,2855,1.94,11.01,0.93
2024-02-27,2855,1.95,10.9,0.92
2024-02-29,2855,1.9,11.2,0.94
2024-03-01,2855,1.89,11.28,0.95
2024-03-04,2855,1.86,11.45,0.96
2024-03-05,2855,6.23,10.71,0.96
2024-03-06,2855,6.2,10.76,0.97
2024-03-07,2855,5.75,11.59,1.04
2024-03-08,2855,5.73,11.64,1.05
2024-03-11,2855,5.56,11.99,1.08
2024-03-12,2855,5.45,12.22,1.1
2024-03-13,2855,5.5,12.12,1.09
