date,stock_id,dividend_yield,PER,PBR
2023-07-17,6719,3.94,27.86,2.32
2023-07-18,6719,3.98,27.53,2.29
2023-07-19,6719,3.97,27.64,2.3
2023-07-20,6719,4.01,27.37,2.27
2023-07-21,6719,4.09,26.82,2.23
2023-07-24,6719,4.15,26.43,2.2
2023-07-25,6719,4.15,26.43,2.2
2023-07-26,6719,4.27,25.72,2.14
2023-07-27,6719,4.01,27.37,2.27
2023-07-28,6719,3.94,27.86,2.32
2023-07-31,6719,4.04,27.15,2.26
2023-08-01,6719,4.02,27.26,2.27
2023-08-02,6719,4.17,26.32,2.19
2023-08-04,6719,4.17,26.32,2.19
2023-08-07,6719,4.21,26.05,2.16
2023-08-08,6719,4.36,25.17,2.09
2023-08-09,6719,4.44,24.72,2.05
2023-08-10,6719,4.47,24.56,2.04
2023-08-11,6719,4.5,57.68,2.22
2023-08-14,6719,4.59,56.51,2.18
2023-08-15,6719,4.69,55.34,2.13
2023-08-16,6719,4.64,55.86,2.15
2023-08-17,6719,4.53,57.29,2.21
2023-08-18,6719,4.63,55.99,2.16
2023-08-21,6719,4.67,55.6,2.14
2023-08-22,6719,4.73,54.82,2.11
2023-08-23,6719,4.67,55.6,2.14
2023-08-24,6719,4.68,55.47,2.14
2023-08-25,6719,4.73,54.82,2.11
2023-08-28,6719,4.61,56.25,2.17
2023-08-29,6719,4.51,57.55,2.22
2023-08-30,6719,4.5,57.68,2.22
2023-08-31,6719,4.48,57.94,2.23
2023-09-01,6719,4.18,61.98,2.39
2023-09-04,6719,4.21,61.59,2.37
2023-09-05,6719,4.2,61.72,2.38
2023-09-06,6719,4.18,61.98,2.39
2023-09-07,6719,4.21,61.59,2.37
2023-09-08,6719,4.22,61.46,2.37
2023-09-11,6719,4.29,60.42,2.33
2023-09-12,6719,4.12,62.89,2.42
2023-09-13,6719,4.11,63.15,2.43
2023-09-14,6719,4.14,62.63,2.41
2023-09-15,6719,4.0,64.84,2.5
2023-09-18,6719,4.0,64.84,2.5
2023-09-19,6719,4.02,64.58,2.49
2023-09-20,6719,4.15,62.5,2.41
2023-09-21,6719,4.15,62.5,2.41
2023-09-22,6719,4.14,62.63,2.41
2023-09-25,6719,4.07,63.67,2.45
2023-09-26,6719,4.13,62.76,2.42
2023-09-27,6719,4.01,64.71,2.49
2023-09-28,6719,4.05,64.06,2.47
2023-10-02,6719,4.07,63.67,2.45
2023-10-03,6719,4.13,62.76,2.42
2023-10-04,6719,4.24,61.2,2.36
2023-10-05,6719,4.02,64.45,2.48
2023-10-06,6719,3.97,65.36,2.52
2023-10-11,6719,4.06,63.93,2.46
2023-10-12,6719,4.07,63.8,2.46
2023-10-13,6719,3.95,65.63,2.53
2023-10-16,6719,4.02,64.58,2.49
2023-10-17,6719,3.97,65.36,2.52
2023-10-18,6719,4.04,64.19,2.47
2023-10-19,6719,4.12,63.02,2.43
2023-10-20,6719,4.12,62.89,2.42
2023-10-23,6719,4.21,61.59,2.37
2023-10-24,6719,4.19,61.85,2.38
2023-10-25,6719,3.97,65.36,2.52
2023-10-26,6719,4.08,63.54,2.45
2023-10-27,6719,4.14,62.63,2.41
2023-10-30,6719,4.03,64.32,2.48
2023-10-31,6719,4.14,62.63,2.41
2023-11-01,6719,4.02,64.45,2.48
2023-11-02,6719,3.98,65.23,2.51
2023-11-03,6719,4.05,64.06,2.47
2023-11-06,6719,3.93,66.02,2.54
2023-11-07,6719,3.94,65.89,2.54
2023-11-08,6719,3.91,364.29,2.54
2023-11-09,6719,3.88,367.14,2.56
2023-11-10,6719,3.91,364.29,2.54
2023-11-13,6719,3.81,373.57,2.61
2023-11-14,6719,3.88,367.14,2.56
2023-11-15,6719,3.82,372.14,2.6
2023-11-16,6719,3.78,376.43,2.63
2023-11-17,6719,3.73,381.43,2.66
2023-11-20,6719,3.74,380.0,2.65
2023-11-21,6719,3.73,381.43,2.66
2023-11-22,6719,3.68,387.14,2.7
2023-11-23,6719,3.66,388.57,2.71
2023-11-24,6719,3.62,393.57,2.75
2023-11-27,6719,3.77,377.86,2.64
2023-11-28,6719,3.66,389.29,2.72
2023-11-29,6719,3.58,397.14,2.77
2023-11-30,6719,3.55,400.71,2.8
2023-12-01,6719,3.59,396.43,2.77
2023-12-04,6719,3.49,407.86,2.85
2023-12-05,6719,3.59,396.43,2.77
2023-12-06,6719,3.58,397.86,2.78
2023-12-07,6719,3.71,383.57,2.68
2023-12-08,6719,3.6,395.71,2.76
