date,stock_id,dividend_yield,PER,PBR
2023-07-17,1603,1.37,16.61,0.97
2023-07-18,1603,1.4,16.25,0.95
2023-07-19,1603,1.42,16.0,0.93
2023-07-20,1603,1.39,16.3,0.95
2023-07-21,1603,1.39,16.32,0.95
2023-07-24,1603,1.39,16.41,0.96
2023-07-25,1603,1.34,16.98,0.99
2023-07-26,1603,1.36,16.66,0.97
2023-07-27,1603,1.38,16.52,0.96
2023-07-28,1603,1.43,15.84,0.92
2023-07-31,1603,1.4,16.25,0.95
2023-08-01,1603,1.39,16.3,0.95
2023-08-02,1603,1.39,16.39,0.96
2023-08-04,1603,1.42,16.05,0.94
2023-08-07,1603,1.39,16.36,0.95
2023-08-08,1603,1.36,16.73,0.98
2023-08-09,1603,1.36,16.73,0.98
2023-08-10,1603,1.42,16.0,0.93
2023-08-11,1603,1.42,13.84,0.92
2023-08-14,1603,1.45,13.54,0.9
2023-08-15,1603,1.43,13.74,0.92
2023-08-16,1603,1.41,13.92,0.93
2023-08-17,1603,1.36,14.51,0.97
2023-08-18,1603,1.35,14.55,0.97
2023-08-21,1603,1.32,14.92,0.99
2023-08-22,1603,1.35,14.59,0.97
2023-08-23,1603,1.35,14.57,0.97
2023-08-24,1603,1.36,14.49,0.96
2023-08-25,1603,1.38,14.25,0.95
2023-08-28,1603,1.43,13.8,0.92
2023-08-29,1603,1.43,13.72,0.91
2023-08-30,1603,1.42,13.9,0.93
2023-08-31,1603,1.35,14.61,0.97
2023-09-01,1603,1.35,14.57,0.97
2023-09-04,1603,1.41,13.98,0.93
2023-09-05,1603,1.43,13.8,0.92
2023-09-06,1603,1.46,13.44,0.9
2023-09-07,1603,1.46,13.52,0.9
2023-09-08,1603,1.55,12.68,0.84
2023-09-11,1603,1.59,12.34,0.82
2023-09-12,1603,1.59,12.38,0.82
2023-09-13,1603,1.56,12.62,0.84
2023-09-14,1603,1.54,12.81,0.85
2023-09-15,1603,1.52,12.95,0.86
2023-09-18,1603,1.54,12.81,0.85
2023-09-19,1603,1.52,12.93,0.86
2023-09-20,1603,1.54,12.81,0.85
2023-09-21,1603,1.54,12.8,0.85
2023-09-22,1603,1.54,12.8,0.85
2023-09-25,1603,1.51,13.07,0.87
2023-09-26,1603,1.43,13.72,0.91
2023-09-27,1603,1.44,13.66,0.91
2023-09-28,1603,1.39,14.19,0.95
2023-10-02,1603,1.34,14.67,0.98
2023-10-03,1603,1.34,14.72,0.98
2023-10-04,1603,1.25,15.75,1.05
2023-10-05,1603,1.29,15.28,1.02
2023-10-06,1603,1.28,15.35,1.02
2023-10-11,1603,1.29,15.31,1.02
2023-10-12,1603,1.18,16.71,1.11
2023-10-13,1603,1.22,16.2,1.08
2023-10-16,1603,1.25,15.75,1.05
2023-10-17,1603,1.29,15.28,1.02
2023-10-18,1603,1.32,14.88,0.99
2023-10-19,1603,1.34,14.65,0.98
2023-10-20,1603,1.38,14.25,0.95
2023-10-23,1603,1.4,14.09,0.94
2023-10-24,1603,1.39,14.17,0.94
2023-10-25,1603,1.37,14.35,0.96
2023-10-26,1603,1.41,13.98,0.93
2023-10-27,1603,1.43,13.8,0.92
2023-10-30,1603,1.43,13.72,0.91
2023-10-31,1603,1.48,13.33,0.89
2023-11-01,1603,1.49,13.19,0.88
2023-11-02,1603,1.46,13.5,0.9
2023-11-03,1603,1.43,13.8,0.92
2023-11-06,1603,1.4,14.07,0.94
2023-11-07,1603,1.4,14.07,0.94
2023-11-08,1603,1.4,14.04,0.93
2023-11-09,1603,1.42,13.88,0.92
2023-11-10,1603,1.43,13.8,0.92
2023-11-13,1603,1.44,13.54,0.89
2023-11-14,1603,1.44,13.55,0.89
2023-11-15,1603,1.42,13.71,0.9
2023-11-16,1603,1.42,13.71,0.9
