date,stock_id,dividend_yield,PER,PBR
2023-07-17,6515,2.67,25.34,9.19
2023-07-18,6515,2.68,25.21,9.15
2023-07-19,6515,2.65,25.46,9.24
2023-07-20,6515,2.71,24.97,9.06
2023-07-21,6515,2.69,25.09,9.1
2023-07-24,6515,2.68,25.25,9.16
2023-07-25,6515,2.62,25.8,9.36
2023-07-26,6515,2.75,24.6,8.92
2023-07-27,6515,2.75,24.57,8.91
2023-07-28,6515,2.7,25.06,9.09
2023-07-31,6515,2.81,24.02,8.71
2023-08-01,6515,2.91,23.22,8.42
2023-08-02,6515,3.06,22.11,8.02
2023-08-04,6515,3.19,21.16,7.68
2023-08-07,6515,3.26,20.7,7.51
2023-08-08,6515,3.4,19.87,7.21
2023-08-09,6515,3.45,19.59,7.11
2023-08-10,6515,3.67,18.4,6.67
2023-08-11,6515,3.65,19.8,6.43
2023-08-14,6515,3.75,19.24,6.24
2023-08-15,6515,3.77,19.14,6.21
2023-08-16,6515,3.75,19.27,6.26
2023-08-17,6515,3.63,19.89,6.46
2023-08-18,6515,3.7,19.53,6.34
2023-08-21,6515,3.68,19.63,6.37
2023-08-22,6515,3.69,19.57,6.35
2023-08-23,6515,3.66,19.73,6.4
2023-08-24,6515,3.57,20.22,6.56
2023-08-25,6515,3.65,19.76,6.42
2023-08-28,6515,3.67,19.67,6.38
2023-08-29,6515,3.64,19.86,6.45
2023-08-30,6515,3.65,19.76,6.42
2023-08-31,6515,3.67,19.67,6.38
2023-09-01,6515,3.74,19.34,6.28
2023-09-04,6515,3.6,20.06,6.51
2023-09-05,6515,3.44,20.98,6.81
2023-09-06,6515,3.3,21.86,7.1
2023-09-07,6515,3.42,21.14,6.86
2023-09-08,6515,3.48,20.75,6.73
2023-09-11,6515,3.59,20.12,6.53
2023-09-12,6515,3.59,20.12,6.53
2023-09-13,6515,3.37,21.41,6.95
2023-09-14,6515,3.23,22.39,7.27
2023-09-15,6515,3.24,22.26,7.23
2023-09-18,6515,3.42,21.14,6.86
2023-09-19,6515,3.44,21.01,6.82
2023-09-20,6515,3.22,22.46,7.29
2023-09-21,6515,3.29,21.96,7.13
2023-09-22,6515,3.25,22.19,7.2
2023-09-25,6515,3.3,21.86,7.1
2023-09-26,6515,3.36,21.5,6.98
2023-09-27,6515,3.33,21.7,7.04
2023-09-28,6515,3.24,22.26,7.23
2023-10-02,6515,3.24,22.32,7.25
2023-10-03,6515,3.22,22.46,7.29
2023-10-04,6515,3.19,22.62,7.34
2023-10-05,6515,3.15,22.95,7.45
2023-10-06,6515,3.18,22.72,7.37
2023-10-11,6515,3.28,22.0,7.14
2023-10-12,6515,3.26,22.16,7.19
2023-10-13,6515,3.4,21.24,6.89
2023-10-16,6515,3.51,20.58,6.68
2023-10-17,6515,3.56,20.29,6.59
2023-10-18,6515,3.47,20.81,6.76
2023-10-19,6515,3.54,20.39,6.62
2023-10-20,6515,3.51,20.55,6.67
2023-10-23,6515,3.48,20.75,6.73
2023-10-24,6515,3.34,21.6,7.01
2023-10-25,6515,3.27,22.09,7.17
2023-10-26,6515,3.3,21.86,7.1
2023-10-27,6515,3.42,21.11,6.85
2023-10-30,6515,3.32,21.77,7.07
2023-10-31,6515,3.46,20.85,6.77
2023-11-01,6515,3.47,20.81,6.76
2023-11-02,6515,3.29,21.96,7.13
2023-11-03,6515,3.33,21.67,7.03
2023-11-06,6515,3.26,22.13,7.18
2023-11-07,6515,3.24,22.26,7.23
2023-11-08,6515,3.29,21.93,7.12
2023-11-09,6515,3.34,21.63,7.02
2023-11-10,6515,3.37,28.01,6.65
2023-11-13,6515,3.26,28.99,6.88
