date,stock_id,dividend_yield,PER,PBR
2023-07-17,2812,4.57,14.32,1.11
2023-07-18,2812,4.75,13.77,1.07
2023-07-19,2812,4.8,13.64,1.05
2023-07-20,2812,4.82,13.59,1.05
2023-07-21,2812,4.83,13.55,1.05
2023-07-24,2812,4.86,13.45,1.04
2023-07-25,2812,4.83,13.55,1.05
2023-07-26,2812,4.78,13.68,1.06
2023-07-27,2812,4.78,13.68,1.06
2023-07-28,2812,4.8,13.64,1.05
2023-07-31,2812,4.83,13.55,1.05
2023-08-01,2812,4.8,13.64,1.05
2023-08-02,2812,4.85,13.5,1.04
2023-08-04,2812,4.85,13.5,1.04
2023-08-07,2812,4.83,13.55,1.05
2023-08-08,2812,4.86,13.45,1.04
2023-08-09,2812,4.85,13.5,1.04
2023-08-10,2812,4.85,13.5,1.04
2023-08-11,2812,4.83,13.55,1.05
2023-08-14,2812,4.9,13.36,1.03
2023-08-15,2812,4.91,12.63,1.02
2023-08-16,2812,4.97,12.5,1.01
2023-08-17,2812,4.95,12.54,1.02
2023-08-18,2812,4.95,12.54,1.02
2023-08-21,2812,4.91,12.63,1.02
2023-08-22,2812,4.91,12.63,1.02
2023-08-23,2812,4.93,12.59,1.02
2023-08-24,2812,4.91,12.63,1.02
2023-08-25,2812,4.93,12.59,1.02
2023-08-28,2812,4.9,12.67,1.03
2023-08-29,2812,4.86,12.76,1.03
2023-08-30,2812,4.86,12.76,1.03
2023-08-31,2812,4.88,12.72,1.03
2023-09-01,2812,4.85,12.8,1.04
2023-09-04,2812,4.83,12.84,1.04
2023-09-05,2812,4.83,12.84,1.04
2023-09-06,2812,4.86,12.76,1.03
2023-09-07,2812,4.88,12.72,1.03
2023-09-08,2812,4.86,12.76,1.03
2023-09-11,2812,4.86,12.76,1.03
2023-09-12,2812,4.85,12.8,1.04
2023-09-13,2812,4.83,12.84,1.04
2023-09-14,2812,4.83,12.84,1.04
2023-09-15,2812,4.82,12.89,1.04
2023-09-18,2812,4.83,12.84,1.04
2023-09-19,2812,4.85,12.8,1.04
2023-09-20,2812,4.83,12.84,1.04
2023-09-21,2812,4.88,12.72,1.03
2023-09-22,2812,4.88,12.72,1.03
2023-09-25,2812,4.86,12.76,1.03
2023-09-26,2812,4.9,12.67,1.03
2023-09-27,2812,4.9,12.67,1.03
2023-09-28,2812,4.91,12.63,1.02
2023-10-02,2812,4.88,12.72,1.03
2023-10-03,2812,4.86,12.76,1.03
2023-10-04,2812,4.9,12.67,1.03
2023-10-05,2812,4.9,12.67,1.03
2023-10-06,2812,4.88,12.72,1.03
2023-10-11,2812,4.82,12.89,1.04
2023-10-12,2812,4.8,12.93,1.05
2023-10-13,2812,4.82,12.89,1.04
2023-10-16,2812,4.82,12.89,1.04
2023-10-17,2812,4.83,12.84,1.04
2023-10-18,2812,4.83,12.84,1.04
2023-10-19,2812,4.83,12.84,1.04
2023-10-20,2812,4.85,12.8,1.04
2023-10-23,2812,4.86,12.76,1.03
2023-10-24,2812,4.88,12.72,1.03
2023-10-25,2812,4.88,12.72,1.03
2023-10-26,2812,4.88,12.72,1.03
2023-10-27,2812,4.9,12.67,1.03
2023-10-30,2812,4.91,12.63,1.02
2023-10-31,2812,4.9,12.67,1.03
2023-11-01,2812,4.9,12.67,1.03
2023-11-02,2812,4.86,12.76,1.03
2023-11-03,2812,4.86,12.76,1.03
2023-11-06,2812,4.83,12.84,1.04
2023-11-07,2812,4.85,12.8,1.04
2023-11-08,2812,4.85,12.8,1.04
2023-11-09,2812,4.83,12.31,1.06
2023-11-10,2812,4.83,12.31,1.06
2023-11-13,2812,4.83,12.31,1.06
2023-11-14,2812,4.82,12.36,1.07
2023-11-15,2812,4.8,12.4,1.07
2023-11-16,2812,4.78,12.44,1.07
2023-11-17,2812,4.69,12.69,1.09
2023-11-20,2812,4.68,12.73,1.1
2023-11-21,2812,4.66,12.77,1.1
2023-11-22,2812,4.65,12.81,1.1
2023-11-23,2812,4.59,12.98,1.12
2023-11-24,2812,4.62,12.89,1.11
2023-11-27,2812,4.63,12.85,1.11
2023-11-28,2812,4.6,12.93,1.12
2023-11-29,2812,4.6,12.93,1.12
2023-11-30,2812,4.56,13.06,1.13
2023-12-01,2812,4.57,13.02,1.12
2023-12-04,2812,4.56,13.06,1.13
2023-12-05,2812,4.56,13.06,1.13
2023-12-06,2812,4.49,13.26,1.14
2023-12-07,2812,4.49,13.26,1.14
2023-12-08,2812,4.44,13.39,1.15
2023-12-11,2812,4.38,13.6,1.17
2023-12-12,2812,4.36,13.64,1.18
2023-12-13,2812,4.44,13.39,1.15
2023-12-14,2812,4.4,13.51,1.17
2023-12-15,2812,4.44,13.39,1.15
2023-12-18,2812,4.51,13.18,1.14
2023-12-19,2812,4.57,13.02,1.12
2023-12-20,2812,4.53,13.14,1.13
2023-12-21,2812,4.57,13.02,1.12
2023-12-22,2812,4.59,12.98,1.12
2023-12-25,2812,4.56,13.06,1.13
2023-12-26,2812,4.51,13.18,1.14
2023-12-27,2812,4.53,13.14,1.13
2023-12-28,2812,4.5,13.22,1.14
2023-12-29,2812,4.53,13.14,1.13
2024-01-02,2812,4.53,13.14,1.13
2024-01-03,2812,4.53,13.14,1.13
2024-01-04,2812,4.51,13.18,1.14
2024-01-05,2812,4.51,13.18,1.14
2024-01-08,2812,4.53,13.14,1.13
2024-01-09,2812,4.54,13.1,1.13
2024-01-10,2812,4.46,13.35,1.15
2024-01-11,2812,4.44,13.39,1.15
2024-01-12,2812,4.46,13.35,1.15
2024-01-15,2812,4.47,13.31,1.15
2024-01-16,2812,4.53,13.14,1.13
2024-01-17,2812,4.56,13.06,1.13
2024-01-18,2812,4.54,13.1,1.13
2024-01-19,2812,4.51,13.18,1.14
2024-01-22,2812,4.54,13.1,1.13
2024-01-23,2812,4.51,13.18,1.14
2024-01-24,2812,4.53,13.14,1.13
2024-01-25,2812,4.53,13.14,1.13
2024-01-26,2812,4.5,13.22,1.14
2024-01-29,2812,4.51,13.18,1.14
2024-01-30,2812,4.54,13.1,1.13
2024-01-31,2812,4.59,12.98,1.12
2024-02-01,2812,4.71,12.64,1.09
2024-02-02,2812,4.68,12.73,1.1
2024-02-05,2812,4.69,12.69,1.09
2024-02-15,2812,4.65,12.81,1.1
2024-02-16,2812,4.65,12.81,1.1
2024-02-19,2812,4.62,12.89,1.11
2024-02-20,2812,4.62,12.89,1.11
2024-02-21,2812,4.54,13.1,1.13
2024-02-22,2812,4.56,13.06,1.13
2024-02-23,2812,4.59,12.98,1.12
2024-02-26,2812,4.39,13.55,1.17
2024-02-27,2812,5.85,13.55,1.17
2024-02-29,2812,5.77,13.76,1.19
2024-03-01,2812,5.71,12.82,1.15
2024-03-04,2812,5.73,12.79,1.14
2024-03-05,2812,5.73,12.79,1.14
2024-03-06,2812,5.61,13.05,1.17
2024-03-07,2812,5.6,13.09,1.17
2024-03-08,2812,5.61,13.05,1.17
2024-03-11,2812,5.6,13.09,1.17
2024-03-12,2812,5.55,13.21,1.18
2024-03-13,2812,5.47,13.4,1.2
2024-03-14,2812,5.47,13.4,1.2
2024-03-15,2812,5.58,13.13,1.17
2024-03-18,2812,5.61,13.05,1.17
2024-03-19,2812,5.68,12.9,1.15
2024-03-20,2812,5.73,12.79,1.14
2024-03-21,2812,5.66,12.94,1.16
2024-03-22,2812,5.65,12.98,1.16
2024-03-25,2812,5.68,12.9,1.15
2024-03-26,2812,5.7,12.86,1.15
2024-03-27,2812,5.63,13.02,1.16
2024-03-28,2812,5.63,13.02,1.16
2024-03-29,2812,5.61,13.05,1.17
2024-04-01,2812,5.61,13.05,1.17
2024-04-02,2812,5.65,12.98,1.16
2024-04-03,2812,5.65,12.98,1.16
2024-04-08,2812,5.61,13.05,1.17
2024-04-09,2812,5.6,13.09,1.17
2024-04-10,2812,5.55,13.21,1.18
2024-04-11,2812,5.5,13.32,1.19
2024-04-12,2812,5.57,13.17,1.18
2024-04-15,2812,5.52,13.28,1.19
2024-04-16,2812,5.65,12.98,1.16
2024-04-17,2812,5.55,13.21,1.18
2024-04-18,2812,5.52,13.28,1.19
2024-04-19,2812,5.61,13.05,1.17
2024-04-22,2812,5.55,13.21,1.18
2024-04-23,2812,5.42,13.51,1.21
2024-04-24,2812,5.5,13.32,1.19
2024-04-25,2812,5.5,13.32,1.19
2024-04-26,2812,5.5,13.32,1.19
2024-04-29,2812,5.39,13.59,1.22
2024-04-30,2812,5.42,13.51,1.21
2024-05-02,2812,5.39,13.59,1.22
2024-05-03,2812,5.39,13.59,1.22
2024-05-06,2812,5.32,13.78,1.23
2024-05-07,2812,5.33,13.74,1.23
2024-05-08,2812,5.36,13.66,1.22
2024-05-09,2812,5.38,13.63,1.22
2024-05-10,2812,5.32,13.78,1.23
2024-05-13,2812,5.32,13.78,1.23
2024-05-14,2812,5.36,12.61,1.19
2024-05-15,2812,5.36,12.61,1.19
2024-05-16,2812,5.35,12.64,1.19
2024-05-17,2812,5.3,12.75,1.2
2024-05-20,2812,5.26,12.85,1.21
2024-05-21,2812,5.27,12.82,1.21
2024-05-22,2812,5.19,13.03,1.23
2024-05-23,2812,5.29,12.78,1.2
2024-05-24,2812,5.25,12.89,1.21
2024-05-27,2812,5.26,12.85,1.21
2024-05-28,2812,5.23,12.92,1.22
2024-05-29,2812,5.27,12.82,1.21
2024-05-30,2812,5.29,12.78,1.2
2024-05-31,2812,5.13,13.17,1.24
2024-06-03,2812,5.18,13.06,1.23
2024-06-04,2812,5.19,13.03,1.23
2024-06-05,2812,5.18,13.06,1.23
2024-06-06,2812,5.18,13.06,1.23
2024-06-07,2812,5.16,13.1,1.23
2024-06-11,2812,5.2,12.99,1.22
2024-06-12,2812,5.22,12.96,1.22
2024-06-13,2812,5.22,12.96,1.22
2024-06-14,2812,5.2,12.99,1.22
2024-06-17,2812,5.2,12.99,1.22
2024-06-18,2812,5.19,13.03,1.23
2024-06-19,2812,5.15,13.13,1.24
2024-06-20,2812,5.19,13.03,1.23
2024-06-21,2812,5.18,13.06,1.23
2024-06-24,2812,5.16,13.1,1.23
2024-06-25,2812,5.19,13.03,1.23
2024-06-26,2812,5.23,12.92,1.22
2024-06-27,2812,5.27,12.82,1.21
2024-06-28,2812,5.25,12.89,1.21
2024-07-01,2812,5.23,12.92,1.22
2024-07-02,2812,5.26,12.85,1.21
2024-07-03,2812,5.22,12.96,1.22
2024-07-04,2812,5.19,13.03,1.23
2024-07-05,2812,5.16,13.1,1.23
2024-07-08,2812,5.05,13.38,1.26
2024-07-09,2812,5.05,13.38,1.26
2024-07-10,2812,5.01,13.49,1.27
2024-07-11,2812,4.86,13.91,1.31
2024-07-12,2812,4.82,14.01,1.32
2024-07-15,2812,4.85,13.94,1.31
2024-07-16,2812,4.85,13.94,1.31
2024-07-17,2812,4.86,13.91,1.31
2024-07-18,2812,4.81,14.05,1.32
2024-07-19,2812,4.9,13.8,1.3
2024-07-22,2812,4.91,13.77,1.29
2024-07-23,2812,5.27,12.82,1.21
2024-07-26,2812,5.33,12.68,1.19
2024-07-29,2812,5.32,12.71,1.2
