date,stock_id,dividend_yield,PER,PBR
2023-07-17,6770,3.42,8.05,1.29
2023-07-18,6770,3.38,8.16,1.3
2023-07-19,6770,3.42,8.05,1.29
2023-07-20,6770,3.46,7.97,1.27
2023-07-21,6770,3.49,7.9,1.26
2023-07-24,6770,3.48,7.91,1.27
2023-07-25,6770,3.41,8.07,1.29
2023-07-26,6770,3.47,7.94,1.27
2023-07-27,6770,3.43,8.02,1.28
2023-07-28,6770,3.41,8.07,1.29
2023-07-31,6770,3.44,8.01,1.28
2023-08-01,6770,3.43,8.02,1.28
2023-08-02,6770,3.49,7.9,1.26
2023-08-04,6770,3.49,7.89,1.26
2023-08-07,6770,3.47,7.94,1.27
2023-08-08,6770,3.54,7.78,1.24
2023-08-09,6770,3.53,7.81,1.25
2023-08-10,6770,3.55,13.43,1.23
2023-08-11,6770,3.63,13.15,1.21
2023-08-14,6770,3.69,12.94,1.19
2023-08-15,6770,3.77,12.66,1.16
2023-08-16,6770,3.81,12.52,1.15
2023-08-17,6770,3.84,12.43,1.14
2023-08-18,6770,3.78,12.62,1.16
2023-08-21,6770,3.82,12.48,1.15
2023-08-22,6770,3.84,12.41,1.14
2023-08-23,6770,3.75,12.71,1.17
2023-08-24,6770,3.77,12.64,1.16
2023-08-25,6770,3.83,12.45,1.14
2023-08-28,6770,3.76,12.69,1.16
2023-08-29,6770,3.77,12.64,1.16
2023-08-30,6770,3.7,12.89,1.18
2023-08-31,6770,3.7,12.89,1.18
2023-09-01,6770,3.66,13.03,1.2
2023-09-04,6770,3.65,13.06,1.2
2023-09-05,6770,3.67,12.99,1.19
2023-09-06,6770,3.71,12.87,1.18
2023-09-07,6770,3.71,12.87,1.18
2023-09-08,6770,3.73,12.78,1.17
2023-09-11,6770,3.83,12.45,1.14
2023-09-12,6770,3.79,12.57,1.15
2023-09-13,6770,3.76,12.69,1.16
2023-09-14,6770,3.69,12.92,1.19
2023-09-15,6770,3.67,13.01,1.19
2023-09-18,6770,3.71,12.87,1.18
2023-09-19,6770,3.7,12.89,1.18
2023-09-20,6770,3.78,12.62,1.16
2023-09-21,6770,3.81,12.5,1.15
2023-09-22,6770,3.83,12.45,1.14
2023-09-25,6770,3.77,12.64,1.16
2023-09-26,6770,3.86,12.34,1.13
2023-09-27,6770,3.9,12.22,1.12
2023-09-28,6770,3.88,12.29,1.13
2023-10-02,6770,3.87,12.31,1.13
2023-10-03,6770,3.87,12.31,1.13
2023-10-04,6770,3.95,12.08,1.11
2023-10-05,6770,3.9,12.22,1.12
