date,stock_id,dividend_yield,PER,PBR
2023-07-17,6768,7.72,8.45,0.9
2023-07-18,6768,7.82,8.33,0.89
2023-07-19,6768,7.85,8.31,0.88
2023-07-20,6768,7.8,8.36,0.89
2023-07-21,6768,7.84,8.32,0.88
2023-07-24,6768,7.84,8.32,0.88
2023-07-25,6768,7.81,8.34,0.89
2023-07-26,6768,7.89,8.27,0.88
2023-07-27,6768,7.86,8.29,0.88
2023-07-28,6768,7.86,8.29,0.88
2023-07-31,6768,7.81,8.34,0.89
2023-08-01,6768,7.8,8.36,0.89
2023-08-02,6768,7.87,8.28,0.88
2023-08-04,6768,7.85,8.31,0.88
2023-08-07,6768,7.8,8.36,0.89
2023-08-08,6768,7.86,8.29,0.88
2023-08-09,6768,7.84,8.32,0.88
2023-08-10,6768,7.86,8.29,0.88
2023-08-11,6768,7.89,8.27,0.88
2023-08-14,6768,8.05,8.1,0.86
2023-08-15,6768,8.01,8.14,0.86
2023-08-16,6768,8.16,7.99,0.85
2023-08-17,6768,8.12,8.03,0.85
2023-08-18,6768,8.12,9.28,0.88
2023-08-21,6768,8.0,9.41,0.9
2023-08-22,6768,8.01,9.4,0.9
2023-08-23,6768,7.74,9.73,0.93
2023-08-24,6768,7.89,9.55,0.91
2023-08-25,6768,7.96,9.46,0.9
2023-08-28,6768,7.95,9.47,0.9
2023-08-29,6768,7.92,9.5,0.91
2023-08-30,6768,7.82,9.62,0.92
2023-08-31,6768,7.85,9.59,0.92
2023-09-01,6768,7.79,9.67,0.92
2023-09-04,6768,7.69,9.79,0.93
2023-09-05,6768,7.69,9.79,0.93
2023-09-06,6768,7.78,9.68,0.92
2023-09-07,6768,7.81,9.64,0.92
2023-09-08,6768,7.74,9.73,0.93
2023-09-11,6768,7.82,9.62,0.92
2023-09-12,6768,7.76,9.7,0.93
2023-09-13,6768,7.62,9.88,0.94
2023-09-14,6768,7.6,9.91,0.95
2023-09-15,6768,7.6,9.91,0.95
2023-09-18,6768,7.58,9.94,0.95
2023-09-19,6768,7.52,10.02,0.96
2023-09-20,6768,7.55,9.97,0.95
2023-09-21,6768,7.6,9.91,0.95
2023-09-22,6768,7.6,9.91,0.95
2023-09-25,6768,7.53,10.0,0.95
2023-09-26,6768,7.54,9.98,0.95
2023-09-27,6768,7.6,9.91,0.95
2023-09-28,6768,7.61,9.89,0.94
2023-10-02,6768,7.61,9.89,0.94
2023-10-03,6768,7.56,9.95,0.95
2023-10-04,6768,7.8,9.65,0.92
2023-10-05,6768,7.58,9.94,0.95
2023-10-06,6768,7.5,10.05,0.96
2023-10-11,6768,7.42,10.15,0.97
2023-10-12,6768,7.36,10.23,0.98
2023-10-13,6768,7.43,10.14,0.97
2023-10-16,6768,7.51,10.03,0.96
2023-10-17,6768,7.47,10.08,0.96
2023-10-18,6768,7.43,10.14,0.97
2023-10-19,6768,7.54,9.98,0.95
2023-10-20,6768,7.54,9.98,0.95
2023-10-23,6768,7.61,9.89,0.94
2023-10-24,6768,7.6,9.91,0.95
2023-10-25,6768,7.55,9.97,0.95
2023-10-26,6768,7.66,9.83,0.94
2023-10-27,6768,7.67,9.82,0.94
2023-10-30,6768,7.56,9.95,0.95
