date,stock_id,dividend_yield,PER,PBR
2023-07-17,8105,1.29,14.05,0.88
2023-07-18,8105,1.22,14.91,0.93
2023-07-19,8105,1.22,14.95,0.94
2023-07-20,8105,1.23,14.82,0.93
2023-07-21,8105,1.26,14.45,0.91
2023-07-24,8105,1.29,14.14,0.89
2023-07-25,8105,1.28,14.18,0.89
2023-07-26,8105,1.29,14.05,0.88
2023-07-27,8105,1.24,14.64,0.92
2023-07-28,8105,1.24,14.64,0.92
2023-07-31,8105,1.23,14.77,0.93
2023-08-01,8105,1.23,14.82,0.93
2023-08-02,8105,1.26,14.41,0.9
2023-08-04,8105,1.27,14.32,0.9
2023-08-07,8105,1.29,14.14,0.89
2023-08-08,8105,1.3,14.0,0.88
2023-08-09,8105,1.33,13.68,0.86
2023-08-10,8105,1.39,15.27,0.81
2023-08-11,8105,1.42,14.95,0.8
2023-08-14,8105,1.45,14.63,0.78
2023-08-15,8105,1.44,14.73,0.78
2023-08-16,8105,1.46,14.57,0.78
2023-08-17,8105,1.44,14.73,0.78
2023-08-18,8105,1.47,14.52,0.77
2023-08-21,8105,1.45,14.68,0.78
2023-08-22,8105,1.47,14.52,0.77
2023-08-23,8105,1.45,14.68,0.78
2023-08-24,8105,1.45,14.63,0.78
2023-08-25,8105,1.47,14.52,0.77
2023-08-28,8105,1.49,14.31,0.76
2023-08-29,8105,1.48,14.41,0.77
2023-08-30,8105,1.45,14.68,0.78
2023-08-31,8105,1.45,14.68,0.78
2023-09-01,8105,1.43,14.89,0.79
2023-09-04,8105,1.44,14.79,0.79
2023-09-05,8105,1.44,14.79,0.79
2023-09-06,8105,1.45,14.63,0.78
2023-09-07,8105,1.48,14.41,0.77
2023-09-08,8105,1.48,14.41,0.77
2023-09-11,8105,1.52,13.99,0.74
2023-09-12,8105,1.52,14.04,0.75
2023-09-13,8105,1.5,14.15,0.75
2023-09-14,8105,1.5,14.2,0.76
2023-09-15,8105,1.5,14.2,0.76
2023-09-18,8105,1.5,14.15,0.75
2023-09-19,8105,1.51,14.1,0.75
2023-09-20,8105,1.5,14.15,0.75
2023-09-21,8105,1.53,13.94,0.74
2023-09-22,8105,1.52,13.99,0.74
2023-09-25,8105,1.52,14.04,0.75
2023-09-26,8105,1.54,13.78,0.73
2023-09-27,8105,1.54,13.83,0.74
2023-09-28,8105,1.53,13.94,0.74
2023-10-02,8105,1.52,14.04,0.75
2023-10-03,8105,1.54,13.83,0.74
2023-10-04,8105,1.54,13.83,0.74
2023-10-05,8105,1.53,13.94,0.74
2023-10-06,8105,1.53,13.88,0.74
2023-10-11,8105,1.59,13.4,0.71
2023-10-12,8105,1.56,13.62,0.72
2023-10-13,8105,1.58,13.46,0.72
2023-10-16,8105,1.6,13.3,0.71
2023-10-17,8105,1.6,13.3,0.71
2023-10-18,8105,1.63,13.03,0.69
2023-10-19,8105,1.63,13.03,0.69
2023-10-20,8105,1.67,12.77,0.68
2023-10-23,8105,1.63,13.03,0.69
2023-10-24,8105,1.61,13.19,0.7
2023-10-25,8105,1.59,13.4,0.71
2023-10-26,8105,1.63,13.09,0.7
2023-10-27,8105,1.63,13.09,0.7
2023-10-30,8105,1.62,13.14,0.7
2023-10-31,8105,1.65,12.87,0.68
2023-11-01,8105,1.65,12.87,0.68
2023-11-02,8105,1.63,13.09,0.7
2023-11-03,8105,1.59,13.35,0.71
2023-11-06,8105,1.59,13.4,0.71
2023-11-07,8105,1.61,13.24,0.7
2023-11-08,8105,1.61,13.19,0.7
2023-11-09,8105,1.59,20.24,0.7
2023-11-10,8105,1.58,20.4,0.7
2023-11-13,8105,1.59,20.24,0.7
2023-11-14,8105,1.59,20.24,0.7
2023-11-15,8105,1.57,20.48,0.71
2023-11-16,8105,1.57,20.48,0.71
2023-11-17,8105,1.57,20.48,0.71
2023-11-20,8105,1.55,20.81,0.72
2023-11-21,8105,1.55,20.81,0.72
2023-11-22,8105,1.54,20.89,0.72
2023-11-23,8105,1.54,20.97,0.72
2023-11-24,8105,1.53,21.05,0.72
2023-11-27,8105,1.55,20.81,0.72
2023-11-28,8105,1.54,20.97,0.72
2023-11-29,8105,1.53,21.13,0.73
2023-11-30,8105,1.53,21.05,0.72
2023-12-01,8105,1.52,21.29,0.73
2023-12-04,8105,1.5,21.45,0.74
2023-12-05,8105,1.52,21.29,0.73
2023-12-06,8105,1.53,21.05,0.72
2023-12-07,8105,1.54,20.97,0.72
2023-12-08,8105,1.54,20.97,0.72
2023-12-11,8105,1.54,20.89,0.72
2023-12-12,8105,1.54,20.89,0.72
2023-12-13,8105,1.52,21.21,0.73
2023-12-14,8105,1.52,21.21,0.73
2023-12-15,8105,1.52,21.29,0.73
2023-12-18,8105,1.53,21.05,0.72
2023-12-19,8105,1.55,20.81,0.72
2023-12-20,8105,1.52,21.21,0.73
