date,stock_id,dividend_yield,PER,PBR
2023-07-17,2344,3.47,15.57,1.26
2023-07-18,2344,3.54,15.27,1.24
2023-07-19,2344,3.58,15.11,1.22
2023-07-20,2344,3.6,15.03,1.22
2023-07-21,2344,3.64,14.84,1.2
2023-07-24,2344,3.67,14.73,1.19
2023-07-25,2344,3.68,14.68,1.19
2023-07-26,2344,3.73,14.49,1.17
2023-07-27,2344,3.55,15.24,1.23
2023-07-28,2344,3.5,15.46,1.25
2023-07-31,2344,3.41,15.86,1.28
2023-08-01,2344,3.41,15.84,1.28
2023-08-02,2344,3.56,15.19,1.23
2023-08-04,2344,3.67,42.58,1.22
2023-08-07,2344,3.61,43.28,1.24
2023-08-08,2344,3.69,42.34,1.22
2023-08-09,2344,3.7,42.27,1.21
2023-08-10,2344,3.73,41.88,1.2
2023-08-11,2344,3.73,41.88,1.2
2023-08-14,2344,3.93,39.77,1.14
2023-08-15,2344,3.82,40.86,1.17
2023-08-16,2344,3.9,40.08,1.15
2023-08-17,2344,3.86,40.47,1.16
2023-08-18,2344,3.9,40.08,1.15
2023-08-21,2344,3.92,39.84,1.14
2023-08-22,2344,3.96,39.45,1.13
2023-08-23,2344,3.89,40.16,1.15
2023-08-24,2344,3.81,41.02,1.18
2023-08-25,2344,3.88,40.23,1.16
2023-08-28,2344,3.93,39.77,1.14
2023-08-29,2344,3.82,40.94,1.18
2023-08-30,2344,3.8,41.09,1.18
2023-08-31,2344,3.8,41.17,1.18
2023-09-01,2344,3.69,42.34,1.22
2023-09-04,2344,3.68,42.42,1.22
2023-09-05,2344,3.68,42.5,1.22
2023-09-06,2344,3.72,41.95,1.2
2023-09-07,2344,3.72,42.03,1.21
2023-09-08,2344,3.75,41.72,1.2
2023-09-11,2344,3.78,41.33,1.19
2023-09-12,2344,3.72,42.03,1.21
2023-09-13,2344,3.71,42.11,1.21
2023-09-14,2344,3.66,42.66,1.22
2023-09-15,2344,3.55,43.98,1.26
2023-09-18,2344,3.6,43.44,1.25
2023-09-19,2344,3.59,43.52,1.25
2023-09-20,2344,3.77,41.41,1.19
2023-09-21,2344,3.77,41.41,1.19
2023-09-22,2344,3.8,41.17,1.18
2023-09-25,2344,3.82,40.94,1.18
2023-09-26,2344,3.89,40.16,1.15
2023-09-27,2344,3.88,40.23,1.16
2023-09-28,2344,3.95,39.53,1.14
2023-10-02,2344,3.91,40.0,1.15
2023-10-03,2344,3.87,40.39,1.16
2023-10-04,2344,3.92,39.84,1.14
2023-10-05,2344,3.74,41.8,1.2
2023-10-06,2344,3.64,42.89,1.23
2023-10-11,2344,3.58,43.67,1.25
2023-10-12,2344,3.46,45.16,1.3
2023-10-13,2344,3.53,44.3,1.27
2023-10-16,2344,3.84,40.7,1.17
2023-10-17,2344,3.76,41.56,1.19
2023-10-18,2344,3.85,40.55,1.16
2023-10-19,2344,3.79,41.25,1.18
2023-10-20,2344,3.84,40.7,1.17
2023-10-23,2344,3.87,40.39,1.16
2023-10-24,2344,3.84,40.7,1.17
2023-10-25,2344,3.88,40.31,1.16
2023-10-26,2344,4.06,38.52,1.11
2023-10-27,2344,4.07,38.44,1.1
2023-10-30,2344,3.94,39.61,1.14
2023-10-31,2344,4.01,38.98,1.12
2023-11-01,2344,4.01,38.98,1.12
2023-11-02,2344,3.91,0.0,1.17
2023-11-03,2344,3.94,0.0,1.16
2023-11-06,2344,3.87,0.0,1.19
2023-11-07,2344,3.94,0.0,1.17
2023-11-08,2344,3.94,0.0,1.17
2023-11-09,2344,3.98,0.0,1.15
2023-11-10,2344,4.0,0.0,1.15
2023-11-13,2344,3.92,0.0,1.17
2023-11-14,2344,3.82,0.0,1.2
2023-11-15,2344,3.5,0.0,1.31
2023-11-16,2344,3.62,0.0,1.27
2023-11-17,2344,3.62,0.0,1.27
2023-11-20,2344,3.59,0.0,1.28
2023-11-21,2344,3.6,0.0,1.28
2023-11-22,2344,3.62,0.0,1.27
2023-11-23,2344,3.64,0.0,1.26
2023-11-24,2344,3.65,0.0,1.26
2023-11-27,2344,3.73,0.0,1.23
2023-11-28,2344,3.59,0.0,1.28
2023-11-29,2344,3.51,0.0,1.31
2023-11-30,2344,3.53,0.0,1.3
2023-12-01,2344,3.56,0.0,1.29
2023-12-04,2344,3.56,0.0,1.29
2023-12-05,2344,3.64,0.0,1.26
2023-12-06,2344,3.68,0.0,1.25
2023-12-07,2344,3.7,0.0,1.24
2023-12-08,2344,3.65,0.0,1.26
2023-12-11,2344,3.6,0.0,1.28
2023-12-12,2344,3.64,0.0,1.26
2023-12-13,2344,3.63,0.0,1.26
2023-12-14,2344,3.63,0.0,1.26
2023-12-15,2344,3.5,0.0,1.31
2023-12-18,2344,3.5,0.0,1.31
2023-12-19,2344,3.59,0.0,1.28
2023-12-20,2344,3.58,0.0,1.28
2023-12-21,2344,3.52,0.0,1.3
2023-12-22,2344,3.51,0.0,1.31
2023-12-25,2344,3.55,0.0,1.29
2023-12-26,2344,3.45,0.0,1.33
2023-12-27,2344,3.36,0.0,1.36
2023-12-28,2344,3.25,0.0,1.41
2023-12-29,2344,3.28,0.0,1.4
2024-01-02,2344,3.33,0.0,1.38
2024-01-03,2344,3.41,0.0,1.35
2024-01-04,2344,3.44,0.0,1.33
2024-01-05,2344,3.47,0.0,1.32
2024-01-08,2344,3.5,0.0,1.31
2024-01-09,2344,3.56,0.0,1.29
2024-01-10,2344,3.56,0.0,1.29
2024-01-11,2344,3.59,0.0,1.28
2024-01-12,2344,3.58,0.0,1.28
2024-01-15,2344,3.45,0.0,1.33
2024-01-16,2344,3.56,0.0,1.29
2024-01-17,2344,3.72,0.0,1.23
2024-01-18,2344,3.64,0.0,1.26
2024-01-19,2344,3.62,0.0,1.27
2024-01-22,2344,3.58,0.0,1.28
2024-01-23,2344,3.55,0.0,1.29
2024-01-24,2344,3.58,0.0,1.28
2024-01-25,2344,3.59,0.0,1.28
2024-01-26,2344,3.57,0.0,1.28
2024-01-29,2344,3.58,0.0,1.28
2024-01-30,2344,3.66,0.0,1.25
2024-01-31,2344,3.68,0.0,1.25
2024-02-01,2344,3.66,0.0,1.25
2024-02-02,2344,3.7,0.0,1.24
2024-02-05,2344,3.69,0.0,1.24
2024-02-15,2344,3.8,0.0,1.21
2024-02-16,2344,3.68,0.0,1.23
2024-02-19,2344,3.61,0.0,1.25
2024-02-20,2344,3.66,0.0,1.24
2024-02-21,2344,3.61,0.0,1.25
2024-02-22,2344,3.58,0.0,1.26
2024-02-23,2344,3.62,0.0,1.25
2024-02-26,2344,3.63,0.0,1.25
2024-02-27,2344,3.64,0.0,1.24
2024-02-29,2344,3.58,0.0,1.27
2024-03-01,2344,3.61,0.0,1.25
2024-03-04,2344,3.6,0.0,1.26
2024-03-05,2344,3.63,0.0,1.25
2024-03-06,2344,3.68,0.0,1.23
2024-03-07,2344,3.62,0.0,1.25
2024-03-08,2344,3.62,0.0,1.25
2024-03-11,2344,3.64,0.0,1.24
2024-03-12,2344,3.64,0.0,1.25
2024-03-13,2344,3.73,0.0,1.21
2024-03-14,2344,3.73,0.0,1.21
2024-03-15,2344,3.77,0.0,1.2
