date,stock_id,dividend_yield,PER,PBR
2023-07-17,2885,3.97,14.26,1.11
2023-07-18,2885,3.94,14.35,1.12
2023-07-19,2885,3.94,14.35,1.12
2023-07-20,2885,3.89,14.55,1.14
2023-07-21,2885,3.89,14.52,1.14
2023-07-24,2885,3.94,14.35,1.12
2023-07-25,2885,3.92,14.43,1.13
2023-07-26,2885,3.87,14.61,1.14
2023-07-27,2885,3.85,14.7,1.15
2023-07-28,2885,3.89,14.52,1.14
2023-07-31,2885,3.89,14.52,1.14
2023-08-01,2885,3.82,14.82,1.16
2023-08-02,2885,3.89,14.55,1.14
2023-08-04,2885,3.9,14.49,1.13
2023-08-07,2885,3.85,14.7,1.15
2023-08-08,2885,3.78,14.94,1.17
2023-08-09,2885,3.78,14.97,1.17
2023-08-10,2885,3.75,15.06,1.18
2023-08-11,2885,3.84,14.73,1.15
2023-08-14,2885,3.91,14.46,1.13
2023-08-15,2885,3.93,14.4,1.13
2023-08-16,2885,3.98,14.2,1.11
2023-08-17,2885,4.0,14.14,1.11
2023-08-18,2885,3.97,14.26,1.11
2023-08-21,2885,3.97,14.23,1.11
2023-08-22,2885,3.98,14.2,1.11
2023-08-23,2885,3.93,12.16,1.13
2023-08-24,2885,3.89,12.29,1.15
2023-08-25,2885,3.89,12.26,1.14
2023-08-28,2885,3.89,12.26,1.14
2023-08-29,2885,3.85,12.39,1.16
2023-08-30,2885,3.83,12.46,1.16
2023-08-31,2885,3.89,12.26,1.14
2023-09-01,2885,3.84,12.44,1.16
2023-09-04,2885,3.88,12.31,1.15
2023-09-05,2885,3.93,12.16,1.13
2023-09-06,2885,3.92,12.19,1.14
2023-09-07,2885,3.85,12.41,1.16
2023-09-08,2885,3.85,12.39,1.16
2023-09-11,2885,3.85,12.41,1.16
2023-09-12,2885,3.83,12.46,1.16
2023-09-13,2885,3.8,12.56,1.17
2023-09-14,2885,3.77,12.66,1.18
2023-09-15,2885,3.75,12.74,1.19
2023-09-18,2885,3.74,12.76,1.19
2023-09-19,2885,3.69,12.94,1.21
2023-09-20,2885,3.74,12.76,1.19
2023-09-21,2885,3.8,12.56,1.17
2023-09-22,2885,3.78,12.61,1.18
2023-09-25,2885,3.77,12.66,1.18
2023-09-26,2885,3.8,12.56,1.17
2023-09-27,2885,3.78,12.64,1.18
2023-09-28,2885,3.79,12.59,1.17
2023-10-02,2885,3.81,12.54,1.17
2023-10-03,2885,3.85,12.39,1.16
2023-10-04,2885,3.92,12.19,1.14
2023-10-05,2885,3.87,12.34,1.15
2023-10-06,2885,3.83,12.46,1.16
2023-10-11,2885,3.73,12.81,1.19
2023-10-12,2885,3.7,12.89,1.2
2023-10-13,2885,3.73,12.79,1.19
2023-10-16,2885,3.72,12.84,1.2
2023-10-17,2885,3.75,12.71,1.19
2023-10-18,2885,3.72,12.84,1.2
2023-10-19,2885,3.78,12.61,1.18
2023-10-20,2885,3.84,12.44,1.16
2023-10-23,2885,3.89,12.26,1.14
2023-10-24,2885,3.89,12.29,1.15
2023-10-25,2885,3.86,12.36,1.15
2023-10-26,2885,3.9,12.24,1.14
2023-10-27,2885,3.89,12.26,1.14
2023-10-30,2885,3.94,12.11,1.13
2023-10-31,2885,3.91,12.21,1.14
2023-11-01,2885,3.89,12.26,1.14
2023-11-02,2885,3.88,12.31,1.15
2023-11-03,2885,3.81,12.54,1.17
2023-11-06,2885,3.82,12.51,1.17
2023-11-07,2885,3.79,12.59,1.17
2023-11-08,2885,3.8,12.56,1.17
2023-11-09,2885,3.8,12.56,1.17
2023-11-10,2885,3.8,12.56,1.17
2023-11-13,2885,3.8,12.56,1.17
2023-11-14,2885,3.79,12.59,1.17
2023-11-15,2885,3.75,12.71,1.19
2023-11-16,2885,3.73,12.79,1.19
2023-11-17,2885,3.75,12.74,1.19
2023-11-20,2885,3.75,12.74,1.19
2023-11-21,2885,3.7,12.85,1.17
2023-11-22,2885,3.71,12.8,1.17
2023-11-23,2885,3.7,12.85,1.17
2023-11-24,2885,3.68,12.9,1.18
2023-11-27,2885,3.68,12.93,1.18
2023-11-28,2885,3.64,13.05,1.19
2023-11-29,2885,3.66,12.98,1.18
2023-11-30,2885,3.65,13.0,1.19
2023-12-01,2885,3.64,13.05,1.19
2023-12-04,2885,3.61,13.18,1.2
2023-12-05,2885,3.6,13.2,1.2
2023-12-06,2885,3.59,13.23,1.21
2023-12-07,2885,3.58,13.25,1.21
2023-12-08,2885,3.58,13.28,1.21
2023-12-11,2885,3.58,13.28,1.21
2023-12-12,2885,3.54,13.4,1.22
2023-12-13,2885,3.55,13.38,1.22
2023-12-14,2885,3.52,13.5,1.23
2023-12-15,2885,3.52,13.5,1.23
2023-12-18,2885,3.51,13.53,1.23
2023-12-19,2885,3.56,13.35,1.22
2023-12-20,2885,3.58,13.28,1.21
2023-12-21,2885,3.59,13.23,1.21
2023-12-22,2885,3.54,13.4,1.22
2023-12-25,2885,3.57,13.3,1.21
2023-12-26,2885,3.54,13.43,1.22
2023-12-27,2885,3.5,13.58,1.24
2023-12-28,2885,3.47,13.68,1.25
2023-12-29,2885,3.44,13.8,1.26
2024-01-02,2885,3.42,13.88,1.27
2024-01-03,2885,3.53,13.48,1.23
2024-01-04,2885,3.49,13.6,1.24
2024-01-05,2885,3.53,13.48,1.23
2024-01-08,2885,3.53,13.45,1.23
2024-01-09,2885,3.54,13.4,1.22
2024-01-10,2885,3.58,13.25,1.21
2024-01-11,2885,3.54,13.4,1.22
2024-01-12,2885,3.56,13.33,1.22
2024-01-15,2885,3.56,13.35,1.22
2024-01-16,2885,3.62,13.13,1.2
2024-01-17,2885,3.68,12.9,1.18
2024-01-18,2885,3.68,12.9,1.18
2024-01-19,2885,3.63,13.1,1.19
2024-01-22,2885,3.61,13.18,1.2
2024-01-23,2885,3.58,13.28,1.21
2024-01-24,2885,3.57,13.3,1.21
2024-01-25,2885,3.55,13.38,1.22
2024-01-26,2885,3.53,13.48,1.23
2024-01-29,2885,3.51,13.55,1.24
2024-01-30,2885,3.54,13.43,1.22
2024-01-31,2885,3.51,13.53,1.23
2024-02-01,2885,3.51,13.53,1.23
2024-02-02,2885,3.53,13.45,1.23
2024-02-05,2885,3.52,13.5,1.23
2024-02-15,2885,3.52,13.5,1.23
2024-02-16,2885,3.5,13.58,1.24
2024-02-19,2885,3.46,13.73,1.25
2024-02-20,2885,3.41,13.93,1.27
2024-02-21,2885,3.47,13.68,1.25
2024-02-22,2885,3.45,13.78,1.26
2024-02-23,2885,3.48,13.65,1.24
2024-02-26,2885,3.51,13.55,1.24
2024-02-27,2885,3.49,13.6,1.24
2024-02-29,2885,3.46,13.73,1.25
2024-03-01,2885,3.48,13.65,1.24
2024-03-04,2885,3.47,13.68,1.25
2024-03-05,2885,3.48,13.65,1.24
2024-03-06,2885,3.45,13.75,1.25
2024-03-07,2885,3.38,14.05,1.28
2024-03-08,2885,3.34,14.23,1.3
2024-03-11,2885,3.33,14.28,1.3
2024-03-12,2885,3.29,14.45,1.32
2024-03-13,2885,3.22,14.75,1.35
2024-03-14,2885,3.14,14.5,1.34
2024-03-15,2885,4.3,14.45,1.34
2024-03-18,2885,4.43,14.04,1.3
2024-03-19,2885,4.45,13.97,1.29
2024-03-20,2885,4.5,13.83,1.28
2024-03-21,2885,4.36,14.26,1.32
2024-03-22,2885,4.41,14.09,1.3
2024-03-25,2885,4.36,14.28,1.32
2024-03-26,2885,4.32,14.4,1.33
2024-03-27,2885,4.29,14.5,1.34
2024-03-28,2885,4.32,14.4,1.33
2024-03-29,2885,4.28,14.55,1.34
2024-04-01,2885,4.32,14.4,1.33
2024-04-02,2885,4.29,14.5,1.34
2024-04-03,2885,4.34,14.33,1.32
2024-04-08,2885,4.29,14.5,1.34
2024-04-09,2885,4.21,14.78,1.37
2024-04-10,2885,4.26,14.59,1.35
2024-04-11,2885,4.26,14.59,1.35
2024-04-12,2885,4.29,14.5,1.34
2024-04-15,2885,4.26,14.62,1.35
2024-04-16,2885,4.34,14.33,1.32
2024-04-17,2885,4.33,14.35,1.33
2024-04-18,2885,4.25,14.64,1.35
2024-04-19,2885,4.35,14.31,1.32
2024-04-22,2885,4.35,14.31,1.32
2024-04-23,2885,4.36,14.26,1.32
2024-04-24,2885,4.28,14.52,1.34
2024-04-25,2885,4.36,14.26,1.32
2024-04-26,2885,4.33,14.35,1.33
2024-04-29,2885,4.19,14.86,1.37
2024-04-30,2885,4.24,14.67,1.35
2024-05-02,2885,4.24,14.67,1.35
2024-05-03,2885,4.26,14.62,1.35
2024-05-06,2885,4.13,15.07,1.39
2024-05-07,2885,4.09,15.22,1.41
2024-05-08,2885,4.09,15.22,1.41
2024-05-09,2885,4.11,15.14,1.4
2024-05-10,2885,4.05,15.36,1.42
2024-05-13,2885,4.06,15.31,1.41
2024-05-14,2885,4.13,15.05,1.39
2024-05-15,2885,4.08,15.24,1.41
2024-05-16,2885,3.99,15.6,1.44
2024-05-17,2885,3.98,15.62,1.44
2024-05-20,2885,4.02,15.48,1.43
2024-05-21,2885,4.06,15.33,1.42
2024-05-22,2885,3.9,14.07,1.41
2024-05-23,2885,3.92,13.99,1.41
2024-05-24,2885,4.0,13.71,1.38
2024-05-27,2885,3.98,13.8,1.39
2024-05-28,2885,3.96,13.86,1.39
2024-05-29,2885,4.08,13.44,1.35
2024-05-30,2885,4.13,13.27,1.33
2024-05-31,2885,4.11,13.35,1.34
2024-06-03,2885,4.09,13.4,1.35
2024-06-04,2885,4.13,13.27,1.33
2024-06-05,2885,4.15,13.21,1.33
2024-06-06,2885,4.1,13.38,1.34
2024-06-07,2885,4.09,13.42,1.35
2024-06-11,2885,4.11,13.33,1.34
2024-06-12,2885,4.13,13.27,1.33
2024-06-13,2885,4.06,13.5,1.36
2024-06-14,2885,4.06,13.5,1.36
2024-06-17,2885,4.02,13.63,1.37
2024-06-18,2885,3.95,13.88,1.39
2024-06-19,2885,3.85,14.24,1.43
