date,stock_id,dividend_yield,PER,PBR
2023-07-17,3711,7.64,8.99,1.83
2023-07-18,3711,7.58,9.07,1.84
2023-07-19,3711,7.81,8.8,1.79
2023-07-20,3711,7.74,8.87,1.8
2023-07-21,3711,7.95,8.64,1.76
2023-07-24,3711,7.95,8.64,1.76
2023-07-25,3711,7.68,8.95,1.82
2023-07-26,3711,7.74,8.87,1.8
2023-07-27,3711,7.71,8.91,1.81
2023-07-28,3711,7.48,9.19,1.87
2023-07-31,3711,7.68,8.95,1.82
2023-08-01,3711,7.71,8.91,1.81
2023-08-02,3711,7.95,8.64,1.76
2023-08-04,3711,8.06,8.52,1.73
2023-08-07,3711,7.88,8.72,1.77
2023-08-08,3711,8.06,8.52,1.73
2023-08-09,3711,7.92,8.68,1.76
2023-08-10,3711,7.92,8.68,1.76
2023-08-11,3711,7.95,10.17,1.71
2023-08-14,3711,8.03,10.08,1.69
2023-08-15,3711,7.99,10.13,1.7
2023-08-16,3711,8.14,9.94,1.67
2023-08-17,3711,8.1,9.99,1.68
2023-08-18,3711,8.21,9.85,1.65
2023-08-21,3711,8.14,9.94,1.67
2023-08-22,3711,8.1,9.99,1.68
2023-08-23,3711,8.03,10.08,1.69
2023-08-24,3711,7.78,10.41,1.75
2023-08-25,3711,7.55,10.73,1.8
2023-08-28,3711,7.39,10.96,1.84
2023-08-29,3711,7.48,10.82,1.81
2023-08-30,3711,7.33,11.05,1.85
2023-08-31,3711,7.45,10.87,1.82
2023-09-01,3711,7.42,10.91,1.83
2023-09-04,3711,7.45,10.87,1.82
2023-09-05,3711,7.42,10.91,1.83
2023-09-06,3711,7.45,10.87,1.82
2023-09-07,3711,7.42,10.91,1.83
2023-09-08,3711,7.55,10.73,1.8
2023-09-11,3711,7.74,10.45,1.75
2023-09-12,3711,7.61,10.64,1.78
2023-09-13,3711,7.81,10.36,1.74
2023-09-14,3711,7.61,10.64,1.78
2023-09-15,3711,7.58,10.68,1.79
2023-09-18,3711,7.74,10.45,1.75
2023-09-19,3711,7.71,10.5,1.76
2023-09-20,3711,7.68,10.54,1.77
2023-09-21,3711,7.85,10.31,1.73
2023-09-22,3711,7.85,10.31,1.73
2023-09-25,3711,7.81,10.36,1.74
2023-09-26,3711,8.06,10.04,1.68
2023-09-27,3711,8.03,10.08,1.69
2023-09-28,3711,8.03,10.08,1.69
2023-10-02,3711,7.92,10.22,1.71
2023-10-03,3711,7.95,10.17,1.71
2023-10-04,3711,8.03,10.08,1.69
2023-10-05,3711,7.85,10.31,1.73
2023-10-06,3711,7.95,10.17,1.71
2023-10-11,3711,7.61,10.64,1.78
2023-10-12,3711,7.55,10.73,1.8
2023-10-13,3711,7.55,10.73,1.8
2023-10-16,3711,7.58,10.68,1.79
2023-10-17,3711,7.58,10.68,1.79
2023-10-18,3711,7.58,10.68,1.79
2023-10-19,3711,7.58,10.68,1.79
2023-10-20,3711,7.42,10.91,1.83
2023-10-23,3711,7.64,10.59,1.78
2023-10-24,3711,7.71,10.5,1.76
2023-10-25,3711,7.71,10.5,1.76
2023-10-26,3711,7.85,10.31,1.73
2023-10-27,3711,7.74,10.45,1.75
2023-10-30,3711,7.85,10.31,1.73
2023-10-31,3711,7.74,10.45,1.75
2023-11-01,3711,7.68,10.54,1.77
2023-11-02,3711,7.58,10.68,1.79
2023-11-03,3711,7.48,10.82,1.81
2023-11-06,3711,7.42,10.91,1.83
2023-11-07,3711,7.48,13.29,1.71
2023-11-08,3711,7.48,13.29,1.71
2023-11-09,3711,7.45,13.35,1.72
2023-11-10,3711,7.48,13.29,1.71
2023-11-13,3711,7.18,13.86,1.78
2023-11-14,3711,7.12,13.97,1.8
2023-11-15,3711,6.98,14.25,1.84
2023-11-16,3711,7.03,14.14,1.82
2023-11-17,3711,7.0,14.2,1.83
2023-11-20,3711,7.09,14.03,1.81
2023-11-21,3711,6.92,14.37,1.85
2023-11-22,3711,6.95,14.31,1.84
2023-11-23,3711,6.92,14.37,1.85
2023-11-24,3711,6.95,14.31,1.84
2023-11-27,3711,6.98,14.25,1.84
2023-11-28,3711,7.0,14.2,1.83
2023-11-29,3711,6.92,14.37,1.85
2023-11-30,3711,6.87,14.48,1.87
2023-12-01,3711,6.87,14.48,1.87
2023-12-04,3711,6.76,14.71,1.89
2023-12-05,3711,6.79,14.65,1.89
2023-12-06,3711,6.81,14.59,1.88
2023-12-07,3711,6.95,14.31,1.84
2023-12-08,3711,6.79,14.65,1.89
2023-12-11,3711,6.71,14.82,1.91
2023-12-12,3711,6.79,14.65,1.89
2023-12-13,3711,6.76,14.71,1.89
2023-12-14,3711,6.58,15.1,1.95
2023-12-15,3711,6.71,14.82,1.91
2023-12-18,3711,6.68,14.88,1.92
2023-12-19,3711,6.68,14.88,1.92
2023-12-20,3711,6.68,14.88,1.92
2023-12-21,3711,6.76,14.71,1.89
2023-12-22,3711,6.68,14.88,1.92
2023-12-25,3711,6.71,14.82,1.91
2023-12-26,3711,6.63,14.99,1.93
2023-12-27,3711,6.58,15.1,1.95
2023-12-28,3711,6.49,15.33,1.97
2023-12-29,3711,6.51,15.27,1.97
2024-01-02,3711,6.58,15.1,1.95
2024-01-03,3711,6.95,14.31,1.84
2024-01-04,3711,6.92,14.37,1.85
2024-01-05,3711,6.95,14.31,1.84
2024-01-08,3711,6.98,14.25,1.84
2024-01-09,3711,6.95,14.31,1.84
2024-01-10,3711,6.95,14.31,1.84
2024-01-11,3711,7.0,14.2,1.83
2024-01-12,3711,6.98,14.25,1.84
2024-01-15,3711,7.0,14.2,1.83
2024-01-16,3711,7.0,14.2,1.83
2024-01-17,3711,7.03,14.14,1.82
2024-01-18,3711,6.92,14.37,1.85
2024-01-19,3711,6.71,14.82,1.91
2024-01-22,3711,6.54,15.21,1.96
2024-01-23,3711,6.54,15.21,1.96
2024-01-24,3711,6.56,15.16,1.95
2024-01-25,3711,6.42,15.5,2.0
2024-01-26,3711,6.42,15.5,2.0
2024-01-29,3711,6.42,15.5,2.0
2024-01-30,3711,6.46,15.38,1.98
2024-01-31,3711,6.46,15.38,1.98
2024-02-01,3711,6.61,15.05,1.94
2024-02-02,3711,6.79,14.65,1.89
2024-02-05,3711,6.76,14.71,1.89
2024-02-15,3711,6.49,15.33,1.97
2024-02-16,3711,6.42,15.5,2.0
2024-02-19,3711,6.46,15.38,1.98
2024-02-20,3711,6.42,15.5,2.0
2024-02-21,3711,6.39,15.55,2.0
2024-02-22,3711,6.35,15.67,2.02
2024-02-23,3711,6.21,16.01,2.06
2024-02-26,3711,6.21,16.01,2.06
2024-02-27,3711,6.37,18.75,2.0
2024-02-29,3711,6.32,18.89,2.01
2024-03-01,3711,6.37,18.75,2.0
2024-03-04,3711,6.21,19.23,2.05
2024-03-05,3711,6.08,19.63,2.09
2024-03-06,3711,5.9,20.24,2.16
2024-03-07,3711,5.38,22.21,2.37
2024-03-08,3711,5.51,21.67,2.31
2024-03-11,3711,5.71,20.92,2.23
2024-03-12,3711,5.58,21.4,2.28
2024-03-13,3711,5.55,21.54,2.3
2024-03-14,3711,5.71,20.92,2.23
2024-03-15,3711,5.75,20.79,2.22
2024-03-18,3711,5.56,21.47,2.29
2024-03-19,3711,5.49,21.74,2.32
2024-03-20,3711,5.62,21.26,2.27
2024-03-21,3711,5.49,21.74,2.32
2024-03-22,3711,5.53,21.6,2.3
2024-03-25,3711,5.58,21.4,2.28
2024-03-26,3711,5.6,21.33,2.27
2024-03-27,3711,5.71,20.92,2.23
2024-03-28,3711,5.67,21.06,2.24
2024-03-29,3711,3.23,21.88,2.33
2024-04-01,3711,3.47,20.38,2.17
2024-04-02,3711,3.39,20.86,2.22
2024-04-03,3711,3.37,20.99,2.24
2024-04-08,3711,3.4,20.79,2.22
2024-04-09,3711,3.33,21.2,2.26
2024-04-10,3711,3.28,21.54,2.3
2024-04-11,3711,3.27,21.6,2.3
2024-04-12,3711,3.24,21.81,2.32
2024-04-15,3711,3.25,21.74,2.32
2024-04-16,3711,3.4,20.79,2.22
2024-04-17,3711,3.33,21.2,2.26
2024-04-18,3711,3.44,20.52,2.19
2024-04-19,3711,3.56,19.84,2.11
2024-04-22,3711,3.6,19.63,2.09
2024-04-23,3711,3.59,19.7,2.1
2024-04-24,3711,3.51,20.11,2.14
2024-04-25,3711,3.59,19.7,2.1
2024-04-26,3711,3.65,19.36,2.06
2024-04-29,3711,3.54,19.97,2.13
2024-04-30,3711,3.51,20.11,2.14
2024-05-02,3711,3.6,19.63,2.09
2024-05-03,3711,3.51,20.11,2.14
2024-05-06,3711,3.51,20.11,2.14
2024-05-07,3711,3.44,20.52,2.19
2024-05-08,3711,3.46,20.45,2.18
2024-05-09,3711,3.51,20.11,2.14
2024-05-10,3711,3.43,20.73,2.25
2024-05-13,3711,3.51,20.25,2.2
2024-05-14,3711,3.49,20.38,2.21
2024-05-15,3711,3.44,20.66,2.24
2024-05-16,3711,3.47,20.52,2.23
2024-05-17,3711,3.43,20.73,2.25
2024-05-20,3711,3.42,20.79,2.26
2024-05-21,3711,3.38,21.07,2.29
2024-05-22,3711,3.34,21.27,2.31
2024-05-23,3711,3.22,22.09,2.4
2024-05-24,3711,3.26,21.82,2.37
2024-05-27,3711,3.14,22.64,2.46
2024-05-28,3711,3.17,22.44,2.43
2024-05-29,3711,3.19,22.3,2.42
2024-05-30,3711,3.28,21.68,2.35
2024-05-31,3711,3.31,21.48,2.33
2024-06-03,3711,3.23,22.02,2.39
2024-06-04,3711,3.26,21.82,2.37
2024-06-05,3711,3.31,21.48,2.33
2024-06-06,3711,3.25,21.89,2.38
2024-06-07,3711,3.26,21.82,2.37
2024-06-11,3711,3.25,21.89,2.38
2024-06-12,3711,3.2,22.23,2.41
