date,stock_id,dividend_yield,PER,PBR
2023-07-17,1560,2.76,18.78,3.5
2023-07-18,1560,2.64,19.62,3.65
2023-07-19,1560,2.82,18.39,3.42
2023-07-20,1560,2.71,19.11,3.56
2023-07-21,1560,2.79,18.59,3.46
2023-07-24,1560,2.83,18.33,3.41
2023-07-25,1560,2.68,19.3,3.59
2023-07-26,1560,2.68,22.71,3.82
2023-07-27,1560,2.83,21.57,3.63
2023-07-28,1560,2.83,21.57,3.63
2023-07-31,1560,2.89,21.11,3.55
2023-08-01,1560,2.94,20.73,3.49
2023-08-02,1560,3.04,20.05,3.38
2023-08-04,1560,3.04,20.05,3.38
2023-08-07,1560,3.02,20.2,3.4
2023-08-08,1560,3.1,19.66,3.31
2023-08-09,1560,3.15,19.36,3.26
2023-08-10,1560,3.25,18.75,3.16
2023-08-11,1560,3.19,19.13,3.22
2023-08-14,1560,3.29,18.52,3.12
2023-08-15,1560,3.2,19.05,3.21
2023-08-16,1560,3.23,18.9,3.18
2023-08-17,1560,3.14,19.44,3.27
2023-08-18,1560,3.21,18.98,3.2
2023-08-21,1560,3.23,18.9,3.18
2023-08-22,1560,3.17,19.21,3.23
2023-08-23,1560,3.08,19.82,3.34
2023-08-24,1560,3.13,19.51,3.29
2023-08-25,1560,3.1,19.66,3.31
2023-08-28,1560,3.09,19.74,3.32
2023-08-29,1560,3.14,19.44,3.27
2023-08-30,1560,3.13,19.51,3.29
2023-08-31,1560,3.08,19.82,3.34
2023-09-01,1560,3.15,19.36,3.26
2023-09-04,1560,3.11,19.59,3.3
2023-09-05,1560,3.08,19.82,3.34
2023-09-06,1560,2.97,20.5,3.45
2023-09-07,1560,3.01,20.27,3.41
2023-09-08,1560,2.97,20.5,3.45
2023-09-11,1560,3.05,19.97,3.36
2023-09-12,1560,2.94,20.73,3.49
2023-09-13,1560,2.89,21.11,3.55
2023-09-14,1560,2.77,22.03,3.71
2023-09-15,1560,2.8,21.8,3.67
2023-09-18,1560,2.83,21.57,3.63
2023-09-19,1560,2.88,21.19,3.57
2023-09-20,1560,2.91,20.96,3.53
2023-09-21,1560,2.91,20.96,3.53
2023-09-22,1560,2.79,21.88,3.68
2023-09-25,1560,2.84,21.49,3.62
2023-09-26,1560,2.82,21.65,3.64
2023-09-27,1560,2.66,22.94,3.86
2023-09-28,1560,2.59,23.55,3.97
2023-10-02,1560,2.5,24.39,4.11
2023-10-03,1560,2.55,23.93,4.03
2023-10-04,1560,2.58,23.63,3.98
2023-10-05,1560,2.59,23.55,3.97
2023-10-06,1560,2.55,23.93,4.03
2023-10-11,1560,2.55,23.93,4.03
2023-10-12,1560,2.42,25.23,4.25
2023-10-13,1560,2.43,25.08,4.22
2023-10-16,1560,2.47,24.7,4.16
2023-10-17,1560,2.45,24.92,4.2
2023-10-18,1560,2.49,24.47,4.12
2023-10-19,1560,2.43,25.08,4.22
