date,stock_id,dividend_yield,PER,PBR
2023-07-17,2492,2.39,45.89,1.08
2023-07-18,2492,2.42,45.34,1.06
2023-07-19,2492,2.44,44.98,1.05
2023-07-20,2492,2.4,45.57,1.07
2023-07-21,2492,2.47,44.43,1.04
2023-07-24,2492,2.55,42.97,1.01
2023-07-25,2492,2.53,43.38,1.02
2023-07-26,2492,2.55,42.92,1.01
2023-07-27,2492,2.5,43.79,1.03
2023-07-28,2492,2.51,43.7,1.02
2023-07-31,2492,2.53,43.33,1.02
2023-08-01,2492,2.53,43.24,1.01
2023-08-02,2492,2.57,42.6,1.0
2023-08-04,2492,2.58,42.47,1.0
2023-08-07,2492,2.59,42.33,0.99
2023-08-08,2492,2.63,41.69,0.98
2023-08-09,2492,2.66,41.23,0.97
2023-08-10,2492,2.67,41.1,0.96
2023-08-11,2492,2.62,38.77,0.98
2023-08-14,2492,2.63,38.6,0.98
2023-08-15,2492,2.63,38.6,0.98
2023-08-16,2492,2.63,38.69,0.98
2023-08-17,2492,2.55,39.83,1.01
2023-08-18,2492,2.54,40.04,1.02
2023-08-21,2492,2.53,40.21,1.02
2023-08-22,2492,2.49,40.81,1.04
2023-08-23,2492,2.51,40.47,1.03
2023-08-24,2492,2.52,40.42,1.03
2023-08-25,2492,2.53,40.25,1.02
2023-08-28,2492,2.53,40.21,1.02
2023-08-29,2492,2.51,40.59,1.03
2023-08-30,2492,2.5,40.64,1.03
2023-08-31,2492,2.43,41.78,1.06
2023-09-01,2492,2.22,45.76,1.16
2023-09-04,2492,2.24,45.34,1.15
2023-09-05,2492,2.23,45.55,1.16
2023-09-06,2492,2.16,47.03,1.19
2023-09-07,2492,2.25,45.13,1.15
2023-09-08,2492,2.26,44.92,1.14
2023-09-11,2492,2.29,44.49,1.13
2023-09-12,2492,2.26,44.92,1.14
2023-09-13,2492,2.27,44.7,1.14
2023-09-14,2492,2.24,45.34,1.15
2023-09-15,2492,2.22,45.76,1.16
2023-09-18,2492,2.22,45.76,1.16
2023-09-19,2492,2.26,44.92,1.14
2023-09-20,2492,2.32,43.86,1.11
2023-09-21,2492,2.41,42.2,1.07
2023-09-22,2492,2.32,43.86,1.11
2023-09-25,2492,2.33,43.64,1.11
2023-09-26,2492,2.36,43.01,1.09
2023-09-27,2492,2.35,43.22,1.1
2023-09-28,2492,2.34,43.43,1.1
2023-10-02,2492,2.32,43.86,1.11
2023-10-03,2492,2.39,42.58,1.08
2023-10-04,2492,2.42,42.08,1.07
2023-10-05,2492,2.4,42.37,1.08
2023-10-06,2492,2.4,42.33,1.07
2023-10-11,2492,2.35,43.22,1.1
2023-10-12,2492,2.22,45.76,1.16
2023-10-13,2492,2.22,45.76,1.16
2023-10-16,2492,2.21,45.97,1.17
2023-10-17,2492,2.24,45.34,1.15
2023-10-18,2492,2.27,44.7,1.14
2023-10-19,2492,2.26,44.92,1.14
2023-10-20,2492,2.25,45.13,1.15
2023-10-23,2492,2.25,45.13,1.15
2023-10-24,2492,2.21,45.97,1.17
2023-10-25,2492,2.23,45.55,1.16
