date,stock_id,buy,name,sell,foreign,investment_trust,dealer,dealer_self,dealer_hedging
2024-09-19,2344,6198761,Foreign_Investor,13911753,,,,,
2024-09-19,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-19,2344,62000,Investment_Trust,0,,,,,
2024-09-19,2344,245000,Dealer_self,91358,,,,,
2024-09-19,2344,28000,Dealer_Hedging,179582,,,,,
2024-09-20,2344,27794166,Foreign_Investor,32590763,,,,,
2024-09-20,2344,596000,Dealer_self,43541,,,,,
2024-09-20,2344,120000,Dealer_Hedging,4015,,,,,
2024-09-20,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-20,2344,1034649,Investment_Trust,89000,,,,,
2024-09-23,2344,4916522,Foreign_Investor,7969856,,,,,
2024-09-23,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-23,2344,24000,Investment_Trust,0,,,,,
2024-09-23,2344,122000,Dealer_self,1268117,,,,,
2024-09-23,2344,36000,Dealer_Hedging,88000,,,,,
2024-09-24,2344,58000,Dealer_Hedging,56083,,,,,
2024-09-24,2344,9000,Investment_Trust,6670,,,,,
2024-09-24,2344,103001,Dealer_self,347248,,,,,
2024-09-24,2344,6811000,Foreign_Investor,13328156,,,,,
2024-09-24,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-25,2344,19794700,Foreign_Investor,15109311,,,,,
2024-09-25,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-25,2344,0,Investment_Trust,7023,,,,,
2024-09-25,2344,357000,Dealer_self,10000,,,,,
2024-09-25,2344,192000,Dealer_Hedging,17000,,,,,
2024-09-26,2344,711000,Dealer_self,405119,,,,,
2024-09-26,2344,19000,Investment_Trust,191784,,,,,
2024-09-26,2344,121000,Dealer_Hedging,103679,,,,,
2024-09-26,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-26,2344,10835195,Foreign_Investor,21674429,,,,,
2024-09-27,2344,18596670,Foreign_Investor,7706000,,,,,
2024-09-27,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-27,2344,10000,Investment_Trust,2668,,,,,
2024-09-27,2344,100000,Dealer_self,237361,,,,,
2024-09-27,2344,91912,Dealer_Hedging,57000,,,,,
2024-09-30,2344,59000,Dealer_Hedging,190664,,,,,
2024-09-30,2344,14000,Investment_Trust,18668,,,,,
2024-09-30,2344,44000,Dealer_self,301881,,,,,
2024-09-30,2344,0,Foreign_Dealer_Self,0,,,,,
2024-09-30,2344,10860500,Foreign_Investor,12598599,,,,,
2024-10-01,2344,5229846,Foreign_Investor,10103429,,,,,
2024-10-01,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-01,2344,4000,Investment_Trust,80330,,,,,
2024-10-01,2344,8000,Dealer_self,488239,,,,,
2024-10-01,2344,40000,Dealer_Hedging,179503,,,,,
2024-10-04,2344,8711700,Foreign_Investor,9813083,,,,,
2024-10-04,2344,22000,Dealer_Hedging,149236,,,,,
2024-10-04,2344,17000,Dealer_self,405010,,,,,
2024-10-04,2344,6000,Investment_Trust,6670,,,,,
2024-10-04,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-07,2344,4669400,Foreign_Investor,8043577,,,,,
2024-10-07,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-07,2344,0,Investment_Trust,75000,,,,,
2024-10-07,2344,162000,Dealer_self,166410,,,,,
2024-10-07,2344,17000,Dealer_Hedging,148789,,,,,
2024-10-08,2344,5827038,Foreign_Investor,13140249,,,,,
2024-10-08,2344,50000,Dealer_Hedging,59921,,,,,
2024-10-08,2344,61000,Dealer_self,163361,,,,,
2024-10-08,2344,7000,Investment_Trust,125155,,,,,
2024-10-08,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-09,2344,2224815,Foreign_Investor,10324651,,,,,
2024-10-09,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-09,2344,45000,Dealer_self,158313,,,,,
2024-10-09,2344,14000,Dealer_Hedging,46552,,,,,
2024-10-09,2344,4000,Investment_Trust,80334,,,,,
2024-10-11,2344,3260697,Foreign_Investor,11339416,,,,,
2024-10-11,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-11,2344,0,Investment_Trust,4308,,,,,
2024-10-11,2344,88000,Dealer_self,65498,,,,,
2024-10-11,2344,23000,Dealer_Hedging,13582,,,,,
2024-10-14,2344,3802700,Foreign_Investor,8056773,,,,,
2024-10-14,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-14,2344,39000,Investment_Trust,26821,,,,,
2024-10-14,2344,151000,Dealer_self,140000,,,,,
2024-10-14,2344,53000,Dealer_Hedging,1838,,,,,
2024-10-15,2344,10000,Dealer_Hedging,80000,,,,,
2024-10-15,2344,146540,Dealer_self,4000,,,,,
2024-10-15,2344,8621873,Foreign_Investor,5501800,,,,,
2024-10-15,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-15,2344,2000,Investment_Trust,13668,,,,,
2024-10-16,2344,2907800,Foreign_Investor,13404000,,,,,
2024-10-16,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-16,2344,8000,Investment_Trust,35004,,,,,
2024-10-16,2344,903000,Dealer_self,43482,,,,,
2024-10-16,2344,58000,Dealer_Hedging,152457,,,,,
2024-10-17,2344,8556898,Foreign_Investor,8777163,,,,,
2024-10-17,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-17,2344,0,Investment_Trust,175000,,,,,
2024-10-17,2344,258000,Dealer_self,503,,,,,
2024-10-17,2344,175000,Dealer_Hedging,27653,,,,,
2024-10-18,2344,240000,Dealer_self,92005,,,,,
2024-10-18,2344,0,Investment_Trust,2439668,,,,,
2024-10-18,2344,66000,Dealer_Hedging,106168,,,,,
2024-10-18,2344,4367027,Foreign_Investor,6712255,,,,,
2024-10-18,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-21,2344,7855100,Foreign_Investor,8084539,,,,,
2024-10-21,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-21,2344,2100000,Investment_Trust,34334,,,,,
2024-10-21,2344,185000,Dealer_self,551000,,,,,
2024-10-21,2344,55000,Dealer_Hedging,47184,,,,,
2024-10-22,2344,12000,Dealer_Hedging,19000,,,,,
2024-10-22,2344,112000,Dealer_self,173104,,,,,
2024-10-22,2344,9000,Investment_Trust,85334,,,,,
2024-10-22,2344,4598300,Foreign_Investor,10699970,,,,,
2024-10-22,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-23,2344,6847700,Foreign_Investor,6217243,,,,,
2024-10-23,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-23,2344,0,Investment_Trust,10670,,,,,
2024-10-23,2344,16186,Dealer_self,480000,,,,,
2024-10-23,2344,43000,Dealer_Hedging,87998,,,,,
2024-10-24,2344,1000,Dealer_self,198955,,,,,
2024-10-24,2344,0,Investment_Trust,32334,,,,,
2024-10-24,2344,64000,Dealer_Hedging,56306,,,,,
2024-10-24,2344,2981999,Foreign_Investor,12133751,,,,,
2024-10-24,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-25,2344,4276980,Foreign_Investor,8450868,,,,,
2024-10-25,2344,0,Foreign_Dealer_Self,0,,,,,
2024-10-25,2344,0,Investment_Trust,5918334,,,,,
2024-10-25,2344,19000,Dealer_self,65437,,,,,
2024-10-25,2344,47000,Dealer_Hedging,127389,,,,,
2024-10-28,2344,9000,Dealer_Hedging,39132,,,,,
