date,stock_id,buy,name,sell,foreign,investment_trust,dealer,dealer_self,dealer_hedging
2024-09-20,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-20,3035,8000,Investment_Trust,45000,,,,,
2024-09-20,3035,143029,Dealer_self,92085,,,,,
2024-09-20,3035,1000,Dealer_Hedging,50045,,,,,
2024-09-20,3035,555321,Foreign_Investor,1284776,,,,,
2024-09-23,3035,6000,Dealer_Hedging,4000,,,,,
2024-09-23,3035,6000,Investment_Trust,31000,,,,,
2024-09-23,3035,99362,Dealer_self,60524,,,,,
2024-09-23,3035,520000,Foreign_Investor,413012,,,,,
2024-09-23,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-24,3035,393050,Foreign_Investor,985004,,,,,
2024-09-24,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-24,3035,1000,Investment_Trust,0,,,,,
2024-09-24,3035,195001,Dealer_self,172114,,,,,
2024-09-24,3035,4000,Dealer_Hedging,26526,,,,,
2024-09-25,3035,55531,Dealer_Hedging,7000,,,,,
2024-09-25,3035,20000,Investment_Trust,250000,,,,,
2024-09-25,3035,367052,Dealer_self,78122,,,,,
2024-09-25,3035,2153228,Foreign_Investor,1259000,,,,,
2024-09-25,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-26,3035,401000,Foreign_Investor,1138893,,,,,
2024-09-26,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-26,3035,9000,Investment_Trust,0,,,,,
2024-09-26,3035,187000,Dealer_self,210503,,,,,
2024-09-26,3035,6000,Dealer_Hedging,13225,,,,,
2024-09-27,3035,108000,Investment_Trust,1000,,,,,
2024-09-27,3035,141961,Dealer_Hedging,6000,,,,,
2024-09-27,3035,300965,Dealer_self,137783,,,,,
2024-09-27,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-27,3035,1929000,Foreign_Investor,1814000,,,,,
2024-09-30,3035,1287163,Foreign_Investor,1604080,,,,,
2024-09-30,3035,0,Foreign_Dealer_Self,0,,,,,
2024-09-30,3035,1000,Investment_Trust,1602,,,,,
2024-09-30,3035,106960,Dealer_self,234093,,,,,
2024-09-30,3035,58039,Dealer_Hedging,19691,,,,,
2024-10-01,3035,3000,Dealer_Hedging,72626,,,,,
2024-10-01,3035,0,Investment_Trust,41000,,,,,
2024-10-01,3035,104000,Dealer_self,282398,,,,,
2024-10-01,3035,0,Foreign_Dealer_Self,0,,,,,
2024-10-01,3035,558006,Foreign_Investor,1539000,,,,,
2024-10-04,3035,713023,Foreign_Investor,595231,,,,,
2024-10-04,3035,0,Foreign_Dealer_Self,0,,,,,
2024-10-04,3035,0,Investment_Trust,2000,,,,,
2024-10-04,3035,112545,Dealer_self,185493,,,,,
2024-10-04,3035,6150,Dealer_Hedging,19155,,,,,
2024-10-07,3035,18697,Dealer_Hedging,7087,,,,,
2024-10-07,3035,111563,Dealer_self,46324,,,,,
2024-10-07,3035,0,Investment_Trust,0,,,,,
2024-10-07,3035,0,Foreign_Dealer_Self,0,,,,,
2024-10-07,3035,697311,Foreign_Investor,647000,,,,,
2024-10-08,3035,1067062,Foreign_Investor,1478100,,,,,
2024-10-08,3035,0,Foreign_Dealer_Self,0,,,,,
2024-10-08,3035,0,Investment_Trust,271000,,,,,
2024-10-08,3035,116250,Dealer_self,202536,,,,,
2024-10-08,3035,11000,Dealer_Hedging,77309,,,,,
2024-10-09,3035,13199,Dealer_Hedging,33660,,,,,
2024-10-09,3035,124211,Dealer_self,103039,,,,,
