date,stock_id,buy,name,sell,foreign,investment_trust,dealer,dealer_self,dealer_hedging
2024-09-19,6231,139000,Foreign_Investor,32200,,,,,
2024-09-19,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-19,6231,5000,Investment_Trust,0,,,,,
2024-09-19,6231,0,Dealer_self,3000,,,,,
2024-09-19,6231,16000,Dealer_Hedging,0,,,,,
2024-09-20,6231,7000,Dealer_Hedging,1000,,,,,
2024-09-20,6231,0,Investment_Trust,0,,,,,
2024-09-20,6231,3000,Dealer_self,0,,,,,
2024-09-20,6231,106000,Foreign_Investor,9000,,,,,
2024-09-20,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-23,6231,155000,Foreign_Investor,0,,,,,
2024-09-23,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-23,6231,0,Investment_Trust,0,,,,,
2024-09-23,6231,0,Dealer_self,0,,,,,
2024-09-23,6231,0,Dealer_Hedging,6000,,,,,
2024-09-24,6231,0,Dealer_Hedging,14000,,,,,
2024-09-24,6231,0,Investment_Trust,0,,,,,
2024-09-24,6231,1,Dealer_self,5000,,,,,
2024-09-24,6231,30000,Foreign_Investor,19000,,,,,
2024-09-24,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-25,6231,43000,Foreign_Investor,60000,,,,,
2024-09-25,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-25,6231,0,Investment_Trust,3000,,,,,
2024-09-25,6231,0,Dealer_self,15000,,,,,
2024-09-25,6231,1000,Dealer_Hedging,4000,,,,,
2024-09-26,6231,0,Investment_Trust,0,,,,,
2024-09-26,6231,0,Dealer_Hedging,200,,,,,
2024-09-26,6231,0,Dealer_self,9000,,,,,
2024-09-26,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-26,6231,116000,Foreign_Investor,78000,,,,,
2024-09-27,6231,76000,Foreign_Investor,12000,,,,,
2024-09-27,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-27,6231,0,Dealer_self,1,,,,,
2024-09-27,6231,0,Dealer_Hedging,8000,,,,,
2024-09-27,6231,0,Investment_Trust,14000,,,,,
2024-09-30,6231,0,Dealer_Hedging,11000,,,,,
2024-09-30,6231,0,Investment_Trust,14000,,,,,
2024-09-30,6231,5000,Dealer_self,0,,,,,
2024-09-30,6231,0,Foreign_Dealer_Self,0,,,,,
2024-09-30,6231,93800,Foreign_Investor,47000,,,,,
2024-10-01,6231,349010,Foreign_Investor,566000,,,,,
2024-10-01,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-01,6231,130000,Investment_Trust,0,,,,,
2024-10-01,6231,20000,Dealer_self,12000,,,,,
2024-10-01,6231,28416,Dealer_Hedging,29917,,,,,
2024-10-04,6231,28769,Dealer_Hedging,30491,,,,,
2024-10-04,6231,33000,Dealer_self,55000,,,,,
2024-10-04,6231,1000,Investment_Trust,28000,,,,,
2024-10-04,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-04,6231,473010,Foreign_Investor,771800,,,,,
2024-10-07,6231,1046000,Foreign_Investor,406030,,,,,
2024-10-07,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-07,6231,12000,Investment_Trust,0,,,,,
2024-10-07,6231,30000,Dealer_self,26000,,,,,
2024-10-07,6231,28404,Dealer_Hedging,25296,,,,,
2024-10-08,6231,42564,Dealer_Hedging,35800,,,,,
2024-10-08,6231,9000,Dealer_self,14000,,,,,
2024-10-08,6231,27000,Investment_Trust,0,,,,,
2024-10-08,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-08,6231,509000,Foreign_Investor,1174000,,,,,
2024-10-09,6231,622005,Foreign_Investor,682000,,,,,
2024-10-09,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-09,6231,71000,Investment_Trust,0,,,,,
2024-10-09,6231,5000,Dealer_self,33000,,,,,
2024-10-09,6231,17093,Dealer_Hedging,27203,,,,,
2024-10-11,6231,429000,Foreign_Investor,362000,,,,,
2024-10-11,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-11,6231,0,Investment_Trust,125000,,,,,
2024-10-11,6231,4000,Dealer_self,20000,,,,,
2024-10-11,6231,10531,Dealer_Hedging,13140,,,,,
2024-10-14,6231,393010,Foreign_Investor,382000,,,,,
2024-10-14,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-14,6231,5000,Investment_Trust,0,,,,,
2024-10-14,6231,4000,Dealer_self,0,,,,,
2024-10-14,6231,5072,Dealer_Hedging,7996,,,,,
2024-10-15,6231,32342,Dealer_Hedging,28950,,,,,
2024-10-15,6231,15000,Dealer_self,6000,,,,,
2024-10-15,6231,1334020,Foreign_Investor,375005,,,,,
2024-10-15,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-15,6231,77000,Investment_Trust,10000,,,,,
2024-10-16,6231,694000,Foreign_Investor,508383,,,,,
2024-10-16,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-16,6231,94000,Investment_Trust,30000,,,,,
2024-10-16,6231,16000,Dealer_self,5000,,,,,
2024-10-16,6231,26870,Dealer_Hedging,33302,,,,,
2024-10-17,6231,1085000,Foreign_Investor,1009000,,,,,
2024-10-17,6231,0,Foreign_Dealer_Self,0,,,,,
2024-10-17,6231,82000,Investment_Trust,0,,,,,
2024-10-17,6231,13000,Dealer_self,6000,,,,,
2024-10-17,6231,19775,Dealer_Hedging,20699,,,,,
2024-10-18,6231,6000,Dealer_self,12000,,,,,
