date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,3149,1639291,21427195,12.2,13.45,12.2,13.45,1.2,849
2023-07-18,3149,4443263,64795128,14.3,14.75,14.1,14.75,1.3,2079
2023-07-19,3149,5247381,80816755,16.0,16.0,14.8,14.95,0.2,2632
2023-07-20,3149,1713153,24312367,14.65,14.65,14.0,14.25,-0.7,1091
2023-07-21,3149,979480,13814547,14.0,14.65,13.55,14.45,0.2,598
2023-07-24,3149,1007752,14581801,14.95,14.95,14.05,14.05,-0.4,621
2023-07-25,3149,632639,8939357,14.05,14.3,14.05,14.15,0.1,332
2023-07-26,3149,545646,7710160,14.05,14.4,14.0,14.05,-0.1,319
2023-07-27,3149,508740,7168616,14.1,14.2,14.0,14.15,0.1,302
2023-07-28,3149,465587,6506645,14.15,14.15,13.9,14.0,-0.15,317
2023-07-31,3149,653437,9072911,13.85,14.0,13.8,13.9,-0.1,370
2023-08-01,3149,555287,7606160,13.75,13.95,13.6,13.65,-0.25,357
2023-08-02,3149,539274,7418450,13.65,14.0,13.65,13.7,0.05,276
2023-08-04,3149,264812,3654962,13.7,13.95,13.65,13.9,0.2,199
2023-08-07,3149,334538,4633943,13.95,14.05,13.75,13.8,-0.1,168
2023-08-08,3149,283749,3873010,13.9,13.9,13.6,13.6,-0.2,178
2023-08-09,3149,232674,3168043,13.6,13.75,13.5,13.5,-0.1,157
2023-08-10,3149,419356,5529619,13.5,13.5,13.05,13.1,-0.4,271
2023-08-11,3149,462944,6021308,13.15,13.15,12.9,12.95,-0.15,239
2023-08-14,3149,456865,5746852,12.95,12.95,12.4,12.45,-0.5,319
2023-08-15,3149,399342,4995266,12.5,12.7,12.35,12.4,-0.05,276
2023-08-16,3149,603428,7384029,12.4,12.4,12.15,12.2,-0.2,279
2023-08-17,3149,612380,8140420,12.3,13.4,12.3,13.4,1.2,343
2023-08-18,3149,1862409,25941923,13.65,14.2,13.65,13.8,0.4,993
2023-08-21,3149,605899,8106015,13.5,13.75,13.25,13.35,-0.45,369
2023-08-22,3149,370504,4860351,13.45,13.45,13.0,13.1,-0.25,217
2023-08-23,3149,324965,4256266,13.1,13.3,13.0,13.0,-0.1,218
2023-08-24,3149,341196,4497961,13.0,13.4,12.95,13.35,0.35,205
2023-08-25,3149,214524,2831970,13.35,13.35,13.1,13.3,-0.05,137
2023-08-28,3149,174622,2286225,13.2,13.25,13.0,13.15,-0.15,141
2023-08-29,3149,300162,4048530,13.15,13.7,13.05,13.5,0.35,241
2023-08-30,3149,265545,3633795,13.75,13.8,13.6,13.7,0.2,197
