date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,2855,4614347,89284348,19.0,19.6,19.0,19.3,0.4,2008
2023-07-18,2855,2577640,49344813,19.35,19.35,18.95,19.15,-0.15,1019
2023-07-19,2855,1642268,31513699,19.35,19.35,19.05,19.05,-0.1,845
2023-07-20,2855,1750006,33765955,19.15,19.4,19.1,19.4,0.35,722
2023-07-21,2855,1060995,20513007,19.3,19.4,19.25,19.3,-0.1,537
2023-07-24,2855,1665956,31848734,19.4,19.4,19.0,19.05,-0.25,764
2023-07-25,2855,1833644,35496600,19.15,19.5,19.15,19.45,0.4,734
2023-07-26,2855,3141748,62329033,19.5,20.0,19.45,19.8,0.35,1451
2023-07-27,2855,1814608,36043670,20.0,20.05,19.75,19.8,0.0,1106
2023-07-28,2855,2253727,44873674,19.9,20.05,19.75,20.0,0.2,817
2023-07-31,2855,3514747,71707689,20.2,20.75,20.1,20.35,0.35,1502
2023-08-01,2855,2164874,44135031,20.35,20.55,20.15,20.45,0.1,1103
2023-08-02,2855,3376018,67925618,20.4,20.45,19.85,20.1,-0.35,1492
2023-08-04,2855,2849958,58464494,20.25,20.7,20.2,20.65,0.55,1282
2023-08-07,2855,1913925,38928125,20.45,20.6,20.1,20.45,-0.2,1211
2023-08-08,2855,3107305,63559568,20.6,20.75,20.25,20.45,0.0,1418
2023-08-09,2855,2147926,43689474,20.3,20.45,20.25,20.35,-0.1,948
2023-08-10,2855,1903767,38341683,20.35,20.35,20.0,20.05,-0.3,1039
2023-08-11,2855,1778848,35685234,20.05,20.3,19.95,20.05,0.0,837
2023-08-14,2855,3145147,61617576,20.05,20.05,19.35,19.45,-0.6,1210
2023-08-15,2855,802041,15677249,19.45,19.7,19.45,19.55,0.1,424
2023-08-16,2855,2009089,38533443,19.4,19.4,19.0,19.15,-0.4,818
2023-08-17,2855,1565743,29774607,19.1,19.25,18.8,19.2,0.05,727
2023-08-18,2855,1580550,30189033,19.15,19.4,18.9,18.9,-0.3,819
2023-08-21,2855,723960,13737367,19.0,19.15,18.9,19.0,0.1,325
2023-08-22,2855,524833,9968052,19.0,19.15,18.95,18.95,-0.05,315
2023-08-23,2855,591293,11239405,18.9,19.1,18.9,19.1,0.15,287
2023-08-24,2855,711455,13695105,19.15,19.35,19.15,19.2,0.1,359
2023-08-25,2855,842703,16279805,19.2,19.45,19.15,19.3,0.1,454
2023-08-28,2855,856154,16663074,19.3,19.6,19.3,19.45,0.15,428
2023-08-29,2855,463201,9005330,19.45,19.5,19.3,19.45,0.0,250
2023-08-30,2855,1153020,22754012,19.6,19.85,19.55,19.8,0.35,576
2023-08-31,2855,829031,16287024,19.85,19.85,19.55,19.55,-0.25,415
2023-09-01,2855,284771,5601523,19.65,19.75,19.6,19.65,0.1,265
2023-09-04,2855,641920,12646242,19.65,19.8,19.6,19.75,0.1,282
2023-09-05,2855,556391,10935185,19.65,19.75,19.6,19.65,-0.1,378
2023-09-06,2855,1169644,22783545,19.65,19.65,19.4,19.4,-0.25,655
2023-09-07,2855,532605,10250203,19.25,19.35,19.15,19.25,-0.15,368
2023-09-08,2855,1051291,20251220,19.25,19.35,19.2,19.35,0.1,563
2023-09-11,2855,1391800,26664113,19.35,19.35,19.0,19.1,-0.25,609
2023-09-12,2855,886286,16944764,19.1,19.2,19.0,19.1,0.0,415
2023-09-13,2855,857846,16349709,18.95,19.15,18.95,19.0,-0.1,330
2023-09-14,2855,700049,13433539,19.0,19.3,19.0,19.3,0.3,347
2023-09-15,2855,529016,10207568,19.3,19.45,19.2,19.25,-0.05,314
2023-09-18,2855,404755,7755211,19.25,19.3,19.1,19.15,-0.1,235
2023-09-19,2855,364248,7000099,19.15,19.3,19.15,19.15,0.0,210
2023-09-20,2855,712711,13609990,19.15,19.25,19.0,19.05,-0.1,402
2023-09-21,2855,1063837,20060410,19.05,19.05,18.8,18.85,-0.2,661
2023-09-22,2855,463196,8696580,18.75,18.85,18.7,18.8,-0.05,309
2023-09-25,2855,222980,4211708,18.8,18.95,18.8,18.9,0.1,178
2023-09-26,2855,661027,12451710,18.95,18.95,18.75,18.8,-0.1,290
2023-09-27,2855,339466,6360653,18.7,18.85,18.7,18.75,-0.05,198
2023-09-28,2855,358675,6746694,18.75,18.95,18.75,18.75,0.0,246
2023-10-02,2855,449061,8456184,18.75,18.95,18.75,18.8,0.05,329
2023-10-03,2855,694168,13045324,18.8,18.85,18.7,18.75,-0.05,283
2023-10-04,2855,1388743,25459289,18.6,18.6,18.2,18.25,-0.5,777
2023-10-05,2855,540637,9922298,18.25,18.45,18.25,18.45,0.2,323
2023-10-06,2855,352082,6483461,18.4,18.5,18.3,18.45,0.0,284
2023-10-11,2855,1787394,32447274,18.4,18.45,18.0,18.2,-0.25,965
2023-10-12,2855,1154951,20892412,18.05,18.25,18.0,18.15,-0.05,703
2023-10-13,2855,1263805,22793189,18.05,18.1,18.0,18.05,-0.1,586
2023-10-16,2855,1566309,27948910,18.0,18.0,17.8,17.85,-0.2,1009
2023-10-17,2855,821428,14654177,17.85,17.95,17.75,17.75,-0.1,566
2023-10-18,2855,5858765,104492967,17.75,18.05,17.5,18.05,0.3,1262
2023-10-19,2855,1190767,21474772,17.9,18.25,17.8,18.15,0.1,545
2023-10-20,2855,611317,10922429,17.95,18.0,17.7,17.95,-0.2,414
2023-10-23,2855,243133,4346661,17.9,17.95,17.8,17.8,-0.15,197
2023-10-24,2855,312198,5554695,17.85,17.85,17.75,17.8,0.0,198
2023-10-25,2855,363750,6528913,17.85,18.05,17.8,17.9,0.1,238
2023-10-26,2855,645684,11410103,17.8,17.8,17.6,17.6,-0.3,379
2023-10-27,2855,367956,6554556,17.7,17.85,17.7,17.85,0.25,266
2023-10-30,2855,447237,7876561,17.8,17.8,17.55,17.55,-0.3,329
2023-10-31,2855,599524,10490883,17.75,17.75,17.4,17.4,-0.15,372
2023-11-01,2855,538487,9354293,17.4,17.55,17.25,17.4,0.0,360
2023-11-02,2855,719481,12626234,17.4,17.7,17.4,17.5,0.1,356
2023-11-03,2855,687875,12148580,17.55,17.8,17.55,17.65,0.15,406
2023-11-06,2855,855525,15324118,17.6,18.05,17.6,18.0,0.35,550
2023-11-07,2855,754632,13629969,18.0,18.15,17.95,18.1,0.1,431
2023-11-08,2855,776274,13953034,18.05,18.1,17.85,17.95,-0.15,436
2023-11-09,2855,294558,5271896,17.9,17.95,17.85,17.9,-0.05,251
2023-11-10,2855,381695,6783974,17.8,17.85,17.65,17.8,-0.1,286
2023-11-13,2855,591976,10559626,17.85,17.95,17.75,17.85,0.05,299
2023-11-14,2855,251796,4498730,17.75,17.95,17.75,17.85,0.0,191
2023-11-15,2855,1066788,19384758,17.95,18.4,17.95,18.35,0.5,558
2023-11-16,2855,535244,9798115,18.45,18.45,18.25,18.25,-0.1,335
2023-11-17,2855,885404,16241413,18.25,18.45,18.25,18.45,0.2,519
2023-11-20,2855,583855,10756607,18.5,18.5,18.35,18.4,-0.05,358
2023-11-21,2855,1203194,22347846,18.5,18.65,18.4,18.6,0.2,570
2023-11-22,2855,432164,8011846,18.6,18.6,18.4,18.6,0.0,289
2023-11-23,2855,484503,9000303,18.5,18.65,18.5,18.6,0.0,256
2023-11-24,2855,357167,6643288,18.6,18.65,18.55,18.6,0.0,223
