date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,8105,4471419,68893443,15.85,15.9,15.1,15.45,-0.3,1857
2023-07-18,8105,10030968,162838537,15.9,16.5,15.8,16.4,0.95,3795
2023-07-19,8105,11103645,185668926,16.5,17.4,16.2,16.45,0.05,4340
2023-07-20,8105,4343565,70884422,16.45,16.8,16.05,16.3,-0.15,1977
2023-07-21,8105,3097423,49581217,16.05,16.2,15.85,15.9,-0.4,1211
2023-07-24,8105,3008427,46706543,16.0,16.0,15.35,15.55,-0.35,1202
2023-07-25,8105,2095965,32727501,15.55,15.75,15.5,15.6,0.05,896
2023-07-26,8105,3234609,50296422,15.6,15.8,15.4,15.45,-0.15,1195
2023-07-27,8105,7288918,117532317,15.5,16.4,15.5,16.1,0.65,2738
2023-07-28,8105,5538374,90346807,16.4,16.65,15.9,16.1,0.0,2127
2023-07-31,8105,4754432,77952257,16.25,16.7,16.1,16.25,0.15,1698
2023-08-01,8105,2156648,35473250,16.5,16.7,16.2,16.3,0.05,1039
2023-08-02,8105,2928874,47115716,16.6,16.6,15.85,15.85,-0.45,1220
2023-08-04,8105,1550031,24326127,16.0,16.0,15.45,15.75,-0.1,688
2023-08-07,8105,2419820,37451638,15.8,15.8,15.35,15.55,-0.2,856
2023-08-08,8105,1489635,23141399,15.55,15.75,15.4,15.4,-0.15,616
2023-08-09,8105,2607849,39326696,15.25,15.3,14.9,15.05,-0.35,1075
2023-08-10,8105,3400784,49479307,15.05,15.05,14.35,14.35,-0.7,1241
2023-08-11,8105,2038080,28886260,14.35,14.45,14.0,14.05,-0.3,880
2023-08-14,8105,1630828,22557756,14.05,14.05,13.65,13.75,-0.3,755
2023-08-15,8105,1179742,16387624,13.85,14.05,13.8,13.85,0.1,502
2023-08-16,8105,1070615,14646623,13.7,13.8,13.5,13.7,-0.15,429
2023-08-17,8105,1226512,16836093,13.65,13.9,13.45,13.85,0.15,540
2023-08-18,8105,1326772,18251845,13.8,13.95,13.65,13.65,-0.2,552
2023-08-21,8105,703038,9692323,13.75,13.9,13.7,13.8,0.15,335
2023-08-22,8105,1025021,14079703,13.85,13.95,13.65,13.65,-0.15,416
2023-08-23,8105,979618,13524212,13.7,13.9,13.65,13.8,0.15,415
2023-08-24,8105,1203698,16664724,13.9,14.05,13.7,13.75,-0.05,508
2023-08-25,8105,715664,9778989,13.55,13.8,13.5,13.65,0.0,323
2023-08-28,8105,1509631,20483748,13.75,13.75,13.45,13.45,-0.2,544
2023-08-29,8105,579704,7849482,13.55,13.65,13.5,13.55,0.1,349
2023-08-30,8105,996235,13676855,13.65,13.8,13.65,13.8,0.25,398
2023-08-31,8105,866053,11971050,13.9,13.9,13.75,13.8,0.0,348
2023-09-01,8105,968116,13484838,13.8,14.0,13.75,14.0,0.2,413
2023-09-04,8105,840996,11685558,14.05,14.05,13.8,13.9,-0.1,367
2023-09-05,8105,567375,7881322,13.9,13.95,13.85,13.9,0.0,233
2023-09-06,8105,1100475,15180817,14.0,14.0,13.75,13.75,-0.15,393
2023-09-07,8105,713203,9706668,13.75,13.75,13.55,13.55,-0.2,309
2023-09-08,8105,763633,10369055,13.55,13.7,13.5,13.55,0.0,333
2023-09-11,8105,1633922,21841893,13.55,13.65,13.15,13.15,-0.4,676
2023-09-12,8105,519391,6891876,13.3,13.35,13.2,13.2,0.05,281
2023-09-13,8105,1108462,14711040,13.25,13.4,13.2,13.3,0.1,394
2023-09-14,8105,801524,10727871,13.35,13.5,13.3,13.35,0.05,325
2023-09-15,8105,887651,11790422,13.4,13.4,13.2,13.35,0.0,319
2023-09-18,8105,320664,4277310,13.3,13.4,13.25,13.3,-0.05,139
2023-09-19,8105,742231,9895321,13.35,13.45,13.25,13.25,-0.05,312
2023-09-20,8105,974721,13082570,13.4,13.55,13.3,13.3,0.05,406
2023-09-21,8105,1182446,15552179,13.3,13.3,13.1,13.1,-0.2,501
2023-09-22,8105,470022,6134187,13.0,13.15,12.9,13.15,0.05,244
2023-09-25,8105,294300,3878579,13.15,13.25,13.15,13.2,0.05,147
2023-09-26,8105,679880,8855420,13.15,13.2,12.95,12.95,-0.25,346
2023-09-27,8105,604835,7838980,12.9,13.05,12.85,13.0,0.05,284
2023-09-28,8105,715407,9344351,13.0,13.15,12.95,13.1,0.1,282
2023-10-02,8105,642757,8458710,13.25,13.25,13.05,13.2,0.1,241
2023-10-03,8105,869504,11439902,13.2,13.35,13.0,13.0,-0.2,321
2023-10-04,8105,1080001,13924462,12.95,13.1,12.8,13.0,0.0,316
2023-10-05,8105,599421,7845094,12.95,13.2,12.95,13.1,0.1,262
2023-10-06,8105,359038,4701247,13.1,13.15,13.05,13.05,-0.05,170
2023-10-11,8105,1428615,18151135,13.05,13.05,12.55,12.6,-0.45,586
2023-10-12,8105,943857,12015285,12.6,12.85,12.6,12.8,0.2,328
2023-10-13,8105,805525,10243366,12.65,12.85,12.65,12.65,-0.15,280
2023-10-16,8105,734923,9232429,12.65,12.75,12.5,12.5,-0.15,286
2023-10-17,8105,413576,5191810,12.55,12.65,12.5,12.5,0.0,229
2023-10-18,8105,721690,8906503,12.5,12.55,12.2,12.25,-0.25,327
2023-10-19,8105,636238,7790415,12.25,12.35,12.2,12.25,0.0,245
2023-10-20,8105,810482,9758525,12.25,12.25,11.95,12.0,-0.25,321
2023-10-23,8105,848869,10365642,11.95,12.35,11.95,12.25,0.25,304
2023-10-24,8105,593023,7287530,12.3,12.45,12.15,12.4,0.15,245
2023-10-25,8105,681648,8570830,12.45,12.65,12.45,12.6,0.2,317
2023-10-26,8105,408817,5059666,12.4,12.55,12.3,12.3,-0.3,216
2023-10-27,8105,293592,3634399,12.3,12.55,12.3,12.3,0.0,154
2023-10-30,8105,336268,4155820,12.3,12.45,12.3,12.35,0.05,183
2023-10-31,8105,529903,6493323,12.35,12.5,12.1,12.1,-0.25,257
2023-11-01,8105,443157,5372082,12.2,12.2,12.05,12.1,0.0,214
2023-11-02,8105,466582,5743399,12.25,12.4,12.25,12.3,0.2,271
2023-11-03,8105,593228,7402934,12.35,12.55,12.35,12.55,0.25,265
2023-11-06,8105,595596,7513699,12.65,12.7,12.55,12.6,0.05,230
2023-11-07,8105,283607,3531441,12.6,12.6,12.4,12.45,-0.15,137
2023-11-08,8105,242102,3005063,12.45,12.45,12.35,12.4,-0.05,125
2023-11-09,8105,951905,11925478,12.5,12.7,12.4,12.55,0.15,390
2023-11-10,8105,699740,8802454,12.6,12.65,12.5,12.65,0.1,249
2023-11-13,8105,587626,7383213,12.7,12.7,12.45,12.55,-0.1,250
2023-11-14,8105,524184,6585676,12.65,12.65,12.5,12.55,0.0,247
2023-11-15,8105,1216849,15513697,12.65,12.85,12.65,12.7,0.15,655
2023-11-16,8105,458342,5831352,12.85,12.85,12.65,12.7,0.0,247
2023-11-17,8105,578286,7379720,12.8,12.85,12.7,12.7,0.0,251
2023-11-20,8105,778118,10030975,12.8,12.95,12.75,12.9,0.2,352
2023-11-21,8105,1277963,16594421,13.0,13.1,12.9,12.9,0.0,431
2023-11-22,8105,641400,8321781,12.9,13.05,12.85,12.95,0.05,314
2023-11-23,8105,715156,9350733,13.0,13.15,13.0,13.0,0.05,405
2023-11-24,8105,571141,7481640,13.15,13.2,13.0,13.05,0.05,252
2023-11-27,8105,498869,6497284,13.05,13.15,12.9,12.9,-0.15,220
2023-11-28,8105,451446,5870654,12.9,13.1,12.9,13.0,0.1,216
2023-11-29,8105,638460,8359788,13.1,13.15,13.05,13.1,0.1,290
2023-11-30,8105,736524,9610962,13.15,13.15,12.95,13.05,-0.05,293
2023-12-01,8105,820624,10809639,13.05,13.25,13.05,13.2,0.15,342
2023-12-04,8105,1161016,15480247,13.3,13.5,13.25,13.3,0.1,488
2023-12-05,8105,618372,8145559,13.3,13.3,13.1,13.2,-0.1,332
2023-12-06,8105,1466728,19197798,13.3,13.35,13.0,13.05,-0.15,459
2023-12-07,8105,468925,6124209,13.1,13.15,13.0,13.0,-0.05,182
2023-12-08,8105,307053,4003439,13.1,13.1,13.0,13.0,0.0,147
2023-12-11,8105,1725416,22325988,13.1,13.1,12.85,12.95,-0.05,382
2023-12-12,8105,423290,5492603,12.95,13.05,12.9,12.95,0.0,154
2023-12-13,8105,748689,9800001,13.0,13.2,12.95,13.15,0.2,318
2023-12-14,8105,861244,11406934,13.2,13.35,13.1,13.15,0.0,387
2023-12-15,8105,915675,12126338,13.25,13.35,13.15,13.2,0.05,313
2023-12-18,8105,1127356,14771686,13.2,13.25,13.0,13.05,-0.15,303
2023-12-19,8105,660831,8550780,13.1,13.1,12.85,12.9,-0.15,262
2023-12-20,8105,800909,10572648,13.05,13.35,13.0,13.15,0.25,322
2023-12-21,8105,270409,3552880,13.15,13.2,13.1,13.1,-0.05,154
2023-12-22,8105,2023439,26961773,13.1,13.55,13.1,13.15,0.05,750
2023-12-25,8105,660578,8701744,13.35,13.35,13.1,13.1,-0.05,264
2023-12-26,8105,1092345,14581029,13.2,13.45,13.2,13.35,0.25,455
2023-12-27,8105,3358002,45542955,13.4,13.7,13.4,13.6,0.25,1253
2023-12-28,8105,1719483,23219913,13.8,13.8,13.4,13.45,-0.15,760
2023-12-29,8105,965876,13053498,13.6,13.6,13.45,13.45,0.0,394
2024-01-02,8105,986925,13376874,13.55,13.7,13.45,13.45,0.0,370
2024-01-03,8105,858824,11434390,13.45,13.45,13.2,13.25,-0.2,362
2024-01-04,8105,622428,8261603,13.35,13.35,13.2,13.25,0.0,195
2024-01-05,8105,5962392,82072860,13.35,14.05,13.35,13.6,0.35,1692
2024-01-08,8105,2058003,28159136,13.65,13.85,13.5,13.5,-0.1,804
2024-01-09,8105,1829476,24383554,13.7,13.7,13.2,13.2,-0.3,663
2024-01-10,8105,1396869,18235873,13.15,13.2,13.0,13.0,-0.2,494
2024-01-11,8105,1877058,25007072,13.05,13.6,13.0,13.5,0.5,572
2024-01-12,8105,2232248,29332897,13.3,13.4,13.0,13.0,-0.5,883
2024-01-15,8105,1480868,19390697,13.1,13.25,12.95,13.1,0.1,442
2024-01-16,8105,1004705,13218803,13.1,13.25,13.05,13.15,0.05,375
2024-01-17,8105,2183065,28119683,13.25,13.25,12.65,12.7,-0.45,884
2024-01-18,8105,1771585,23040466,12.85,13.2,12.85,12.85,0.15,709
2024-01-19,8105,1142675,14808600,13.0,13.05,12.85,13.05,0.2,432
2024-01-22,8105,1180008,15482299,13.1,13.2,13.05,13.1,0.05,469
2024-01-23,8105,6510240,89008202,13.15,13.95,13.15,13.6,0.5,2277
2024-01-24,8105,12984707,184968666,13.8,14.6,13.75,14.35,0.75,4436
2024-01-25,8105,11944236,170526398,14.55,14.6,14.0,14.0,-0.35,4318
2024-01-26,8105,3923724,54960365,14.1,14.3,13.8,13.85,-0.15,1718
2024-01-29,8105,2123898,29218215,13.9,13.9,13.55,13.8,-0.05,864
2024-01-30,8105,1673599,22883530,13.8,13.9,13.55,13.6,-0.2,691
2024-01-31,8105,1672422,22520516,13.5,13.65,13.4,13.45,-0.15,573
2024-02-01,8105,1184620,15974560,13.55,13.65,13.4,13.5,0.05,514
2024-02-02,8105,1441320,19334644,13.6,13.6,13.3,13.3,-0.2,598
2024-02-05,8105,1304429,17194819,13.35,13.35,13.1,13.2,-0.1,541
2024-02-15,8105,1421993,18771716,13.25,13.35,13.1,13.15,-0.05,602
2024-02-16,8105,1783476,24131811,13.2,13.65,13.2,13.6,0.45,726
2024-02-19,8105,5924586,83411208,13.6,14.35,13.6,14.05,0.45,2001
2024-02-20,8105,2240147,31341473,14.15,14.2,13.8,13.9,-0.15,823
2024-02-21,8105,1682273,23586345,13.95,14.15,13.95,13.95,0.05,642
2024-02-22,8105,19863085,292938471,14.25,15.25,14.2,14.85,0.9,7213
2024-02-23,8105,7181166,103568579,14.65,14.75,14.25,14.25,-0.6,2757
2024-02-26,8105,2845114,40616673,14.3,14.45,14.2,14.2,-0.05,1049
2024-02-27,8105,2641491,37125140,14.3,14.35,13.8,14.0,-0.2,1031
2024-02-29,8105,1501699,21026952,14.05,14.15,13.95,13.95,-0.05,673
2024-03-01,8105,17669752,261014423,14.05,15.15,13.9,14.8,0.85,6058
2024-03-04,8105,4812751,69783151,14.75,14.75,14.4,14.45,-0.35,1896
2024-03-05,8105,2570209,36998840,14.55,14.65,14.3,14.35,-0.1,1086
2024-03-06,8105,3854896,56139212,14.45,14.75,14.4,14.45,0.1,1379
2024-03-07,8105,6825438,100467428,14.7,14.95,14.55,14.55,0.1,2439
2024-03-08,8105,13833216,203849807,14.95,15.3,14.2,14.35,-0.2,5093
2024-03-11,8105,11308198,167065482,14.4,15.0,14.3,14.65,0.3,3486
2024-03-12,8105,3304731,48288214,14.65,14.8,14.5,14.55,-0.1,1548
