date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,3036,769774,53986610,70.2,70.6,69.7,70.0,0.1,661
2023-07-18,3036,1198196,84096106,69.7,70.8,69.6,70.0,0.0,1246
2023-07-19,3036,1938979,134919988,70.0,70.7,68.8,69.1,-0.9,1449
2023-07-20,3036,721649,50007446,69.1,69.8,68.9,69.2,0.1,541
2023-07-21,3036,1012077,69475107,69.0,69.1,68.3,68.6,-0.6,745
2023-07-24,3036,1665043,112797825,68.6,68.6,67.3,67.3,-1.3,1088
2023-07-25,3036,1687653,112566904,67.5,67.5,66.2,66.7,-0.6,1442
2023-07-26,3036,1436719,95705812,67.0,67.3,66.2,66.5,-0.2,1194
2023-07-27,3036,1011288,68003088,66.5,67.8,66.5,67.6,1.1,837
2023-07-28,3036,1912377,130784853,67.6,68.9,67.2,68.9,1.3,1358
2023-07-31,3036,1974621,135543930,69.0,69.5,68.2,68.6,-0.3,1145
2023-08-01,3036,892098,60861329,68.6,68.8,67.8,68.0,-0.6,676
2023-08-02,3036,848542,57198730,68.1,68.3,67.1,67.1,-0.9,767
2023-08-04,3036,977898,66073865,67.1,68.1,67.0,68.1,1.0,737
2023-08-07,3036,3181808,222286895,68.5,70.8,68.1,70.7,2.6,2124
2023-08-08,3036,2110705,149475474,70.8,71.4,70.1,70.9,0.2,1463
2023-08-09,3036,6286945,460960824,71.1,74.9,70.9,74.0,3.1,3886
2023-08-10,3036,3261884,241241788,74.5,75.0,73.0,73.3,-0.7,2073
2023-08-11,3036,1963499,143297370,73.3,73.4,72.0,73.0,-0.3,1132
2023-08-14,3036,1931022,139869813,74.0,74.0,70.8,71.3,-1.7,1128
2023-08-15,3036,2935321,211160210,72.7,72.7,71.1,71.7,0.4,1528
2023-08-16,3036,3468855,249027912,71.0,72.7,70.5,72.0,0.3,1727
2023-08-17,3036,3022388,216731373,72.4,72.4,71.0,71.4,-0.6,1746
2023-08-18,3036,6884543,466453987,67.1,67.5,64.8,65.1,0.0,2386
2023-08-21,3036,1448966,96185208,65.7,67.1,65.3,67.0,1.9,1187
2023-08-22,3036,1452933,98702719,67.0,68.5,67.0,68.3,1.3,1285
2023-08-23,3036,1564917,107302189,68.3,68.9,67.9,68.9,0.6,1373
2023-08-24,3036,1078500,74075593,69.8,69.8,68.2,68.8,-0.1,1021
2023-08-25,3036,908591,62299455,68.8,69.1,68.0,68.0,-0.8,873
2023-08-28,3036,579595,39372284,68.1,68.2,67.7,68.0,0.0,679
2023-08-29,3036,388213,26371681,68.7,68.7,67.5,68.2,0.2,433
2023-08-30,3036,682054,46353913,68.4,68.5,67.7,68.1,-0.1,1007
2023-08-31,3036,742254,50536700,68.0,68.4,67.8,68.1,0.0,560
2023-09-01,3036,1458028,100966373,68.4,69.8,68.3,69.6,1.5,1036
2023-09-04,3036,3055018,219832677,70.1,73.3,70.1,72.2,2.6,3143
2023-09-05,3036,1108451,80118669,72.8,72.8,71.6,72.7,0.5,952
2023-09-06,3036,1274367,92757314,72.0,73.1,72.0,73.1,0.4,1038
2023-09-07,3036,1755805,128898102,72.7,73.9,72.4,73.9,0.8,1858
2023-09-08,3036,1242421,91848331,74.5,74.5,73.5,74.0,0.1,2145
2023-09-11,3036,1727374,127877344,74.0,74.9,73.3,74.2,0.2,1425
2023-09-12,3036,1573757,115043092,74.5,75.0,72.3,72.6,-1.6,2953
2023-09-13,3036,1430003,104951329,73.2,73.9,72.8,73.3,0.7,920
2023-09-15,3036,2469040,199004562,80.6,80.6,80.6,80.6,0.0,1071
2023-09-18,3036,6180948,547631911,88.6,88.6,88.6,88.6,8.0,2565
2023-09-19,3036,37225887,3512252404,97.4,97.4,90.2,91.0,2.4,21797
2023-09-20,3036,27409811,2696700059,95.8,100.0,93.5,100.0,9.0,17212
2023-09-21,3036,52127095,5184157500,99.8,103.0,96.4,103.0,3.0,27897
2023-09-22,3036,40184639,3956905738,103.0,103.5,94.2,96.0,-7.0,21650
2023-09-25,3036,17227878,1636562782,97.4,97.8,92.5,96.2,0.2,11684
2023-09-26,3036,13015410,1244108239,96.6,97.1,94.2,95.0,-1.2,9794
2023-09-27,3036,33680613,3401112807,95.8,104.5,95.3,104.5,9.5,19414
2023-09-28,3036,66692680,7216924793,104.5,114.0,102.0,111.5,7.0,33818
2023-10-02,3036,29383665,3212254876,108.0,112.0,106.5,110.0,-1.5,16255
