date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,3026,400993,42994531,107.5,107.5,106.5,107.5,1.0,308
2023-07-18,3026,391192,41942701,107.5,108.0,106.5,107.0,-0.5,343
2023-07-19,3026,1052410,112743918,107.5,108.0,106.5,106.5,-0.5,676
2023-07-20,3026,534700,52504981,97.5,98.8,97.3,98.4,0.0,624
2023-07-21,3026,262887,25789144,98.4,98.5,97.4,98.5,0.1,348
2023-07-24,3026,344606,33478626,98.5,98.5,96.8,96.9,-1.6,403
2023-07-25,3026,297202,28757411,96.9,97.9,96.3,97.0,0.1,360
2023-07-26,3026,294111,28318568,96.8,96.9,95.6,96.5,-0.5,354
2023-07-27,3026,112593,10911775,96.5,97.4,96.3,97.0,0.5,139
2023-07-28,3026,100925,9819373,96.6,97.6,96.6,97.6,0.6,146
2023-07-31,3026,175193,17146502,98.3,98.4,97.5,97.5,-0.1,196
2023-08-01,3026,195417,18928527,97.0,97.6,96.6,96.8,-0.7,278
2023-08-02,3026,233124,22513211,98.0,98.0,96.1,96.7,-0.1,282
2023-08-04,3026,132239,12729008,96.5,96.9,95.7,96.9,0.2,167
2023-08-07,3026,116143,11210387,96.4,96.9,96.2,96.9,0.0,171
2023-08-08,3026,136494,13166249,96.6,97.1,96.2,96.7,-0.2,153
2023-08-09,3026,114444,11028516,96.5,96.5,96.2,96.4,-0.3,111
2023-08-10,3026,307877,29346416,96.2,96.2,95.0,96.0,-0.4,354
2023-08-11,3026,203267,19365125,95.8,95.8,94.7,95.8,-0.2,280
2023-08-14,3026,267520,25186990,95.1,95.1,93.2,94.4,-1.4,366
2023-08-15,3026,251517,23600766,93.6,94.5,93.4,94.4,0.0,326
2023-08-16,3026,305186,28580751,94.0,94.3,93.1,94.0,-0.4,308
2023-08-17,3026,408260,38109330,93.6,94.4,92.7,93.8,-0.2,423
2023-08-18,3026,76735,7199047,93.7,94.0,93.0,93.9,0.1,115
2023-08-21,3026,76215,7118733,94.3,94.3,93.1,93.6,-0.3,143
2023-08-22,3026,100121,9335620,94.0,94.0,93.0,93.5,-0.1,137
2023-08-23,3026,86939,8131958,93.6,94.0,93.1,94.0,0.5,134
2023-08-24,3026,100238,9433270,94.0,94.5,93.7,94.5,0.5,206
2023-08-25,3026,127607,12068392,94.2,94.9,93.7,94.9,0.4,266
2023-08-28,3026,65297,6191004,94.5,94.9,94.4,94.7,-0.2,203
2023-08-29,3026,65067,6176139,95.0,95.4,94.8,94.8,0.1,173
2023-08-30,3026,73409,7021366,95.3,96.0,95.1,95.6,0.8,165
2023-08-31,3026,408371,39591178,95.6,98.0,95.6,98.0,2.4,444
2023-09-01,3026,1518706,153267129,98.0,102.5,97.2,99.8,1.8,1702
2023-09-04,3026,320986,32090735,99.9,101.0,99.3,99.8,0.0,856
2023-09-05,3026,236442,23650600,99.9,100.5,99.9,100.5,0.7,256
2023-09-06,3026,135232,13496499,100.0,100.5,99.3,99.8,-0.7,398
2023-09-07,3026,109399,10895293,99.7,100.0,98.6,99.6,-0.2,213
2023-09-08,3026,132799,13158732,99.6,99.6,98.7,98.8,-0.8,207
2023-09-11,3026,110765,10903849,98.8,98.8,98.0,98.4,-0.4,203
2023-09-12,3026,68575,6768623,99.5,99.5,98.2,98.7,0.3,128
2023-09-13,3026,101408,10022770,99.4,99.4,98.5,99.0,0.3,136
2023-09-14,3026,122132,12084337,98.7,99.3,98.7,99.0,0.0,170
2023-09-15,3026,160276,15873854,99.0,99.2,98.7,99.1,0.1,210
2023-09-18,3026,95735,9499237,99.5,99.5,98.8,99.3,0.2,182
2023-09-19,3026,57572,5723570,99.6,99.7,99.1,99.2,-0.1,123
2023-09-20,3026,115582,11424531,99.0,99.2,98.3,99.1,-0.1,166
2023-09-21,3026,144278,14127998,98.6,98.6,97.2,98.4,-0.7,222
2023-09-22,3026,89630,8763743,98.3,98.3,97.1,98.0,-0.4,122
2023-09-25,3026,195670,19428113,98.3,99.8,98.1,99.3,1.3,227
2023-09-26,3026,106923,10520984,99.7,99.7,98.0,98.2,-1.1,549
2023-09-27,3026,78692,7690474,98.2,98.2,97.3,98.0,-0.2,91
2023-09-28,3026,69442,6784952,98.0,98.0,97.4,97.9,-0.1,89
2023-10-02,3026,104376,10219685,98.5,98.5,97.6,98.2,0.3,144
2023-10-03,3026,70899,6946433,98.0,98.5,97.3,98.5,0.3,116
2023-10-04,3026,164775,16051327,98.4,98.4,97.1,98.2,-0.3,215
2023-10-05,3026,63898,6246489,97.9,98.0,97.6,97.6,-0.6,96
2023-10-06,3026,43579,4244044,97.3,97.5,97.3,97.3,-0.3,77
2023-10-11,3026,196738,19032827,97.3,97.5,96.0,96.4,-0.9,277
2023-10-12,3026,134871,13042605,96.4,96.9,96.2,96.9,0.5,179
2023-10-13,3026,110080,10657815,96.4,97.5,96.4,97.0,0.1,106
2023-10-16,3026,119668,11539758,97.0,97.2,96.0,96.5,-0.5,148
2023-10-17,3026,222655,21458557,96.2,96.6,96.0,96.5,0.0,279
2023-10-18,3026,1013053,95402344,96.5,96.5,93.6,93.6,-2.9,600
