date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,2033,67361,939788,14.05,14.1,13.85,13.95,-0.1,63
2023-07-18,2033,230097,3255452,13.95,14.3,13.95,14.3,0.35,94
2023-07-19,2033,53150,752973,14.1,14.4,14.05,14.05,-0.25,45
2023-07-20,2033,66100,939839,14.05,14.4,14.0,14.4,0.35,51
2023-07-21,2033,49135,699630,14.25,14.4,14.05,14.05,-0.35,43
2023-07-24,2033,82051,1174229,14.05,14.6,14.05,14.45,0.4,62
2023-07-25,2033,103170,1492925,14.3,14.55,14.3,14.5,0.05,61
2023-07-26,2033,241008,3597825,14.5,15.2,14.5,14.9,0.4,147
2023-07-27,2033,220021,3340984,15.15,15.25,15.1,15.15,0.25,135
2023-07-28,2033,159089,2446251,15.15,15.55,15.1,15.55,0.4,85
2023-07-31,2033,122393,1857665,15.5,15.5,15.1,15.15,-0.4,93
2023-08-01,2033,51131,774211,15.35,15.35,15.1,15.1,-0.05,37
2023-08-02,2033,518571,8035180,15.15,15.75,15.15,15.2,0.1,242
2023-08-04,2033,66307,1008897,15.2,15.35,15.15,15.2,0.0,63
2023-08-07,2033,78009,1188087,15.3,15.35,15.15,15.15,-0.05,44
2023-08-08,2033,57137,863975,15.2,15.2,15.05,15.1,-0.05,31
2023-08-09,2033,60559,913624,15.1,15.1,15.05,15.05,-0.05,37
2023-08-10,2033,51001,753714,14.85,14.9,14.75,14.8,-0.25,30
2023-08-11,2033,125338,1804807,14.6,14.6,14.3,14.35,-0.45,62
2023-08-14,2033,286898,4015321,14.35,14.35,13.85,14.1,-0.25,128
2023-08-15,2033,70180,994540,14.1,14.4,14.1,14.25,0.15,41
2023-08-16,2033,73752,1045626,14.1,14.3,14.0,14.2,-0.05,62
2023-08-17,2033,44098,628041,14.05,14.4,14.05,14.35,0.15,29
2023-08-18,2033,124001,1748664,14.3,14.55,14.0,14.0,-0.35,73
2023-08-21,2033,86029,1226463,14.1,14.4,14.1,14.25,0.25,55
2023-08-22,2033,34847,497240,14.25,14.35,14.25,14.3,0.05,33
2023-08-23,2033,20001,285964,14.45,14.45,14.2,14.25,-0.05,19
2023-08-24,2033,22388,318893,14.2,14.3,14.2,14.25,0.0,24
2023-08-25,2033,26060,372201,14.2,14.35,14.15,14.25,0.0,20
2023-08-28,2033,46665,663618,14.15,14.45,14.05,14.3,0.05,74
2023-08-29,2033,20000,284400,14.15,14.3,14.15,14.2,-0.1,17
2023-08-30,2033,26064,372554,14.45,14.45,14.25,14.3,0.1,22
2023-08-31,2033,28181,401568,14.3,14.35,14.2,14.2,-0.1,26
2023-09-01,2033,29011,412956,14.2,14.4,14.2,14.35,0.15,24
2023-09-04,2033,82122,1197930,14.35,14.9,14.3,14.55,0.2,63
2023-09-05,2033,27051,388336,14.45,14.45,14.3,14.3,-0.25,23
2023-09-06,2033,159165,2237601,14.3,14.3,14.0,14.1,-0.2,78
2023-09-07,2033,69014,978218,14.1,14.2,14.1,14.15,0.05,50
2023-09-08,2033,29045,410436,14.15,14.15,14.05,14.1,-0.05,18
2023-09-11,2033,47001,662914,14.1,14.15,14.1,14.1,0.0,17
2023-09-12,2033,46000,649650,14.15,14.15,14.0,14.1,0.0,25
2023-09-13,2033,79056,1113600,14.05,14.2,14.05,14.15,0.05,20
2023-09-14,2033,25166,356055,14.15,14.2,14.1,14.2,0.05,23
2023-09-15,2033,86435,1240392,14.2,14.45,14.2,14.45,0.25,63
2023-09-18,2033,84007,1227660,14.3,14.75,14.3,14.75,0.3,67
2023-09-19,2033,95376,1397888,14.75,14.85,14.5,14.6,-0.15,65
2023-09-20,2033,22000,321150,14.55,14.6,14.55,14.6,0.0,18
2023-09-21,2033,35047,510239,14.5,14.6,14.5,14.5,-0.1,32
2023-09-22,2033,131039,1985646,14.7,15.5,14.45,15.5,1.0,65
2023-09-25,2033,613260,10249132,15.3,15.3,15.1,15.1,-0.4,80
2023-09-26,2033,80209,1187944,15.05,15.05,14.6,14.8,-0.3,47
2023-09-27,2033,42871,634652,14.95,15.0,14.65,14.8,0.0,46
