date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,3037,37582146,6959222251,189.0,191.0,182.0,182.0,-5.0,51676
2023-07-18,3037,92145431,17848816430,184.0,200.0,183.0,200.0,18.0,64744
2023-07-19,3037,97121697,19714844981,206.0,208.0,197.0,203.0,3.0,67104
2023-07-20,3037,48554009,9690091066,203.0,205.5,195.0,196.5,-6.5,37922
2023-07-21,3037,41209005,7859232153,189.5,193.5,188.0,190.5,-6.0,34233
2023-07-24,3037,46989376,9296341400,192.0,201.5,190.5,199.5,9.0,34285
2023-07-25,3037,74145236,14952789059,202.5,208.0,195.0,195.5,-4.0,52033
2023-07-26,3037,60888446,12197980079,200.0,204.5,195.5,197.5,2.0,41909
2023-07-27,3037,50246010,9644690170,190.0,196.5,189.5,190.5,-7.0,44773
2023-07-28,3037,30428913,5791407212,191.5,193.0,188.0,191.0,0.5,28693
2023-07-31,3037,32636315,6110139181,193.0,194.0,183.5,184.5,-6.5,25880
2023-08-01,3037,17729209,3301759417,186.0,189.5,184.5,186.0,1.5,12316
2023-08-02,3037,43572876,7977118930,186.0,191.0,177.0,180.0,-6.0,30990
2023-08-04,3037,25448365,4496157691,177.0,179.5,174.0,177.5,-2.5,17064
2023-08-07,3037,17449221,3141084776,178.5,182.5,176.5,182.0,4.5,11214
2023-08-08,3037,17637278,3160357817,183.0,183.5,177.0,178.5,-3.5,11528
2023-08-09,3037,32276441,5961655992,179.5,187.5,179.0,184.0,5.5,20909
2023-08-10,3037,22522840,4026064883,181.5,182.5,175.0,177.0,-7.0,31221
2023-08-11,3037,14513277,2559595914,179.5,180.0,174.0,174.5,-2.5,11290
2023-08-14,3037,16199171,2756272220,173.0,173.5,167.5,170.5,-4.0,13594
2023-08-15,3037,15112471,2653233922,175.0,177.5,173.5,175.5,5.0,10973
2023-08-16,3037,21851738,3893594944,176.0,180.5,175.0,178.0,2.5,16379
2023-08-17,3037,18171534,3250309006,178.0,181.0,176.0,180.5,2.5,14015
2023-08-18,3037,13375297,2359119565,179.5,180.5,173.0,174.5,-6.0,12021
2023-08-21,3037,8745932,1520187853,174.5,177.0,172.5,172.5,-2.0,6546
2023-08-22,3037,16823993,2927637126,174.0,177.0,170.0,176.0,3.5,11863
2023-08-23,3037,12258623,2159547489,176.0,177.5,174.5,177.0,1.0,8438
2023-08-24,3037,50438808,9389233697,183.0,191.5,180.0,189.0,12.0,35144
2023-08-25,3037,30569229,5550539590,185.0,185.5,179.0,179.5,-9.5,28044
2023-08-28,3037,14105586,2507523068,181.0,181.5,176.0,176.0,-3.5,10810
2023-08-29,3037,28205559,5169621969,179.5,186.5,179.0,184.0,8.0,20555
2023-08-30,3037,18126748,3358479744,187.0,188.0,183.0,184.0,0.0,21119
2023-08-31,3037,14308414,2650154622,184.5,186.5,182.5,185.5,1.5,12024
2023-09-01,3037,11009899,2019618782,186.5,187.0,182.0,182.0,-3.5,9029
2023-09-04,3037,10602840,1947844545,184.0,185.0,181.0,185.0,3.0,7152
2023-09-05,3037,10147400,1881792882,184.5,186.5,183.0,186.5,1.5,7141
2023-09-06,3037,10698559,1990046593,187.5,188.0,184.5,187.0,0.5,8376
2023-09-07,3037,7586057,1404273821,185.5,186.5,184.0,184.5,-2.5,6134
2023-09-08,3037,8878149,1614987509,183.5,183.5,180.5,181.0,-3.5,7643
2023-09-11,3037,9966145,1807159933,182.0,183.5,179.5,179.5,-1.5,7986
2023-09-12,3037,13622138,2492545240,180.5,186.0,177.5,185.0,5.5,12624
2023-09-13,3037,12895252,2361526183,186.0,186.5,181.0,181.5,-3.5,11601
2023-09-14,3037,14608398,2715872606,183.5,188.0,183.0,186.0,4.5,10114
2023-09-15,3037,35666576,6750901344,186.5,191.5,186.5,190.5,4.5,25493
2023-09-18,3037,19375861,3603692617,188.0,189.5,184.0,184.5,-6.0,19494
2023-09-19,3037,26096584,4915914370,184.5,191.0,184.0,188.5,4.0,17587
2023-09-20,3037,21114147,3916339302,189.0,189.0,183.0,183.5,-5.0,20854
2023-09-21,3037,14722698,2663529854,182.5,182.5,180.0,180.5,-3.0,12273
2023-09-22,3037,20052043,3563984755,177.5,181.0,175.0,181.0,0.5,15276
2023-09-25,3037,13238100,2362009128,179.5,180.5,177.0,178.5,-2.5,10116
2023-09-26,3037,8917521,1582030079,178.0,180.0,176.0,176.0,-2.5,7310
2023-09-27,3037,15876664,2755580571,174.0,175.5,172.5,173.5,-2.5,12188
2023-09-28,3037,15126355,2637042027,174.5,177.0,173.0,173.5,0.0,8820
2023-10-02,3037,16207443,2895593697,175.5,180.5,175.0,178.5,5.0,10192
2023-10-03,3037,9054034,1606609826,178.0,180.0,175.5,175.5,-3.0,9803
2023-10-04,3037,10699159,1853440966,173.5,174.5,172.0,174.0,-1.5,8123
2023-10-05,3037,10518224,1823433202,175.5,175.5,172.5,172.5,-1.5,8967
2023-10-06,3037,9782239,1683187301,174.0,174.0,171.0,172.5,0.0,8267
2023-10-11,3037,21771996,3771443810,174.0,177.5,171.0,171.5,-1.0,12692
2023-10-12,3037,10593814,1818846456,172.5,173.0,170.5,171.5,0.0,8734
2023-10-13,3037,14342570,2430792254,171.0,171.5,168.0,169.0,-2.5,12730
2023-10-16,3037,20908824,3436361701,167.5,168.0,162.0,164.5,-4.5,16641
2023-10-17,3037,13419112,2254485082,167.5,170.0,166.0,166.5,2.0,9692
2023-10-18,3037,20955512,3381998937,165.5,166.0,159.5,160.0,-6.5,14598
2023-10-19,3037,14288296,2277554715,157.5,161.5,156.0,160.0,0.0,9263
2023-10-20,3037,11634691,1839419056,157.5,161.0,155.5,161.0,1.0,9063
2023-10-23,3037,8938001,1429464459,158.5,162.5,158.5,158.5,-2.5,6232
2023-10-24,3037,24650279,3819986150,157.5,157.5,152.0,157.0,-1.5,17153
2023-10-25,3037,14277867,2263521447,159.0,161.5,156.5,157.0,0.0,9586
2023-10-26,3037,30317210,4556316613,152.5,154.0,148.0,149.0,-8.0,20493
2023-10-27,3037,24471368,3638425057,150.5,152.0,146.5,147.0,-2.0,12921
2023-10-30,3037,14694342,2149291317,146.5,149.0,145.0,145.5,-1.5,9819
2023-10-31,3037,13317456,1930750840,147.0,148.0,143.0,143.0,-2.5,8971
2023-11-01,3037,9639032,1388729204,144.5,146.5,142.0,144.5,1.5,6730
2023-11-02,3037,17285483,2584728303,147.0,151.0,147.0,151.0,6.5,10465
2023-11-03,3037,18386764,2831680639,152.0,156.0,151.0,155.5,4.5,11692
2023-11-06,3037,10811875,1702050123,157.0,159.0,155.0,158.0,2.5,7747
