date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,6719,1701726,427609999,256.5,256.5,248.5,253.0,-4.5,2103
2023-07-18,6719,909327,227990368,253.0,254.0,249.0,250.0,-3.0,1161
2023-07-19,6719,1071425,270373714,250.5,256.5,249.5,251.0,1.0,1086
2023-07-20,6719,867173,216488039,253.0,253.0,248.0,248.5,-2.5,1069
2023-07-21,6719,1376732,334595736,244.0,247.5,240.0,243.5,-5.0,1588
2023-07-24,6719,1348313,323310823,243.0,243.5,237.0,240.0,-3.5,1582
2023-07-25,6719,1084688,261968169,241.5,244.5,239.5,240.0,0.0,1226
2023-07-26,6719,1329623,313038327,241.0,241.0,233.5,233.5,-6.5,1644
2023-07-27,6719,2654587,653579934,236.0,252.0,234.5,248.5,15.0,2748
2023-07-28,6719,1564376,392113509,246.0,254.5,244.5,253.0,4.5,1660
2023-07-31,6719,1138830,282968791,257.0,257.0,245.0,246.5,-6.5,1314
2023-08-01,6719,1181575,292536251,246.5,251.5,244.5,247.5,1.0,1209
2023-08-02,6719,1263875,304856479,247.5,247.5,238.0,239.0,-8.5,1625
2023-08-04,6719,904779,213808308,237.5,239.0,234.0,239.0,0.0,977
2023-08-07,6719,497238,117541657,237.0,238.5,235.5,236.5,-2.5,647
2023-08-08,6719,2030523,461703734,235.0,235.5,220.5,228.5,-8.0,2357
2023-08-09,6719,877860,198549864,228.0,231.5,223.0,224.5,-4.0,1156
2023-08-10,6719,1036613,230798739,222.5,227.0,219.0,223.0,-1.5,1301
2023-08-11,6719,738601,164597925,223.5,225.5,220.5,221.5,-1.5,816
2023-08-14,6719,1300797,279207968,214.0,217.5,210.0,217.0,-4.5,1368
2023-08-15,6719,1100442,236120650,218.5,221.0,211.5,212.5,-4.5,1925
2023-08-16,6719,793687,169741369,211.0,216.0,208.0,214.5,2.0,1207
2023-08-17,6719,855033,185391489,212.0,222.0,210.0,220.0,5.5,931
2023-08-18,6719,495460,107821931,220.0,222.0,214.0,215.0,-5.0,4072
2023-08-21,6719,373955,80119810,213.0,216.5,212.0,213.5,-1.5,458
2023-08-22,6719,400895,85089936,215.5,217.0,210.0,210.5,-3.0,563
2023-08-23,6719,384209,81335837,210.5,213.5,210.0,213.5,3.0,467
