date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,2492,5165154,513017484,98.5,101.0,96.2,100.5,2.6,4320
2023-07-18,2492,4548693,456122347,102.5,102.5,98.9,99.3,-1.2,3480
2023-07-19,2492,3370061,334454091,100.5,101.0,98.3,98.5,-0.8,2351
2023-07-20,2492,2050519,204163513,98.0,100.5,98.0,99.8,1.3,1689
2023-07-21,2492,2729895,266142868,99.5,99.5,96.7,97.3,-2.5,2500
2023-07-24,2492,3495651,331660450,97.1,97.1,94.0,94.1,-3.2,3286
2023-07-25,2492,1365571,129737091,94.5,96.0,94.4,95.0,0.9,1263
2023-07-26,2492,2210486,207827211,95.6,95.6,93.5,94.0,-1.0,2013
2023-07-27,2492,2165177,206612360,94.5,95.9,94.2,95.9,1.9,1785
2023-07-28,2492,2943703,280836766,93.6,97.0,93.1,95.7,0.0,2485
2023-07-31,2492,2222230,213472451,96.4,97.8,94.7,94.9,-0.8,1873
2023-08-01,2492,1564258,149482764,94.9,97.4,94.6,94.7,-0.2,1641
2023-08-02,2492,2313190,217079869,94.4,95.7,93.2,93.3,-1.4,2273
2023-08-04,2492,4225006,392997257,93.1,93.6,92.2,93.0,-0.3,1173
2023-08-07,2492,1043224,96697719,93.0,93.3,91.8,92.7,-0.3,1072
2023-08-08,2492,2036935,186976630,92.8,93.0,91.3,91.3,-1.4,2119
2023-08-09,2492,1646361,149209596,91.2,91.6,90.0,90.3,-1.0,1774
2023-08-10,2492,1542099,139412527,91.5,91.5,90.0,90.0,-0.3,1359
2023-08-11,2492,1942400,178606845,90.8,93.9,90.4,91.5,1.5,1657
2023-08-14,2492,1525937,139870219,91.5,92.3,90.7,91.1,-0.4,1365
2023-08-15,2492,992646,90703966,92.0,92.2,91.0,91.1,0.0,1383
2023-08-16,2492,1456520,132007889,90.7,91.4,89.3,91.3,0.2,1589
2023-08-17,2492,3079189,288041423,90.3,94.8,90.2,94.0,2.7,2379
2023-08-18,2492,2165356,206337848,93.5,96.8,93.4,94.5,0.5,2670
2023-08-21,2492,1042359,99099248,94.9,95.9,94.4,94.9,0.4,1741
2023-08-22,2492,2847893,274952870,96.2,97.3,95.6,96.3,1.4,2416
2023-08-23,2492,898472,86282119,96.0,96.9,95.5,95.5,-0.8,1332
2023-08-24,2492,1321011,125778101,96.4,96.5,94.3,95.4,-0.1,2774
2023-08-25,2492,832174,79317780,94.4,95.9,94.3,95.0,-0.4,886
2023-08-28,2492,909971,87005764,95.7,96.3,94.8,94.9,-0.1,1224
2023-08-29,2492,748823,71312528,96.0,96.0,94.6,95.8,0.9,1101
2023-08-30,2492,972694,93455534,96.3,96.5,95.8,95.9,0.1,1261
2023-08-31,2492,3630706,354096973,96.0,98.8,95.8,98.6,2.7,3286
2023-09-01,2492,29239104,3119546151,99.9,108.0,99.4,108.0,9.4,17303
2023-09-04,2492,23734324,2593487866,110.0,113.0,106.0,107.0,-1.0,16756
2023-09-05,2492,10902972,1180455739,107.0,110.0,106.0,107.5,0.5,8684
2023-09-06,2492,7181581,778562033,108.5,111.0,105.5,111.0,3.5,4730
2023-09-07,2492,8850396,952590454,109.5,111.0,105.5,106.5,-4.5,6123
2023-09-08,2492,3782945,398540464,106.0,107.0,104.0,106.0,-0.5,2761
2023-09-11,2492,3369247,355373589,106.5,108.0,104.5,105.0,-1.0,2391
2023-09-12,2492,2450675,259173188,105.0,107.0,103.5,106.0,1.0,1901
2023-09-13,2492,3330165,353853016,106.5,108.0,105.0,105.5,-0.5,2313
2023-09-14,2492,2016044,214474926,106.0,107.0,105.5,107.0,1.5,1503
2023-09-15,2492,3434234,369459865,107.0,109.0,106.0,108.0,1.0,2302
2023-09-18,2492,5368122,580135982,108.0,110.0,106.5,108.0,0.0,3371
2023-09-19,2492,6068815,652808629,109.0,111.0,105.0,106.0,-2.0,4192
2023-09-20,2492,5212834,545306222,106.5,108.0,102.5,103.5,-2.5,3263
2023-09-21,2492,4566075,457485925,102.5,102.5,98.9,99.6,-3.9,3677
2023-09-22,2492,3279664,333446582,99.4,104.0,98.4,103.5,3.9,2312
2023-09-25,2492,1034059,106748610,103.5,104.0,102.5,103.0,-0.5,1173
2023-09-26,2492,1149734,117333091,102.5,103.5,101.5,101.5,-1.5,879
2023-09-27,2492,975214,98868452,101.0,102.5,100.0,102.0,0.5,874
2023-09-28,2492,982854,100566380,102.5,103.5,101.5,102.5,0.5,1105
2023-10-02,2492,1107425,114747998,103.5,104.5,103.0,103.5,1.0,874
2023-10-03,2492,1493563,150982783,103.0,103.0,100.5,100.5,-3.0,1429
2023-10-04,2492,1647260,163607294,99.6,100.0,98.8,99.3,-1.2,1504
2023-10-05,2492,1052163,105439330,99.5,101.0,99.5,100.0,0.7,904
2023-10-06,2492,728067,72817614,100.5,100.5,99.7,99.9,-0.1,810
2023-10-11,2492,2187901,221816043,101.5,102.5,100.0,102.0,2.1,1597
2023-10-12,2492,5811815,617258833,102.5,108.0,102.0,108.0,6.0,4311
2023-10-13,2492,3949650,422407727,106.5,108.5,105.5,108.0,0.0,2585
2023-10-16,2492,2582900,278846358,107.0,108.5,106.5,108.5,0.5,1826
2023-10-17,2492,2632177,284131473,109.0,109.5,107.0,107.0,-1.5,2174
2023-10-18,2492,2330171,246027751,107.5,107.5,104.5,105.5,-1.5,1479
2023-10-19,2492,1547603,163801869,105.0,107.0,104.0,106.0,0.5,1194
2023-10-20,2492,2004567,210058014,105.0,106.5,103.0,106.5,0.5,1525
