date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,2239,210255,14775979,71.4,71.4,69.6,70.5,-1.0,167
2023-07-18,2239,183936,12635860,71.5,71.5,68.0,68.3,-2.2,139
2023-07-19,2239,140006,9589413,70.4,70.4,67.9,68.5,0.2,107
2023-07-20,2239,231560,16305589,69.0,72.2,69.0,69.7,1.2,168
2023-07-21,2239,106000,7399000,69.1,70.7,69.1,70.0,0.3,78
2023-07-24,2239,175478,11910705,69.8,69.8,66.7,67.7,-2.3,146
2023-07-25,2239,96560,6480388,67.2,67.5,66.8,67.0,0.0,87
2023-07-26,2239,140733,9297971,67.4,67.4,65.5,65.6,-1.4,120
2023-07-27,2239,205370,13807599,67.4,68.4,66.0,67.2,1.6,117
2023-07-28,2239,34297,2335543,68.5,68.9,67.2,68.2,1.0,33
2023-07-31,2239,187593,13144134,68.8,71.0,68.8,69.5,1.3,173
2023-08-01,2239,51376,3539124,69.6,69.6,68.5,69.1,-0.4,35
2023-08-02,2239,102250,7022230,69.0,69.3,68.0,68.5,-0.6,68
2023-08-04,2239,28200,1951697,68.6,69.8,68.6,69.6,1.1,26
2023-08-07,2239,150476,10174272,69.1,69.1,67.0,67.3,-2.3,157
2023-08-08,2239,292565,19418540,68.2,68.2,65.5,66.5,-0.8,215
2023-08-09,2239,15275,1015415,66.5,66.8,66.2,66.2,-0.3,8
2023-08-10,2239,80300,5161790,65.5,65.6,63.5,64.0,-2.2,71
2023-08-11,2239,40113,2612550,65.0,66.8,64.6,64.8,0.8,36
2023-08-14,2239,37000,2330700,65.5,65.5,62.5,63.3,-1.5,35
2023-08-15,2239,79464,4993837,63.2,63.5,62.5,63.3,0.0,67
2023-08-16,2239,84250,5322849,62.2,64.1,62.0,63.0,-0.3,73
2023-08-17,2239,72050,4630700,62.5,65.0,62.5,64.3,1.3,76
2023-08-18,2239,162629,10905011,63.8,68.1,63.8,67.8,3.5,135
2023-08-21,2239,123237,8133233,68.1,68.1,64.0,64.3,-3.5,124
2023-08-22,2239,39316,2529259,64.3,65.9,63.9,63.9,-0.4,45
2023-08-23,2239,44300,2833504,63.9,64.5,63.8,64.1,0.2,90
2023-08-24,2239,25050,1604000,64.0,64.7,63.8,64.0,-0.1,17
2023-08-25,2239,27030,1725932,62.6,64.7,62.6,64.0,0.0,22
2023-08-28,2239,39000,2490500,63.4,64.6,63.4,64.1,0.1,24
2023-08-29,2239,72200,4611534,64.1,64.2,63.3,64.1,0.0,78
2023-08-30,2239,82614,5275328,64.5,64.5,63.5,63.6,-0.5,66
2023-08-31,2239,88109,5545224,63.4,63.5,62.7,62.8,-0.8,67
2023-09-01,2239,49501,3106934,62.5,63.1,62.5,63.1,0.3,52
2023-09-04,2239,55010,3475842,63.3,63.8,62.6,63.5,0.4,49
2023-09-05,2239,62276,3931326,63.5,63.5,62.8,63.3,-0.2,59
