date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2023-07-17,1414,170987,2985562,17.55,17.65,17.35,17.6,0.05,168
2023-07-18,1414,187899,3265565,17.65,17.65,17.35,17.35,-0.25,132
2023-07-19,1414,264083,4554541,17.45,17.45,17.2,17.35,0.0,152
2023-07-20,1414,59278,1026753,17.45,17.45,17.25,17.35,0.0,49
2023-07-21,1414,81193,1407817,17.35,17.4,17.3,17.4,0.05,60
2023-07-24,1414,113993,1975607,17.45,17.45,17.25,17.3,-0.1,104
2023-07-25,1414,175489,3043431,17.5,17.5,17.3,17.4,0.1,180
2023-07-26,1414,290162,5124664,17.4,17.85,17.35,17.85,0.45,148
2023-07-27,1414,157932,2822731,17.95,18.0,17.7,17.95,0.1,150
2023-07-28,1414,86286,1544668,18.05,18.05,17.75,17.95,0.0,83
2023-07-31,1414,78114,1394884,17.95,17.95,17.75,17.85,-0.1,68
2023-08-01,1414,216098,3828649,17.95,17.95,17.6,17.8,-0.05,143
2023-08-02,1414,273741,4831407,17.65,17.95,17.5,17.6,-0.2,176
2023-08-04,1414,80533,1425359,17.75,17.8,17.65,17.75,0.15,82
2023-08-07,1414,54201,960785,17.8,17.8,17.65,17.8,0.05,84
2023-08-08,1414,272099,4805802,17.9,17.9,17.55,17.6,-0.2,224
2023-08-09,1414,203719,3582145,17.75,17.8,17.5,17.75,0.15,156
2023-08-10,1414,89311,1580423,17.8,17.8,17.6,17.75,0.0,63
2023-08-11,1414,163375,2875158,17.8,17.8,17.5,17.7,-0.05,137
2023-08-14,1414,133028,2343700,17.8,17.8,17.5,17.6,-0.1,94
2023-08-15,1414,195083,3388388,17.7,17.7,17.25,17.25,-0.35,137
2023-08-16,1414,159060,2742376,17.3,17.35,17.2,17.35,0.1,92
2023-08-17,1414,195137,3383581,17.35,17.45,17.3,17.45,0.1,185
2023-08-18,1414,100015,1743175,17.4,17.5,17.4,17.5,0.05,76
2023-08-21,1414,147835,2577152,17.5,17.6,17.4,17.55,0.05,132
2023-08-22,1414,240101,4188411,17.65,17.65,17.4,17.6,0.05,139
2023-08-23,1414,403768,7046464,17.65,17.65,17.3,17.45,-0.15,225
2023-08-24,1414,56446,988483,17.55,17.6,17.45,17.6,0.15,47
2023-08-25,1414,84360,1475748,17.65,17.65,17.4,17.6,0.0,72
2023-08-28,1414,109160,1915737,17.6,17.7,17.5,17.6,0.0,103
2023-08-29,1414,66341,1160800,17.45,17.65,17.45,17.65,0.05,61
2023-08-30,1414,17767,313858,17.75,17.75,17.55,17.7,0.05,38
2023-08-31,1414,37683,666196,17.85,17.85,17.55,17.75,0.05,49
2023-09-01,1414,105180,1858087,17.8,17.8,17.6,17.75,0.0,102
2023-09-04,1414,64642,1141709,17.75,17.8,17.6,17.7,-0.05,77
2023-09-05,1414,211917,3738650,17.8,17.8,17.6,17.75,0.05,173
2023-09-06,1414,179318,3149050,17.75,17.75,17.4,17.7,-0.05,122
2023-09-07,1414,57041,1003975,17.65,17.75,17.55,17.7,0.0,56
2023-09-08,1414,151008,2651150,17.7,17.7,17.5,17.7,0.0,104
2023-09-11,1414,25355,447279,17.6,17.7,17.55,17.7,0.0,35
2023-09-12,1414,165290,2900211,17.7,17.75,17.5,17.7,0.0,119
2023-09-13,1414,106260,1868348,17.75,17.75,17.5,17.7,0.0,66
2023-09-14,1414,245779,4312154,17.7,17.7,17.5,17.65,-0.05,158
2023-09-15,1414,33020,584054,17.65,17.75,17.55,17.75,0.1,35
2023-09-18,1414,38469,681809,17.7,17.75,17.65,17.75,0.0,32
2023-09-19,1414,25275,446524,17.7,17.7,17.6,17.7,-0.05,23
2023-09-20,1414,19277,340902,17.65,17.7,17.65,17.7,0.0,28
2023-09-21,1414,33373,587850,17.65,17.65,17.55,17.65,-0.05,42
