date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,6116,彩晶,TW0006116007,2656257268,284071583,90.33,9.66,100.0,100.0,2940328851,2023-05-12,
2023-07-18,6116,彩晶,TW0006116007,2659298266,281030585,90.44,9.55,100.0,100.0,2940328851,2023-05-12,
2023-07-19,6116,彩晶,TW0006116007,2661402266,278926585,90.51,9.48,100.0,100.0,2940328851,2023-05-12,
2023-07-20,6116,彩晶,TW0006116007,2660933266,279395585,90.49,9.5,100.0,100.0,2940328851,2023-05-12,
2023-07-21,6116,彩晶,TW0006116007,2668200968,272127883,90.74,9.25,100.0,100.0,2940328851,2023-05-12,
2023-07-24,6116,彩晶,TW0006116007,2668165968,272162883,90.74,9.25,100.0,100.0,2940328851,2023-05-12,
2023-07-25,6116,彩晶,TW0006116007,2666593968,273734883,90.69,9.3,100.0,100.0,2940328851,2023-05-12,
2023-07-26,6116,彩晶,TW0006116007,2663836967,276491884,90.59,9.4,100.0,100.0,2940328851,2023-05-12,
2023-07-27,6116,彩晶,TW0006116007,2656746967,283581884,90.35,9.64,100.0,100.0,2940328851,2023-05-12,
2023-07-28,6116,彩晶,TW0006116007,2653709967,286618884,90.25,9.74,100.0,100.0,2940328851,2023-05-12,
2023-07-31,6116,彩晶,TW0006116007,2655660967,284667884,90.31,9.68,100.0,100.0,2940328851,2023-05-12,
2023-08-01,6116,彩晶,TW0006116007,2648708967,291619884,90.08,9.91,100.0,100.0,2940328851,2023-05-12,
2023-08-02,6116,彩晶,TW0006116007,2653086967,287241884,90.23,9.76,100.0,100.0,2940328851,2023-05-12,
2023-08-04,6116,彩晶,TW0006116007,2651064967,289263884,90.16,9.83,100.0,100.0,2940328851,2023-05-12,
2023-08-07,6116,彩晶,TW0006116007,2654735967,285592884,90.28,9.71,100.0,100.0,2940328851,2023-05-12,
2023-08-08,6116,彩晶,TW0006116007,2656688967,283639884,90.35,9.64,100.0,100.0,2940328851,2023-05-12,
2023-08-09,6116,彩晶,TW0006116007,2671106967,269221884,90.84,9.15,100.0,100.0,2940328851,2023-05-12,
2023-08-10,6116,彩晶,TW0006116007,2675852967,264475884,91.0,8.99,100.0,100.0,2940328851,2023-05-12,
2023-08-11,6116,彩晶,TW0006116007,2680359967,259968884,91.15,8.84,100.0,100.0,2940328851,2023-05-12,
2023-08-14,6116,彩晶,TW0006116007,2684230567,256098284,91.29,8.7,100.0,100.0,2940328851,2023-05-12,
2023-08-15,6116,彩晶,TW0006116007,2687026434,253302417,91.38,8.61,100.0,100.0,2940328851,2023-05-12,
2023-08-16,6116,彩晶,TW0006116007,2690447322,249881529,91.5,8.49,100.0,100.0,2940328851,2023-05-12,
2023-08-17,6116,彩晶,TW0006116007,2691258322,249070529,91.52,8.47,100.0,100.0,2940328851,2023-05-12,
2023-08-18,6116,彩晶,TW0006116007,2692742322,247586529,91.57,8.42,100.0,100.0,2940328851,2023-05-12,
2023-08-21,6116,彩晶,TW0006116007,2698780322,241548529,91.78,8.21,100.0,100.0,2940328851,2023-05-12,
2023-08-22,6116,彩晶,TW0006116007,2700533719,239795132,91.84,8.15,100.0,100.0,2940328851,2023-05-12,
2023-08-23,6116,彩晶,TW0006116007,2701817719,238511132,91.88,8.11,100.0,100.0,2940328851,2023-05-12,
2023-08-24,6116,彩晶,TW0006116007,2702131063,238197788,91.89,8.1,100.0,100.0,2940328851,2023-05-12,
2023-08-25,6116,彩晶,TW0006116007,2702279063,238049788,91.9,8.09,100.0,100.0,2940328851,2023-05-12,
2023-08-28,6116,彩晶,TW0006116007,2705252063,235076788,92.0,7.99,100.0,100.0,2940328851,2023-05-12,
2023-08-29,6116,彩晶,TW0006116007,2704751063,235577788,91.98,8.01,100.0,100.0,2940328851,2023-05-12,
2023-08-30,6116,彩晶,TW0006116007,2704685063,235643788,91.98,8.01,100.0,100.0,2940328851,2023-05-12,
