date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,6719,力智,TW0006719008,76498510,4523179,94.41,5.58,100.0,100.0,81021689,2023-05-22,
2023-07-18,6719,力智,TW0006719008,76631509,4390180,94.58,5.41,100.0,100.0,81021689,2023-05-22,
2023-07-19,6719,力智,TW0006719008,76561479,4460210,94.49,5.5,100.0,100.0,81021689,2023-05-22,
2023-07-20,6719,力智,TW0006719008,76681479,4340210,94.64,5.35,100.0,100.0,81021689,2023-05-22,
2023-07-21,6719,力智,TW0006719008,76437479,4584210,94.34,5.65,100.0,100.0,81021689,2023-05-22,
2023-07-24,6719,力智,TW0006719008,76135479,4886210,93.96,6.03,100.0,100.0,81021689,2023-05-22,
2023-07-25,6719,力智,TW0006719008,75971479,5050210,93.76,6.23,100.0,100.0,81021689,2023-05-22,
2023-07-26,6719,力智,TW0006719008,75957479,5064210,93.74,6.25,100.0,100.0,81021689,2023-05-22,
2023-07-27,6719,力智,TW0006719008,75847479,5174210,93.61,6.38,100.0,100.0,81021689,2023-05-22,
2023-07-28,6719,力智,TW0006719008,75732725,5288964,93.47,6.52,100.0,100.0,81021689,2023-05-22,
2023-07-31,6719,力智,TW0006719008,76210725,4810964,94.06,5.93,100.0,100.0,81021689,2023-05-22,
2023-08-01,6719,力智,TW0006719008,76097080,4924609,93.92,6.07,100.0,100.0,81021689,2023-05-22,
2023-08-02,6719,力智,TW0006719008,75948640,5073049,93.73,6.26,100.0,100.0,81021689,2023-05-22,
2023-08-04,6719,力智,TW0006719008,76120640,4901049,93.95,6.04,100.0,100.0,81021689,2023-05-22,
2023-08-07,6719,力智,TW0006719008,76018640,5003049,93.82,6.17,100.0,100.0,81021689,2023-05-22,
2023-08-08,6719,力智,TW0006719008,75662615,5359074,93.38,6.61,100.0,100.0,81021689,2023-05-22,
2023-08-09,6719,力智,TW0006719008,75674613,5347076,93.4,6.59,100.0,100.0,81021689,2023-05-22,
2023-08-10,6719,力智,TW0006719008,75517613,5504076,93.2,6.79,100.0,100.0,81021689,2023-05-22,
2023-08-11,6719,力智,TW0006719008,75616830,5404859,93.32,6.67,100.0,100.0,81021689,2023-05-22,
2023-08-14,6719,力智,TW0006719008,75490830,5530859,93.17,6.82,100.0,100.0,81021689,2023-05-22,
2023-08-15,6719,力智,TW0006719008,75540830,5480859,93.23,6.76,100.0,100.0,81021689,2023-05-22,
2023-08-16,6719,力智,TW0006719008,75310830,5710859,92.95,7.04,100.0,100.0,81021689,2023-05-22,
2023-08-17,6719,力智,TW0006719008,75243830,5777859,92.86,7.13,100.0,100.0,81021689,2023-05-22,
2023-08-18,6719,力智,TW0006719008,75383830,5637859,93.04,6.95,100.0,100.0,81021689,2023-05-22,
2023-08-21,6719,力智,TW0006719008,75453830,5567859,93.12,6.87,100.0,100.0,81021689,2023-05-22,
2023-08-22,6719,力智,TW0006719008,75529830,5491859,93.22,6.77,100.0,100.0,81021689,2023-05-22,
2023-08-23,6719,力智,TW0006719008,75558843,5462846,93.25,6.74,100.0,100.0,81021689,2023-05-22,
2023-08-24,6719,力智,TW0006719008,75550843,5470846,93.24,6.75,100.0,100.0,81021689,2023-05-22,
2023-08-25,6719,力智,TW0006719008,75501843,5519846,93.18,6.81,100.0,100.0,81021689,2023-05-22,
2023-08-28,6719,力智,TW0006719008,75764843,5256846,93.51,6.48,100.0,100.0,81021689,2023-05-22,
2023-08-29,6719,力智,TW0006719008,75606843,5414846,93.31,6.68,100.0,100.0,81021689,2023-05-22,
2023-08-30,6719,力智,TW0006719008,75578070,5443619,93.28,6.71,100.0,100.0,81021689,2023-05-22,
2023-08-31,6719,力智,TW0006719008,75543561,5478128,93.23,6.76,100.0,100.0,81021689,2023-05-22,
2023-09-01,6719,力智,TW0006719008,75234561,5787128,92.85,7.14,100.0,100.0,81021689,2023-05-22,
2023-09-04,6719,力智,TW0006719008,75954561,5067128,93.74,6.25,100.0,100.0,81021689,2023-05-22,
2023-09-05,6719,力智,TW0006719008,75775603,5246086,93.52,6.47,100.0,100.0,81021689,2023-05-22,
2023-09-06,6719,力智,TW0006719008,75787603,5234086,93.53,6.46,100.0,100.0,81021689,2023-05-22,
2023-09-07,6719,力智,TW0006719008,75887603,5134086,93.66,6.33,100.0,100.0,81021689,2023-05-22,
2023-09-08,6719,力智,TW0006719008,75908603,5113086,93.68,6.31,100.0,100.0,81021689,2023-05-22,
2023-09-11,6719,力智,TW0006719008,75937346,5084343,93.72,6.27,100.0,100.0,81021689,2023-05-22,
2023-09-12,6719,力智,TW0006719008,75703346,5318343,93.43,6.56,100.0,100.0,81021689,2023-05-22,
2023-09-13,6719,力智,TW0006719008,75708674,5313015,93.44,6.55,100.0,100.0,81021689,2023-05-22,
2023-09-14,6719,力智,TW0006719008,75905668,5116021,93.68,6.31,100.0,100.0,81021689,2023-05-22,
2023-09-15,6719,力智,TW0006719008,76094980,4926709,93.91,6.08,100.0,100.0,81021689,2023-05-22,
2023-09-18,6719,力智,TW0006719008,76382980,4638709,94.27,5.72,100.0,100.0,81021689,2023-05-22,
2023-09-19,6719,力智,TW0006719008,76720980,4300709,94.69,5.3,100.0,100.0,81021689,2023-05-22,
2023-09-20,6719,力智,TW0006719008,76586980,4434709,94.52,5.47,100.0,100.0,81021689,2023-05-22,
2023-09-21,6719,力智,TW0006719008,76545980,4475709,94.47,5.52,100.0,100.0,81021689,2023-05-22,
2023-09-22,6719,力智,TW0006719008,76606980,4414709,94.55,5.44,100.0,100.0,81021689,2023-05-22,
2023-09-25,6719,力智,TW0006719008,76596980,4424709,94.53,5.46,100.0,100.0,81021689,2023-05-22,
2023-09-26,6719,力智,TW0006719008,76669980,4351709,94.62,5.37,100.0,100.0,81021689,2023-05-22,
2023-09-27,6719,力智,TW0006719008,76465980,4555709,94.37,5.62,100.0,100.0,81021689,2023-05-22,
2023-09-28,6719,力智,TW0006719008,76556980,4464709,94.48,5.51,100.0,100.0,81021689,2023-05-22,
2023-10-02,6719,力智,TW0006719008,76699980,4321709,94.66,5.33,100.0,100.0,81021689,2023-05-22,
2023-10-03,6719,力智,TW0006719008,76756980,4264709,94.73,5.26,100.0,100.0,81021689,2023-05-22,
