date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,2855,統一證,TW0002855004,1328333416,127497927,91.24,8.75,100.0,9.99,1455831343,2023-05-12,
2023-07-18,2855,統一證,TW0002855004,1328230416,127600927,91.23,8.76,100.0,9.99,1455831343,2023-05-12,
2023-07-19,2855,統一證,TW0002855004,1328706416,127124927,91.26,8.73,100.0,9.99,1455831343,2023-05-12,
2023-07-20,2855,統一證,TW0002855004,1327771256,128060087,91.2,8.79,100.0,9.99,1455831343,2023-05-12,
2023-07-21,2855,統一證,TW0002855004,1327566976,128264367,91.18,8.81,100.0,9.99,1455831343,2023-05-12,
2023-07-24,2855,統一證,TW0002855004,1328169976,127661367,91.23,8.76,100.0,9.99,1455831343,2023-05-12,
2023-07-25,2855,統一證,TW0002855004,1327298976,128532367,91.17,8.82,100.0,9.99,1455831343,2023-05-12,
2023-07-26,2855,統一證,TW0002855004,1326498976,129332367,91.11,8.88,100.0,9.99,1455831343,2023-05-12,
2023-07-27,2855,統一證,TW0002855004,1326717976,129113367,91.13,8.86,100.0,9.99,1455831343,2023-05-12,
2023-07-28,2855,統一證,TW0002855004,1326218977,129612366,91.09,8.9,100.0,9.99,1455831343,2023-05-12,
2023-07-31,2855,統一證,TW0002855004,1325736977,130094366,91.06,8.93,100.0,9.99,1455831343,2023-05-12,
2023-08-01,2855,統一證,TW0002855004,1326192977,129638366,91.09,8.9,100.0,9.99,1455831343,2023-05-12,
2023-08-02,2855,統一證,TW0002855004,1326394977,129436366,91.1,8.89,100.0,9.99,1455831343,2023-05-12,
2023-08-04,2855,統一證,TW0002855004,1325075977,130755366,91.01,8.98,100.0,9.99,1455831343,2023-05-12,
2023-08-07,2855,統一證,TW0002855004,1325803977,130027366,91.06,8.93,100.0,9.99,1455831343,2023-05-12,
