date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,2832,台產,TW0002832003,23130647,13069753,63.89,36.1,100.0,9.99,36200400,2023-06-19,
2023-07-18,2832,台產,TW0002832003,23172647,13027753,64.01,35.98,100.0,9.99,36200400,2023-06-19,
2023-07-19,2832,台產,TW0002832003,349265646,12934754,96.42,3.57,100.0,9.99,362200400,2023-07-19, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2023-07-20,2832,台產,TW0002832003,349329646,12870754,96.44,3.55,100.0,9.99,362200400,2023-07-19,
2023-07-21,2832,台產,TW0002832003,349364646,12835754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-07-24,2832,台產,TW0002832003,349441646,12758754,96.47,3.52,100.0,9.99,362200400,2023-07-19,
2023-07-25,2832,台產,TW0002832003,349541646,12658754,96.5,3.49,100.0,9.99,362200400,2023-07-19,
2023-07-26,2832,台產,TW0002832003,349529646,12670754,96.5,3.49,100.0,9.99,362200400,2023-07-19,
2023-07-27,2832,台產,TW0002832003,349534646,12665754,96.5,3.49,100.0,9.99,362200400,2023-07-19,
2023-07-28,2832,台產,TW0002832003,349541646,12658754,96.5,3.49,100.0,9.99,362200400,2023-07-19,
2023-07-31,2832,台產,TW0002832003,349508646,12691754,96.49,3.5,100.0,9.99,362200400,2023-07-19,
2023-08-01,2832,台產,TW0002832003,349617646,12582754,96.52,3.47,100.0,9.99,362200400,2023-07-19,
2023-08-02,2832,台產,TW0002832003,349715646,12484754,96.55,3.44,100.0,9.99,362200400,2023-07-19,
2023-08-04,2832,台產,TW0002832003,349762646,12437754,96.56,3.43,100.0,9.99,362200400,2023-07-19,
2023-08-07,2832,台產,TW0002832003,349783646,12416754,96.57,3.42,100.0,9.99,362200400,2023-07-19,
2023-08-08,2832,台產,TW0002832003,349810646,12389754,96.57,3.42,100.0,9.99,362200400,2023-07-19,
2023-08-09,2832,台產,TW0002832003,349833646,12366754,96.58,3.41,100.0,9.99,362200400,2023-07-19,
2023-08-10,2832,台產,TW0002832003,349848646,12351754,96.58,3.41,100.0,9.99,362200400,2023-07-19,
2023-08-11,2832,台產,TW0002832003,349730646,12469754,96.55,3.44,100.0,9.99,362200400,2023-07-19,
2023-08-14,2832,台產,TW0002832003,349757646,12442754,96.56,3.43,100.0,9.99,362200400,2023-07-19,
2023-08-15,2832,台產,TW0002832003,349774646,12425754,96.56,3.43,100.0,9.99,362200400,2023-07-19,
2023-08-16,2832,台產,TW0002832003,349855646,12344754,96.59,3.4,100.0,9.99,362200400,2023-07-19,
2023-08-17,2832,台產,TW0002832003,349866646,12333754,96.59,3.4,100.0,9.99,362200400,2023-07-19,
2023-08-18,2832,台產,TW0002832003,349828646,12371754,96.58,3.41,100.0,9.99,362200400,2023-07-19,
2023-08-21,2832,台產,TW0002832003,349759646,12440754,96.56,3.43,100.0,9.99,362200400,2023-07-19,
2023-08-22,2832,台產,TW0002832003,349710646,12489754,96.55,3.44,100.0,9.99,362200400,2023-07-19,
2023-08-23,2832,台產,TW0002832003,349680646,12519754,96.54,3.45,100.0,9.99,362200400,2023-07-19,
2023-08-24,2832,台產,TW0002832003,349645646,12554754,96.53,3.46,100.0,9.99,362200400,2023-07-19,
2023-08-25,2832,台產,TW0002832003,349572646,12627754,96.51,3.48,100.0,9.99,362200400,2023-07-19,
2023-08-28,2832,台產,TW0002832003,349466646,12733754,96.48,3.51,100.0,9.99,362200400,2023-07-19,
2023-08-29,2832,台產,TW0002832003,349337646,12862754,96.44,3.55,100.0,9.99,362200400,2023-07-19,
2023-08-30,2832,台產,TW0002832003,349343646,12856754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-08-31,2832,台產,TW0002832003,349349646,12850754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-09-01,2832,台產,TW0002832003,349346646,12853754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-09-04,2832,台產,TW0002832003,349335646,12864754,96.44,3.55,100.0,9.99,362200400,2023-07-19,
2023-09-05,2832,台產,TW0002832003,349346646,12853754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-09-06,2832,台產,TW0002832003,349380646,12819754,96.46,3.53,100.0,9.99,362200400,2023-07-19,
2023-09-07,2832,台產,TW0002832003,349433646,12766754,96.47,3.52,100.0,9.99,362200400,2023-07-19,
2023-09-08,2832,台產,TW0002832003,349412646,12787754,96.46,3.53,100.0,9.99,362200400,2023-07-19,
2023-09-11,2832,台產,TW0002832003,349346646,12853754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-09-12,2832,台產,TW0002832003,349125646,13074754,96.39,3.6,100.0,9.99,362200400,2023-07-19,
2023-09-13,2832,台產,TW0002832003,349051646,13148754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-09-14,2832,台產,TW0002832003,348950646,13249754,96.34,3.65,100.0,9.99,362200400,2023-07-19,
2023-09-15,2832,台產,TW0002832003,349100646,13099754,96.38,3.61,100.0,9.99,362200400,2023-07-19,
2023-09-18,2832,台產,TW0002832003,349048646,13151754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-09-19,2832,台產,TW0002832003,349097646,13102754,96.38,3.61,100.0,9.99,362200400,2023-07-19,
2023-09-20,2832,台產,TW0002832003,349057646,13142754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-09-21,2832,台產,TW0002832003,349063646,13136754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-09-22,2832,台產,TW0002832003,349039646,13160754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-09-25,2832,台產,TW0002832003,349029646,13170754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-09-26,2832,台產,TW0002832003,349117646,13082754,96.38,3.61,100.0,9.99,362200400,2023-07-19,
2023-09-27,2832,台產,TW0002832003,348980646,13219754,96.35,3.64,100.0,9.99,362200400,2023-07-19,
2023-09-28,2832,台產,TW0002832003,348980646,13219754,96.35,3.64,100.0,9.99,362200400,2023-07-19,
2023-10-02,2832,台產,TW0002832003,348990646,13209754,96.35,3.64,100.0,9.99,362200400,2023-07-19,
2023-10-03,2832,台產,TW0002832003,349021646,13178754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-10-04,2832,台產,TW0002832003,349093646,13106754,96.38,3.61,100.0,9.99,362200400,2023-07-19,
2023-10-05,2832,台產,TW0002832003,349132646,13067754,96.39,3.6,100.0,9.99,362200400,2023-07-19,
2023-10-06,2832,台產,TW0002832003,349114646,13085754,96.38,3.61,100.0,9.99,362200400,2023-07-19,
2023-10-11,2832,台產,TW0002832003,349140646,13059754,96.39,3.6,100.0,9.99,362200400,2023-07-19,
2023-10-12,2832,台產,TW0002832003,349169646,13030754,96.4,3.59,100.0,9.99,362200400,2023-07-19,
2023-10-13,2832,台產,TW0002832003,349210646,12989754,96.41,3.58,100.0,9.99,362200400,2023-07-19,
2023-10-16,2832,台產,TW0002832003,349219646,12980754,96.41,3.58,100.0,9.99,362200400,2023-07-19,
2023-10-17,2832,台產,TW0002832003,349206646,12993754,96.41,3.58,100.0,9.99,362200400,2023-07-19,
2023-10-18,2832,台產,TW0002832003,349235646,12964754,96.42,3.57,100.0,9.99,362200400,2023-07-19,
2023-10-19,2832,台產,TW0002832003,349224646,12975754,96.41,3.58,100.0,9.99,362200400,2023-07-19,
2023-10-20,2832,台產,TW0002832003,349269646,12930754,96.42,3.57,100.0,9.99,362200400,2023-07-19,
2023-10-23,2832,台產,TW0002832003,349262646,12937754,96.42,3.57,100.0,9.99,362200400,2023-07-19,
2023-10-24,2832,台產,TW0002832003,349278646,12921754,96.43,3.56,100.0,9.99,362200400,2023-07-19,
2023-10-25,2832,台產,TW0002832003,349302646,12897754,96.43,3.56,100.0,9.99,362200400,2023-07-19,
2023-10-26,2832,台產,TW0002832003,349317646,12882754,96.44,3.55,100.0,9.99,362200400,2023-07-19,
2023-10-27,2832,台產,TW0002832003,349353646,12846754,96.45,3.54,100.0,9.99,362200400,2023-07-19,
2023-10-30,2832,台產,TW0002832003,349216646,12983754,96.41,3.58,100.0,9.99,362200400,2023-07-19,
2023-10-31,2832,台產,TW0002832003,349232646,12967754,96.41,3.58,100.0,9.99,362200400,2023-07-19,
2023-11-01,2832,台產,TW0002832003,349052646,13147754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-11-02,2832,台產,TW0002832003,349099646,13100754,96.38,3.61,100.0,9.99,362200400,2023-07-19,
2023-11-03,2832,台產,TW0002832003,349057646,13142754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-11-06,2832,台產,TW0002832003,349083646,13116754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-11-07,2832,台產,TW0002832003,349080646,13119754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-11-08,2832,台產,TW0002832003,349053646,13146754,96.37,3.62,100.0,9.99,362200400,2023-07-19,
2023-11-09,2832,台產,TW0002832003,349048646,13151754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-11-10,2832,台產,TW0002832003,349051646,13148754,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-11-13,2832,台產,TW0002832003,349037246,13163154,96.36,3.63,100.0,9.99,362200400,2023-07-19,
2023-11-14,2832,台產,TW0002832003,348989246,13211154,96.35,3.64,100.0,9.99,362200400,2023-07-19,
2023-11-15,2832,台產,TW0002832003,348939246,13261154,96.33,3.66,100.0,9.99,362200400,2023-07-19,
2023-11-16,2832,台產,TW0002832003,348887246,13313154,96.32,3.67,100.0,9.99,362200400,2023-07-19,
2023-11-17,2832,台產,TW0002832003,348841246,13359154,96.31,3.68,100.0,9.99,362200400,2023-07-19,
2023-11-20,2832,台產,TW0002832003,348818246,13382154,96.3,3.69,100.0,9.99,362200400,2023-07-19,
2023-11-21,2832,台產,TW0002832003,348778246,13422154,96.29,3.7,100.0,9.99,362200400,2023-07-19,
2023-11-22,2832,台產,TW0002832003,348692246,13508154,96.27,3.72,100.0,9.99,362200400,2023-07-19,
2023-11-23,2832,台產,TW0002832003,348672246,13528154,96.26,3.73,100.0,9.99,362200400,2023-07-19,
2023-11-24,2832,台產,TW0002832003,348659246,13541154,96.26,3.73,100.0,9.99,362200400,2023-07-19,
2023-11-27,2832,台產,TW0002832003,348665246,13535154,96.26,3.73,100.0,9.99,362200400,2023-07-19,
2023-11-28,2832,台產,TW0002832003,348630246,13570154,96.25,3.74,100.0,9.99,362200400,2023-07-19,
2023-11-29,2832,台產,TW0002832003,348615246,13585154,96.24,3.75,100.0,9.99,362200400,2023-07-19,
2023-11-30,2832,台產,TW0002832003,348616246,13584154,96.24,3.75,100.0,9.99,362200400,2023-07-19,
2023-12-01,2832,台產,TW0002832003,348541246,13659154,96.22,3.77,100.0,9.99,362200400,2023-07-19,
2023-12-04,2832,台產,TW0002832003,348527246,13673154,96.22,3.77,100.0,9.99,362200400,2023-07-19,
2023-12-05,2832,台產,TW0002832003,348424246,13776154,96.19,3.8,100.0,9.99,362200400,2023-07-19,
2023-12-06,2832,台產,TW0002832003,348385245,13815155,96.18,3.81,100.0,9.99,362200400,2023-07-19,
2023-12-07,2832,台產,TW0002832003,348358245,13842155,96.17,3.82,100.0,9.99,362200400,2023-07-19,
2023-12-08,2832,台產,TW0002832003,348340245,13860155,96.17,3.82,100.0,9.99,362200400,2023-07-19,
2023-12-11,2832,台產,TW0002832003,348341645,13858755,96.17,3.82,100.0,9.99,362200400,2023-07-19,
2023-12-12,2832,台產,TW0002832003,348332645,13867755,96.17,3.82,100.0,9.99,362200400,2023-07-19,
2023-12-13,2832,台產,TW0002832003,348313645,13886755,96.16,3.83,100.0,9.99,362200400,2023-07-19,
2023-12-14,2832,台產,TW0002832003,348119645,14080755,96.11,3.88,100.0,9.99,362200400,2023-07-19,
2023-12-15,2832,台產,TW0002832003,347904645,14295755,96.05,3.94,100.0,9.99,362200400,2023-07-19,
2023-12-18,2832,台產,TW0002832003,347918645,14281755,96.05,3.94,100.0,9.99,362200400,2023-07-19,
2023-12-19,2832,台產,TW0002832003,347855645,14344755,96.03,3.96,100.0,9.99,362200400,2023-07-19,
