date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,3037,欣興,TW0003037008,855273585,669866612,56.07,43.92,100.0,100.0,1525140197,2023-05-29,
2023-07-18,3037,欣興,TW0003037008,842716617,682423580,55.25,44.74,100.0,100.0,1525140197,2023-05-29,
2023-07-19,3037,欣興,TW0003037008,846045666,679094531,55.47,44.52,100.0,100.0,1525140197,2023-05-29,
2023-07-20,3037,欣興,TW0003037008,850623878,674516319,55.77,44.22,100.0,100.0,1525140197,2023-05-29,
2023-07-21,3037,欣興,TW0003037008,852955812,672184385,55.92,44.07,100.0,100.0,1525140197,2023-05-29,
2023-07-24,3037,欣興,TW0003037008,854761847,670378350,56.04,43.95,100.0,100.0,1525140197,2023-05-29,
2023-07-25,3037,欣興,TW0003037008,860073499,665066698,56.39,43.6,100.0,100.0,1525140197,2023-05-29,
2023-07-26,3037,欣興,TW0003037008,846023965,679116232,55.47,44.52,100.0,100.0,1525140197,2023-05-29,
2023-07-27,3037,欣興,TW0003037008,851973221,673166976,55.86,44.13,100.0,100.0,1525140197,2023-05-29,
2023-07-28,3037,欣興,TW0003037008,851825964,673314233,55.85,44.14,100.0,100.0,1525140197,2023-05-29,
2023-07-31,3037,欣興,TW0003037008,852199739,672940458,55.87,44.12,100.0,100.0,1525140197,2023-05-29,
2023-08-01,3037,欣興,TW0003037008,855113252,670026945,56.06,43.93,100.0,100.0,1525140197,2023-05-29,
2023-08-02,3037,欣興,TW0003037008,854531891,670608306,56.02,43.97,100.0,100.0,1525140197,2023-05-29,
2023-08-04,3037,欣興,TW0003037008,853541919,671598278,55.96,44.03,100.0,100.0,1525140197,2023-05-29,
2023-08-07,3037,欣興,TW0003037008,851181764,673958433,55.81,44.18,100.0,100.0,1525140197,2023-05-29,
2023-08-08,3037,欣興,TW0003037008,851794527,673345670,55.85,44.14,100.0,100.0,1525140197,2023-05-29,
2023-08-09,3037,欣興,TW0003037008,844118206,681021991,55.34,44.65,100.0,100.0,1525140197,2023-05-29,
2023-08-10,3037,欣興,TW0003037008,847785916,677354281,55.58,44.41,100.0,100.0,1525140197,2023-05-29,
2023-08-11,3037,欣興,TW0003037008,849754592,675385605,55.71,44.28,100.0,100.0,1525140197,2023-05-29,
2023-08-14,3037,欣興,TW0003037008,848496385,676643812,55.63,44.36,100.0,100.0,1525140197,2023-05-29,
2023-08-15,3037,欣興,TW0003037008,851854413,673285784,55.85,44.14,100.0,100.0,1525140197,2023-05-29,
2023-08-16,3037,欣興,TW0003037008,852656569,672483628,55.9,44.09,100.0,100.0,1525140197,2023-05-29,
2023-08-17,3037,欣興,TW0003037008,851903108,673237089,55.85,44.14,100.0,100.0,1525140197,2023-05-29,
2023-08-18,3037,欣興,TW0003037008,853147927,671992270,55.93,44.06,100.0,100.0,1525140197,2023-05-29,
2023-08-21,3037,欣興,TW0003037008,852615520,672524677,55.9,44.09,100.0,100.0,1525140197,2023-05-29,
2023-08-22,3037,欣興,TW0003037008,850208630,674931567,55.74,44.25,100.0,100.0,1525140197,2023-05-29,
2023-08-23,3037,欣興,TW0003037008,847113520,678026677,55.54,44.45,100.0,100.0,1525140197,2023-05-29,
2023-08-24,3037,欣興,TW0003037008,832077972,693062225,54.55,45.44,100.0,100.0,1525140197,2023-05-29,
2023-08-25,3037,欣興,TW0003037008,841447668,683692529,55.17,44.82,100.0,100.0,1525140197,2023-05-29,
2023-08-28,3037,欣興,TW0003037008,844999052,680141145,55.4,44.59,100.0,100.0,1525140197,2023-05-29,
2023-08-29,3037,欣興,TW0003037008,841637236,683502961,55.18,44.81,100.0,100.0,1525140197,2023-05-29,
2023-08-30,3037,欣興,TW0003037008,842267136,682873061,55.22,44.77,100.0,100.0,1525140197,2023-05-29,
2023-08-31,3037,欣興,TW0003037008,840327782,684812415,55.09,44.9,100.0,100.0,1525140197,2023-05-29,
