date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,6515,穎崴,TW0006515000,30364912,4173088,87.91,12.08,100.0,100.0,34538000,2023-06-15,
2023-07-18,6515,穎崴,TW0006515000,30601912,3936088,88.6,11.39,100.0,100.0,34538000,2023-06-15,
2023-07-19,6515,穎崴,TW0006515000,30712912,3825088,88.92,11.07,100.0,100.0,34538000,2023-06-15,
2023-07-20,6515,穎崴,TW0006515000,30873329,3664671,89.38,10.61,100.0,100.0,34538000,2023-06-15,
2023-07-21,6515,穎崴,TW0006515000,30727329,3810671,88.96,11.03,100.0,100.0,34538000,2023-06-15,
2023-07-24,6515,穎崴,TW0006515000,30792329,3745671,89.15,10.84,100.0,100.0,34538000,2023-06-15,
2023-07-25,6515,穎崴,TW0006515000,30646329,3891671,88.73,11.26,100.0,100.0,34538000,2023-06-15,
2023-07-26,6515,穎崴,TW0006515000,30949329,3588671,89.6,10.39,100.0,100.0,34538000,2023-06-15,
2023-07-27,6515,穎崴,TW0006515000,30955329,3582671,89.62,10.37,100.0,100.0,34538000,2023-06-15,
2023-07-28,6515,穎崴,TW0006515000,30944329,3593671,89.59,10.4,100.0,100.0,34538000,2023-06-15,
2023-07-31,6515,穎崴,TW0006515000,31270329,3267671,90.53,9.46,100.0,100.0,34538000,2023-06-15,
2023-08-01,6515,穎崴,TW0006515000,31157927,3380073,90.21,9.78,100.0,100.0,34538000,2023-06-15,
2023-08-02,6515,穎崴,TW0006515000,30941927,3596073,89.58,10.41,100.0,100.0,34538000,2023-06-15,
2023-08-04,6515,穎崴,TW0006515000,30447323,4090677,88.15,11.84,100.0,100.0,34538000,2023-06-15,
2023-08-07,6515,穎崴,TW0006515000,29962206,4575794,86.75,13.24,100.0,100.0,34538000,2023-06-15,
2023-08-08,6515,穎崴,TW0006515000,29668786,4869214,85.9,14.09,100.0,100.0,34538000,2023-06-15,
2023-08-09,6515,穎崴,TW0006515000,29979393,4804607,86.18,13.81,100.0,100.0,34784000,2023-08-09, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2023-08-10,6515,穎崴,TW0006515000,29752393,5031607,85.53,14.46,100.0,100.0,34784000,2023-08-09,
2023-08-11,6515,穎崴,TW0006515000,29724893,5059107,85.45,14.54,100.0,100.0,34784000,2023-08-09,
2023-08-14,6515,穎崴,TW0006515000,29644893,5139107,85.22,14.77,100.0,100.0,34784000,2023-08-09,
2023-08-15,6515,穎崴,TW0006515000,29644193,5139807,85.22,14.77,100.0,100.0,34784000,2023-08-09,
2023-08-16,6515,穎崴,TW0006515000,29705893,5078107,85.4,14.59,100.0,100.0,34784000,2023-08-09,
2023-08-17,6515,穎崴,TW0006515000,30050593,4733407,86.39,13.6,100.0,100.0,34784000,2023-08-09,
2023-08-18,6515,穎崴,TW0006515000,30059993,4724007,86.41,13.58,100.0,100.0,34784000,2023-08-09,
2023-08-21,6515,穎崴,TW0006515000,30093493,4690507,86.51,13.48,100.0,100.0,34784000,2023-08-09,
2023-08-22,6515,穎崴,TW0006515000,30037893,4746107,86.35,13.64,100.0,100.0,34784000,2023-08-09,
2023-08-23,6515,穎崴,TW0006515000,29984030,4799970,86.2,13.79,100.0,100.0,34784000,2023-08-09,
2023-08-24,6515,穎崴,TW0006515000,30194630,4589370,86.8,13.19,100.0,100.0,34784000,2023-08-09,
2023-08-25,6515,穎崴,TW0006515000,30282630,4501370,87.05,12.94,100.0,100.0,34784000,2023-08-09,
2023-08-28,6515,穎崴,TW0006515000,30248630,4535370,86.96,13.03,100.0,100.0,34784000,2023-08-09,
2023-08-29,6515,穎崴,TW0006515000,30221830,4562170,86.88,13.11,100.0,100.0,34784000,2023-08-09,
2023-08-30,6515,穎崴,TW0006515000,30290830,4493170,87.08,12.91,100.0,100.0,34784000,2023-08-09,
