date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,3419,譁裕,TW0003419008,117811176,2669241,97.78,2.21,100.0,100.0,120480417,2023-05-25,
2023-07-18,3419,譁裕,TW0003419008,118274176,2206241,98.16,1.83,100.0,100.0,120480417,2023-05-25,
2023-07-19,3419,譁裕,TW0003419008,118497176,1983241,98.35,1.64,100.0,100.0,120480417,2023-05-25,
2023-07-20,3419,譁裕,TW0003419008,118305176,2175241,98.19,1.8,100.0,100.0,120480417,2023-05-25,
2023-07-21,3419,譁裕,TW0003419008,118605176,1875241,98.44,1.55,100.0,100.0,120480417,2023-05-25,
2023-07-24,3419,譁裕,TW0003419008,118876176,1604241,98.66,1.33,100.0,100.0,120480417,2023-05-25,
2023-07-25,3419,譁裕,TW0003419008,118679176,1801241,98.5,1.49,100.0,100.0,120480417,2023-05-25,
2023-07-26,3419,譁裕,TW0003419008,118742176,1738241,98.55,1.44,100.0,100.0,120480417,2023-05-25,
2023-07-27,3419,譁裕,TW0003419008,118616175,1864242,98.45,1.54,100.0,100.0,120480417,2023-05-25,
2023-07-28,3419,譁裕,TW0003419008,118657175,1823242,98.48,1.51,100.0,100.0,120480417,2023-05-25,
2023-07-31,3419,譁裕,TW0003419008,118453175,2027242,98.31,1.68,100.0,100.0,120480417,2023-05-25,
2023-08-01,3419,譁裕,TW0003419008,118381175,2099242,98.25,1.74,100.0,100.0,120480417,2023-05-25,
2023-08-02,3419,譁裕,TW0003419008,118893175,1587242,98.68,1.31,100.0,100.0,120480417,2023-05-25,
2023-08-04,3419,譁裕,TW0003419008,118731175,1749242,98.54,1.45,100.0,100.0,120480417,2023-05-25,
2023-08-07,3419,譁裕,TW0003419008,118412175,2068242,98.28,1.71,100.0,100.0,120480417,2023-05-25,
2023-08-08,3419,譁裕,TW0003419008,118487175,1993242,98.34,1.65,100.0,100.0,120480417,2023-05-25,
2023-08-09,3419,譁裕,TW0003419008,118676175,1804242,98.5,1.49,100.0,100.0,120480417,2023-05-25,
2023-08-10,3419,譁裕,TW0003419008,118827175,1653242,98.62,1.37,100.0,100.0,120480417,2023-05-25,
2023-08-11,3419,譁裕,TW0003419008,118988175,1492242,98.76,1.23,100.0,100.0,120480417,2023-05-25,
2023-08-14,3419,譁裕,TW0003419008,119157175,1323242,98.9,1.09,100.0,100.0,120480417,2023-05-25,
2023-08-15,3419,譁裕,TW0003419008,119053175,1427242,98.81,1.18,100.0,100.0,120480417,2023-05-25,
2023-08-16,3419,譁裕,TW0003419008,119045175,1435242,98.8,1.19,100.0,100.0,120480417,2023-05-25,
2023-08-17,3419,譁裕,TW0003419008,118966175,1514242,98.74,1.25,100.0,100.0,120480417,2023-05-25,
2023-08-18,3419,譁裕,TW0003419008,119032175,1448242,98.79,1.2,100.0,100.0,120480417,2023-05-25,
2023-08-21,3419,譁裕,TW0003419008,118975175,1505242,98.75,1.24,100.0,100.0,120480417,2023-05-25,
2023-08-22,3419,譁裕,TW0003419008,119029175,1451242,98.79,1.2,100.0,100.0,120480417,2023-05-25,
2023-08-23,3419,譁裕,TW0003419008,118924175,1556242,98.7,1.29,100.0,100.0,120480417,2023-05-25,
2023-08-24,3419,譁裕,TW0003419008,118967175,1513242,98.74,1.25,100.0,100.0,120480417,2023-05-25,
2023-08-25,3419,譁裕,TW0003419008,118812175,1668242,98.61,1.38,100.0,100.0,120480417,2023-05-25,
