date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,3138,耀登,TW0003138004,46127558,583505,98.75,1.24,100.0,100.0,46711063,2023-05-29,
2023-07-18,3138,耀登,TW0003138004,46204558,506505,98.91,1.08,100.0,100.0,46711063,2023-05-29,
2023-07-19,3138,耀登,TW0003138004,46263558,447505,99.04,0.95,100.0,100.0,46711063,2023-05-29,
2023-07-20,3138,耀登,TW0003138004,46307557,403506,99.13,0.86,100.0,100.0,46711063,2023-05-29,
2023-07-21,3138,耀登,TW0003138004,46288557,422506,99.09,0.9,100.0,100.0,46711063,2023-05-29,
2023-07-24,3138,耀登,TW0003138004,46326557,384506,99.17,0.82,100.0,100.0,46711063,2023-05-29,
2023-07-25,3138,耀登,TW0003138004,46259557,451506,99.03,0.96,100.0,100.0,46711063,2023-05-29,
2023-07-26,3138,耀登,TW0003138004,46374557,336506,99.27,0.72,100.0,100.0,46711063,2023-05-29,
2023-07-27,3138,耀登,TW0003138004,46308557,402506,99.13,0.86,100.0,100.0,46711063,2023-05-29,
2023-07-28,3138,耀登,TW0003138004,46349557,361506,99.22,0.77,100.0,100.0,46711063,2023-05-29,
2023-07-31,3138,耀登,TW0003138004,46398557,312506,99.33,0.66,100.0,100.0,46711063,2023-05-29,
2023-08-01,3138,耀登,TW0003138004,46321557,389506,99.16,0.83,100.0,100.0,46711063,2023-05-29,
2023-08-02,3138,耀登,TW0003138004,46351557,359506,99.23,0.76,100.0,100.0,46711063,2023-05-29,
2023-08-04,3138,耀登,TW0003138004,46286557,424506,99.09,0.9,100.0,100.0,46711063,2023-05-29,
2023-08-07,3138,耀登,TW0003138004,46247557,463506,99.0,0.99,100.0,100.0,46711063,2023-05-29,
2023-08-08,3138,耀登,TW0003138004,46298557,412506,99.11,0.88,100.0,100.0,46711063,2023-05-29,
2023-08-09,3138,耀登,TW0003138004,46321557,389506,99.16,0.83,100.0,100.0,46711063,2023-05-29,
2023-08-10,3138,耀登,TW0003138004,46342557,368506,99.21,0.78,100.0,100.0,46711063,2023-05-29,
2023-08-11,3138,耀登,TW0003138004,46356557,354506,99.24,0.75,100.0,100.0,46711063,2023-05-29,
2023-08-14,3138,耀登,TW0003138004,46376557,334506,99.28,0.71,100.0,100.0,46711063,2023-05-29,
2023-08-15,3138,耀登,TW0003138004,46383557,327506,99.29,0.7,100.0,100.0,46711063,2023-05-29,
2023-08-16,3138,耀登,TW0003138004,46340557,370506,99.2,0.79,100.0,100.0,46711063,2023-05-29,
2023-08-17,3138,耀登,TW0003138004,46292557,418506,99.1,0.89,100.0,100.0,46711063,2023-05-29,
2023-08-18,3138,耀登,TW0003138004,46356557,354506,99.24,0.75,100.0,100.0,46711063,2023-05-29,
2023-08-21,3138,耀登,TW0003138004,46315557,395506,99.15,0.84,100.0,100.0,46711063,2023-05-29,
2023-08-22,3138,耀登,TW0003138004,46326557,384506,99.17,0.82,100.0,100.0,46711063,2023-05-29,
2023-08-23,3138,耀登,TW0003138004,46289557,421506,99.09,0.9,100.0,100.0,46711063,2023-05-29,
2023-08-24,3138,耀登,TW0003138004,46233557,477506,98.97,1.02,100.0,100.0,46711063,2023-05-29,
2023-08-25,3138,耀登,TW0003138004,46305557,405506,99.13,0.86,100.0,100.0,46711063,2023-05-29,
2023-08-28,3138,耀登,TW0003138004,46296557,414506,99.11,0.88,100.0,100.0,46711063,2023-05-29,
2023-08-29,3138,耀登,TW0003138004,46097557,613506,98.68,1.31,100.0,100.0,46711063,2023-05-29,
2023-08-30,3138,耀登,TW0003138004,45905557,805506,98.27,1.72,100.0,100.0,46711063,2023-05-29,
