date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,2301,光寶科,TW0002301009,1437544915,930936117,60.69,39.3,100.0,100.0,2368481032,2023-06-15,
2023-07-18,2301,光寶科,TW0002301009,1435948441,932532591,60.62,39.37,100.0,100.0,2368481032,2023-06-15,
2023-07-19,2301,光寶科,TW0002301009,1437081900,931399132,60.67,39.32,100.0,100.0,2368481032,2023-06-15,
2023-07-20,2301,光寶科,TW0002301009,1446790736,921690296,61.08,38.91,100.0,100.0,2368481032,2023-06-15,
2023-07-21,2301,光寶科,TW0002301009,1457950716,910530316,61.55,38.44,100.0,100.0,2368481032,2023-06-15,
2023-07-24,2301,光寶科,TW0002301009,1472279926,896201106,62.16,37.83,100.0,100.0,2368481032,2023-06-15,
2023-07-25,2301,光寶科,TW0002301009,1472951373,895529659,62.18,37.81,100.0,100.0,2368481032,2023-06-15,
2023-07-26,2301,光寶科,TW0002301009,1469912392,898568640,62.06,37.93,100.0,100.0,2368481032,2023-06-15,
2023-07-27,2301,光寶科,TW0002301009,1475823109,892657923,62.31,37.68,100.0,100.0,2368481032,2023-06-15,
2023-07-28,2301,光寶科,TW0002301009,1481616044,886864988,62.55,37.44,100.0,100.0,2368481032,2023-06-15,
2023-07-31,2301,光寶科,TW0002301009,1499152598,869328434,63.29,36.7,100.0,100.0,2368481032,2023-06-15,
2023-08-01,2301,光寶科,TW0002301009,1504187540,864293492,63.5,36.49,100.0,100.0,2368481032,2023-06-15,
2023-08-02,2301,光寶科,TW0002301009,1515228554,853252478,63.97,36.02,100.0,100.0,2368481032,2023-06-15,
2023-08-04,2301,光寶科,TW0002301009,1501143727,867337305,63.38,36.61,100.0,100.0,2368481032,2023-06-15,
2023-08-07,2301,光寶科,TW0002301009,1501209475,867271557,63.38,36.61,100.0,100.0,2368481032,2023-06-15,
2023-08-08,2301,光寶科,TW0002301009,1496491273,871989759,63.18,36.81,100.0,100.0,2368481032,2023-06-15,
2023-08-09,2301,光寶科,TW0002301009,1486924876,881556156,62.77,37.22,100.0,100.0,2368481032,2023-06-15,
2023-08-10,2301,光寶科,TW0002301009,1479781133,888699899,62.47,37.52,100.0,100.0,2368481032,2023-06-15,
2023-08-11,2301,光寶科,TW0002301009,1482967162,885513870,62.61,37.38,100.0,100.0,2368481032,2023-06-15,
2023-08-14,2301,光寶科,TW0002301009,1481468728,887012304,62.54,37.45,100.0,100.0,2368481032,2023-06-15,
2023-08-15,2301,光寶科,TW0002301009,1476524505,891956527,62.34,37.65,100.0,100.0,2368481032,2023-06-15,
2023-08-16,2301,光寶科,TW0002301009,1478336348,890144684,62.41,37.58,100.0,100.0,2368481032,2023-06-15,
2023-08-17,2301,光寶科,TW0002301009,1477635118,890845914,62.38,37.61,100.0,100.0,2368481032,2023-06-15,
2023-08-18,2301,光寶科,TW0002301009,1482495269,885985763,62.59,37.4,100.0,100.0,2368481032,2023-06-15,
2023-08-21,2301,光寶科,TW0002301009,1476205177,892275855,62.32,37.67,100.0,100.0,2368481032,2023-06-15,
2023-08-22,2301,光寶科,TW0002301009,1470724093,897756939,62.09,37.9,100.0,100.0,2368481032,2023-06-15,
2023-08-23,2301,光寶科,TW0002301009,1475847376,892633656,62.31,37.68,100.0,100.0,2368481032,2023-06-15,
2023-08-24,2301,光寶科,TW0002301009,1466384727,902096305,61.91,38.08,100.0,100.0,2368481032,2023-06-15,
2023-08-25,2301,光寶科,TW0002301009,1471522101,896830131,62.13,37.86,100.0,100.0,2368352232,2023-08-25, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2023-08-28,2301,光寶科,TW0002301009,1468586442,899765790,62.0,37.99,100.0,100.0,2368352232,2023-08-25,
2023-08-29,2301,光寶科,TW0002301009,1464942416,903409816,61.85,38.14,100.0,100.0,2368352232,2023-08-25,
2023-08-30,2301,光寶科,TW0002301009,1467272800,901079432,61.95,38.04,100.0,100.0,2368352232,2023-08-25,
2023-08-31,2301,光寶科,TW0002301009,1461912908,906439324,61.72,38.27,100.0,100.0,2368352232,2023-08-25,
2023-09-01,2301,光寶科,TW0002301009,1457501163,910851069,61.54,38.45,100.0,100.0,2368352232,2023-08-25,
2023-09-04,2301,光寶科,TW0002301009,1452090490,916261742,61.31,38.68,100.0,100.0,2368352232,2023-08-25,
2023-09-05,2301,光寶科,TW0002301009,1449231723,919120509,61.19,38.8,100.0,100.0,2368352232,2023-08-25,
2023-09-06,2301,光寶科,TW0002301009,1451474228,916878004,61.28,38.71,100.0,100.0,2368352232,2023-08-25,
2023-09-07,2301,光寶科,TW0002301009,1453170586,915181646,61.35,38.64,100.0,100.0,2368352232,2023-08-25,
2023-09-08,2301,光寶科,TW0002301009,1451860110,916492122,61.3,38.69,100.0,100.0,2368352232,2023-08-25,
2023-09-11,2301,光寶科,TW0002301009,1444870810,923481422,61.0,38.99,100.0,100.0,2368352232,2023-08-25,
2023-09-12,2301,光寶科,TW0002301009,1437465878,930886354,60.69,39.3,100.0,100.0,2368352232,2023-08-25,
2023-09-13,2301,光寶科,TW0002301009,1430452684,937899548,60.39,39.6,100.0,100.0,2368352232,2023-08-25,
2023-09-14,2301,光寶科,TW0002301009,1426310286,942041946,60.22,39.77,100.0,100.0,2368352232,2023-08-25,
2023-09-15,2301,光寶科,TW0002301009,1451494664,916857568,61.28,38.71,100.0,100.0,2368352232,2023-08-25,
2023-09-18,2301,光寶科,TW0002301009,1444235557,924116675,60.98,39.01,100.0,100.0,2368352232,2023-08-25,
2023-09-19,2301,光寶科,TW0002301009,1443572244,924779988,60.95,39.04,100.0,100.0,2368352232,2023-08-25,
2023-09-20,2301,光寶科,TW0002301009,1437346197,931006035,60.68,39.31,100.0,100.0,2368352232,2023-08-25,
2023-09-21,2301,光寶科,TW0002301009,1436278601,932073631,60.64,39.35,100.0,100.0,2368352232,2023-08-25,
2023-09-22,2301,光寶科,TW0002301009,1437346367,931005865,60.68,39.31,100.0,100.0,2368352232,2023-08-25,
2023-09-25,2301,光寶科,TW0002301009,1437296663,931055569,60.68,39.31,100.0,100.0,2368352232,2023-08-25,
2023-09-26,2301,光寶科,TW0002301009,1436242183,932110049,60.64,39.35,100.0,100.0,2368352232,2023-08-25,
2023-09-27,2301,光寶科,TW0002301009,1435791585,932560647,60.62,39.37,100.0,100.0,2368352232,2023-08-25,
2023-09-28,2301,光寶科,TW0002301009,1437838446,930513786,60.71,39.28,100.0,100.0,2368352232,2023-08-25,
2023-10-02,2301,光寶科,TW0002301009,1441657450,926694782,60.87,39.12,100.0,100.0,2368352232,2023-08-25,
2023-10-03,2301,光寶科,TW0002301009,1443753133,924599099,60.96,39.03,100.0,100.0,2368352232,2023-08-25,
2023-10-04,2301,光寶科,TW0002301009,1441841524,926510708,60.87,39.12,100.0,100.0,2368352232,2023-08-25,
2023-10-05,2301,光寶科,TW0002301009,1439728692,928623540,60.79,39.2,100.0,100.0,2368352232,2023-08-25,
