date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,1504,東元,TW0001504009,1743708744,395087872,81.52,18.47,100.0,100.0,2138796616,2023-04-13,
2023-07-18,1504,東元,TW0001504009,1742301744,396494872,81.46,18.53,100.0,100.0,2138796616,2023-04-13,
2023-07-19,1504,東元,TW0001504009,1741860596,396936020,81.44,18.55,100.0,100.0,2138796616,2023-04-13,
2023-07-20,1504,東元,TW0001504009,1735584596,403212020,81.14,18.85,100.0,100.0,2138796616,2023-04-13,
2023-07-21,1504,東元,TW0001504009,1731247595,407549021,80.94,19.05,100.0,100.0,2138796616,2023-04-13,
2023-07-24,1504,東元,TW0001504009,1741199211,397597405,81.41,18.58,100.0,100.0,2138796616,2023-04-13,
2023-07-25,1504,東元,TW0001504009,1723436491,415360125,80.57,19.42,100.0,100.0,2138796616,2023-04-13,
2023-07-26,1504,東元,TW0001504009,1750423441,388373175,81.84,18.15,100.0,100.0,2138796616,2023-04-13,
2023-07-27,1504,東元,TW0001504009,1755651630,383144986,82.08,17.91,100.0,100.0,2138796616,2023-04-13,
2023-07-28,1504,東元,TW0001504009,1757654630,381141986,82.17,17.82,100.0,100.0,2138796616,2023-04-13,
2023-07-31,1504,東元,TW0001504009,1759114540,379682076,82.24,17.75,100.0,100.0,2138796616,2023-04-13,
2023-08-01,1504,東元,TW0001504009,1759585307,379211309,82.26,17.73,100.0,100.0,2138796616,2023-04-13,
2023-08-02,1504,東元,TW0001504009,1762589304,376207312,82.41,17.58,100.0,100.0,2138796616,2023-04-13,
2023-08-04,1504,東元,TW0001504009,1761075254,377721362,82.33,17.66,100.0,100.0,2138796616,2023-04-13,
2023-08-07,1504,東元,TW0001504009,1761435254,377361362,82.35,17.64,100.0,100.0,2138796616,2023-04-13,
2023-08-08,1504,東元,TW0001504009,1766146254,372650362,82.57,17.42,100.0,100.0,2138796616,2023-04-13,
2023-08-09,1504,東元,TW0001504009,1766111195,372685421,82.57,17.42,100.0,100.0,2138796616,2023-04-13,
2023-08-10,1504,東元,TW0001504009,1767705020,371091596,82.64,17.35,100.0,100.0,2138796616,2023-04-13,
2023-08-11,1504,東元,TW0001504009,1764479020,374317596,82.49,17.5,100.0,100.0,2138796616,2023-04-13,
2023-08-14,1504,東元,TW0001504009,1765236453,373560163,82.53,17.46,100.0,100.0,2138796616,2023-04-13,
2023-08-15,1504,東元,TW0001504009,1765436553,373360063,82.54,17.45,100.0,100.0,2138796616,2023-04-13,
2023-08-16,1504,東元,TW0001504009,1767420344,371376272,82.63,17.36,100.0,100.0,2138796616,2023-04-13,
2023-08-17,1504,東元,TW0001504009,1769055272,369741344,82.71,17.28,100.0,100.0,2138796616,2023-04-13,
2023-08-18,1504,東元,TW0001504009,1771740272,367056344,82.83,17.16,100.0,100.0,2138796616,2023-04-13,
2023-08-21,1504,東元,TW0001504009,1773474690,365321926,82.91,17.08,100.0,100.0,2138796616,2023-04-13,
2023-08-22,1504,東元,TW0001504009,1773432772,365363844,82.91,17.08,100.0,100.0,2138796616,2023-04-13,
2023-08-23,1504,東元,TW0001504009,1772756668,366039948,82.88,17.11,100.0,100.0,2138796616,2023-04-13,
2023-08-24,1504,東元,TW0001504009,1768427215,370369401,82.68,17.31,100.0,100.0,2138796616,2023-04-13,
